word,part_of_speechs
"คะน้าหมูกรอบ","verb,transitive,intransitive,noun,adjective"
"แถว","verb,transitive,preposition,conjunction,noun,prefix"
"บ้าน","verb,transitive,intransitive,noun,adjective"
" ",""
"เปิด","adjective,noun"
"มา","conjunction,particle,idiom"
"แทบ","adjective,noun"
"กรี๊ด",""
" ",""
"นี่","conjunction"
"ข้าว","conjunction,particle,idiom"
"หมา","particle"
"หรือ",""
"คน",""
" ",""
"ข้าว","noun,classifier"
"เยอะ","verb,transitive,intransitive,particle,noun,adjective,conjunction"
" ",""
"ผัก","verb,noun"
"มีแต่",""
"ก้าน","verb"
" ",""
"หมู",""
"แทบ",""
"หาไม่เจอ","verb"
" ",""
"ที่สำคัญ",""
"คลุก","verb"
"กัน","adverb"
"ด้วย","verb,noun"
"จ้าาาาาาา",""
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"|",""
"|",""
"ก่อนอื่น","adverb"
" ",""
"ผม","adverb"
"ขอ",""
"ยอมรับผิด","verb,transitive,preposition,conjunction,noun,prefix"
"ว่า","noun"
"ปัญหา","verb,transitive,intransitive,noun,adjective"
"เกิดจาก","verb,transitive,preposition,conjunction,noun,prefix"
"ผม","verb,transitive,intransitive,noun,adjective"
"คนเดียว",""
" ",""
"ผม","conjunction,particle,idiom"
"มี","adjective,noun"
"แฟน",""
"อยู่แล้ว","noun,classifier"
"คบ","conjunction"
"มา","conjunction,particle,idiom"
"ได้","particle"
" ",""
"5",""
"-",""
"6",""
" ",""
"ปี","adverb,pronoun"
" ",""
"แต่",""
"ความรู้สึก","verb"
"ก็","adjective,adverb,noun"
"เริ่ม",""
"ไม่",""
"เหมือนเดิม","verb"
" ",""
"แต่",""
"ก็","verb"
"ยัง","adverb"
"ไม่ได้","verb,noun"
"บอกเลิก","conjunction,verb"
"กัน","verb"
" ",""
"ยัง",""
"ดูแล","conjunction,preposition,particle,verb"
"กัน","noun,phrase"
"ปกติ","noun,adverb,adjective"
" ",""
"จน","noun,verb,adjective,preposition,particle,classifier"
"ผม","noun,adverb,adjective"
"ไป","verb,adjective"
"เจอ","verb"
"น้อง",""
"คน","verb,transitive,conjunction"
"นึง",""
" ",""
"ทำงาน","adjective,phrase"
"ร่วมกัน","particle"
" ",""
"เจอ","verb,noun"
"ครั้งแรก","verb"
"ผม","prefix,noun"
"ก็","adjective,noun"
"รู้สึก","noun,adjective,adverb"
"ชอบ",""
"เพราะ","verb"
"เค้า",""
"น่ารัก","verb"
"ครับ","verb"
" ",""
"แต่","noun"
"ก็","verb,adjective,noun,preposition"
"ไม่ได้ไป","noun,adjective"
"คุย",""
"อะไร","conjunction,preposition,particle,verb"
"ต่อ","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
"เพราะ","verb,transitive,intransitive,adjective"
"ได้","verb,transitive,conjunction"
"ข่าว","noun"
"มา","noun,adjective"
"ว่า",""
"น้อง","verb"
"เค้า","noun"
"มี",""
"แฟน","noun"
"แล้ว",""
" ",""
"ก็","noun"
"ต่าง",""
"คน","verb"
"ต่าง","verb,transitive,intransitive,noun,adjective"
"ทำงาน","noun,preposition,verb,classifier"
"ไม่ได้","adverb,conjunction,pronoun"
"คุยกัน","conjunction,particle,idiom"
"อีกเลย","noun"
" ",""
"แต่","verb,transitive,intransitive,prefix,conjunction,preposition"
"ผ่านไป","noun,prefix,classifier,verb,adjective"
" ",""
"2",""
" ",""
"ปี",""
" ",""
"ก็ได้","noun"
"กลับมา",""
"ร่วมงาน","conjunction,preposition,particle,verb"
"อีกครั้ง","verb,noun"
" ",""
"ก็","prefix,noun"
"รู้สึก","adjective,noun"
"ชอบ",""
"และ","conjunction"
"รู้สึก","verb,noun"
"ดี","noun"
"กับ","verb,transitive,intransitive,noun,adjective"
"น้อง","adjective,verb,particle,adverb"
"เค้า","noun"
"มากขึ้น",""
" ",""
"ได้",""
"คุยกัน",""
"มากขึ้น",""
"แล้ว",""
"รู้",""
"ว่า",""
"น้อง",""
"เค้า",""
"ไม่มีใคร",""
"แล้ว",""
" ",""
"ก็",""
"คุยกัน",""
"จน",""
"เป็นความ","verb,adjective,noun,preposition"
"รัก","adverb"
"กัน","adjective,verb,noun,adverb,conjunction"
"และ","verb,transitive,intransitive,prefix,conjunction,preposition"
"กัน","noun"
" ",""
"ดูแล","adverb,particle"
"กัน",""
"ดีมาก","verb,adjective,noun,preposition"
" ",""
"จน","adjective"
"แฟน",""
"ผม","verb"
"รู้","adjective"
" ",""
"แล้ว",""
"มี","noun"
"ปัญหา","verb,transitive,intransitive"
" ",""
"น้อง","noun,adjective"
"เค้า","conjunction,particle,idiom"
"ก็","verb"
"ขอ",""
"ออกไป","preposition,noun,verb,transitive,classifier"
"แต่","adverb,noun,pronoun"
"ผม","adjective"
"ไป","verb,transitive,intransitive,noun,adjective"
"ขอร้อง","noun,verb"
"ให้","verb,noun,adverb"
"เค้า","verb"
"อยู่","verb,transitive,noun,adverb,particle"
"และ","adverb"
"บอก",""
"เค้า","verb,transitive,conjunction"
"ว่า","prefix"
"เลือก",""
"เค้า",""
" ",""
"และ",""
"ขอ","noun,phrase"
"เวลา","noun,classifier"
"ผม","verb,transitive,intransitive"
"แก้ปัญหา",""
" ",""
"น้อง","phrase"
"เค้า",""
"ก็","noun,classifier"
"เชื่อมั่น","adjective,pronoun"
"ให้โอกาส","particle"
"และ","verb"
"เวลา","conjunction,particle,idiom"
"กับ","verb"
"ผม","noun,adjective"
"ครับ","particle"
" ",""
"ผม",""
"พยายาม","phrase"
"แก้ปัญหา","particle"
"มา","adjective,verb,intransitive"
"ตลอด","adjective"
" ",""
"จน","particle"
"ตอนนี้","verb,transitive,intransitive,noun,adjective"
"ก็","verb,transitive,intransitive,noun,adjective"
"จะ","adjective,adverb"
" ",""
"2",""
" ",""
"ปีก","noun"
"ว่า","conjunction,verb"
"แล้ว",""
"ครับ","verb,transitive,intransitive"
" ",""
"ก็",""
"แก้","noun,classifier"
"ไม่ได้",""
" ",""
"พยายาม","prefix,noun"
"พูดตรงๆ","adjective,noun"
"หรือ","phrase"
"หลาย",""
"วิธี","adverb,verb,pronoun"
"แฟน","verb"
"คน","adverb,phrase"
"แรก","adjective,adverb,pronoun"
"ของผม",""
"ก็",""
"ไม่","adjective"
"ยอม",""
" ",""
"ทั้ง",""
"บอกว่า",""
"รู้สึก",""
"เปลี่ยนไป","verb"
"แล้ว","preposition,conjunction"
" ",""
"ทะเลาะกัน","noun"
"แทบ","noun"
"ทุกวัน","verb,intransitive,adverb,noun,adjective"
"แต่",""
"ก็",""
"ไม่",""
"ยอม",""
"ปล่อย",""
"ผม",""
" ",""
"แรก",""
"ๆ",""
"ก็",""
"บอก",""
"จะ",""
"ฆ่าตัวตาย",""
" ",""
"ผม",""
"ก็",""
"ไม่อยากให้",""
"เป็น",""
"แบบนั้น",""
" ",""
"ผม","verb,noun"
"รู้สึกผิด",""
" ",""
"จนถึง","noun"
"ตอนนี้","noun,adjective"
"เค้า",""
"บอก","verb,noun,adjective"
"เค้า","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ป่วย","adverb,pronoun"
" ",""
"ก็",""
"คงมา","pronoun,particle,interjection"
"จาก",""
"เพราะ","noun"
"ปัญหา","conjunction,particle"
"ของผม","noun,prefix,classifier,verb,adjective"
" ",""
"กิน",""
"ไม่ได้","adverb"
"นอนไม่หลับ",""
" ",""
"บางที","verb"
"ก็","noun,classifier"
"ไม่ไป",""
"ทำงาน","noun,adjective"
" ",""
"เป็นทุกข์","verb"
"ใจ",""
"เรื่อง","adjective"
"ผม","adjective,verb"
" ",""
"เค้า","adverb,preposition,conjunction,particle"
"ขอให้","adjective"
"ผม",""
"ไป",""
"ดูแล",""
"เค้า",""
"เวลา",""
"ป่วย",""
" ",""
"เพราะ",""
"เค้า",""
"ไม่มีใคร",""
"เข้า",""
"ออก",""
" ",""
"รพ",""
" ",""
"บ่อย",""
" ",""
"แต่",""
"ก็",""
"ยัง",""
"ไม่ทราบ",""
"สาเหตุ",""
" ",""
"บางครั้ง",""
"ผม","pronoun,noun"
"ก็","verb,noun,adjective"
"พาไป","verb"
" ",""
"บางที","noun,classifier"
"เค้า","verb"
"ก็","pronoun,noun"
"ไป","adjective,adverb,phrase"
"เอง",""
" ",""
"ผม","verb,transitive,noun,adjective"
"บอกความจริง","noun"
"และ","adverb,phrase"
"เหตุผล","verb,adjective,noun"
"น้อง","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"อีก","verb,transitive,noun,adverb,particle"
"คน",""
"ทุกครั้ง",""
" ",""
"เค้า",""
"ก็",""
"ร้องไห้","noun,classifier"
"เสียใจ",""
" ",""
"เค้า","noun"
"ก็","conjunction,particle,idiom"
"พยายาม","verb"
"เข้าใจ","particle"
"ปัญหา","adverb"
"ของผม",""
"มา","conjunction,preposition,particle,verb"
"ตลอด","conjunction,particle,idiom"
" ",""
"ไม่","verb"
"เคย","verb,phrase"
"ก้าวก่าย","adverb,conjunction,verb,transitive,noun,pronoun"
"ปิดกั้น",""
" ",""
"แต่","verb,transitive,intransitive"
"หลัง","adverb,conjunction,verb,transitive,noun,pronoun"
"ๆ",""
"เค้า",""
"เริ่ม","preposition,conjunction,adjective"
"ร้องไห้","pronoun,noun"
"เสียใจ","verb,transitive,intransitive,noun,adjective"
"บ่อย","verb,transitive,intransitive"
"ขึ้น","noun"
"เพราะ","noun,prefix,classifier,verb,adjective"
"แฟน","noun"
"ของผม",""
"ไม่","verb"
"ยอม","adverb"
"ปล่อย",""
" ",""
"ผม","noun"
"ต้องไป","pronoun,noun"
"หา","conjunction,particle,idiom"
"แฟน","verb"
"ผม","verb,adjective"
"พาไป","conjunction,adjective"
" ",""
"รพ",""
" ",""
"บ่อยๆ",""
" ",""
"ซึ่ง","conjunction,particle,idiom"
"ก็","verb"
"ไม่รู้","verb,adjective"
"อาการ","adverb,noun,pronoun"
"จะ","preposition,verb,transitive,noun,adverb,intransitive"
"ดีขึ้น","conjunction,adjective"
"เมื่อไร","verb,transitive,noun,adverb,particle"
"ครับ","noun"
" ",""
"บวก",""
"กับ","noun"
"ทางบ้าน","noun,pronoun,verb,intransitive"
"ผม","verb,transitive,noun,adjective"
"ก็","noun"
"สนิท","adverb,verb,pronoun"
"กับ",""
"แฟน","conjunction,particle,idiom"
"คนนี้","adverb,adjective,noun,preposition,verb"
" ",""
"เวลา","adverb,adjective,noun,preposition,verb"
"มี","verb"
"ปัญหา","verb"
"อะไร","verb"
"ก็","adverb"
"จะโทร",""
"หา","conjunction,preposition,particle,verb"
"แม่","verb"
"ผม",""
" ",""
"ซึ่ง",""
"ท่าน","noun,classifier"
"อายุ",""
"มาก","phrase"
"ผม","verb"
"ไม่อยากให้","verb"
"ท่าน","adjective,adverb,phrase"
"ไม่สบายใจ",""
"กับ","conjunction,particle,idiom"
"ปัญหา","verb"
"ผม","verb,adjective"
" ",""
"เวลา","verb"
"หยุด","adjective,interjection,adverb,noun"
"เทศกาล","preposition,conjunction,adverb,noun"
"เค้า","noun"
"ก็","noun,pronoun,verb,intransitive"
"ตาม","adverb"
"ผม",""
"กลับบ้าน","verb,transitive,noun,adverb,particle"
"ทุกครั้ง","verb"
" ",""
"ติดตัว","adverb,verb,pronoun"
"ผม","verb,intransitive,noun"
"ตลอด",""
" ",""
"ไม่สามารถ","noun,pronoun,verb,intransitive"
"ติดต่อ","pronoun"
"กับ","adverb,verb,pronoun"
"น้อง",""
"เค้า","conjunction,particle,idiom"
"ได้","verb"
"เพราะ","preposition,conjunction,adjective"
"ไม่","verb,phrase,idiom"
"อยาก","verb,transitive,adjective,noun"
"ทะเลาะ","adverb,conjunction,verb,transitive,noun,pronoun"
"ให้","conjunction"
"พ่อแม่","adverb,conjunction,verb,transitive,noun,pronoun"
"เห็น",""
" ",""
"จน","adverb,conjunction,verb,transitive,noun,pronoun"
"ตอนนี้","adjective"
"ผม",""
"สงสาร","preposition,conjunction,adjective"
"เห็นใจ","noun"
"น้อง","pronoun,noun"
"เค้า","verb,intransitive,noun"
"มาก",""
"ครับ","adverb,verb,pronoun"
" ",""
"เค้า","noun,classifier"
"เข้าใจ",""
"และ","noun"
"ดูแล","noun,pronoun,verb,intransitive"
"ผม","conjunction,particle,idiom"
"มา","verb,noun,adjective"
"ตลอด","verb"
" ",""
"ผม","pronoun,noun"
"ก็","verb,transitive,intransitive,noun,adjective"
"รัก","verb,phrase"
"น้อง","verb,transitive,preposition,conjunction,noun,prefix"
"เค้า","noun,pronoun,verb,intransitive"
"มาก","verb,transitive,intransitive,particle,noun"
"ครับ","conjunction"
" ",""
"อยาก","noun,pronoun,verb,intransitive"
"จบ","conjunction,verb"
"ปัญหา","verb,noun"
"ไวๆ","noun,pronoun,verb,intransitive"
" ",""
"แต่","conjunction"
"ทำ","verb,noun,adjective"
"ไม่ได้","noun,conjunction"
"สักที","pronoun,noun"
" ",""
"ติด",""
"ตรงที่","noun"
" ",""
"ต้อง","conjunction,particle,idiom"
"รับผิดชอบ","adjective"
"แต่","verb"
"ทาง","conjunction"
"แฟน","noun,conjunction"
"ผม","preposition,conjunction,adverb,noun"
"ก็","pronoun,noun"
"เรื่ม",""
"รับรู้",""
"ว่า","pronoun,noun"
"ผม","verb,noun"
"รัก","verb"
"น้อง","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"เค้า","adverb,preposition"
" ",""
"แต่","preposition,conjunction,adjective"
"ทำ","adverb"
"ยังไง","conjunction,particle,idiom"
"เค้า","verb,noun,adverb"
"ก็",""
"ไม่",""
"ยอม",""
"ปล่อยมือ",""
"ผม","conjunction,verb"
"ครับ","adverb,verb,pronoun"
" ",""
"ผม",""
"จะทำ","conjunction,particle,idiom"
"ยัง","verb,adjective,noun"
"ไร","verb"
"ดี",""
" ",""
"ผม","verb,phrase"
"พยายาม","conjunction,particle"
"รักษา","adjective,adverb"
"น้ำใจ","noun"
"ทั้ง","noun"
"2",""
"คนดี","adjective,adverb"
"ที่สุด","pronoun"
"แล้ว","conjunction,particle,idiom"
"ครับ","particle"
" ",""
"ผม",""
"ทราบ","adjective,adverb,preposition,conjunction"
"และ","verb"
"ต่อว่า","verb"
"ตัวเอง","verb"
"ว่า","adverb,verb,pronoun"
"ผม",""
"เป็น","verb"
"คน","adverb,pronoun"
"ผิด","adjective,adverb"
"ครับ","conjunction,preposition,particle,verb"
" ",""
"แต่","particle"
"จะมี","verb,transitive,intransitive,noun"
"วิธี","verb,noun"
"ไหน","pronoun,noun"
"ที่",""
"จบ","adjective,adverb"
"ปัญหา",""
"นี้","conjunction,particle,idiom"
"ได้","verb,transitive,intransitive"
"บ้าง","verb,noun,adverb"
" ",""
"ถ้า",""
"แฟน","pronoun,noun"
"ผม","conjunction,particle,idiom"
"ไม่","verb"
"ยอม","verb,transitive,intransitive,prefix,conjunction,preposition"
"แบบนี้","adverb"
" ",""
"ผม","pronoun,noun"
"ไม่อยากให้","adjective"
"เค้า",""
"เป็นอะไร","adverb,conjunction"
"เพราะ","adverb"
"ผม","noun,pronoun,verb,intransitive"
"จริงๆ","verb,transitive,intransitive"
" ",""
"ตอนนี้","adjective"
"ผม",""
"เครียด","conjunction,particle,idiom"
"มาก","verb"
" ",""
"สุขภาพจิต","conjunction,adjective"
"แย่","noun,classifier"
"จน","pronoun"
"ทำงาน",""
"ได้","verb,transitive,intransitive,noun,adjective"
"ไม่","verb"
"เต็มที่","verb"
" ",""
"น้อง","adverb,phrase"
"เค้า","conjunction,particle,idiom"
"ก็","verb"
"เครียด","verb"
" ",""
"ทุกข์ใจ","verb,intransitive"
" ",""
"มา","preposition,noun,verb,transitive,classifier"
"ตลอด","pronoun,noun"
" ",""
"ที่","noun,pronoun,verb,intransitive"
"ผม","phrase"
"ยัง","pronoun,noun"
"แก้ปัญหา","verb,transitive,intransitive,noun,adjective"
"ไม่ได้","verb,transitive,intransitive"
" ",""
"แฟน","noun,conjunction"
"ผม","adjective"
"ก็",""
"ทุกข์ใจ","conjunction,adjective"
"เหมือนกัน","noun,pronoun,verb,intransitive"
" ",""
"แต่","verb,particle,transitive,intransitive,noun"
"ความรู้สึก","noun,verb,transitive,adverb,intransitive,particle"
"ผม",""
"ไม่",""
"เหมือนเดิม",""
"ครับ",""
" ",""
"เหลือ",""
"เป็นความ","conjunction,preposition,particle,verb"
"ผูกพัน","conjunction,particle,idiom"
"ธ์",""
" ",""
"และ","noun"
"ความห่วงใย",""
"ที่มี","adverb"
"อยู่","pronoun,noun"
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"/",""
"comment",""
"3",""
"-",""
"1",""
"|",""
"|",""
"ทุกข์ใจ","noun"
"มาก","verb,transitive,intransitive,noun,adjective"
"ครับ","verb,transitive,preposition,conjunction,noun,prefix"
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"/",""
"comment",""
"5",""
"-",""
"2",""
"|",""
"|",""
"เห็นใจ","noun"
"และ","verb,transitive,intransitive,noun,adjective"
"เข้าใจ","verb,transitive,preposition,conjunction,noun,prefix"
"คุณ","verb,transitive,intransitive,noun,adjective"
"นะ",""
"คะ","adjective,noun"
" ",""
"และ","adjective,noun"
"ก็",""
"สงสาร","noun,classifier"
"เธอ","conjunction"
"เหมือนกัน","conjunction,particle,idiom"
"ที่","particle"
"เธอ",""
"ไม่ยอมรับ",""
"ความจริง","verb,noun,adjective"
" ",""
"เรา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ว่า","adverb,pronoun"
"เธอ","verb,noun"
"อ่อนแอ",""
"ที่ใจ","verb"
"มัน","adjective,adverb,noun"
"ก็เลย",""
"ส่งผล",""
"มา","verb"
"ที่","verb"
"ร่างกาย",""
" ",""
"เหมือน","adverb"
"จิต","verb,noun"
"สั่ง","conjunction,verb"
"ให้","verb"
"ป่วย","noun"
"(",""
"เคย","conjunction,preposition,particle,verb"
"ดู","noun,phrase"
"ใน","noun,adverb,adjective"
"ละคร",""
"น่ะ","noun,verb,adjective,preposition,particle,classifier"
"ค่ะ","noun,adverb,adjective"
")",""
" ",""
"เข้าใจว่า",""
"เธอ","verb,transitive,conjunction"
"คงรัก",""
"คุณ","adjective,noun"
"มาก","adjective,phrase"
"รัก","particle"
"จน","conjunction,preposition,particle,verb"
"ไม่","verb,noun"
"อยาก","verb"
"เสีย","prefix,noun"
"คุณ","adjective,noun"
"ไป","noun,adjective,adverb"
" ",""
"แต่","verb"
"ก็",""
"อย่างว่า","verb"
"ล่ะ","verb"
"เนอะ","adjective"
"จะเอา","noun"
"อะไร","verb,adjective,noun,preposition"
"กับ","noun,adjective"
"คน",""
"หมด","conjunction,preposition,particle,verb"
"รัก","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
"และ","verb,transitive,intransitive,adjective"
"หมด","verb,transitive,conjunction"
"ใจ","noun"
"",""
"36333598",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36333598",""
"|",""
"|",""
"คือ","adverb"
"พึ่ง","adverb,prefix"
"เริ่ม","adverb"
"กิน",""
"ยาคุม","verb,transitive,preposition,conjunction,noun,prefix"
"แบบ","noun"
"28",""
"เม็ด","verb,transitive,preposition,conjunction,noun,prefix"
"(",""
"ซู",""
"ซี่","adjective,noun"
")",""
"แผง","adjective,noun"
"แรก",""
"หมดไป","noun,classifier"
"เมื่อ","conjunction"
"วาน","conjunction,particle,idiom"
" ",""
"แต่",""
"ยังไม่ได้กิน",""
"อีก","verb,noun,adjective"
"7",""
"เม็ด","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ที่","adverb,pronoun"
"เป็น","verb,noun"
"วิตามิน",""
" ",""
"เริ่ม","adjective,adverb,noun"
"กิน",""
"ตั้งแต่",""
"วัน","verb"
"แรก","verb"
"ของ",""
"การมีประจำเดือน","verb"
" ",""
"คำถาม","verb,noun"
"ก็คือ","conjunction,verb"
" ",""
"วันนี้","noun"
"พึ่ง",""
"มี","conjunction,preposition,particle,verb"
"อะไร","noun,phrase"
"กับ","noun,adverb,adjective"
"แฟน",""
" ",""
"ใช้ถุงยาง","noun,adverb,adjective"
"แต่","verb,adjective"
"ถุงยาง","verb"
"ดัน",""
"แตก","verb,transitive,conjunction"
"ละ",""
"คาดว่า","adjective,noun"
"จะ","adjective,phrase"
"ปล่อย","particle"
"ใน","conjunction,preposition,particle,verb"
" ",""
"เพราะ","verb"
"ตอน","prefix,noun"
"มี","adjective,noun"
"อะไร","noun,adjective,adverb"
"กัน",""
"เสร็จแล้ว","verb"
"มี",""
"น้ำ","verb"
"ขาว","verb"
"ๆ",""
"ใส","noun"
"ๆ",""
"ไหล","noun,adjective"
"ออกมา",""
"ด้วย","conjunction,preposition,particle,verb"
" ",""
"คือ","verb,transitive,intransitive,adjective"
"กิน","verb,transitive,conjunction"
"ยาคุม","noun"
"สม่ำเสมอ","noun,adjective"
"ทุกวัน",""
" ",""
"แต่","noun"
"อาจ",""
"จะ","noun"
"เวลา",""
"ไม่","conjunction"
"ตรง","noun"
"กัน",""
"บ้าง","verb"
" ",""
"อย่างงี้","noun,preposition,verb,classifier"
"มีสิทธิ์","adverb,conjunction,pronoun"
"ท้อง","conjunction,particle,idiom"
"มั้ย","noun"
"คะ",""
" ",""
"ควรจะกิน","noun,prefix,classifier,verb,adjective"
"ยาคุม","verb,transitive,intransitive,noun,adjective"
"ฉุกเฉิน","noun"
"มั้ย","verb,transitive,noun,adverb,particle"
"",""
"36333598",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36333598",""
