word,part_of_speechs
"ที่","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
"เรา","pronoun"
"ได้ทำ","verb"
"การ","noun,adverb"
"รวบรวม","verb"
"น้ำผลไม้","noun"
"และ","conjunction"
"น้ำ","noun,adjective,classifier"
"สมุนไพร","noun"
"จาก","preposition,adjective,verb,noun"
"ดอย","noun"
"คำ","noun,classifier"
"",""
"มา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"แบบ","noun,verb,adjective,preposition,particle,classifier"
"เยอะ","adverb"
"ที่สุด","adjective,phrase"
" ",""
"(",""
"เท่าที่","preposition"
"หามาได้","verb,transitive,phrase"
")",""
" ",""
"ชิม","verb"
"จน","preposition,conjunction,adjective"
"แน่น","adjective"
"พุง","noun"
"เลย","adverb"
"ค่ะ","particle"
" ",""
"555",""
" ",""
"มา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ดู","verb,transitive,intransitive,adjective"
"กัน","adverb,conjunction,verb,transitive,noun,pronoun"
"",""
"",""
"น้ำ","noun,adjective,classifier"
"เสาวรส","noun"
" ",""
"50",""
"%",""
" ",""
"สูตร","noun"
"ปกติ","adjective"
" ",""
"(",""
"13",""
"฿",""
")",""
" ",""
"รสชาติ","noun"
"เปรี้ยว","adjective,adverb"
"นำ","verb,noun,adjective"
"อม","verb,noun"
"หวาน","adjective"
"เล็กน้อย","adjective"
" ",""
"110",""
" ",""
"kcal",""
"",""
"น้ำ","noun,adjective,classifier"
"เสาวรส","noun"
" ",""
"50",""
"%",""
" ",""
"ผสม","verb,noun"
"สารสกัด","noun"
"จาก","preposition,adjective,verb,noun"
"หญ้า","noun"
"หวาน","adjective"
" ",""
"(",""
"13",""
"฿",""
")",""
" ",""
"ซึ่ง","pronoun,conjunction"
"ให้","verb,transitive,preposition,conjunction,noun,prefix"
"พลังงาน","noun"
"ต่ำ","adjective,noun"
"",""
"ทำให้","verb,transitive"
"แคลอรี่","noun"
"น้อยกว่า","adjective"
"สูตร","noun"
"ปกติ","adjective"
"เกือบ","adverb"
"ครึ่ง","adjective,adverb"
" ",""
"และ","conjunction"
"หวาน","adjective"
"น้อยกว่า","adjective"
"สูตร","noun"
"ปกติ","adjective"
"ถึง","verb,transitive,intransitive"
" ",""
"52",""
"%",""
" ",""
"ค่ะ","particle"
" ",""
"60",""
" ",""
"kcal",""
"",""
"น้ำ","noun,adjective,classifier"
"เสาวรส","noun"
" ",""
"50",""
"%",""
" ",""
"สูตร","noun"
"หวาน","adjective"
"น้อยกว่า","adjective"
" ",""
"(",""
"13",""
"฿",""
")",""
" ",""
"สูตร","noun"
"นี้","adjective"
"หวาน","adjective"
"น้อย","adjective,noun"
"สุด","noun,adjective"
"ใน","preposition"
" ",""
"3",""
" ",""
"กล่อง","noun,classifier"
"นี้","adjective"
"",""
"ซึ่ง","pronoun,conjunction"
"หวาน","adjective"
"น้อยกว่า","adjective"
"สูตร","noun"
"ปกติ","adjective"
"อีก","adverb,adjective"
" ",""
"68",""
"%",""
" ",""
"เลย","adverb"
" ",""
"ส่วน","conjunction,noun,classifier"
"รสชาติ","noun"
"ต่างกัน","adjective"
"นิดหน่อย","adverb"
" ",""
"กล่อง","noun,classifier"
"นี้","adjective"
"จะ","verb,noun,adverb"
"เปรี้ยว","adjective,adverb"
"ที่สุด","adjective,phrase"
" ",""
"60",""
" ",""
"kcal",""
"",""
"",""
"น้ำมะเขือเทศ","noun"
" ",""
"50",""
" ",""
"kcal",""
" ",""
"สูตร","noun"
"ตั้งต้น","verb"
"ของ","preposition,noun,verb"
"น้ำมะเขือเทศ","noun"
"ดอย","noun"
"คำ","noun,classifier"
"ค่ะ","particle"
" ",""
"วิตามินซี","noun"
"สูง","adjective,noun,adverb"
" ",""
"มี","verb,transitive,noun,adjective"
"ใย","noun,adjective"
"อาหาร","noun"
"และ","conjunction"
"ไล",""
"โค","noun"
"ปีน","verb"
"",""
"สูตร","noun"
"โซเดียม","noun"
"ต่ำ","adjective,noun"
" ",""
"50",""
" ",""
"kcal",""
" ",""
"โซเดียม","noun"
"ต่ำ","adjective,noun"
" ",""
"เพิ่ม","verb,noun"
"โปรตีน","noun"
" ",""
"หวาน","adjective"
"น้อยลง","adjective"
" ",""
"แต่","conjunction,preposition,particle,verb"
"แคล",""
"เซี",""
"ยม","noun"
"และ","conjunction"
"วิตามินซี","noun"
"สูง","adjective,noun,adverb"
"",""
"สูตร","noun"
" ",""
"ม็",""
"อ","prefix"
"ค","noun"
"เท","verb"
"ล",""
" ",""
"100",""
" ",""
"kcal",""
" ",""
"ผสม","verb,noun"
"น้ำผลไม้","noun"
"เข้ามา","verb"
"ทำให้ดื่ม","verb"
"ง่าย","adjective,adverb,noun"
"และ","conjunction"
"ใย","noun,adjective"
"อาหาร","noun"
"สูง","adjective,noun,adverb"
"",""
"",""
"น้ำ","noun,adjective,classifier"
"มะตูม","noun,adjective"
" ",""
"70",""
" ",""
"kcal",""
" ",""
"ช่วย","verb,interjection,noun"
"ระบบขับถ่าย","noun,phrase"
" ",""
"ขับ","verb,transitive,noun"
"เสมหะ","noun"
" ",""
"แก้","verb,adjective,noun"
"ร้อนใน","noun"
"",""
"น้ำ","noun,adjective,classifier"
"กระเจี๊ยบ","noun"
" ",""
"110",""
" ",""
"kcal",""
" ",""
"ลด","verb"
"ความดันโลหิต","noun"
"และ","conjunction"
"ไขมัน","noun"
"ใน","preposition"
"เลือด","noun"
"",""
"น้ำชา","noun"
"เขียว","adjective,noun"
" ",""
"70",""
" ",""
"kcal",""
" ",""
"ขับ","verb,transitive,noun"
"สาร","adjective,noun"
"พิษ","noun,adjective"
"ตกค้าง","verb"
"และ","conjunction"
"ช่วย","verb,interjection,noun"
"ให้","verb,transitive,preposition,conjunction,noun,prefix"
"ผ่อนคลาย","verb"
"",""
"น้ำ","noun,adjective,classifier"
"เห็ด","noun"
"หลินจือ",""
"ผสม","verb,noun"
"น้ำผึ้ง","noun"
" ",""
"70",""
" ",""
"kcal",""
" ",""
"มี","verb,transitive,noun,adjective"
"สารต้านอนุมูลอิสระ","noun"
"ช่วย","verb,interjection,noun"
"ต้าน","verb,transitive,intransitive"
"มะเร็ง","noun"
"ได้ดี","adjective"
"",""
"",""
"น้ำ","noun,adjective,classifier"
"สตรอเบอร์รี่",""
" ",""
"120",""
" ",""
"kcal",""
" ",""
"มี","verb,transitive,noun,adjective"
"วิตามินเอ","noun"
" ",""
"ซี","noun,interjection,particle"
" ",""
"และ","conjunction"
"แคล",""
"เซี",""
"ยม","noun"
"",""
"น้ำ","noun,adjective,classifier"
"มะม่วง","noun"
" ",""
"130",""
" ",""
"kcal",""
" ",""
"มี","verb,transitive,noun,adjective"
"วิตามินเอ","noun"
"สูง","adjective,noun,adverb"
"",""
"น้ำ","noun,adjective,classifier"
"เบอร์",""
"รี่","verb,adverb,noun"
"รวม","verb,adjective,adverb"
" ",""
"130",""
" ",""
"kcal",""
" ",""
"วิตามินเอ","noun"
" ",""
"ซี","noun,interjection,particle"
" ",""
"และ","conjunction"
"แคล",""
"เซี",""
"ยม","noun"
"",""
"น้ำ","noun,adjective,classifier"
"ฝรั่ง","noun,adjective"
" ",""
"120",""
" ",""
"kcal",""
" ",""
"มี","verb,transitive,noun,adjective"
"วิตามินซี","noun"
"สูง","adjective,noun,adverb"
" ",""
"และ","conjunction"
"แคล",""
"เซี",""
"ยม","noun"
"สูง","adjective,noun,adverb"
"",""
"น้ำ","noun,adjective,classifier"
"ลิ้นจี่","noun,adjective"
" ",""
"110",""
" ",""
"kcal",""
" ",""
"มี","verb,transitive,noun,adjective"
"วิตามินซี","noun"
"และ","conjunction"
"แคล",""
"เซี",""
"ยม","noun"
"",""
"น้ำ","noun,adjective,classifier"
"มัลเบอร์",""
"รี่","verb,adverb,noun"
" ",""
"130",""
" ",""
"kcal",""
" ",""
"มี","verb,transitive,noun,adjective"
"วิตามินเอ","noun"
" ",""
"บี",""
" ",""
"6",""
" ",""
"และ","conjunction"
"โฟ",""
"เล","noun"
"ต",""
"",""
"อันนี้","noun"
"ทำ","verb,noun,adjective"
"รูป","noun,classifier,adjective"
"มา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ผิด","adjective,verb,noun"
"นิดหน่อย","adverb"
" ",""
"ยึด","verb,transitive"
"ตาม","adverb,preposition,verb,transitive"
"แคปชั่น",""
"นะ","particle"
"คะ","particle"
" ",""
"5555",""
"",""
"",""
"สมูท",""
"ตี้",""
"มะม่วง","noun"
"ผสม","verb,noun"
"เสาวรส","noun"
" ",""
"(",""
"22",""
"฿",""
")",""
" ",""
"มี","verb,transitive,noun,adjective"
"ความ","prefix,noun"
"นมเปรี้ยว","noun"
"แต่","conjunction,preposition,particle,verb"
"นุ่ม","adjective"
"กว่า","conjunction,preposition,adverb"
" ",""
"รส","noun,adjective"
"ออก","noun,verb,transitive,adverb,intransitive,particle"
"มะม่วง","noun"
"นำ","verb,noun,adjective"
" ",""
"หอม","adjective,noun,verb"
"เสาวรส","noun"
" ",""
"อร่อย","adjective"
"ค่ะ","particle"
"",""
"",""
"น้ำ","noun,adjective,classifier"
"มะขาม","noun"
"ป้อม","noun,classifier,adjective"
" ",""
"(",""
"18",""
"฿",""
")",""
" ",""
"รสชาติ","noun"
"แบบ","noun,verb,adjective,preposition,particle,classifier"
"มะขาม","noun"
"ป้อม","noun,classifier,adjective"
"แท้","adjective"
"ๆ",""
"เลย","adverb"
" ",""
"ติด","verb,intransitive,preposition,adjective,transitive,adverb"
"ฝาด","verb"
"นิดหน่อย","adverb"
"",""
"แต่","conjunction,preposition,particle,verb"
"ประโยชน์","noun,adjective"
"เยอะ","adverb"
"มาก","adjective,adverb,prefix"
" ",""
"วิตามินซี","noun"
"สูง","adjective,noun,adverb"
"สุด","noun,adjective"
"ๆ",""
" ",""
"ที่สำคัญ","adjective"
"ได้","verb,transitive,noun,adverb,particle"
"พลังงาน","noun"
"แค่","adverb"
" ",""
"10",""
" ",""
"kcal",""
" ",""
"เท่านั้น","adverb"
"",""
