word,spell,type,meaning
ทนทุกข์,thohnM thookH,,suffer; endure suffering
ทนทุกข์ทรมาน,thohnM thookH thaawM raH maanM,"verb, phrase",suffer; endure suffering
ทนไฟ ,thohnM faiM,adjective,[is] fireproof; flame retardant; fire proof
ทนไม่ได้แน่นอน ก็ทำใจให้เงียบ,thohnM maiF daiF naaeF naawnM gaawF thamM jaiM haiF ngiiapF,example sentence,"""When you really can’t bear it any more, quiet down your emotions."""
ทนไม่เป็น ก็อย่าให้ใจร้อน,thohnM maiF bpenM gaawF yaaL haiF jaiM raawnH,example sentence,"""When you are unable to tolerate it anymore, don’t get angry."""
ทนไม่ไหว ,thohnM maiF waiR,verb,can no longer bear it; can't stand it
ทนไม่ไหว ก็ทำใจให้เย็น,thohnM maiF waiR gaawF thamM jaiM haiF yenM,example sentence,"""When you can’t take it anymore, just cool down."""
ท้น,thohnH,adjective,[is] flooded
verb,"to swim against the current, to swim upstream, to move or be moved upstream",,
ทนต์,thohnM,"noun, loanword, Pali",tooth; teeth
ทนต่อ,thohnM dtaawL,verb,to withstand
ทนโท่ ,thohnM tho:hF,"adjective, adverb",obvious; apparent; glaring; flagrant; blatant
ทนาย ,thaH naaiM,noun,lawyer; attorney; counsel; representative; solicitor
ทนายความ ,thaH naaiM khwaamM,noun,attorney; lawyer; barrister
ทนายความแก้ต่าง,thaH naaiM khwaamM gaaeF dtaangL,noun,defense attorney
ทนายความหวังว่าคงสามารถพาการดำเนินคดีกับคณะลูกขุนให้ทนายความหวังว่าคงสามารถพาการดำเนินคดีกับคณะลูกขุนให้บ่ายเบนออกห่างจาก ความผิดที่ลูกความของพวกตนก่อไว้ได้ออกห่างจาก ความผิดที่ลูกความของพวกตนก่อไว้ได้,thaH naaiM khwaamM wangR waaF khohngM saaR maatF phaaM gaanM damM neernM khaH deeM gapL khaH naH luukF khoonR haiF thaH naaiM khwaamM wangR waaF khohngM saaR maatF phaaM gaanM damM neernM khaH deeM gapL khaH naH luukF khoonR haiF baaiL baehnM aawkL haangL jaakL khwaamM phitL theeF luukF khwaamM khaawngR phuaakF dtohnM gaawL waiH daiF aawkL haangL jaakL khwaamM phitL theeF luukF khwaamM khaawngR phuaakF dtohnM gaawL waiH daiF,example sentence,"""The lawyers hope the prosecution and the jury are diverted away from the obvious guilt of their clients."""
ทนายจำเลยพยายามประวิงความ,thaH naaiM jamM leeuyM phaH yaaM yaamM bpraL wingM khwaamM,example sentence,"""The attorney for the defendant is trying to defer the lawsuit."""
ทนุ,thaH nooH,proper noun,Danu
ทบ ,thohpH,"noun, verb, transitive",to double over; to fold back; to fold up
ทบ ,thohpH,verb,to compound; to increase; to add to
ทบ ,thohpH,verb,to break (as with คลื่น  )
ทบ ,thohpH,verb,[ทวีทบ] to increase; multiply; compound
ทบต้น,thohpH dtohnF,"verb, intransitive","[finance, banking] [of interest] to compound"
ทบต้น,thohpH dtohnF,adjective,[banking] [of interest] [is] compound
ทบต้นทบตอก,thohpH dtohnF thohpH dtaawkL,"adjective, phrase",[is] compounded (as in interest on debt)
ทบทวน ,thohpH thuaanM,verb,to review (study)
ทบทวน,thohpH thuaanM,verb,"to revise, reconsider"
ทบทวี,thohpH thaH weeM,verb,to double in number or amount
ทบ.,thaawM baawM,"proper noun, abbreviation",[abbreviation for กองทัพบก] RTA
ทบวง,thaH buaangM,noun,government bureau; department
ทบวงการ,thaH buaangM gaanM,noun,organization; agency; bureau
ทบวงการเมือง,thaH buaangM gaanM meuuangM,noun,government department
ทบิลิซี ,thaH biL liH seeM,"proper noun, geographical","Tbilisi, the capital city of the European country จอร์เจีย (Georgia)"
ทปท.,thaawM bpaawM thaawM,"proper noun, abbreviation",[abbreviation for พรรคไทยเป็นไท]
ทปส.,thaawM bpaawM saawR,"proper noun, abbreviation",[abbreviation for พรรคไทยเป็นสุข]
ทพ.,thaawM phaawM,"noun, abbreviation",[abbreviation for ทหารพราน] [military] scout; ranger; Paramilitary Rangers
ทพ.,thaawM phaawM,abbreviation,[abbreviation for ทหารพราน] Paramilitary Rangers
ทพ.,thaawM phaawM,"noun, abbreviation",[abbreviation for ทันตแพทย์] dentist
ทพ.,thaawM phaawM,"proper noun, abbreviation",[abbreviation for พรรคไทยพอเพียง]
ทมิฬ ,thaH minM,"noun, adjective, formal",Tamil
"adjective, formal, loanword, Pali",vicious; dangerous; savage; ruthless; depraved,,
ทมิฬหินชาติ ,thaH minM hinR naH chaatF,"adjective, phrase, formal, sarcastic-humorous","[showing sheer disapproval] inhumane, vicious, dangerous, savage, ruthless, depraved and of low birth, ill-born, low, base, degraded"
ทโมน,thaH mo:hnM,adjective,[is] overgrown; big; dominant; assertive
ทยอย,thaH yaawyM,"verb, intransitive","to follow; to come or go one by one or one after another, to succeed (one another)"
adverb,one by one; in succession; one after another,,
ทยาน,thaH yaanM,,[alternate spelling of ทะยาน]
ทแยง ,thaH yaaengM,adjective,[is] oblique; skewed; diagonal; slanted; biased
ทร.,thaawM raawM,"proper noun, abbreviation",[abbreviation for กองทัพเรือ] RTN
ทรง ,sohngM,noun,form; figure; style
ทรง ,sohngM,verb,to maintain; to remain; hold up; take; sustain; continue
ทรง ,sohngM,prefix,"[royal use only] [prefix which transforms common verbs (and sometimes nouns) into the verbs (and nouns) for royal language showing actions of mounting (a horse) or holding (an object), etc. The meanings will depend on such ensuing verbs.]"
ทรง ,sohngM,noun,hair style; hairdo
ทรง ,sohngM,"verb, transitive",to remember or memorize
ทรง ,sohngM,"verb, transitive",to have; having
ทรง ,sohngM,"verb, transitive, formal","[พระทรง] [royal] [a verb used in front of some nouns to indicate the state of being a ""king""]"
ทรง ,sohngM,"noun, adjective, formal",[a suffix for the horses or elephants officially enrolled for duty]
ทรง ,sohngM,"noun, verb, transitive, intransitive",[relating to] a séance or trance; a medium
ทรงกรม,sohngM grohmM,"verb, formal",[ทรงกรม] [royal use only—for His Royal Highness Prince or Her Royal Highness Princess] to be responsible for a department of the Royal Thai government
ทรงกระบอก,sohngM graL baawkL,"noun, adjective",cylinder; cylindrical
ทรงกลด,sohngM glohtL,adjective,be encircled by a halo; have a halo; [is] surrounded by a corona
ทรงกลม ,sohngM glohmM,"noun, adjective",the round geometric shape; sphere
ทรงกับทรุด,sohngM gapL sootH,verb,to get worse; to become worse
ทรงขอบใจ,sohngM khaawpL jaiM,"verb, phrase, formal",[royal use only] to thank or express gratitude
ทรงคุณวุฒิ,sohngM khoonM naH wootH,"verb, phrase, formal","to have an academic degree or knowledge; to be qualified, to be competent"
ทรงเครื่อง,sohngM khreuuangF,verb,[of royalty] cut or dress the hair
ทรงเครื่อง,sohngM khreuuangF,noun,extra ingredient (in a recipe)
ทรงเครื่อง,sohngM khreuuangF,adjective,[is] decorated
ทรงจำ ,sohngM jamM,verb,to remember; to recall; to recollect
ทรงจำเสื่อม,sohngM jamM seuuamL,example sentence,"""One's memory is lost."" — ""His memory in in decline."""
ทรงเจ้า,sohngM jaoF,,[synonym of เข้าทรง] to sit in séance
ทรงช้าง,sohngM chaangH,"verb, formal",[ทรงช้าง] [royal use only] to ride an elephant
ทรงตัว,sohngM dtuaaM,verb,to maintain (one's) poise and balance; able to stand on its own
ทรงทราบ,sohngM saapF,"verb, formal","[ทรงทราบ] [royal use only] to know or learn about (something), to be informed of"
ทรงธรรม,sohngM thamM maH,adjective,[is] virtuous
ทรงเป็นร่มเกล้า ,sohngM bpenM rohmF glaoF,"verb, intransitive, phrase, formal, poetic",[written Thai and used with the kings only] to be a protector of peace
ทรงเป็นร่มเกศ ,sohngM bpenM rohmF gaehtL,"verb, intransitive, phrase, formal, poetic",[ทรงเป็นร่มเกล้า]
ทรงโปรด,sohngM bpro:htL,noun,royal compassion; royal pleasure to help
ทรงผม ,sohngM phohmR,noun,hair style; hairdo
ทรงพระกรุณา ,sohngM phraH gaL rooH naaM,"verb, intransitive, phrase, formal",[royal use only] to deign; graciously pleased
ทรงพระเกษมสำราญ ตลอดกาลตลอดไป,sohngM phraH gaL saehmR samR raanM dtaL laawtL gaanM dtaL laawtL bpaiM,example sentence,"""Grant him happiness forever"""
ทรงพระเจริญ,sohngM phraH jaL reernM,example sentence,"""Long live the King."""
ทรงพระเจริญ ยิ่งยืนนาน,sohngM phraH jaL reernM yingF yeuunM naanM,example sentence,"""Long live the King. May his days be without number"""
ทรงพลัง,sohngM phaH langM,adjective,[is] powerful
ทรงพลังอำนาจ,sohngM phaH langM amM naatF,"verb, phrase",to exercise power
ทรงม้า,sohngM maaH,"verb, formal",[ทรงม้า] [royal use only] to ride a horse
ทรงม้า,sohngM maaH,,"[ทรงม้า] in the form or shape of a horse, equestrianesque"
ทรงยินดี,sohngM yinM deeM,"verb, phrase, formal",[royal use only] to be delighted or glad
ทรงรัก,sohngM rakH,verb,[ทรงรัก] [as royalty or a deity] to love
ทรงราชย์,sohngM raatF,"verb, phrase",to reign; rule
ทรงแรกที่ผมเริ่มตัดก็คือทรงนักเรียน,sohngM raaekF theeF phohmR reermF dtatL gaawF kheuuM sohngM nakH riianM,example sentence,"""My first hairstyle was a student cut."""
ทรงศร,sohngM saawnR,"verb, formal",[ทรงศร] [royal use only] to hold an arrow
ทรงศีล,sohngM seenR,"verb, formal",[ทรงศีล] [royal use only] to follow the Buddhist precepts
ทรงอานุภาพ,sohngM aaM nooH phaapF,adjective,"[is] mighty, powerful, forceful"
ทรงอิทธิพล,sohngM itL thiH phohnM,adjective,[is] influential; prominent; leading
ทรชน ,thaawM raH chohnM,"noun, plural",knaves; rascals; hooligans
ทรนง,thaH raH nohngM,,[alternate spelling of ทะนง]
ทรพิษ ,thaawM raH phitH,adjective,[is] poisonous; toxic; venomous
"noun, adjective",[ไข้ทรพิษ] smallpox,,
ทรพี ,thaawM raH pheeM,noun,a ladle
ทรมาน ,thaawM raH maanM,"adjective, verb, formal, loanword, Pali",to suffer
"verb, transitive, formal, loanword, Pali",to torture,,
ทรยศ,thaawM raH yohtH,"verb, intransitive",to betray
adjective,treacherous; traitorous,,
ทรยศชาติ,thaawM raH yohtH chaatF,adjective,[is] a traitor to one's country
ทรยศชาติ,thaawM raH yohtH chaatF,verb,to betray one's country
ทรรศน์,thatH saL,,[alternate spelling of ทัศน์]
ทรรศน์,thatH,,[alternate spelling of ทัศน์]
ทรรศนะ,thatH saL naH,,[alternate spelling of ทัศน์]
ทรราช ,thaawM raH raatF,noun,despot; tyrant
ทรวง,suaangM,noun,"[body] chest, bosom"
ทรวงอก,suaangM ohkL,"noun, formal",chest
ทรวด,suaatF,verb,to deteriorate; decrease; get worse
ทรวดทรง,suaatF sohngM,noun,figure; outline; shape
ทรวาร,thaawM raH waanM,noun,door; gateway
ทรสองทรสุม,thaawM raH saawngR thaawM raH soomR,verb,to assemble; meet together; congregate; swarm; flock together; gather
ทรสาย,thaawM raH saaiR,noun,a brush
adjective,[is] unkempt; messy,,
ทรสายทรสุม,thaawM raH saaiR thaawM raH soomR,adjective,[same as ทรสาย]
ทรสุม,thaawM raH soomR,adjective,[is] bunched together; clustered
ทรสุมทรสาย,thaawM raH soomR thaawM raH saaiR,adjective,[same as ทรสุม]
ทรหด,thaawM raH hohtL,adjective,[is] tough; able to endure or tolerate; able to stand up to or resist
ทรหดอดทน,thaawM raH hohtL ohtL thohnM,adjective,[is] unyielding; indomitable; unflinching; undaunted
ทรหน,thaawM raH hohnR,noun,a difficult path or way; a course of hardship and peril
ทรหวล,thaawM raH huaanR,adjective,[is] being blown or carried away
ทรหึง,thaawM raH heungR,adjective,[is] boisterous; loud; noisy
adjective,[is] of long duration; enduring; sustained; long-lasting,,
ทรหึงทรหวล,thaawM raH heungR thaawM raH huaanR,adjective,[is] tumultuous
ทรเหล,thaawM raH haehnR,noun,a limp
ทรอมโบน,thraawmM bo:hnM,"noun, loanword, English",[Thai transcription of the foreign loanword] trombone
ทรอย,thraawyM,"proper noun, loanword, English",Troy [an English given name]
ทรอึง,thaawM raH eungM,adjective,[is] conceited; overly proud; haughty
ทรอุ้ม,thaawM raH oomF,adjective,[is] dark; overcast; gloomy
ทระนง,thaawM raH nohngM,verb,"to be arrogant, conceited, proud, or haughty"
ทรัพย์ ,sapH,"noun, Sanskrit",asset; wealth; possessions; riches
ทรัพย์ศฤงคาร,sapH sringR khaanM,noun,wealth; possessions; property
ทรัพย์สมบัติ,sapH sohmR batL,noun,resource; asset
ทรัพย์สมบัตินั้น เป็นแต่เพียงของนอกกาย ตายแล้วก็เอาไปไม่ได้,sapH sohmR batL nanH bpenM dtaaeL phiiangM khaawngR naawkF gaaiM dtaaiM laaeoH gaawF aoM bpaiM maiF daiF,example sentence,"""Your property is not physically part of you; when you die you cannot take it with you."""
ทรัพย์สมบัติอันมีค่า,sapH sohmR batL anM meeM khaaF,noun,treasure
ทรัพย์สิน ,sapH sinR,noun,assets; property
ทรัพย์สินทางปัญญา,sapH sinR thaangM bpanM yaaM,noun,intellectual property
ทรัพย์สินทุกชนิดขายฝากได้ไม่ว่าจะเป็นบ้าน ที่ดินรถยนต์ เรือ นาฬิกา,sapH sinR thookH chaH nitH khaaiR faakL daiF maiF waaF jaL bpenM baanF theeF dinM rohtH yohnM reuuaM naaM liH gaaM,example sentence,"""All kinds of property can be made subject to a conditional sales arrangement, including homes, land, automobiles, boats, [and] watches."""
ทรัพย์สินส่วนบุคคล ,sapH sinR suaanL bookL khohnM,noun,private property
ทรัพยากร,sapH phaH yaaM gaawnM,"noun, plural, formal, loanword, Pali",resource(s); natural resource(s)
ทรัพยากรธรรมชาติ,sapH phaH yaaM gaawnM thamM maH chaatF,"noun, phrase",natural resources; natural wealth
ทรัมเป็ต,thramM bpetL,"noun, loanword, English",[Thai transcription of the foreign loanword] trumpet
ทรัสตรี,thratH dtreeM,"noun, loanword, English",[Thai transcription of the foreign loanword] trustee
ทรัสตี ,thaH ratH dteeM,noun,trustee
ทรานซิสเตอร์,thraanM sitH dtuuhrM,"noun, loanword, English",[Thai transcription of the foreign loanword] transistor
ทรานสปอร์ต,thraanM saL bpaawdL,noun,[Thai transcription of foreign loanword] transport [often used in names of transportation companies]
ทราบ ,saapF,"verb, intransitive, formal",[polite] to know a fact or piece of information
ทราบ ,saapF,"verb, formal","[ทรงทราบ] [royal use only] to know or learn about (something), to be informed of"
ทราบ ,saapF,verb,[อยากทราบ] would like to know
ทราบ ,saapF,verb,[จะทราบ] will know
ทราบ ,saapF,"verb, intransitive, formal",[ไม่ทราบ] [formal] does not know
ทราบ ,saapF,verb,[ควรจะทราบ] [future tense] ought to know
ทราบ ,saapF,verb,[จะต้องทราบ] will have to know
ทราบ ,saapF,verb,[ยังทราบ] could still know; may come to know
ทราบเกล้าทราบกระหม่อม,saapF glaoF saapF graL maawmL,"verb, phrase",to know; understand; perceive [when speaking to royalty]
ทราบครับ,saapF khrapH,example sentence,"[formal] ""(Yes,) I know (his name)."""
ทราบครับ คุณครู,saapF khrapH khoonM khruuM,example sentence,"""(Yes,) I know, teacher."""
ทราบฝ่าพระบาท,saapF faaL phraH baatL,"verb, phrase",to know; understand; perceive [when speaking to royalty]
ทราฟฟิก,thraafF fikH,"noun, loanword, English",[Thai transcription of the foreign loanword] traffic
ทราม,saamM,"adjective, formal",[showing strong disapproval] low; mean; base; degraded; menial; servile; inferior
adverb,profusely; vastly; extensively,,
adjective,[ใจทราม] [is] immoral; evil of heart; mean,,
ทรามชม,saamM chohmM,"noun, poetic",beautiful woman; young and cute girl
ทรามเชย,saamM cheeuyM,noun,beautiful woman
ทรามวัย,saamM waiM,"noun, figurative",young girl; lass; damsel; sweetheart; beautiful woman; cute little girl
ทราย ,saaiM,noun,sand; granule; silica sand
adjective,[สีทราย] [is] sandy-colored,,
noun,[ถุงทราย] sandbag,,
"""ทรายก็คือ เรื่องอื่น ๆ ที่เหลือเรื่องเล็ก ๆ น้อย ๆ ที่เราจำเป็นต้องทำ แต่เรามักจะหมกมุ่นอยู่กับเรื่องเล็ก ๆ น้อย ๆ เหล่านี้""",saaiM gaawF kheuuM reuuangF euunL theeF leuuaR reuuangF lekH lekH naawyH naawyH theeF raoM jamM bpenM dtawngF thamM dtaaeL raoM makH jaL mohkL moonF yuuL gapL reuuangF lekH lekH naawyH naawyH laoL neeH,example sentence,"""“Finally are the other things small things that are left which we need to do but we often become [too] engrossed with these insignificant things.”"""
ทรายแก้ว,saaiM gaaeoF,noun,kind of sand-sized white and clear quartz; small quartz used for making glass
ทรายช่วยกรองน้ำให้ใสสะอาด,saaiM chuayF graawngM naamH haiF saiR saL aatL,example sentence,"""The sand helps to filter the water to be clear and clean."""
ทรายแป้ง,saaiM bpaaengF,,finely powdered sand; fine sand; very minute grains of sand
ทรายละเอียด,saaiM laH iiatL,noun,finely powdered sand; fine sand; very minute grains of sand
ทรายล้าง,saaiM laangH,noun,sand wash (surfacing)
ทราวิส,thraaM witH,"proper noun, loanword, English",Travis [an English given name]
ทราเวิลเอเยนต์,thraaM weernM aehM yaehnM,"noun, loanword, English",[Thai transcription of the foreign loanword] travel agent
ทริช,thritH,"proper noun, loanword, English",Trish [an English given name]
ทริชา,thriH chaaM,"proper noun, loanword, English",Trisha [an English given name]
ทรินิแดด,thaH riH niH daaetL,,[alternate spelling of ตรินิแดด ]
ทริโปลี,thaH riH bpo:hM leeM,,[alternate spelling of ตริโปลี ]
ทรุด,sootH,"verb, intransitive",to collapse; crumble; to be down on one’s knees; to kneel down
ทรุดตัว,sootH dtuaaM,verb,to subside
ทรุดโทรม,sootH so:hmM,verb,[is] deteriorated; dilapidated; run down; worn out; in disrepair
ทรุดนั่ง,sootH nangF,verb,lower (oneself) or sink into a chair
ทรุดเสื่อม,sootH seuuamL,adjective,[is] deteriorated; devastated; damaged
ทรูแมน,thaH ruuM maaenM,"proper noun, person",Truman
ทฤษฎี,thritH saL deeM,noun,theory
classifier,[numerical classifier for theories],,
ทฤษฎีเกม,thritH saL deeM gaehmM,noun,game theory
ทฤษฎีความน่าจะเป็น,thritH saL deeM khwaamM naaF jaL bpenM,"noun, phrase",probability theory
ทฤษฎีที่ว่า ความจริงคือการดำเนินการที่บริสุทธิ์โดยเฉพาะทางจิต,thritH saL deeM theeF waaF khwaamM jingM kheuuM gaanM damM neernM gaanM theeF baawM riH sootL dooyM chaL phawH thaangM jitL,"noun, phrase, formal",activism
ทฤษฎีที่ว่า ความสัมพันธ์ระหว่างจิตและวัตถุขึ้นอยู่กับการดำเนินการหรือกระบวนการของจิต,thritH saL deeM theeF waaF khwaamM samR phanM raH waangL jitL laeH watH thooL kheunF yuuL gapL gaanM damM neernM gaanM reuuR graL buaanM gaanM khaawngR jitL,"noun, phrase, formal",activism
ทฤษฎีเทวสิทธิ์,thritH saL deeM thaehM waH sitL,noun,[ทฤษฎีเทวสิทธิ์] theory of the divine right (of kings)
ทฤษฎีบท,thritH saL deeM bohtL,noun,theorem; proposition
ทฤษฎีสัมพัทธภาพ,thritH saL deeM samR phatH thaH phaapF,"noun, phrase",[physics] theory of relativity
ทฤษฎีสัมพัทธภาพพิเศษ,thritH saL deeM samR phatH thaH phaapF phiH saehtL,noun,special theory of relativity
ทลาย ,thaH laaiM,"verb, intransitive",to collapse; break off; demolish; fall to the ground; break apart; destroy
ทวง,thuaangM,"verb, transitive, intransitive, formal","[of a borrowed article, object, belonging, etc. that is due] to solicit the return of; [of borrowed money] to ask for payment or for the borrower to pay up; to make persistent demands upon for payment; to dun"
ทวงคำตอบ,thuaangM khamM dtaawpL,verb,to demand an answer
ทวงถาม,thuaangM thaamR,"verb, phrase",to press a claim; claim; ask for; press for payment
ทวงบุญคุณ,thuaangM boonM khoonM,verb,to ask for a debt of gratitude; remind of one's favor; ask for a return of one's prior favor
ทวงหนี้,thuaangM neeF,"verb, phrase",to press a claim; claim; ask for; press for payment of debt
ท้วง,thuaangH,verb,[of a statement] to object to
ท้วงติง ,thuaangH dtingM,verb,to protest against; object to; dissuade
ท่วงท่า,thuaangF thaaF,noun,manner; attitude; posture; gesture; action; motion
ท่วงทำนอง,thuaangF thamM naawngM,noun,tune; tone; harmony; melody
ท่วงทำนองนุ่มนวล,thuaangF thamM naawngM noomF nuaanM,"noun, phrase",gentle harmonies; soft melodies
ท่วงที,thuaangF theeM,noun,attitude; manner; bearing; poise
noun,scheme; maneuver,,
ทวด ,thuaatF,noun,great-grandparent
ทวดน้อย,thuaatF naawyH,noun,great-granduncle; great-grandaunt
ทวน ,thuaanM,noun,a lance
ทวน ,thuaanM,verb,to buck (a trend); to proceed against; move against (the tide); adverse; move contrary; counter
ทวน ,thuaanM,verb,to revise or repeat (work); to go over again
ทวน ,thuaanM,adverb,contrary to; against
ทวนคำ,thuaanM khamM,verb,to repeat what one said
ทวนทบ,thuaanM thohpH,verb,review; correct; brush up; revise; go over (something) again; recapitulate
ทวนสบถ,thuaanM saL bohtL,verb,to break a curse; break an oat
ทวนสาบาน,thuaanM saaR baanM,verb,break a vow or oath
ท้วน,thuaanH,,[is] fat
ท่วม ,thuaamF,verb,to flood; to overflow; reach the level of
adjective,[is] flooded,,
noun,a flood; an overflow,,
ท่วมท้น,thuaamF thohnH,adverb,[is] abundant; plentiful
ท่วมท้น,thuaamF thohnH,adverb,overwhelmingly; abundantly; plentifully
ท่วมรอบบริเวณบ้านคงช่วยไม่ได้ เอาโดยเฉพาะไม่ให้น้ำไหลเข้ามาในบ้านก็พอ ,thuaamF raawpF baawM riH waehnM baanF khohngM chuayF maiF daiF aoM dooyM chaL phawH maiF haiF naamH laiR khaoF maaM naiM baanF gaawF phaawM,example sentence,"""[If] the area around this house flooded, there was nothing he could do; it would suit him just fine if he could keep the water from coming into the house."""
ท้วม,thuaamH,adjective,[is] plump; chubby
adjective,[ท้วม ๆ] [is] plump; full-bodied,,
ท้วม ๆ,thuaamH thuaamH,adjective,[ท้วม ๆ] [is] plump; full-bodied
ทวย ,thuayM,noun,multitude; horde; host
ทวยเทพ,thuayM thaehpF,noun,heavenly host
ทวยราษฎร์,thuayM raatF,noun,the hordes; common people
ทวยราษฎร,thuayM raatF saL daawnM,noun,the masses
ทวยหาญ,thuayM haanR,noun,legion
ทวา,thaH waaM,"noun, loanword, Pali",two
ทวาทศ,thaH waaM thohtH saL,noun,twelve
ทว่า ,thaH waaF,conjunction,if; but; however
ทว่า ในความเป็นมนุษย์ผมได้รับสิ่งที่มีค่ามากกว่านั้น,thaH waaF naiM khwaamM bpenM maH nootH phohmR daiF rapH singL theeF meeM khaaF maakF gwaaL nanH,example sentence,"""However, as a human being I got something that was even more valuable than [the job]."""
ทว่าภาพทิวทัศน์ชนบทอันเหมือนจริงของเขาไม่มีใครชายตาเหลือบแล,thaH waaF phaapF thiuM thatH chohnM naH bohtL anM meuuanR jingM khaawngR khaoR maiF meeM khraiM chaaiM dtaaM leuuapL laaeM,example sentence,"""But, no one even bothered to glance at his realistic pictures of the scenery of rural areas."""
ทวาทศมาส,thaH waatF saL maatF,noun,"twelve months, a year"
ทวาทศี,thaH waatF seeR,,the twelfth [ordinal]
ทวาย ,thaH waaiM,"proper noun, geographical",the Burmese town Tavoy
ทวาร,thaH waanM,noun,door; gate; orifice; opening; asshole
ทวารทั้งเก้า,thaH waanM thangH gaaoF,noun,nine passages of the body; nine openings of the body; nine entries of the body
ทวารเบา,thaH waanM baoM,noun,[male or female] urinary orifice
ทวารหนัก ,thaH waanM nakL,noun,rectum; anus
ทวารบาล,thaH waanM baanM,noun,porter; watch-man; door-keeper
ทวารวดี,thaH waaM raH waH deeM,proper noun,Dvaravati; Thawarawadi
ทวาราวดี,thaH waaM raaM waH deeM,proper noun,Dhavaravati
ทวิ,thaH wiH,"adjective, loanword, Pali, Sanskrit",two; two-fold; double
ทวิบท,thaH wiH bohtL,noun,biped; two-footed animal; bipedal
ทวิบาท,thaH wiH baatL,noun,biped; two-footed animal; bipedal
ทวิภาคี,thaH wiH phaaM kheeM,noun,bilateral contract made by 2 nations
ทวิต,thaH witH,verb,to send a ทวิตเตอร์ message
ทวิตเตอร์,thaH witH dtuuhrM,"noun, verb, loanword, English",[Thai transcription of the foreign loanword] Twitter
ทวิป,thaH wipH,noun,elephant
ทวิภาค,thaH wiH phaakF,noun,two portions; two parts; two sections
ทวี,thaH weeM,verb,to multiply; increase; add; double
