word,spell,type,meaning
จตุพล,jaL dtooL phohnM,proper noun,Chatuphon [a Thai given name]
จตุรพิธพร,jaL dtooL raH phitH thaH phaawnM,noun,The Four Blessings
จตุรัสร,jaL dtooL ratH,,[alternate spelling of จัตุรัส ]
จตุสดมภ์,jaL dtootL saL dohmM,noun,the four ministries in the ancient government; the four pillars of government
จน ,johnM,"preposition, conjunction",until; up until; as far as; up to; to; till
adjective,[most commonly used term] [is] poor; penniless; having nothing; impoverished,,
,"[a grammatical pattern: ""so + (adj.) + that""]",,
adjective,[จนใจ] [is] baffled; confused; at a loss to understand,,
จนกรอบ,johnM graawpL,adjective,poor; destitute
จนกระทั่ง ,johnM graL thangF,preposition,until; till
"จนกระทั่ง ""ต๋อง ศิษย์ฉ่อย"" หรือ เจมส์ วัฒนา"" ขึ้นมาสร้างปรากฏการณ์ในระดับโลก",johnM graL thangF dtaawngR sitL chaawyL reuuR jaehmM watH thaH naaM kheunF maaM saangF bpraaM gohtL gaanM naiM raH dapL lo:hkF,example sentence,"[That is] until “Tawng Sitsachoi”, a.k.a. “James Wattana” rose to become a world-class phenomenon..."
จนกระทั่งถึง,johnM graL thangF theungR,"preposition, formal",[time] to
...จนกระทั่งปัจจุบัน ตามหมู่บ้าน ตำบล เกือบทั้งประเทศไทย มีตลาดนัดให้คนในพื้นที่ได้จับจ่ายซื้อขายกันถ้วนทั่ว,johnM graL thangF bpatL jooL banM dtaamM muuL baanF dtamM bohnM geuuapL thangH bpraL thaehtF thaiM meeM dtaL laatL natH haiF khohnM naiM pheuunH theeF daiF japL jaaiL seuuH khaaiR ganM thuaanF thuaaF,example sentence,...so that today market fairs have sprouted up in villages and sub-districts all over Thailand for local people to buy and sell [goods].
จนกว่า ,johnM gwaaL,conjunction,as long as; up until...; til
จนเกิดเหตุกระทบกระทั่งกันจากการที่อดีตนายกรัฐมนตรีของญี่ปุ่นยืนยันที่จะเดินทางไปอนุสรณ์สถานของทหารผ่านศึกซึ่งรวมถึงอดีตนักรบในสงครามโลกครั้งที่สอง...,johnM geertL haehtL graL thohpH graL thangF ganM jaakL gaanM theeF aL deetL naaM yohkH ratH thaL mohnM dtreeM khaawngR yeeF bpoonL yeuunM yanM theeF jaL deernM thaangM bpaiM aL nooH saawnR saL thaanR khaawngR thaH haanR phaanL seukL seungF ruaamM theungR aL deetL nakH rohpH naiM sohngR khraamM lo:hkF khrangH theeF saawngR,example sentence,A dispute occurred in China due to a former Japanese prime minister’s insistence on visiting a veteran’s memorial which included former World War II soldiers...
จนเกิน ,johnM geernM,adjective,too; so (much)
จนเกินกว่า,johnM geernM gwaaL,adverb,so much so that; so much
จนใจ,johnM jaiM,adjective,[จนใจ] [is] baffled; confused; at a loss to understand
จนชั้น ,johnM chanH,adjective,[is] even; level
จนด้วยเกล้า,johnM duayF glaoF,adjective,[is] baffled; baffling
จนได้ ,johnM daiF,adverb,in the end; ultimately; finally
จนตรอก,johnM dtraawkL,adjective,[is] cornered; maneuvered; checkmated; stalled; held at bay
จนแต้ม,johnM dtaaemF,adjective,[is] cornered; maneuvered; checkmated; stalled; held at bay
จนถึง ,johnM theungR,"adverb, conjunction",until; until reached; until you reach; 'till
จนถึง ๘ โมงเช้าของวันที่๒๔ มิถุนายน๑๙๓๒ ข่าวการปฏิวัติได้แผ่กระจายไปทั่วกรุงเทพฯ เหมือนกับมีเสียงข่าววิทยุ,johnM theungR bpaaetL mo:hngM chaaoH khaawngR wanM theeF saawngR seeL miH thooL naaM yohnM neungL gaoF saamR saawngR khaaoL gaanM bpaL dtiL watH daiF phaaeL graL jaaiM bpaiM thuaaF groongM thaehpF meuuanR gapL meeM siiangR khaaoL witH thaH yooH,example sentence,Before 8:00 am of 24 June 1932 the news of the revolution spread throughout Bangkok; it was as if the event had been announced on the radio.
จนถึงเดาไม่ออกว่า อักษรเดิมตัวเต็ม) ของอักษรเหล่านี้คือตัวไหน,johnM theungR daoM maiF aawkL waaF akL saawnR deermM dtuaaM dtemM khaawngR akL saawnR laoL neeH kheuuM dtuaaM naiR,example sentence,[They are so different] that one cannot guess what their equivalent traditional method characters are.
จนถึงวันนี้มีคนถ่ายรูปสัตว์ป่ามากมาย,johnM theungR wanM neeH meeM khohnM thaaiL ruupF satL bpaaL maakF maaiM,example sentence,So that nowadays there are many people who photograph wildlife.
...จนทำให้ประเทศที่มีขนาดใหญ่ที่สุดและมีพลเมืองมากที่สุดของโลกได้ชื่อว่าเป็นโรงงานของโลก,johnM thamM haiF bpraL thaehtF theeF meeM khaL naatL yaiL theeF sootL laeH meeM phohnM laH meuuangM maakF theeF sootL khaawngR lo:hkF daiF cheuuF waaF bpenM ro:hngM ngaanM khaawngR lo:hkF,example sentence,...so that the country with the largest land area with the largest population in the world has gained a reputation as the Factory of the World.
จนในที่สุดก็มีเหตุการณ์บานปลายกลายมาถึงขั้นนองเลือด,johnM naiM theeF sootL gaawF meeM haehtL gaanM baanM bplaaiM glaaiM maaM theungR khanF naawngM leuuatF,example sentence,"Finally, an incident occurred that escalated and resulted in bloodshed."
จนปัญญา,johnM bpanM yaaM,adjective,[is] at one's wit's end; at a loss to know what to do
จนมีสภาพเช่นเดียวกับทางหลวงแผ่นดินทั่วประเทศ คือยินยอมให้ก่อสร้างอาคารบ้านเรือนเปิดกิจการค้าน้อยใหญ่,johnM meeM saL phaapF chenF diaaoM gapL thaangM luaangR phaenL dinM thuaaF bpraL thaehtF kheuuM yinM yaawmM haiF gaawL saangF aaM khaanM baanF reuuanM bpeertL gitL jaL gaanM khaaH naawyH yaiL,example sentence,"[It has changed] so much that it is very much like national highways found throughout the country, that is, [people] are willing to construct buildings and residences, as well as to open large and small businesses [along it]."
จนมุม,johnM moomM,,to corner; maneuver; checkmate; stall; be at bay
จนเมื่อเห็นลูกเดินออกจากหน้าประตูโรงเรียนก็ดับเครื่องเป็นเวลา ๕ นาที แล้วเดินไปรับลูก,johnM meuuaF henR luukF deernM aawkL jaakL naaF bpraL dtuuM ro:hngM riianM gaawF dapL khreuuangF bpenM waehM laaM haaF naaM theeM laaeoH deernM bpaiM rapH luukF,example sentence,"[They do this] until, when they see their kids coming out the school gates, they turn their engines off for five minutes so that they can walk over to pick up their kids."
จนยากจะลบเลือน,johnM yaakF jaL lohpH leuuanM,example sentence,[this bond] will not easily fade away.
จนแล้วจนรอด,johnM laaeoH johnM raawtF,"phrase, idiom","(has been this way, has happened) for a long time now; in the end; finally"
จนวลีหนึ่งหลุดออกมา งามแฉล้มยิ้มเขินคล้ายเชิญชวน ผิวหน้านวลงามกระจ่างกลางแสงไฟ,johnM waH leeM neungL lootL aawkL maaM ngaamM chaL laaemF yimH kheernR khlaaiH cheernM chuaanM phiuR naaF nuaanM ngaamM graL jaangL glaangM saaengR faiM,example sentence,"So, I could only articulate one phrase: her beauty and shy smile were like an invitation; her countenance was lovely and fair in the [spot]light."
จ้น ,johnF,adverb,often; frequently
จนท.,jaoF naaF theeF,"noun, abbreviation",[abbreviation for เจ้าหน้าที่]
จบ ,johpL,verb,to end; to finish
noun,end; finale,,
"verb, transitive, intransitive, colloquial",to graduate,,
,"[aspect marker meaning ""stopped"" or ""ended""]",,
noun,"round; repetition (of a Buddhist chant, e.g.)",,
,,,
จบเรื่อง,johpL reuuangF,verb,to end the matter; to bring the issue to a close; to wrap things up
จบเรื่อง,johpL reuuangF,noun,the end of the story; the finish
จบลง ,johpL lohngM,verb,to end; to finish
จบแล้ว ,johpL laaeoH,verb,"[of an event such as a movie, etc.] has ended; is ended; finished"
จบ.,janM thaH booL reeM,"proper noun, abbreviation",[abbreviation for จันทบุรี ] CTI
จบเห่,johpL hehL,adjective,[is] at and end; finished; terminal
จปร.,jaawM bpaawM raawM,"noun, proper noun, person, abbreviation",[abbreviation for โรงเรียนนายร้อยพระจุลจอมเกล้า] CRMA
จม ,johmM,verb,to sink; drown; submerge
จมเขี้ยว,johmM khiaaoF,"verb, idiom",to sink one’s teeth into (fig.)
จมดิ่ง,johmM dingL,verb,to submerge; sink
จมท้าย,johmM thaaiH,verb,[is] together at the end; to sink or swim together
จมน้ำ  ,johmM naamH,verb,submerge in water; to sink
จมน้ำตาย ,johmM naamH dtaaiM,verb,drown; submerge to death
จมปลัก,johmM bplakL,adjective,[is] stagnant; stuck; glued to one's place
จมลง ,johmM lohngM,verb,to sink; capsize; drown
จมูก ,jaL muukL,noun,nose; snout
จมูกของสัตว์ป่ามีประสิทธิภาพมากพอที่จะแยกกลิ่นมนุษย์ออกจากกลิ่นอื่น ๆ ได้,jaL muukL khaawngR satL bpaaL meeM bpraL sitL thiH phaapF maakF phaawM theeF jaL yaaekF glinL maH nootH aawkL jaakL glinL euunL daiF,example sentence,The noses of wild animals are very efficient and are able to distinguish the smell of humans from other odors.
จมูกข้าว,jaL muukL khaaoF,noun,rice germ
จมูกข้าวสาลี,jaL muukL khaaoF saaR leeM,noun,wheat germ
จมูกโด่ง,jaL muukL do:hngL,adjective,[has] a prominent nose (like a European)
จมูกบี้,jaL muukL beeF,noun,a flat nose
จมูกผมได้กลิ่นจาง ๆ ของเนื้อ แล้วค่อยมีกลิ่นแรงขึ้นเมื่อผมเดินเข้าไปเรื่อย ๆ,jaL muukL phohmR daiF glinL jaangM khaawngR neuuaH laaeoH khaawyF meeM glinL raaengM kheunF meuuaF phohmR deernM khaoF bpaiM reuuayF reuuayF,example sentence,My nose detected a very faint order of beef and the smell gradually gets stronger as I continued to walk in.
จมูกไว,jaL muukL waiM,adjective,[is] quick to know; having a nose for the news
จยย.,jaawM yaawM yaawM,"noun, abbreviation",[abbreviation for จักรยานยนต์] motorcycle
จร ,jaawnM,verb,to act; to move; to go
verb,to wander,,
จร,jaawM raH,,[alternate pronunciation of จร ]
จรจัด ,jaawnM jatL,adjective,[is] vagrant; homeless; stray
จรยุทธ์,jaawM raH yootH,noun,hit and run strategy
จรณะ,jaL raH naH,noun,behavior; conduct; manner
จรด,jaL rohtL,adjective,[is] abutting; joined with; touching against; contiguous with
จรดพระนังคัล,johtL phraH nangM khanM,noun,ploughing ceremony
จรดล,jaawM raH dohnM,"verb, poetic",to get to somewhere; travel and arrive at a destination
จรรย์,janM,,[alternate spelling of จรรยา]
จรรยา,janM yaaM,"noun, formal, loanword, Pali",behaviour; conduct; conduct or code of life; observance; manners; docorum; good behavior
"adjective, formal, loanword, Pali",practicing,,
จรรยาบรรณ,janM yaaM banM,noun,code of ethics; morality; morals; conduct
จรรยาบรรณวิชาชีพ,janM yaaM banM wiH chaaM cheepF,noun,professional ethics
จรรยาบรรณแห่งวิชาชีพ,janM yaaM banM haengL wiH chaaM cheepF,"noun, phrase",code of professional ethics
จรรโลง,janM lo:hngM,"verb, transitive, intransitive, formal",to support; to prop up; to sustain; to uphold; to maintain; to advance
จรรโลงใจ,janM lo:hngM jaiM,verb,to encourage; support; provide emotional support
จรวด ,jaL ruaatL,noun,rocket; missile
จรวดทะยานขึ้นไปบนเวหา,jaL ruaatL thaH yaanM kheunF bpaiM bohnM waehM haaR,example sentence,The rocket shot up into the sky.
จรวดนำวิถี,jaL ruaatL namM wiH theeR,noun,guided missile
จรวดปรับความกดดันอากาศ ,jaL ruaatL bprapL khwaamM gohtL danM aaM gaatL,noun,booster rocket
จระเข้ ,jaawM raH khaehF,noun,alligator; crocodile
จระเข้ชนิดหนึ่ง ,jaawM raH khaehF chaH nitH neungL,noun,alligator
จระเข้เป็นสัตว์ที่เลี้ยงไม่เชื่องไม่ซื่อสัตย์,jaawM raH khaehF bpenM satL theeF liiangH maiF cheuuangF maiF seuuF satL,example sentence,"A crocodile is a wild, untamable animal; [you] cannot trust it."
จรัส ,jaL ratL,adjective,bright; brilliant
จราจร ,jaL raaM jaawnM,noun,traffic
noun,[การจราจร] traffic,,
จราจรติดขัด ,jaL raaM jaawnM dtitL khatL,verb,(of traffic) to become jammed or congested
จราจรทางอากาศ,jaL raaM jaawnM thaangM aaM gaatL,noun,air traffic
,,,
จริง ,jingM,"adjective, adverb",truthful; truthfully; really?; true; real; serious; no-nonsense; well; so
adjective,[จริง ๆ] really; certainly true,,
adjective,"[is] real, authentic, original",,
adjective,[จริงใจ] [is] honest; sincere,,
noun,"[ความจริง] a fact, the truth",,
adjective,[ที่จริง] [is] actual,,
จริงก็เหนื่อยแหละ แต่มันก็แค่เหนื่อย,jingM gaawF neuuayL laeL dtaaeL manM gaawF khaaeF neuuayL,example sentence,"In truth, they are tired, but they are just tired."
จริงจัง ,jingM jangM,adjective,"[is] earnest, serious (about it, not in jest)"
จริงใจ ,jingM jaiM,adjective,[จริงใจ] [is] honest; sincere
จริงน่ะแหละครับ,jingM naF laeL khrapH,example sentence,That’s right! [Now I get it!].
จริงมันเป็นปัญหาใหญ่ ที่ต้องการความร่วมมือของนานาชาติ ของสหประชาชาติ,jingM manM bpenM bpanM haaR yaiL theeF dtawngF gaanM khwaamM ruaamF meuuM khaawngR naaM naaM chaatF khaawngR saL haL bpraL chaaM chaatF,example sentence,"In fact, it is such a major problem that it requires the cooperation of the many countries of the United Nations."
จริงหรือ ,jingM reuuR,adjective,really? Is that so?
จริงหรือ!? ,jingM reuuR,"interjection, phrase, colloquial",Really?
จริงหรือเปล่า,jingM reuuR bplaaoL,example sentence,"Really?""; ""Is this really true?"
จริงหรือเปล่านะที่พ่อบอกว่าจะออกไปร่วมชุมนุมกับเขาด้วย,jingM reuuR bplaaoL naH theeF phaawF baawkL waaF jaL aawkL bpaiM ruaamF choomM noomM gapL khaoR duayF,example sentence,Is it really true that my father said that he would join the rally with the rest of them?
จริงหรือไม่ ท่านผู้อ่านคงต้องพิจารณากันเอง ,jingM reuuR maiF thanF phuuF aanL khohngM dtawngF phiH jaaM raH naaM ganM aehngM,example sentence,"Whether this is true or not, you, the reader, must decide for yourself."
จริงเหรอ,jingM ruuhrR,"interjection, phrase, colloquial",[colloquial pronunciation of] จริงหรือ
จริงอยู่,jingM yuuL,adverb,in fact; it is true
จริงอยู่พ่อมีเรื่องอะไรต่าง ๆ อยู่เต็มหัว แต่ไม่กล้าวิพากษ์วิจารณ์ให้ใครฟังได้อย่างเต็มปากเต็มคำ,jingM yuuL phaawF meeM reuuangF aL raiM dtaangL dtaangL yuuL dtemM huaaR dtaaeL maiF glaaF wiH phaakF wiH jaanM haiF khraiM fangM daiF yaangL dtemM bpaakL dtemM khamM,example sentence,"It is true that my father’s head was filled with many concerns, but he did not dare to openly and fully offer his comments to anyone."
จริง ๆ ,jingM jingM,adjective,[จริง ๆ] really; certainly true
จริง ๆ เขาควรจะซอยผืนนาให้เป็นสองหรือสามแปลงเล็ก ๆ โดยทำคันดินตัดผ่าน,jingM jingM khaoR khuaanM jaL saawyM pheuunR naaM haiF bpenM saawngR reuuR saamR bplaaengM lekH lekH dooyM thamM khanM dinM dtatL phaanL,example sentence,"Truth be known, he should have cut his fields into two or three smaller portions by building an earthen dike through [the field]."
จริง ๆ พ่อรู้หน้าที่ของตัวเองดีอยู่แล้วว่าจะต้องขับรถไปส่งผมตรงหน้าห้างสรรพสินค้าแห่งหนึ่งเป็นประจำทุกเช้า,jingM jingM phaawF ruuH naaF theeF khaawngR dtuaaM aehngM deeM yuuL laaeoH waaF jaL dtawngF khapL rohtH bpaiM sohngL phohmR dtrohngM naaF haangF sapL phaH sinR khaaH haengL neungL bpenM bpraL jamM thookH chaaoH,example sentence,"In fact, my father well knows that it is his responsibility to drive me to the front of one of the shopping malls every morning."
จริง ๆ แล้ว ,jingM jingM laaeoH,phrase,actually; as a matter of fact; in fact
จริง ๆ แล้วก็ไม่เคยลืมกระเป๋าของแม่เลย เพราะฉันระมัดระวังเป็นที่สุด,jingM jingM laaeoH gaawF maiF kheeuyM leuumM graL bpaoR khaawngR maaeF leeuyM phrawH chanR raH matH raH wangM bpenM theeF sootL,example sentence,"Really, though, I never forgot my mother’s handbag because I am extremely careful."
จริง ๆ แล้วผมเป็นห่วงพ่อมากกว่า เกิดอะไรขึ้นบ้าง ไม่รู้หากพ่อไปจริงตามที่พูด,jingM jingM laaeoH phohmR bpenM huaangL phaawF maakF gwaaL geertL aL raiM kheunF baangF maiF ruuH haakL phaawF bpaiM jingM dtaamM theeF phuutF,example sentence,"In fact, I was more worried that something would happen to my father; I didn’t know if he really went [to the rally] as he said [he would]."
จริง ๆ แล้วมันต้องการแสดงอาณาเขตนะครับ คือมันต้องการจะบอกว่า อ้ายสิ่งเนี้ย คือของของฉัน คนคนนี้เป็นของฉัน ที่ตรงนี้เป็นของฉัน,jingM jingM laaeoH manM dtawngF gaanM saL daaengM aaM naaM khaehtL naH khrapH kheuuM manM dtawngF gaanM jaL baawkL waaF aaiF singL niiaH kheuuM khaawngR khaawngR chanR khohnM khohnM neeH bpenM khaawngR chanR theeF dtrohngM neeH bpenM khaawngR chanR,example sentence,"In reality, it wants to establish its territory; that is, it wants to tell us that, this thing is mine; this person belongs to me; this area is mine."
จริง ๆ แล้ว ราคาน้ำมันที่ลดลง แน่นอนครับว่าจะส่งผลต่อประเทศผู้นำเข้าน้ำมันสุทธิ,jingM jingM laaeoH raaM khaaM namH manM theeF lohtH lohngM naaeF naawnM khrapH waaF jaL sohngL phohnR dtaawL bpraL thaehtF phuuF namM khaoF namH manM sootL thiH,example sentence,"In reality, it is certain that the falling price of oil will have a positive effect on countries which are net importers of oil..."
จริง ๆ แล้วหล่อนเรียนเลขดีกว่าคุณคงคิด,jingM jingM laaeoH laawnL riianM laehkF deeM gwaaL khoonM khohngM khitH,example sentence,"Truth is, she’s learning her arithmetic better than you may think."
จริง ๆ หรือ ,jingM jingM reuuR,phrase,really?
จริง ๆ เอ๋อ,jingM jingM uuhrR,example sentence,Really?
จริงป่า,jaL ringM bpaaL,"interjection, colloquial",[slang expression for จริงหรือเปล่า]
จริงไรจริง,jaL ringM raiM jaL ringM,adverb,[slang] really; truly
จริงอะป่าว,jaL ringM aL bpaaoL,"interjection, colloquial","[internet slang for จริงหรือเปล่า] ""Really?""; ""Is this really true?"
จริต ,jaL ritL,"noun, loanword, Pali",behavior; conduct; act (outward act)
จริตจะก้าน,jaL ritL jaL gaanF,noun,manner; comportment; bearing; style
จริตทางการทูต,jaL ritL thaangM gaanM thuutF,noun,diplomatic conduct; the diplomatic niceties
จริย,jaL riH yaH,,[alternate spelling of จริยา]
จริยธรรม,jaL riH yaH thamM,noun,morality; ethical behaviour; ethical behavior; goodness; good ethics
จริยวัตร,jaL riH yaH watH,,[alternate spelling of จริยา]
จริยะ,jaL riH yaH,,[alternate spelling of จริยา]
จริยา,jaL riH yaaM,noun,conduct; behavior
จริยาวัตร,jaL riH yaaM watH,,[alternate spelling of จริยา]
จรุง,jaL roongM,verb,"to entice, charm, or lure; to attract"
adjective,[is] fascinating; refreshing; attracting; alluring,,
adjective,[จรุงใจ] [is] aroused; enticed; desirous,,
จรุงใจ,jaL roongM jaiM,adjective,[จรุงใจ] [is] aroused; enticed; desirous
จเร,jaL raehM,noun,inspector of the military or police
จเรตำรวจ,jaL raehM dtamM ruaatL,,police inspector
จลน์,johnM,adjective,[is] kinetic
จลาจล ,jaL laaM johnM,verb,to riot
noun,[การจลาจล] riot; disturbance; insurgence; insurrection; disorder,,
จลาจลน้ำลาย,jaL laaM johnM naamH laaiM,noun,a “spitting contest”
จว.,jangM watL,"noun, abbreviation",[abbreviation for จังหวัด ]
จวก,juaakL,verb,stab; cut; pierce; cleave; to knife
จ้วง,juaangF,,to stap with full force (usually with a knife); to reach down and pick something up
จ้วงจาบ,juaangF jaapL,adjective,[is] insulting; insolent; disrespectful; offensive
จวงจื่อ,juaangM jeuuL,proper noun,Zhuang Zhou; Zhuangzi (an influential Chinese philosopher who lived around the 4th century BC)
จวน ,juaanM,adverb,nearly; close to; narrowly; almost
noun,official residence,,
,,,
จวนแล้ว ,juaanM laaeoH,adverb,just about ready; almost
จวนสว่าง,juaanM saL waangL,adverb,dawn; daybreak; sunrise
จวนเสร็จแล้วกระมัง,juaanM setL laaeoH graL mangM,"verb, phrase",...is probably almost finished
จวนเจียน,juaanM jiianM,adverb,almost; nearly; narrowly
จวบ,juaapL,verb,to exchange; to swap
"verb, poetic",to meet with [i.e. an untimely end],,
verb,[ประจวบ] to be coincident or coincidental with; to clash; to occur at the same time; to collide; to meet,,
proper noun,[ประจวบ] Prachuap [province],,
จวบกระทั่ง,juaapL graL thangF,adverb,until
จวบจน,juaapL johnM,"preposition, conjunction, phrase, formal",until; till; up until; as far as
จวัก ,jaL wakL,noun,ladle
