word,spell,type,meaning
ยนตร์,yohnM,,[alternate spelling of ยนต์ ]
ยนตรกรรม,yohnM dtaL raH gamM,noun,automobiles; automotive matters
ยม,yohmM,"noun, loanword, Javanese",to weep; to cry
ยม,yohmM,noun,reservation; restraint; self-control
ยม,yohmM,proper noun,[ดาวพระยม] the planet Pluto
ยม,yohmM,"proper noun, geographical",[แม่น้ำยม] [northern Thailand's] river Yom
ยม ,yohmM maH,"proper noun, loanword, Pali",[the personage of] Death
ยมทูต,yohmM maH thuutF,noun,the angel of death
ยมราช,yohmM maH raatF chaH,noun,ruler of the world of the dead
ยมโลก,yohmM maH lo:hkF,noun,the world of the dead
ยมก ,yaH mohkH,noun,[ไม้ยมก] [name of] the repetition character in the Thai written language; 'ๆ'
ยมนา ,yohmM naaM,"proper noun, geographical",[แม่น้ำยมนา] [India's] river Jumna
ยล ,yohnM,"verb, transitive",to look at; to take a glance at
ยล.,yaH laaM,"proper noun, abbreviation",[abbreviation for ยะลา ] YLA
ยวด,yuaatF,adverb,"extremely, supremely, excellently, notably, remarkably, greatly"
ยวดยิ่ง,yuaatF yingF,adverb,excellently; very well; perfectly; exquisitely; splendidly; wonderfully; utterly
ยวดยาน,yuaatF yaanM,"noun, plural, formal",vehicles; means of transportation
ยวดยานพาหนะ ,yuaatF yaanM phaaM haL naH,"noun, plural, phrase, formal",vehicles
ยวน ,yuaanM,verb,to stimulate [especially with a sexual connoation]
ยวบ ,yuaapF,"verb, intransitive",to give in; to collapse; to break under the weight
ยวบยาบ,yuaapF yaapF,verb,to walk heavily; sing and bound (when walking)
ย้วย ,yuayH,adjective,askew; biased; slanted
verb,to skew; to make askew,,
ยศ ,yohtH,noun,rank; position (military)
noun,"goodness, fame, reputation, honor, dignity, prestige, splendor",,
ยศ,yohtH saL,,[alternate pronunciation of ยศ ]
ยศทางพระมีหลายลำดับชั้น,yohtH thaangM phraH meeM laaiR lamM dapL chanH,example sentence,"""The hierarchy of monks has many levels."""
ยศอย่าง,yohtH yaangL,noun,standing on one's dignity
ยศถาบรรดาศักดิ์,yohtH thaaR banM daaM sakL,adjective,"[is] noble, of high social position, titled"
ยศศักดิ์,yohtH sakL,noun,rank; title; status; prestige; splendour; station; position; distinction; nobility; class; caste; dignity
ยส.,yaH so:hR thaawnM,"proper noun, abbreviation",[abbreviation for ยโสธร ] YST
ยโส ,yaH so:hR,adjective,[is] overbearing; self-important; arrogant; pompous
ยโสโอหัง,yaH so:hR o:hM hangR,verb,to put on airs; be arrogant; overbearing; self-important; arrogant; pompous
ยโสธร ,yaH so:hR thaawnM,"proper noun, geographical","Yasothon, a province in northeastern Thailand with a 1995 population of 543,283 (rank 43 of 76)"
ยอ ,yaawM,,[pronunciation of the 34th letter of the Thai alphabet]
"verb, transitive, intransitive, colloquial",to praise; extol; laud; flatter; cause to stop; stop,,
"noun, proper noun",a kind of fish-trap,,
noun,[ต้นยอ] Morinda citrifolia,,
noun,[ผลยอ] fruit of the Morinda citrifolia,,
ย่อ ,yaawF,verb,to abbreviate; shorten; abridge
adjective,[is] shortened; abbreviated; reduced; abridged,,
"verb, transitive",to indent,,
noun,[การย่อ] abbreviation,,
noun,[คำย่อ] abbreviation,,
ย่อความ,yaawF khwaamM,verb,to abridge; to summarize
ย่อตัว,yaawF dtuaaM,verb,to crouch down; bow down
ย่อท้อ,yaawF thaawH,adjective,[is] discouraged; disheartened; intimidated; lacking in will power
ย่อส่วน,yaawF suaanL,verb,to reduce in size; condense; shrink; scale down; downsize
ย่อหน้า,yaawF naaF,"noun, verb, phrase, formal",a paragraph
ย่อหน้า ,yaawF naaF,"verb, intransitive, phrase",to begin a new paragraph; to indent
ย่อหน้า,yaawF naaF,classifier,[numerical classifier for paragraphs]
ย่อหย่อน ,yaawF yaawnL,verb,to decrease; diminish; decline; drop; lessen; lower; reduce
ยอก,yaawkF,"verb, particle",[a euphonious sound placed after ยัก]
"verb, intransitive, colloquial",to prick; to sting; to pierce; to pain; to feel an acute pain; to ache,,
ยอกย้อน ,yaawkF yaawnH,adjective,obfuscated; complex; complicated
ยอง,yaawngM,noun,[a kind of] deer; stag
noun,fiber; filament; string; thread; cord; vein,,
verb,(to sit) on one's heels,,
verb,"[ยอง ๆ] to sit or squat on one's heels, the Thai fashion of sitting on the ground",,
ยอง ๆ ,yaawngM yaawngM,verb,"[ยอง ๆ] to sit or squat on one's heels, the Thai fashion of sitting on the ground"
ย่อง ,yawngF,verb,to tiptoe
ย่องเบา,yawngF baoM,"verb, intransitive, phrase, colloquial",to burglarize
ยอชต์,yaawtF,"noun, loanword, English",[Thai transcription of the foreign loanword] yacht; a large pleasure boat
ยอด ,yaawtF,noun,top; pinnacle; tip; peak; summit; crown; zenith
adjective,excellent; superb; perfect; great,,
"noun, formal",budgetary item; grand total; total,,
ยอดขาย,yaawtF khaaiR,noun,sales totals; sales results
ยอดขาย,yaawtF khaaiR,noun,circulation (newspapers)
ยอดเขา ,yaawtF khaoR,noun,peak of a mountain; summit
ยอดเงิน,yaawtF ngernM,noun,the grand total; the balance
ยอดจำหน่ายช่วงนี้เข้าเป้าทุกคนจึงได้รับโบนัสสองเท่า,yaawtF jamM naaiL chuaangF neeH khaoF bpaoF thookH khohnM jeungM daiF rapH bo:hM natH saawngR thaoF,example sentence,"""The sales targets have been reached; everyone thus received a double bonus."""
ยอดจำนวน ,yaawtF jamM nuaanM,noun,numeric total
ยอดด้วน ,yaawtF duaanF,noun,creeper Sarcostimma acidum
ยอดด้วน,yaawtF duaanF,adjective,(fig.) [is] sterile; infertile
ยอดดอย,yaawtF daawyM,noun,peak of a mountain; summit
ยอดทรงกรวย,yaawtF sohngM gruayM,noun,the funnel-shaped top portion of a Chedi (เจดีย์ )
ยอดนงคราญ,yaawtF nohngM khraanM,"noun, poetic",[term of endearment] sweetheart
ยอดนักรัก,yaawtF nakH rakH,"noun, phrase, figurative, colloquial, idiom",Casanova; Don Juan
ยอดนิยม,yaawtF niH yohmM,adjective,highly popular; highly fashionable
ยอดยกไป,yaawtF yohkH bpaiM,"noun, phrase, formal","[finance, banking] balance"
ยอดเยี่ยม ,yaawtF yiiamF,adjective,[is] best; superior; excellent; top; perfect; terrific; super; wonderful
ยอดรวม,yaawtF ruaamM,noun,total; totality; sum; whole; full amount
ยอดหญิง,yaawtF yingR,noun,the perfect woman
ยอดฮิต,yaawtF hitH,adjective,(the) most-frequently hit; (the) top-hitting
ยอน,yaawnM,verb,to insert
ย้อน ,yaawnH,"adjective, verb",to reverse; to retrace; turn back; return; retrace one's steps; rebound; come back
"verb, transitive, intransitive",to sass or sass back; to answer back in an impudent manner; retort; reply; answer; respond; counter,,
ย้อนกลับ ,yaawnH glapL,verb,to turn back; return; retrace; go back; to u-turn
ย้อนกลับมา,yaawnH glapL maaM,verb,to retrace one's footsteps; to return back to where one came from
ย้อนเกล็ด,yaawnH gletL,"verb, phrase",to rub someone the wrong way; get under one's skin
ย้อนทาง,yaawnH thaangM,verb,to turn back; to change direction
ย้อนยุค,yaawnH yookH,adjective,[is] dated; old-fashioned; traditional; from a past era; reflective of the past
ย้อนแย้ง,yaawnH yaaengH,adjective,[is] contrary to
ย้อนรอย,yaawnH raawyM,verb,[ย้อนรอย] to retrace; reverse one's steps; retrace one's steps
ย้อนศร,yaawnH saawnR,verb,to drive the wrong way; to go against the traffic arrow; to go against the flow
ย้อนแสง,yaawnH saaengR,"adverb, phrase",against the light; directly into the light source
ย้อนหลัง ,yaawnH langR,adjective,[is] retroactive
ย้อนอดีต,yaawnH aL deetL,verb,to retrace the past; recollect
ยอบ,yaawpF,,[euphoious suffix]
verb,to stoop; crouch; bend; lower; hunch,,
ยอบตัว,yaawpF dtuaaM,verb,to crouch; prostrate; kowtow
ยอบ้าน,yaawM baanF,noun,"[ต้นยอบ้าน] Morinda citrifolia, or great morinda, Indian mulberry"
ยอม ,yaawmM,"verb, transitive, intransitive","to allow, yield, let, accept, agree to; is willing to"
noun,acceptance; consent,,
auxiliary verb,[auxiliary verb] allow,,
verb,[ต้องยอม] must accept,,
ยอมกัน,yaawmM ganM,verb,to harmonize; get along with harmoniously
ยอมกัน,yaawmM ganM,adjective,[is] reconciled; [is] in harmony; to compromise; come to terms; [is] in concord
ยอมความ,yaawmM khwaamM,noun,a legal compromise
ยอมงอ ไม่ยอมหัก ,yaawmM ngaawM maiF yaawmM hakL,"example sentence, idiom","""Better bend than break."""
ยอมจำนน,yaawmM jamM nohnM,verb,[ยอมจำนน] to surrender; give up
ยอมตาม ,yaawmM dtaamM,verb,comply with; give in; yield to; defer
ยอมแพ้ ,yaawmM phaaeH,verb,give up; surrender
ยอมฟังข้อคิดเห็น ,yaawmM fangM khaawF khitH henR,adjective,[is] open-minded
ยอมรับ ,yaawmM rapH,verb,"to admit, to agree, to profess, to accept, to approve or give credence to, to acknowledge as true"
ยอมรับ,yaawmM rapH,"verb, transitive, intransitive, phrase",to agree
ยอมรับโดยดุษณี,yaawmM rapH dooyM dootL saL neeM,verb,to tacitly approval; quietly accept
ยอมรับแต่ปาก,yaawmM rapH dtaaeL bpaakL,verb,to pay lip service to
ยอมรับนะว่าเรื่องนี้เลื่อนลอยอยู่เอาการ,yaawmM rapH naH waaF reuuangF neeH leuuanF laawyM yuuL aoM gaanM,example sentence,"""It was very faint, I admit."""
ยอมรับผิด ,yaawmM rapH phitL,verb,to plead guilty
ยอมลดเกียรติลงมา ,yaawmM lohtH giiatL lohngM maaM,"verb, intransitive, formal, sarcastic-humorous",[showing disapproval] to deign
ยอมศิโรราบ,yaawmM siL ro:hM raapF,verb,[ยอมศิโรราบ] to surrender to; yield to
ยอมสยบ,yaawmM saL yohpL,,[ยอมสยบ] to surrender to; yield to
ยอมให้ ,yaawmM haiF,verb,to agree; allow; let; to permit
ยอมให้ ,yaawmM haiF,verb,to allow; let; permit
ยอมอ่อนน้อม,yaawmM aawnL naawmH,verb,to yield to
ย่อม ,yaawmF,auxiliary verb,can; naturally; as a matter of course; inevitably
adjective,[is] small; tiny; little; undersized; pygmy; diminutive; mini,,
ย่อมจะ,yaawmF jaL,auxiliary verb,[ย่อมจะ] [auxiliary verb combination] will inevitably...; will always...; will surely...
ย่อมจะกิน,yaawmF jaL ginM,verb,[ย่อมจะกิน] <subject> will surely eat
ย่อมจะขาย,yaawmF jaL khaaiR,verb,[ย่อมจะขาย] will inevitably sell
ย่อมจะเขียน,yaawmF jaL khiianR,verb,[ย่อมจะเขียน] <subject> will surely write
ย่อมจะเชื่อ,yaawmF jaL cheuuaF,verb,[ย่อมจะเชื่อ] <subject> will surely believe
ย่อมจะซื้อ,yaawmF jaL seuuH,verb,[ย่อมจะซื้อ] will inevitably buy
ย่อมจะดื่ม,yaawmF jaL deuumL,verb,[ย่อมจะดื่ม] <subject> will surely drink
ย่อมจะเดิน,yaawmF jaL deernM,verb,[ย่อมจะเดิน] <subject> will surely walk
ย่อมจะตาย,yaawmF jaL dtaaiM,verb,[ย่อมจะตาย] will inevitably die
ย่อมจะตี,yaawmF jaL dteeM,verb,[ย่อมจะตี] will inevitably hit
ย่อมจะตื่น,yaawmF jaL dteuunL,verb,[ย่อมจะตื่น] will inevitably wake up
ย่อมจะทำ,yaawmF jaL thamM,verb,[ย่อมจะทำ] <subject> will surely do
ย่อมจะปิด,yaawmF jaL bpitL,verb,[ย่อมจะปิด] <subject> will surely close
ย่อมจะเป็น,yaawmF jaL bpenM,verb,[ย่อมจะเป็น] <subject> will surely be
ย่อมจะเปิด,yaawmF jaL bpeertL,verb,[ย่อมจะเปิด] <subject> will surely open
ย่อมจะไป,yaawmF jaL bpaiM,verb,[ย่อมจะไป] <subject> will surely go
ย่อมจะพูด,yaawmF jaL phuutF,verb,[ย่อมจะพูด] <subject> will surely speak
ย่อมจะมา ,yaawmF jaL maaM,verb,[ย่อมจะมา] <subject> will surely come
ย่อมจะมี,yaawmF jaL meeM,verb,[ย่อมจะมี] <subject> will surely have
ย่อมจะไม่,yaawmF jaL maiF,auxiliary verb,[ย่อมจะไม่] [auxiliary verb combination] will inevitably not...
ย่อมจะไม่กิน,yaawmF jaL maiF ginM,verb,[ย่อมจะไม่กิน] <subject> surely will not eat
ย่อมจะไม่เขียน,yaawmF jaL maiF khiianR,verb,[ย่อมจะไม่เขียน] <subject> surely will not write
ย่อมจะไม่ดื่ม,yaawmF jaL maiF deuumL,verb,[ย่อมจะไม่ดื่ม] <subject> surely will not drink
ย่อมจะไม่เดิน,yaawmF jaL maiF deernM,verb,[ย่อมจะไม่เดิน] <subject> surely will not walk
ย่อมจะไม่ทำ,yaawmF jaL maiF thamM,verb,[ย่อมจะไม่ทำ] <subject> surely will not do
ย่อมจะไม่ปิด,yaawmF jaL maiF bpitL,verb,[ย่อมจะไม่ปิด] <subject> surely will not close
ย่อมจะไม่เปิด,yaawmF jaL maiF bpeertL,verb,[ย่อมจะไม่เปิด] <subject> surely will not open
ย่อมจะไม่ไป,yaawmF jaL maiF bpaiM,verb,[ย่อมจะไม่ไป] <subject> surely will not go
ย่อมจะไม่พูด,yaawmF jaL maiF phuutF,verb,[ย่อมจะไม่พูด] <subject> surely will not speak
ย่อมจะไม่มา ,yaawmF jaL maiF maaM,verb,[ย่อมจะไม่มา] <subject> surely will not come
ย่อมจะไม่มี,yaawmF jaL maiF meeM,verb,[ย่อมจะไม่มี] <subject> surely will not have
ย่อมจะไม่ยิ้ม,yaawmF jaL maiF yimH,verb,[ย่อมจะไม่ยิ้ม] <subject> will inevitably not smile
ย่อมจะไม่รัก,yaawmF jaL maiF rakH,verb,[ย่อมจะไม่รัก] <subject> surely will not love
ย่อมจะไม่เล่น,yaawmF jaL maiF lenF,verb,[ย่อมจะไม่เล่น] <subject> surely will not play
ย่อมจะไม่ว่า,yaawmF jaL maiF waaF,verb,[ย่อมจะไม่ว่า] <subject> surely will not say
ย่อมจะไม่วิ่ง,yaawmF jaL maiF wingF,verb,[ย่อมจะไม่วิ่ง] <subject> surely will not run
ย่อมจะไม่ให้,yaawmF jaL maiF haiF,verb,[ย่อมจะไม่ให้] <subject> surely will not give
ย่อมจะไม่อ่าน,yaawmF jaL maiF aanL,verb,[ย่อมจะไม่อ่าน] <subject> surely will not read
ย่อมจะยิ้ม,yaawmF jaL yimH,verb,[ย่อมจะยิ้ม] <subject> will inevitably smile
ย่อมจะรัก,yaawmF jaL rakH,verb,[ย่อมจะรัก] <subject> will surely love
ย่อมจะรับ,yaawmF jaL rapH,verb,[ย่อมจะรับ] will inevitably get
ย่อมจะเรียน,yaawmF jaL riianM,verb,[ย่อมจะเรียน] will inevitably study
ย่อมจะเล่น,yaawmF jaL lenF,verb,[ย่อมจะเล่น] <subject> will surely play
ย่อมจะว่า,yaawmF jaL waaF,verb,[ย่อมจะว่า] <subject> will surely say
ย่อมจะวิ่ง,yaawmF jaL wingF,verb,[ย่อมจะวิ่ง] <subject> will surely run
ย่อมจะส่ง,yaawmF jaL sohngL,verb,[ย่อมจะส่ง] will inevitably send
ย่อมจะให้,yaawmF jaL haiF,verb,[ย่อมจะให้] <subject> will surely give
ย่อมจะอ่าน,yaawmF jaL aanL,verb,[ย่อมจะอ่าน] <subject> will surely read
ย่อมจะเอา,yaawmF jaL aoM,verb,[ย่อมจะเอา] will inevitably want
ย่อมต้อง,yaawmF dtawngF,adverb,as a matter of course; must surely; naturally must; most assuredly
ย่อมไม่เป็นการดีแน่หากอาชญากรชั่วร้ายยังลอยนวลเพ่นพ่านไปทั่วเมือง,yaawmF maiF bpenM gaanM deeM naaeF haakL aatL chaH yaaM gaawnM chuaaF raaiH yangM laawyM nuaanM phenF phaanF bpaiM thuaaF meuuangM,example sentence,"""It is of course not good that terrible criminals still wander freely throughout the land."""
ย่อมเยา,yaawmF yaoM,adjective,[is] moderate; inexpensive; low-priced; modestly priced
ย่อมเยาว์,yaawmF yaoM,adjective,[is] moderate; small; reasonable (as in price)
ย้อม ,yaawmH,verb,to dye (a color)
ย้อมผม ,yaawmH phohmR,verb,dye hair
ย้อมผมสีบลอนด์,yaawmH phohmR seeR blaawnM,verb,to dye one's hair blond
ย้อมแมวขาย ,yaawmH maaeoM khaaiR,"example sentence, idiom","""You cannot make a silk velvet purse out of a sow’s ear."" ""to put lipstick on a pig"""
ย้อมแมวขาย,yaawmH maaeoM khaaiR,verb,to dupe; to deceive
ย่อย ,yaawyF,adjective,[is] sub-; minor; small; unimportant; insignificant; trifling
adjective,[ย่อย ๆ] very tiny; very small,,
verb,"to digest, dissolve, or assimilate",,
ย่อยยับ,yaawyF yapH,adjective,totally destroyed; [has] gone to ruin; [has] fallen to pieces
ย่อยสลายได้ทางชีวภาพ,yaawyF saL laaiR daiF thaangM cheeM waH phaapF,"adjective, phrase",[is] bio-degradable
ย่อย ๆ,yaawyF yaawyF,adjective,[ย่อย ๆ] very tiny; very small
ย้อย ,yaawyH,verb,hang down; droop
adjective,[is] drooping,,
ยอร์ชเทาน์,yaawchF thaoM,,[alternate spelling of จอร์จทาวน์ ]
ยอห์น,yaawnM,proper noun,[book of the New Testament] John
ยะ,yaH,"particle, colloquial",[colloquial particle used at the end of a question]
prefix,[euphonious prefix],,
ยะเยือก,yaH yeuuakF,adjective,[ยะเยือก] extremely cold
ย่ะ,yaF,"particle, colloquial",[colloquial particle used at the end of a statement]
ยะไข่,yaH khaiL,proper noun,Rakhine (a state within Myanmar)
ยะลา ,yaH laaM,"proper noun, geographical","Yala, a province in southern Thailand with a 1995 population of 399,364 (rank 60 of 76)"
ยะโส ,yaH so:hR,adjective,[is] arrogant
ยะโส,yaH so:hR,,[alternate spelling of ยโส ]
ยะโอะอิ,yaH oL iL,"noun, adjective, loanword, Japanese","[Thai transcription of the foreign loanword] ""やおい"" or ""yaoi""; yaoi, a [certain] genre of Japanese manga and anime"
ยะโฮร์บารู ,yaH ho:hM baaM ruuM,"proper noun, geographical","Johor Bahru, a city in Malaysia"
ยะโฮวา,yaH ho:hM waaM,proper noun,Jehovah
ยะโฮวาห์,yaH ho:hM waaM,,[alternate spelling of ยะโฮวา]
ยัก,yakH,"verb, transitive",to shrug; to move up and down
"verb, intransitive, colloquial","[of fish fins, barb or hook] to prick",,
"adverb, colloquial",not at all,,
"verb, transitive, colloquial",to misappropriate; to embezzle,,
ยักคิ้ว,yakH khiuH,verb,to raise one's eyebrows
ยักคิ้วหลิ่วตา,yakH khiuH liuL dtaaM,"verb, phrase",to make eyes at; wink; make a signal with one's eyes
ยักท่า,yakH thaaF,verb,to trick; dupe; outwit; fool
ยักยอก ,yakH yaawkF,"verb, transitive, phrase, formal",[of money] to embezzle
ยักย้าย,yakH yaaiH,verb,to shift; divert; transfer; change
ยักย้ายถ่ายเท,yakH yaaiH thaaiL thaehM,verb,to search for a remedy; look for a solution
ยักแย่ยักยัน,yakH yaaeF yakH yanM,verb,to stagger; walk awkwardly;
ยักไหล่ ,yakH laiL,"verb, phrase",to shrug one's shoulders
ยักกระสาย,yakH graL saaiR,verb,to change the subject
ยักกะ,yakH gaL,,[alternate spelling of ยัก]
ยักข์,yakH,,[alternate spelling of ยักษ์ ]
ยักษ์ ,yakH,"noun, proper noun, person, formal, loanword, Pali","[a character from the Ramayana epic, a] giant [or] demon"
"noun, colloquial, loanword, Pali",giant; ogre; colossus; monster; titan,,
"adjective, colloquial, loanword, Pali",[is] huge; colossal; enormous; gargantuan; gigantic; immense; mammoth; titanic; vast,,
ยักษ์ปักใจหลั่น,yakH bpakL jaiM lanL,"noun, phrase",a big bear of a man; bruiser; intimidating giant; Goliath
ยักษ์ใหญ่,yakH yaiL,adjective,[is] major; huge; large; giant; enormous
ยักษ์ใหญ่ไล่ยักษ์เล็ก ,yakH yaiL laiF yakH lekH,"example sentence, colloquial","[tongue twister] ""A bigger giant is chasing a smaller giant."""
ยัง ,yangM,adverb,yet; since; not yet; still
verb,to remain; to exist at a place,,
preposition,to (a place); till; until; towards,,
adverb,"[usually used in conjunction with หรือ  (formal) or รึ (colloq.) meaning] ""...or not"" [as in the English, ""whether or not.""]",,
auxiliary verb,[auxiliary verb] still... ; is still...; can still; still may; could still,,
"adjective, loanword, English",[Thai transcription of the foreign loanword] young,,
ยังกะ,yangM gaL,conjunction,as if; like; as; as though
ยังกะได้,yangM gaL daiF,"phrase, colloquial","[colloquial, spoken variant of] อย่างไรก็ได้"
ยังกับ,yangM gapL,,as if; like; as; as though
ยังกิน,yangM ginM,verb,[ยังกิน] <subject> still eats
ยังเขียน,yangM khiianR,verb,[ยังเขียน] <subject> still writes
ยังแข็งแรงเกินกว่าวัย วัน ๆ เดินเหินอยู่ตลอดเวลา จับโน่นทำนี่ไม่ได้ว่างเว้น ,yangM khaengR raaengM geernM gwaaL waiM wanM wanM deernM heernR yuuL dtaL laawtL waehM laaM japL no:hnF thamM neeF maiF daiF waangF wenH,example sentence,"""[She is] stronger than you would expect [for someone] her age; everyday she is walking around and doing something non-stop."""
ยังคง ,yangM khohngM,adverb,still
