word,spell,type,meaning
อ.,phaaM saaR angM gritL,,[alternate pronunciation of อ.]
อ.,ooL thaanM,,[alternate pronunciation of อ.]
อ.ก.ค.ศ.,aawM gaawM khaawM saawR,"proper noun, abbreviation",[abbreviation for คณะอนุกรรมการข้าราชการครูและบุคคลากรทางการศึกษา]
อ.ช. 2,aawM chaawM saawngR,"noun, abbreviation",[abbreviation for หนังสือแสดงกรรมสิทธิ์ห้องชุด]
อ.ส.ม.,aawM saawR maawM,"proper noun, abbreviation",[abbreviation for พรรคอาสามาตุภูมิ]
อ.ส.ม.ท.,aawM saawR maawM thaawM,,[alternate spelling of อสมท.]
อก ,ohkL,noun,[general] breast; chest
อก ,ohkL,noun,mind; feelings
อกกลัดหนอง,ohkL glatL naawngR,adjective,(a broken-hearted male) severely suffered emotionally; overcome by lovelorn despair
อกใกล้จะหักขึ้นทุกที,ohkL glaiF jaL hakL kheunF thookH theeM,example sentence,"""My heart is almost broken [and my life is getting worse and worse]."""
อกไก่,ohkL gaiL,noun,chicken breast
อกไก่,ohkL gaiL,noun,ridgepole (of a roof)
อกตรม,ohkL dtrohmM,adjective,"[is] sad, sorrowful"
อกตั้ง,ohkL dtangF,adjective,with one's chest stuck out; up straight
อกสั่นขวัญแขวน,ohkL sanL khwanR khwaaenR,verb,to frighten; to scare
อกสั่นขวัญแขวน,ohkL sanL khwanR khwaaenR,verb,to tremble with fright
อกสามศอก,ohkL saamR saawkL,"adjective, figurative",broad-chested; able-bodied; full-grown; masculine; virile
อกหัก ,ohkL hakL,"adjective, phrase",[is] broken-hearted; heartbroken; have a broken heart
อกหักดีกว่ารักไม่เป็น,ohkL hakL deeM gwaaL rakH maiF bpenM,example sentence,"""Having one's heart broken is better than not being able to love at all."""
อกหักไม่ยักตาย ,ohkL hakL maiF yakH dtaaiM,"example sentence, idiom","""Heartbroken but still alive!"""
อกหักไม่ยักตาย (แต่นอนเลียแผลอยู่หลายวัน) ,ohkL hakL maiF yakH dtaaiM dtaaeL naawnM liiaM phlaaeR yuuL laaiR wanM,"example sentence, colloquial","""Heartbroken but still alive! (Had to lick my wounds for a while, though. :P)"""
อกแห้งใจเหี่ยว,ohkL haaengF jaiM hiaaoL,adjective,[is] dejected; depressed; dismayed
อก.,graL suaangM ootL saaR haL gamM,"noun, abbreviation",[abbreviation for กระทรวงอุตสาหกรรม]
อกรรม,aL gamM,prefix,[see อกรรมกริยา]
อกรรมกริยา,aL gamM gaL riH yaaM,noun,[อกรรมกริยา] [grammar] intransitive verb
อกาลิโก,aL gaaM liH go:hM,adjective,[is] timeless; not limited by time
อกุศล,aL gooL sohnR,noun,evil ways; bad; unmeritorious; immoral; unwholesome
adjective,"[is] unwholesome, unskillful",,
อกุศลมูล,aL gooL sohnR laH muunM,,unwholesome roots; roots of bad actions; the root causes of evil
อคติ,aL khaH dtiL,"noun, loanword, Pali",prejudice; partiality
"noun, loanword, Pali",evil actions; wrong deeds; badness,,
อคติทางเพศ,aL khaH dtiL thaangM phaehtF,"noun, phrase",sexual descrimination; gender descrimination; prejudice based on one's sex
อคติส่วนตัว,aL khaH dtiL suaanL dtuaaM,noun,personal prejudice
อคติอย่างหนึ่งของวิทยาศาสตร์ตะวันตกก็คือ ต้องแยกระหว่างผู้ศึกษากับสิ่งที่ศึกษาออกจากกันให้เด็ดขาด,aL khaH dtiL yaangL neungL khaawngR witH thaH yaaM saatL dtaL wanM dtohkL gaawF kheuuM dtawngF yaaekF raH waangL phuuF seukL saaR gapL singL theeF seukL saaR aawkL jaakL ganM haiF detL khaatL,example sentence,One of the basic principles of western science is that we must clearly distinguish between the person doing the investigating and the thing which is being investigated.
อคม,aL khohmM,"verb, loanword, Pali",coming; arriving
อควอมารีน ,ohkL waawM maaM reenM,"noun, proper noun, loanword, English",[Thai transcription of the foreign loanword] aquamarine
อควอเรี่ยม,aL khwaawM riiamF,"noun, loanword, English",[Thai transcription of the foreign loanword] aquarium
อคส.,aawM khaawM saawR,"noun, proper noun, abbreviation",[abbreviation for องค์การคลังสินค้า] PWO
อโคจร,aL kho:hM jaawnM,verb,to wander off; stray
อโฆษะ,aL kho:hM saL,adjective,[phonetics] voiceless
องของ,ohngM khaawngR,verb,to test the efficacy of the talisman; challenge
องค์ ,ohngM,"noun, formal, loanword, Pali",organ; body part [royal language uses พระองค์]; body
"noun, loanword, Pali",governing body; organization,,
noun,[องค์การ] organization; agency,,
"noun, formal, loanword, Pali","part; share; segment, fraction; allotment; portion, preportion; section; division; side; period",,
"noun, formal, loanword, Pali",character; characteristic; attribute; sign; quality; kind; appearance; manner; feature; possessions,,
"noun, formal, loanword, Pali",[of a drama] an act,,
"classifier, Pali","[numerical classifier for Buddhist monks, priests from other religions, pagodas, Buddha images, kings, royal property, gods and goddesses]",,
classifier,[องค์การ] [numerical classifier for organizations],,
องค์การ,ohngM gaanM,noun,[องค์การ] organization; agency
องค์การ,ohngM gaanM,classifier,[องค์การ] [numerical classifier for organizations]
องค์การกรรมกรสากล,ohngM gaanM gamM maH gaawnM saaR gohnM,,the International Labor Organization (ILO)
องค์การการค้าโลก,ohngM gaanM gaanM khaaH lo:hkF,"noun, proper noun",World Trade Organization (WTO)
องค์การการศึกษาวิทยาศาสตร์และวัฒนธรรมแห่งสหประชาชาติ,ohngM gaanM gaanM seukL saaR witH thaH yaaM saatL laeH watH thaH naH thamM haengL saL haL bpraL chaaM chaatF,"noun, proper noun","United Nations Education, Science, and Cultural Organization (UNESCO)"
องค์การขนส่งมวลชนกรุงเทพฯ,ohngM gaanM khohnR sohngL muaanM chohnM groongM thaehpF,proper noun,Bangkok Mass Transit Authority
องค์การคณะเห็นว่าฟังไม่ขึ้นเพราะมีพฤติการณ์ที่ไม่สอดรับกับการอ้างหลายประการ,ohngM gaanM khaH naH henR waaF fangM maiF kheunF phrawH meeM phreuH dtiL gaanM theeF maiF saawtL rapH gapL gaanM aangF laaiR bpraL gaanM,example sentence,"""The panel believed that (his explanation) sounded unreasonable because (his) behavior was not compatible with many aspects of (his) explanation."""
องค์การคลังสินค้า,ohngM gaanM khlangM sinR khaaH,"noun, proper noun",Public Warehouse Organization
องค์การตำรวจสากล,ohngM gaanM dtamM ruaatL saaR gohnM,proper noun,Interpol (International Criminal Police Organization)
องค์การโทรศัพท์,ohngM gaanM tho:hM raH sapL,noun,the Telephone Organization
องค์การนิรโทษกรรมสากล,ohngM gaanM niH raH tho:htF saL gamM saaR gohnM,proper noun,Amnesty International
องค์การบริหารการบินและอวกาศแห่งชาติสหรัฐอเมริกา,ohngM gaanM baawM riH haanR gaanM binM laeH aL waH gaatL haengL chaatF saL haL ratH aL maehM riH gaaM,proper noun,National Aeronautics and Space Administration [U.S.]
องค์การบริหารส่วนจังหวัด ,ohngM gaanM baawM riH haanR suaanL jangM watL,noun,Provincial Administrative Organization
องค์การบริหารส่วนตำบล ,ohngM gaanM baawM riH haanR suaanL dtamM bohnM,"noun, proper noun",Sub-district Administration Organization
องค์การเพื่อการปฏิรูประบบสถาบันการเงิน,ohngM gaanM pheuuaF gaanM bpaL dtiL ruupF raH bohpL saL thaaR banM gaanM ngernM,noun,Financial Sector Restructuring Authority
องค์การมหาชน,ohngM gaanM maH haaR chohnM,noun,Public Organization
องค์การรณรงค์เพื่อสิทธิแรงงานข้ามชาติ,ohngM gaanM rohnM naH rohngM pheuuaF sitL thiH raaengM ngaanM khaamF chaatF,"proper noun, phrase",Trans-national Campaign for Worker’s Rights
องค์การรถไฟ,ohngM gaanM rohtH faiM,noun,the Railroad Organization
องค์การสนธิสัญญาป้องกันเอเซียอาคเนย์,ohngM gaanM sohnR thiH sanR yaaM bpaawngF ganM aehM siiaM aaM khaH naehM,proper noun,South East Asian Treaty Organization (SEATO)
องค์การสำรวจสากล,ohngM gaanM samR ruaatL saaR gohnM,proper noun,Interpol
องค์การสื่อสารมวลชนแห่งประเทศไทย,ohngM gaanM seuuL saanR muaanM chohnM haengL bpraL thaehtF thaiM,noun,Communications Organization of Thailand [now incorporated as บริษัท อสมท. จำกัด (มหาชน)]
องค์การอนามัยโลก,ohngM gaanM aL naaM maiM lo:hkF,noun,the World Health Organization
องค์คณะ,ohngM khaH naH,noun,"panel (of judges, e.g.); body"
องค์คณะผู้พิพากษา,ohngM khaH naH phuuF phiH phaakF saaR,noun,panel of judges; bar
องค์คณะองคมนตรี,ohngM khaH naH ohngM khaH mohnM dtreeM,"noun, formal",panel of privy councillors
องค์ความรู้,ohngM khwaamM ruuH,noun,body of knowledge; specialized knowledge
องคชาต  ,ohngM khaH chaatF,"noun, phrase, loanword, Pali",[formal term for] a penis; male genital
องคชาตแข็ง ,ohngM khaH chaatF khaengR,noun,an erection of the penis; an erect penis
องคชาตไม่แข็งตัว ,ohngM khaH chaatF maiF khaengR dtuaaM,"noun, adjective, phrase, colloquial",[see ภาวะหย่อนสมรรถภาพทางเพศ]
องค์ประกอบ,ohngM bpraL gaawpL,"noun, phrase, formal, loanword, Pali",composition; component; ingredients; constituent part; element
องค์ประกอบของชีวิต ส่วนมากหมายถึง ส่วนที่เล็กจิ๋ว จนต้องมองด้วยกล้องจุลทัศน์,ohngM bpraL gaawpL khaawngR cheeM witH suaanL maakF maaiR theungR suaanL theeF lekH jiuR johnM dtawngF maawngM duayF glaawngF joonM laH thatH,"noun, phrase, formal",organism
องค์ประกอบแต่ละส่วนของรูปภาพ เมื่อมารวม ๆ กันแล้ว จะสื่อความหมายมากกว่าองค์ประกอบย่อย ๆ ของแต่ละส่วน,ohngM bpraL gaawpL dtaaeL laH suaanL khaawngR ruupF phaapF meuuaF maaM ruaamM ganM laaeoH jaL seuuL khwaamM maaiR maakF gwaaL ohngM bpraL gaawpL yaawyF khaawngR dtaaeL laH suaanL,example sentence,"""Each of the separate elements of the picture, when assembled, will covey a message greater than that of each individual element."""
องค์ประกอบพื้นฐาน,ohngM bpraL gaawpL pheuunH thaanR,noun,basic principle; basic element
องค์พระราชา ,ohngM phraH raaM chaaM,"proper noun, phrase, formal",His Majesty the King
องค์พระราชาร่มเกล้าชาวไทย ทรงเป็นศูนย์รวมดวงใจผองเรา ,ohngM phraH raaM chaaM rohmF glaoF chaaoM thaiM sohngM bpenM suunR ruaamM duaangM jaiM phaawngR raoM,"example sentence, formal","""H.M. the King—the Protector of all Thais—is at the center of all our loyal hearts."""
องค์ระฆัง,ohngM raH khangM,noun,bell-shaped center portion of a chedi (เจดีย์ ) where the reliquary (ธาตุ ) is located
องค์สมเด็จพระสัมมาสัมพุทธเจ้า ,ohngM sohmR detL phraH samR maaM samR phootH thaH jaoF,"noun, phrase, formal",[the formal 3rd person pronoun used of the Lord Buddha only]
องค,ohngM khaH,,[alternate spelling of องค์ ]
องคมนตรี,ohngM khaH mohnM dtreeM,noun,privy councilor
องครักษ์,ohngM khrakH,"noun, phrase, loanword, Sanskrit","[used with the royal family members and politicians only] sentinel, bodyguard"
องค์กร,ohngM gaawnM,noun,organization; unit; body; organ
classifier,[numerical classifier for organizations],,
องค์กรการกุศล,ohngM gaawnM gaanM gooL sohnR,noun,charitable foundation
องค์กรต่าง ๆ มักจัดงานปีใหม่ก่อนถึงวันปีใหม่เพื่อเปิดโอกาสให้พนักงานได้ไปฉลองปีใหม่จริง ๆ,ohngM gaawnM dtaangL dtaangL makH jatL ngaanM bpeeM maiL gaawnL theungR wanM bpeeM maiL pheuuaF bpeertL o:hM gaatL haiF phaH nakH ngaanM daiF bpaiM chaL laawngR bpeeM maiL jingM jingM,example sentence,"""Various organizations are most likely to have their New Year’s parties before New Year’s day so that their workers can enjoy New Year’s [on their own]."""
องค์กรธุรกิจเอกชน,ohngM gaawnM thooH raH gitL aehkL gaL chohnM,"noun, phrase",private business organization
องค์กรนี้ได้ดำเนินไป แม้การก่อกำเนิดขององค์กรมิได้เป็นไปตามครรลองแห่งรัฐธรรมนูญและกฎหมายที่ควรจะเป็น,ohngM gaawnM neeH daiF damM neernM bpaiM maaeH gaanM gaawL gamM neertL khaawngR ohngM gaawnM miH daiF bpenM bpaiM dtaamM khanM laawngM haengL ratH thaL thamM maH nuunM laeH gohtL maaiR theeF khuaanM jaL bpenM,example sentence,"""This organization continues its activities, even though it was not created by a constitutional or legal process as it should have been."""
องค์กรแบบราชการมีเจ้าหน้าที่ทำงานประจำเต็มเวลา,ohngM gaawnM baaepL raatF chaH gaanM meeM jaoF naaF theeF thamM ngaanM bpraL jamM dtemM waehM laaM,example sentence,"""Official organizations have permanent employees [who] work full-time."""
องค์กรผู้ตรวจสอบการใช้อำนาจรัฐ,ohngM gaawnM phuuF dtruaatL saawpL gaanM chaiH amM naatF ratH,noun,Organization for the Oversight of the Exercise of State Power
องค์กรพัฒนาเอกชน,ohngM gaawnM phatH thaH naaM aehkL gaL chohnM,"noun, phrase",non-governmental organization
องค์กรเพื่อความร่วมมือและการพัฒนาเศรษฐกิจ,ohngM gaawnM pheuuaF khwaamM ruaamF meuuM laeH gaanM phatH thaH naaM saehtL thaL gitL,proper noun,Organization for Economic Cooperation and Development (OECD)
องค์กรไม่แสวงหาผลกำไร,ohngM gaawnM maiF saL waaengR haaR phohnR gamM raiM,noun,non-profit organzation; not for profit organization
องค์กรยิ่งมีขนาดใหญ่ก็ยิ่งมีการทุจริตมาก,ohngM gaawnM yingF meeM khaL naatL yaiL gaawF yingF meeM gaanM thootH jaL ritL maakF,example sentence,"""The larger entities are, the more corrupt they are."""
องค์กรศาสนาของไทยซึ่งอิงแอบอยู่กับรัฐอย่างแนบแน่นมา ดูจะอยู่ในฐานะอิหลักอิเหลื่อที่สุด,ohngM gaawnM saatL saL naaR khaawngR thaiM seungF ingM aaepL yuuL gapL ratH yaangL naaepF naaenF maaM duuM jaL yuuL naiM thaaR naH iL lakL iL leuuaL theeF sootL,example sentence,"""Thai religious institutions which are very closely aligned with the State appear to be in a very uncomfortable position."""
องค์กรอิสระถูกครอบงำทางการเมือง จนไม่สามารถตอบสนองเจตนารมณ์ที่กำหนดไว้ในรัฐธรรมนูญได้,ohngM gaawnM itL saL raL thuukL khraawpF ngamM thaangM gaanM meuuangM johnM maiF saaR maatF dtaawpL saL naawngR jaehtL dtaL naaM rohmM theeF gamM nohtL waiH naiM ratH thaL thamM maH nuunM daiF,example sentence,"""Independent agencies have come under political control to the extent that they are unable to fulfill the aims and purposes for which they were created under the constitution."""
องค์ประชุม,ohngM bpraL choomM,noun,quorum (of a meeting)
องค์รวม,ohngM ruaamM,noun,holistic
adjective,[แบบองค์รวม] [is] holistic,,
องคา,ohngM khaaM,,[alternate spelling of องค์ ]
องคาพยพ,ohngM khaaM phaH yohpH,noun,body part; body organ; sub-section of an organization
องคาพยพ,ohngM khaaM phaH yohpH,noun,the whole body; all parts of the body
องคาพยพประเทศไทย,ohngM khaaM phaH yohpH bpraL thaehtF thaiM,"noun, phrase",the entirety of Thailand; the whole country
องคาพยพภายใน,ohngM khaaM phaH yohpH phaaiM naiM,noun,internal organs
องศา ,ohngM saaR,noun,[geometry] degree of angle; degrees (temperature)
classifier,[numerical classifier for degrees],,
องศาเซ็นติเกรด ,ohngM saaR senM dtiL graehtL,,degrees Centigrade
องศาเซลเซียส ,ohngM saaR saehnM siiatF,,degrees Celsius
องศาฟาเรนไฮต์ ,ohngM saaR faaM raehnM haiM,,degrees Fahrenheit
องศา (อุณหภูมิ),ohngM saaR oonM haL phuumM,"noun, phrase, loanword, Pali",degree (temperature)
องอาจ,ohngM aatL,adjective,[is] brave; audacious; dignified; bold; powerful
องอาจกล้าหาญ,ohngM aatL glaaF haanR,adjective,[is] brave; audacious; courageous
องุ่น ,aL ngoonL,noun,grape
องุ่น ๑ พวง,aL ngoonL neungL phuaangM,"noun, phrase",a bunch of grapes
องุ่นเปรี้ยว มะนาวหวาน,aL ngoonL bpriaaoF maH naaoM waanR,"example sentence, idiom","""The grapes are sour (sour grapes)."""
อจ.,amM naatF jaL reernM,"proper noun, abbreviation",[abbreviation for อำนาจเจริญ] ACR
อจญ.,aaM jaanM yaiL,"noun, abbreviation",[abbreviation for อาจารย์ใหญ่] headmaster; principal of a school
อช.,,"noun, abbreviation",[abbreviation for อุทยานแห่งชาติ] N.P.
อเซตามิโนเฟน,aL saehM dtaaM miH no:hM faehnM,,[alternate spelling of อเซตามิโนเฟ็น]
อเซตามิโนเฟ็น,aL saehM dtaaM miH no:hM fenM,"formal, loanword, English","[Thai transcription of the foreign loanword] ""Acetaminophen"" such as พาราเซตามอล (paracetamol)"
อณู,aL nuuM,"noun, formal, loanword, Pali",particle; molecule
อด ,ohtL,verb,"to abstain (from food, e.g.); fast; refrain; cease"
noun,[การอด] abstinence; refraining; restraint; giving up (smoking); starvation,,
อดกลั้น,ohtL glanF,"verb, transitive, intransitive, phrase",to restrain (e.g. one's anger); tolerate; be patient; suppress; endure; bear
อดข้าวอดน้ำ,ohtL khaaoF ohtL naamH,verb,[is] starving
อดใจ,ohtL jaiM,verb,to restain oneself; hold oneself back
อดโซ,ohtL so:hM,adjective,[is] famished; starving
อดตาหลับขับตานอน ,ohtL dtaaM lapL khapL dtaaM naawnM,"verb, intransitive, phrase, colloquial, idiom",to go without sleep; to be burning the midnight oil
อดตาย ,ohtL dtaaiM,verb,starve to death
อดทน ,ohtL thohnM,verb,to tolerate; endure; stand; put up with; bear
อดทน ,ohtL thohnM,adjective,[is] patient; able to endure; last; bear; stand; tolerate; put up with
อดทนอดกลั้น,ohtL thohnM ohtL glanF,verb,to tolerate; tough it out
อดนอน,ohtL naawnM,verb,not sleep a wink; abstain from sleeping
อดเปรี้ยวไว้กินหวาน,ohtL bpriaaoF waiH ginM waanR,"example sentence, idiom","""He that eats the hard shall eat the ripe."" ""Defer consumption today for a better life tomorrow."""
อดมื้อกินมื้อ,ohtL meuuH ginM meuuH,"verb, phrase",to go hungry; skip meals
อดไม่ไหว,ohtL maiF waiR,adjective,[is] unable to keep from (doing something)
อดหลับอดนอน,ohtL lapL ohtL naawnM,"verb, phrase",not sleep a wink; give up one's sleep time
อดอยาก,ohtL yaakL,adjective,[is] starving
อด ๆอยาก ๆ ,ohtL yaakL,"adjective, phrase",[is] starving
อดอยากปากแห้ง,ohtL yaakL bpaakL haaengF,adjective,[is] starving; famished; short of food
อดออม,ohtL aawmM,verb,to save; economize; conserve
อดอาหาร ,ohtL aaM haanR,verb,starve
อดอาหารประท้วง,ohtL aaM haanR bpraL thuaangH,"verb, phrase",to go on a hunger strike
อด.,ooL daawnM thaaM neeM,"proper noun, abbreviation",[abbreviation for อุดรธานี ] UDN
อดสู,ohtL suuR,"verb, transitive, intransitive, formal",to feel ashamed
อดัม,aL damM,"proper noun, person",Adam [an English male given name]
อดิ,aL diL,"adjective, particle, formal, loanword, Pali",[form of อติ] [prefix meaning] excellent; special; plentiful; extreme
อดิเรก ,aL diL raehkL,noun,hobby
adjective,superior; supreme; abundant; plentiful; ample; extra; additional,,
อดิเรกลาภ,aL diL raehkL laapF,noun,special gift; windfall
อดิศร,aL diL saawnR,"noun, poetic",great man
อดิศวร,aL diL suaanR,,[alternate spelling of อดิศร]
อดิศักดิ์,aL diL sakL,proper noun,Adisak [a Thai given name]
อดีต ,aL deetL,noun,the past; times gone by; former
อดีต,aL deetL dtaL,,[alternate pronunciation of อดีต ]
อดีตกาล ,aL deetL dtaL gaanM,"noun, phrase, formal, loanword, Pali",[Thai grammar] the Past Tense
อดีตกาล,aL deetL dtaL gaanM,noun,the past
อดีตกาลที่ผ่านมา,aL deetL dtaL gaanM theeF phaanL maaM,adverb,in the past; past history; as has been the case
อดีตแก้ไขไม่ได้ แต่อนาคตเราทำให้ดีกว่าเดิมได้,aL deetL gaaeF khaiR maiF daiF dtaaeL aL naaM khohtH raoM thamM haiF deeM gwaaL deermM daiF,example sentence,"""We cannot fix the past, but we can make the future better."""
"อดีตนายกสมาคมสถาปนิกสยามเขียนบทความเกี่ยวกับสนามบางกอกฟุตซอลอารีน่า ลงใน""ข่าวสด""เมื่อสุดสัปดาห์ที่ผ่านมา",aL deetL naaM yohkH saL maaM khohmM saL thaaR bpaL nikH saL yaamR khiianR bohtL khwaamM giaaoL gapL saL naamR baangM gaawkL footH saawnM aaM reeM naaF lohngM naiM khaaoL sohtL meuuaF sootL sapL daaM theeF phaanL maaM,example sentence,"""The former president of the Association of Siamese Architects wrote an article relating to the Bangkok Futsal Arena in Khao Sot at the end of last week."""
อดีตเป็นไงก็ไม่สำคัญ แค่ปัจจุบัน ฉันนั้นจะยืนข้างเธอ,aL deetL bpenM ngaiM gaawF maiF samR khanM khaaeF bpatL jooL banM chanR nanH jaL yeuunM khaangF thuuhrM,example sentence,"""Whatever happened in the past is not important; just now I will be the one standing by you."""
อดีตสมัย ,aL deetL dtaL saL maiR,noun,the past; bygone times
อดีตสามารถเป็นอุทาหรณ์ให้กับสถานการณ์ที่เรากำลังต้องเผชิญอยู่ในสามจังหวัดชายแดนภาคใต้ได้เป็นอย่างดี,aL deetL saaR maatF bpenM ooL thaaM haawnR haiF gapL saL thaanR naH gaanM theeF raoM gamM langM dtawngF phaL cheernM yuuL naiM saamR jangM watL chaaiM daaenM phaakF dtaaiF daiF bpenM yaangL deeM,example sentence,"""The past can be a good model for the situation in which we find ourselves today with respect to the three Southern border provinces."""
อดีตอันตราตรึง,aL deetL anM dtraaM dtreungM,"noun, phrase, poetic",the lingering past firmly imprinted in the mind
อต.,ootL dtaL raH ditL,"proper noun, abbreviation",[abbreviation for อุตรดิตถ์ ] UTT
อตรรกยะ,aL dtakL gaL yaH,adjective,irrational [as in จำนวนอตรรกยะ]
อตัญญู,aL dtanM yuuM,adjective,[is] ungrateful
อติ,aL dtiL,"adjective, particle, formal, loanword, Pali",[prefix meaning] excellent; special; plentiful; extreme
อติพจน์ ,aL dtiL phohtH,"noun, phrase, formal, loanword, Pali",hyperbole
อท.,aawM thaawM,abbreviation,[abbreviation for กรมการอุตสาหกรรมทหาร]
อท.,aangL thaawngM,"proper noun, abbreviation",[abbreviation for อ่างทอง ] ATG
อทินนาทาน,aL thinM naaM thaanM,noun,taking what is not given; theft
อธิ,aL thiH,"adjective, formal, loanword, Pali",[a Pali-Sanskrit prefix meaning] superior; eminent; great; extreme; over; beyond
อธิพจน์ ,aL thiH phohtH,"noun, phrase, formal, loanword, Pali",[variant of อติพจน์]
อธิกมาส,aL thikH maatF,noun,"leap- or inter-calendar month (added to the Thai lunar calendar, called the second eighth month)"
อธิกสุรทิน,aL thikH gaL sooL raH thinM,noun,the day added to February in a leap year
noun,[ปีอธิกสุรทิน] leap year,,
อธิการ,aL thiH gaanM,noun,abbot; director; headmaster
noun,[พระอธิการ] rector; head clergyperson,,
"noun, loanword, Pali, Sanskrit",power; authority; jurisdiction; right,,
อธิการบดี,aL thiH gaanM baL deeM,noun,chancellor; president of a university; rector
อธิการบดีคนปัจจุบันจะเสนอตัวลงสมัครเป็นอธิการบดีเป็นสมัยที่สาม,aL thiH gaanM baL deeM khohnM bpatL jooL banM jaL saL nuuhrR dtuaaM lohngM saL makL bpenM aL thiH gaanM baL deeM bpenM saL maiR theeF saamR,example sentence,"""The current chancellor will put his name forward to be chancellor for the third time."""
อธิฐาน,aL thiH thaanR,,[alternate spelling of อธิษฐาน]
อธิบดี,aL thipH baawM deeM,noun,director-general; chief official
อธิบดีทำอะไรผิดหรือจึงถูกปลดกลางอากาศ,aL thipH baawM deeM thamM aL raiM phitL reuuR jeungM thuukL bplohtL glaangM aaM gaatL,example sentence,"""Did the Director General do something wrong to be fired so abruptly?"""
อธิบาย ,aL thiH baaiM,verb,to explain; define; describe
อธิบายความ,aL thiH baaiM khwaamM,verb,to explain; expand; amplify
อธิบายเพิ่มเติม,aL thiH baaiM pheermF dteermM,verb,to provide additional explation; explain further
อธิบายไม่ถูก,aL thiH baaiM maiF thuukL,adjective,[is] unable to explain; can't explain
อธิบายให้ชัดเจน,aL thiH baaiM haiF chatH jaehnM,verb,to define
อธิปไตย,aL thipH bpaL dtaiM,noun,sovereignty
อธิษฐาน,aL thitH thaanR,"verb, intransitive, formal, loanword, Sanskrit",to pray; make a wish; make a formal offering; petition
noun,[Buddhism] resolution; self-determination,,
"noun, formal, loanword, Sanskrit",[คำอธิษฐาน] prayer; vow; determination,,
noun,[การอธิษฐาน] prayer; wish; petition to a higher power,,
อน,aL naH,"adjective, particle, formal, loanword, Pali","[the prefixes] ""un-""; ""in-""; ""non-""; [the suffix] ""-less"""
"noun, formal, loanword, Pali",breath; inhalation; inspired breath; inhaled air,,
"verb, formal, loanword, Pali",to breathe; to inhale; to move,,
อน.,ooL thaiM thaaM neeM,"proper noun, abbreviation",[abbreviation for อุทัยธานี ] UTI
อนงค์,aL nohngM,"noun, proper noun",Anong [Thai woman's given name] (beautiful woman)
อนธการ,ohnM thaH gaanM,,[alternate spelling of อันธการ]
อนรรฆ ,aL nakH,adjective,priceless; very valuable
อนัตตา,aL natH dtaaM,adjective,soul-less; non-self
อนันต์,aL nanM,"adjective, formal, loanword, Pali",countless; boundless; endless; infinite; everlasting; perpetual; incalculable [see Notes]
proper noun,Anan [a Thai given name],,
อนันต,aL nanM dtaL,,[alternate spelling of อนันต์]
อนันตชัย ,aL nanM dtaL chaiM,"proper noun, person, phrase, loanword, Pali",Anantachai [a Thai male given name]
อนาคต ,aL naaM khohtH,,the future
อนาคต,aL naaM khohtH dtaL,,[alternate pronunciation of อนาคต ]
อนาคตกาล,aL naaM khohtH dtaL gaanM,"noun, phrase, formal, loanword, Pali",[Thai grammar] the Future Tense
อนาคตเป็นสิ่งไม่แน่นอน,aL naaM khohtH bpenM singL maiF naaeF naawnM,example sentence,The future is uncertain.
อนาคตอันใกล้,aL naaM khohtH anM glaiF,"noun, phrase",near future
