word,spell,type,meaning
ธนาคารเพื่อการพัฒนาเอเซีย,thaH naaM khaanM pheuuaF gaanM phatH thaH naaM aehM siiaM,"noun, proper noun",Asian Development Bank (ADB)
ธนาคารเพื่อการส่งออกและนำเข้าแห่งประเทศไทย,thaH naaM khaanM pheuuaF gaanM sohngL aawkL laeH namM khaoF haengL bpraL thaehtF thaiM,proper noun,Export-Import Bank of Thailand
ธนาคารมีสิทธิเรียกคืนบัตรเครดิตเป็นการชั่วคราวได้ทันที เมื่อผู้ถือบัตรขาดคุณสมบัติการเป็นสมาชิกบัตรเครดิต,thaH naaM khaanM meeM sitL thiH riiakF kheuunM batL khraehM ditL bpenM gaanM chuaaF khraaoM daiF thanM theeM meuuaF phuuF theuuR batL khaatL khoonM naH sohmR batL gaanM bpenM saL maaM chikH batL khraehM ditL,example sentence,"""The bank has a right to immediately revoke a credit card on a temporary basis upon the holder’s losing his qualification to hold the credit card."""
ธนาคารโลก,thaH naaM khaanM lo:hkF,noun,the World Bank
ธนาคารแห่งประเทศไทย,thaH naaM khaanM haengL bpraL thaehtF thaiM,noun,The Bank of Thailand
"ธนาคารอนุมัติบัตรเครดิตให้เขาในวงเงิน 50,000 บาท",thaH naaM khaanM aL nooH matH batL khraehM ditL haiF khaoR naiM wohngM ngeernM baatL,example sentence,"""The bank approved a credit card for him in the amount of 50,000 baht."""
ธนาคารออมสิน ,thaH naaM khaanM aawmM sinR,noun,Government Savings Bank
ธนาคารออมสินเป็นสถาบันการเงินที่เก่าแก่ที่สุด เมื่อเทียบกับสถาบันการเงินเฉพาะกิจอื่น,thaH naaM khaanM aawmM sinR bpenM saL thaaR banM gaanM ngernM theeF gaoL gaaeL theeF sootL meuuaF thiiapF gapL saL thaaR banM gaanM ngernM chaL phawH gitL euunL,example sentence,"""The Government Savings Bank is the oldest financial institution [in Thailand], when compared with other special-purpose financial entities."""
ธนาคารอาคารสงเคราะห์,thaH naaM khaanM aaM khaanM sohngR khrawH,"noun, proper noun",The Government Housing Bank
ธนาคารอิสลามแห่งประเทศไทย,thaH naaM khaanM itL saL laamM haengL bpraL thaehtF thaiM,proper noun,Islamic Bank of Thailand
ธนาคารเอชเอสบีซี,thaH naaM khaanM aehtL aehtL beeM seeM,proper noun,[ธนาคารเอชเอสบีซี] [Thai transcription of foreign loan word] HSBC bank
ธนาคารไอซีบีซี,thaH naaM khaanM aiM seeM beeM seeM,proper noun,[ธนาคารไอซีบีซี] [Thai transcription of foreign loan word] ICBC (Industrial and Commercial Bank of China
ธนาณัติ ,thaH naaM natH,noun,money order
ธนาณัติต่างประเทศ ,thaH naaM natH dtaangL bpraL thaehtF,noun,international money order
ธนาธิปไตย,thaH naaM thipH bpaL dtaiM,noun,plutocracy
ธนาพร,thaH naaM phaawnM,proper noun,Thanaporn [a Thai male given name]
ธนารักษ์,thaH naaM rakH,proper noun,Treasury
proper noun,[กรมธนารักษ์] Treasury Department,,
ธนิต,thaH nitH,adjective,[phonetics] aspirated
noun,[เสียงธนิต] [phonetics] aspirated sound,,
ธนุ,thaH nooH,,[alternate spelling of ธนู ]
ธนู ,thaH nuuM,noun,bow (used in archery)
ธนูเป็นกีฬาที่สนุก ได้ฝึกสมาธิ ได้แข่งขันกับตัวเองและมันจะท้าทายเราไปเรื่อย ๆ ให้เราไม่ท้อ และสู้อยู่เสมอ,thaH nuuM bpenM geeM laaM theeF saL nookL daiF feukL saL maaM thiH daiF khaengL khanR gapL dtuaaM aehngM laeH manM jaL thaaH thaaiM raoM bpaiM reuuayF reuuayF haiF raoM maiF thaawH laeH suuF yuuL saL muuhrR,example sentence,"""Archery is a fun sport. We practice concentration; [we] compete against ourselves. [The sport] challenges us constantly not to get discouraged and to always keep striving."""
ธเนศ,thaH naehtF,"noun, proper noun",Tanet [a Thai male name] (a rich man)
ธปท.,thaawM bpaawM thaawM,"noun, abbreviation",[abbreviation for] ธนาคารแห่งประเทศไทย
ธปท.ได้ออกหนังสือเวียนเรื่องการประกอบธุรกรรมการอนุพันธ์ทางการเงินด้านอัตราแลกเปลี่ยน,thaawM bpaawM thaawM daiF aawkL nangR seuuR wiianM reuuangF gaanM bpraL gaawpL thooH raH gamM gaanM aL nooH phanM thaangM gaanM ngernM daanF atL raaM laaekF bpliianL,example sentence,"""The Bank of Thailand issued a circular concerning the business of issuing derivative instruments on currencies involving exchange rates."""
ธพว.,thaawM phaawM waawM,"noun, proper noun, abbreviation",[abbreviation for ธนาคารพัฒนาวิสาหกิจขนาดกลางและขนาดย่อมแห่งประเทศไทย] SME Bank
ธมกรก,thaH maH gaL rohkH,noun,a filter; water-strainer used by monks
ธรณี ,thaawM raH neeM,noun,the earth; the ground; world; soil
ธรณีพิบัติภัย,thaawM raH neeM phiH batL phaiM,noun,danger from earthquakes and mudslides
ธรณีวิทยา ,thaawM raH neeM witH thaH yaaM,noun,Geology
ธรณีสงฆ์,thaawM raH neeM sohngR,noun,sacred temple grounds
ธรรม์,thanM,,[alternate spelling of ธรรม ]
ธรรม,thamM maH,,[alternate pronunciation of ธรรม ]
ธรรม ,thamM,"noun, loanword, Pali",dharma; religious teaching; religious duty
ธรรม ,thamM,"noun, loanword, Pali",virtue; morality; precept; scruples; rightneousness; principles; doctrine
ธรรม ,thamM,"noun, loanword, Pali",morals and ethics; the good and decent principles of life
ธรรม ,thamM,"noun, loanword, Pali",truth; enlightenment
ธรรม ,thamM,"noun, loanword, Pali",justice; fairness
ธรรม ,thamM,"noun, loanword, Pali",rule; law; regulation
ธรรม ,thamM,"noun, loanword, Pali",[things offered to a Buddhist monk]
ธรรม ,thamM,"noun, loanword, Pali",law of nature; normality; nature
ธรรม ,thamM,"noun, loanword, Pali",quality; property
ธรรม ,thamM,"noun, loanword, Pali",[a certain] rank of a Thai monk
ธรรม ,thamM,"noun, proper noun, formal, loanword, Pali","[Thai transcription of the foreign loanword] ""Dhamma"" or ""Dharma""; the Lord Buddha's teachings"
ธรรม ,thamM,"noun, loanword, Pali",[พระธรรม] the Lord Buddha’s teachings
ธรรมกถึก,thamM maH gaL theukL,noun,Buddhist ordained preacher
ธรรมการ,thamM maH gaanM,noun,religious affairs; religious activity
ธรรมคุณ,thamM khoonM,noun,virtue; quality of the Dhamma
ธรรมจรณะ,thamM maH jaL raH naH,,observance of righteousness; religious life
ธรรมจรรยา,thamM maH janM yaaM,noun,observance of righteousness; religious life
ธรรมจริยา,thamM maH jaL riH yaaM,noun,observance of righteousness; religious life
ธรรมจักร,thamM maH jakL,noun,the Wheel of the Law; the wheel of Dharma
ธรรมจักษุ,thamM maH jakL sooL,noun,the eye of Truth; eye of wisdom
ธรรมชาติ ,thamM maH chaatF,"adjective, loanword, Pali",[is] natural; occurring in nature; spontaneous
ธรรมชาติ,thamM maH chaatF,noun,nature; creation; mother nature
ธรรมชาติของการเมืองเป็นเรื่องของการชิงไหวชิงพริบ ชิงความได้เปรียบ ไม่มีการยกประโยชน์ให้กับฝ่ายตรงข้ามเด็ดขาด,thamM maH chaatF khaawngR gaanM meuuangM bpenM reuuangF khaawngR gaanM chingM waiR chingM phripH chingM khwaamM daiF bpriiapL maiF meeM gaanM yohkH bpraL yo:htL haiF gapL faaiL dtrohngM khaamF detL khaatL,example sentence,"""It is in the nature of politics to outsmart (one’s opponent); to wrest all the advantages [one can]; [the objective] is absolutely not to hand over any benefits to one’s opposition."""
ธรรมชาติของมนุษย์,thamM maH chaatF khaawngR maH nootH,noun,human nature
ธรรมชาติบำบัด,thamM maH chaatF bamM batL,noun,natural healing therapy
ธรรมชาติมนุษย์,thamM maH chaatF maH nootH,noun,human nature
ธรรมราชา,thamM maH raaM chaaM,noun,Dhamma-Raja or Righteous King
ธรรมวินัย,thamM maH wiH naiM,noun,discipline practiced by Buddhist monks; monk's code of practice
ธรรมศาสตร์,thamM maH saatL,proper noun,Thammasart; Thammasat
ธรรมศาสตร์ ,thamM maH saatL,"noun, phrase, formal, loanword, Sanskrit",jurisprudence; law; treatise on law; science of law; science of morals and ethics
ธรรมการย์,thamM maH gaanM,noun,righteousness; cause of virtue
ธรรมดา,thamM maH daaM,"adjective, loanword, Pali",[is] usual; ordinary; normal; average; plain; regular; natural; common
"noun, loanword, Pali",natural state; natural law; nature; custom; habit,,
ธรรมนูญ ,thamM maH nuunM,noun,constitutional law
noun,charter,,
ธรรมนูญกรุงโรมว่าด้วยศาลอาญาระหว่างประเทศ ,thamM maH nuunM groongM ro:hmM waaF duayF saanR aaM yaaM raH waangL bpraL thaehtF,"proper noun, phrase",Rome Statute of the International Criminal Court
ธรรมเนียม ,thamM niiamM,noun,custom; customs; tradition; traditional usage
ธรรมเนียมปฏิบัติ,thamM niiamM bpaL dtiL batL,noun,traditions; customs and practices
ธรรมภิบาล,thamM maH phiH baanM,noun,good governance
ธรรมยาตรา,thamM yaatF dtraaM,noun,pilgrimage
ธรรมยุต,thamM yootH,proper noun,[นิกายธรรมยุต] Dhammayutika Sect (of Buddhism)
ธรรมยุติกนิกาย,thamM maH yooH dtiL gaL niH gaaiM,proper noun,Dhammayutika Sect (of Buddhism)
ธรรมะ,thamM maH,,[alternate spelling of ธรรม ]
ธรรมะยามเช้า,thamM maH yaamM chaaoH,noun,morning recitation of homage to the Buddha
ธรรมะแห่งหมู่คณะ,thamM maH haengL muuL khaH naH,noun,the law of the society
ธรรมะธัมโม,thamM maH thamM mo:hM,adjective,[is] religious; ethical; moral
noun,[คนธรรมะธัมโม] a religiously devout Buddhist,,
ธรรมา,thamM maaM,,[alternate spelling of ธรรม ]
ธรรมาภิบาล,thamM maaM phiH baanM,noun,good governance
ธรรมาธิราช,thamM maaM thiH raatF,noun,The Supreme Dharma
ธรรมาธิษฐาน,thamM maaM thitH saL thaanR,noun,teaching with reference to ideas
ธรรมาสน์,thamM maatF,noun,pulpit; raised preaching platform
ธรรมาสน์เป็นที่สำหรับพระภิกษุสามเณรนั่งแสดงธรรม,thamM maatF bpenM theeF samR rapL phraH phikH sooL saamR maH naehnM nangF saL daaengM thamM,example sentence,"""A pulpit is a place where monks sit to give sermons."""
ธรรมิก,thamM mikH,adjective,[is] virtuous; devout; pious; saintly
ธรรมีกถา,thamM meeM gaL thaaR,noun,Buddhist religious talk; sermon
ธราดล,thaH raaM dohnM,noun,ground; surface; earth
ธอ ,thaawM,,[pronunciation of the 24th letter of the Thai alphabet]
ธอส.,thaawM aawM saawR,"noun, abbreviation",[abbreviation for ธนาคารอาคารสงเคราะห์] GHBank
ธัญ,thanM,"noun, adjective, formal, loanword, Pali",grain
ธัญ,thanM yaH,,[alternate pronunciation of ธัญ]
ธัญพืช ,thanM yaH pheuutF,"noun, plural, phrase, formal",cereal
ธัญพืชขัดสีต่ำ,thanM yaH pheuutF khatL seeR dtamL,noun,minimally processed grains
ธัญพืชเต็มเมล็ด,thanM yaH pheuutF dtemM maH letH,noun,whole grains
ธัญพืชเต็มเมล็ด คือ ธัญพืชที่ไม่ผ่านการขัดสีหรือขัดสีน้อยที่สุด,thanM yaH pheuutF dtemM maH letH kheuuM thanM yaH pheuutF theeF maiF phaanL gaanM khatL seeR reuuR khatL seeR naawyH theeF sootL,example sentence,"""Whole grain cereals are cereals which have not been ground or polished or only minimally so."""
ธัญพืชทั้งเมล็ด,thanM yaH pheuutF thangH maH letH,noun,whole grains
ธัญชาติ,thanM yaH chaatF,noun,paddy; rice of various kinds; grains
ธัญญชาติ,thanM yaH chaatF,noun,paddy; rice of various kinds
ธัญญา,thanM yaaM,proper noun,Thanya
ธัญญา สังขพันธานนท์,thanM yaaM sangR khaL phanM thaaM nohnM,proper noun,"Thanya Sangkapanthanon, full name of the Thai poet ไพฑูรย์ ธัญญา"
ธัญญาหาร,thanM yaaM haanR,noun,grains; rice; cereals
ธัญบุรี,thanM yaH booL reeM,"proper noun, geographical",Thanyaburi
ธันว์ ,thanM,"noun, proper noun, formal, loanword, Pali","[ราศีธันว์] Thai Zodiac sign for Sagittarius, the ninth sign of the zodiac"
ธันวาคม ,thanM waaM khohmM,noun,December
ธัมม,thamM maH,,[alternate spelling of ธรรม ]
ธัมมะธัมโม,thamM maH thamM mo:hM,adjective,[is] moral
ธากา,thaaM gaaM,,[alternate spelling of ดากา ]
ธาตุ ,thaatF,noun,"one of the four ancient elements: earth, water, air, or fire"
ธาตุ ,thaatF,noun,root word (Sanskrit); [grammar] root (of a word)
ธาตุ ,thaatF,noun,[chemistry] an element
ธาตุ ,thaatF,noun,[พระธาตุ] the Lord Buddha's Relics
ธาตุ ,thaatF,noun,[พระธาตุ] a pagoda that houses the Lord Buddha's Relics
ธาตุ ,thaatF,noun,[ไฟธาตุ] digestion
ธาตุ ,thaatF,noun,disposition; nature
ธาตุ ,thaatF,noun,reliquary
ธาตุเคมี,thaatF khaehM meeM,noun,[chemistry] one of the 112 known elements
ธาตุแท้,thaatF thaaeH,noun,element; pure substance
ธาตุแท้,thaatF thaaeH,noun,nature; essence; reality; substance
ธาตุเหล็ก,thaatF lekL,noun,[ธาตุเหล็ก] chemical element iron
ธาตุอาหาร,thaatF aaM haanR,noun,nutrient
ธานี,thaaM neeM,"noun, Pali",city
ธาร,thaanM,"noun, formal, loanword, Pali",[short for ลำธาร ] stream; brook; creek
ธาร,thaaM raH,,[alternate pronunciation of ธาร]
ธารกำนัล,thaaM raH gamM nanM,noun,a public place
ธารน้ำแข็ง,thaanM namH khaengR,noun,glacier
ธารา,thaaM raaM,,[alternate spelling of ธาร]
ธาราศาสตร์,thaaM raaM saatL,noun,Hydraulics
ธำมรงค์,thamM maH rohngM,noun,ring
ธำรง,thamM rohngM,,to preserve; to maintain; to retain; to keep; to sustain; to uphold; to support
ธำรงรักษา,thamM rohngM rakH saaR,,to keep up; maintain; preserve
ธิดา,thiH daaM,"noun, formal, loanword, Pali",daughter
ธิเบต,thiH baehtL,"noun, adjective",[general] Tibet; Tibetan
ธิปไตย,thipH bpaL dtaiM,noun,[used as a suffix] governance; governing
ธีร,theeM raH,"noun, loanword, Pali, Sanskrit",scholar; philosopher; wise man; genius
"adjective, loanword, Pali, Sanskrit",learned; clever; wise; skillful; expert,,
ธีรศักดิ์ ,theeM raH sakL,"proper noun, person","Teerasak [a Thai given name] (stability and power, authority)"
ธีรภัทร,theeM raH phatH,proper noun,Thiraphat [a Thai given name]
ธีโอ,theeM o:hM,"proper noun, loanword, English",Theo [an English given name]
ธีโอดอร์,theeM o:hM daawM,"proper noun, loanword, English",Theodore [an English given name]
ธุดงค์,thooH dohngM,noun,pilgrimage; travel; wayfaring; trip
noun,[พระธุดงค์] a monk on a pilgrimage; forest monk,,
ธุร,thooH raH,,[alternate spelling of ธุระ ]
ธุรกรรม,thooH raH gamM,noun,[in abstract] the business (of...)
ธุรกรรม,thooH raH gamM,noun,(business) transaction
ธุรการ,thooH raH gaanM,noun,"[for example, corporate] administration"
ธุรกิจ ,thooH raH gitL,noun,business; business deal; firm
ธุรกิจขนาดใหญ่,thooH raH gitL khaL naatL yaiL,noun,a big business
ธุรกิจนายหน้า ,thooH raH gitL naaiM naaF,"noun, phrase, formal",brokerage
ธุรกิจส่วนตัว,thooH raH gitL suaanL dtuaaM,noun,private practice; private business
ธุรกิจอสังหาริมทรัพย์ในเมืองโคราชและขอนแก่นอยู่ในช่วงขาขึ้น,thooH raH gitL aL sangR haaR rimM maH sapH naiM meuuangM kho:hM raatF laeH khaawnR gaenL yuuL naiM chuaangF khaaR kheunF,example sentence,"""Real estate [development] in the cities of Khorat and Khon Kaen is undergoing an economic boom."""
ธุรกิจอสังหาริมทรัพย์เป็นเกมธุรกิจระยะกลางและระยะยาว,thooH raH gitL aL sangR haaR rimM maH sapH bpenM gaehmM thooH raH gitL raH yaH glaangM laeH raH yaH yaaoM,example sentence,"""The real estate business is a mid- to long-term business proposition."""
ธุรกิจอิเล็กทรอนิกส์,thooH raH gitL iL lekH thraawM nikH,noun,e-business
ธุระ ,thooH raH,noun,business; personal business; errands
ธุระการงานภายในบ้านเป็นหน้าที่หลักของแม่ยายแม่ของแสงดาวที่มาอยู่ร่วมด้วยตั้งแต่แรก ,thooH raH gaanM ngaanM phaaiM naiM baanF bpenM naaF theeF lakL khaawngR maaeF yaaiM maaeF khaawngR saaengR daaoM theeF maaM yuuL ruaamF duayF dtangF dtaaeL raaekF,example sentence,"""Managing our home is the work of my mother-in-law, Saengdow’s mother, who has been living with us since [we got married]."""
ธุระปะปัง,thooH raH bpaL bpangM,noun,important work; real business
ธุลี,thooH leeM,"noun, formal, poetic, loanword, Pali",dust; particle
noun,[เศษธุลี] pieces of dust; dust particles,,
ธูป ,thuupF,noun,incense; joss (fortune-telling) sticks
เธมส์ ,thaehmM,"proper noun, geographical",[แม่น้ำเธมส์] [England's] river Thames
เธเรซ่า,thaehM raehM saaF,,[alternate spelling of เทเรซ่า]
เธลมา,thaehnM maaM,"proper noun, loanword, English",Thelma [an English given name]
เธสะโลนิกา,thaehM saL lo:hM niH gaaM,"proper noun, geographical","Thessalonica, a city of ancient Greece"
"proper noun, geographical","Thessaloniki, Θεσσαλονίκη, a city in Greece",,
เธอ ,thuuhrM,pronoun,[used in intimate or informal settings] you [the 2nd person singular pronoun]
pronoun,she; her; [the 3rd person singular pronoun when referring to a female],,
pronoun,"you, he, him, she, her; [royal] his or her",,
เธอก็มาปรากฏกายพร้อมลูกสาววัย ๕-๗ ขวบ,thuuhrM gaawF maaM bpraaM gohtL gaaiM phraawmH luukF saaoR waiM haaF jetL khuaapL,example sentence,"""She showed up with her daughter who was 5 to 7 years old."""
เธอกลายเป็นฆาตกรเพราะหน้ามืดตามัวที่รู้ว่าสามีมีภรรยาน้อย,thuuhrM glaaiM bpenM khaatF dtaL gaawnM phrawH naaF meuutF dtaaM muaaM theeF ruuH waaF saaR meeM meeM phanM raH yaaM naawyH,example sentence,"""She almost became a murderer because she lost her temper when she found out that her husband had a mistress."""
เธอกำลังปฐมพยาบาลเด็กที่กำลังชักตาตั้ง,thuuhrM gamM langM bpaL thohmR phaH yaaM baanM dekL theeF gamM langM chakH dtaaM dtangF,example sentence,"""She is giving first aid to a child who is having convusions."""
เธอกินแล้วรึยัง,thuuhrM ginM laaeoH reuH yangM,example sentence,"""Did you eat yet?"" or ""Have you eaten yet?"""
เธอแก้บนพระพรหมด้วยไข่ต้ม ๑๐๐ ฟอง,thuuhrM gaaeF bohnM phraH phrohmM duayF khaiL dtohmF raawyH faawngM,example sentence,"""She fulfilled her vow to the spirt of Shiva with 100 hard boiled eggs."""
เธอขอบคุณที่ผมผลักดันให้เธอทำสิ่งนี้,thuuhrM khaawpL khoonM theeF phohmR phlakL danM haiF thuuhrM thamM singL neeH,example sentence,"""She thanked me that I encouraged her to do this."""
เธอเข้มแข็งและอดทนผิดกับร่างกายเล็ก ๆ เป็นอย่างมาก ,thuuhrM khemF khaengR laeH ohtL thohnM phitL gapL raangF gaaiM lekH lekH bpenM yaangL maakF,example sentence,"""She is very resolute and enduring, very different that what her slightly built would indicate."""
เธอคงจะต้องทู่ซี้อยู่กินกับเขาไปจนตาย,thuuhrM khohngM jaL dtawngF thuuF seeH yuuL ginM gapL khaoR bpaiM johnM dtaaiM,example sentence,"""You must keep on living with him as husband and wife until you die."""
เธอคงเหนื่อยมาก พอขึ้นรถก็หลับผล็อย,thuuhrM khohngM neuuayL maakF phaawM kheunF rohtH gaawF lapL phlawyR,example sentence,"""You must be very tired; you got into the car and quickly fell asleep."""
เธอคนนั้นหน้าหวาน ผมดำ ซึ้งบาดใจผมจริง ๆ,thuuhrM khohnM nanH naaF waanR phohmR damM seungH baatL jaiM phohmR jingM,example sentence,"""That sweet-looking woman over there with the black hair has wounded me greviously."""
เธอคนส่วนผสมจนงวด ,thuuhrM khohnM suaanL phaL sohmR johnM nguaatF,"example sentence, colloquial","""She keeps stirring the mixture until it thickens."""
เธอคมสวยเชียว,thuuhrM khohmM suayR chiaaoM,example sentence,"""How beautiful she is!"""
เธอคิด พร้อมกับคนซุปในหม้อ ,thuuhrM khitH phraawmH gapL khohnM soopH naiM maawF,"example sentence, colloquial","""She thinks while stirring the soup in the pot!"""
เธอคิดย้อนไปถึงวันที่เธอและลูก อยู่กันอย่างพร้อมหน้า,thuuhrM khitH yaawnH bpaiM theungR wanM theeF thuuhrM laeH luukF yuuL ganM yaangL phraawmH naaF,example sentence,"""She thought back to the past when she and her children lived all together."""
เธอเคยสงสารตัวเองบ้างหรือเปล่า,thuuhrM kheeuyM sohngR saanR dtuaaM aehngM baangF reuuR bplaaoL,example sentence,"""Did she ever feel sorry for herself?"""
"เธอจ้องหน้าผมแล้วก็ตอบผมว่า ""ไม่รู้ซิ ถ้าไม่กลัวสามีเธอรู้ ก็ตามใจ""",thuuhrM jaawngF naaF phohmR laaeoH gaawF dtaawpL phohmR waaF maiF ruuH siH thaaF maiF gluaaM saaR meeM thuuhrM ruuH gaawF dtaamM jaiM,example sentence,"""She looked directly at me and answered me saying, 'I don’t know. If you are not afraid of my husband, do what you want.' """
เธอจะต้องเผชิญเหตุไม่คาดหวังต่าง ๆ นานา ทั้งมหาอุทกภัยการก่อการร้ายแผ่นดินไหว ฯลฯ ก็เป็นสิ่งที่หนักอึ้งอยู่,thuuhrM jaL dtawngF phaL cheernM haehtL maiF khaatF wangR dtaangL dtaangL naaM naaM thangH maH haaR ooL thohkH gaL phaiM gaanM gaawL gaanM raaiH phaenL dinM waiR laH gaawF bpenM singL theeF nakL eungF yuuL,example sentence,"""She was forced to face various unexpected events, including flooding, terrorism, earthquakes, [all of which] weighed heavily on her."""
เธอจะแต่งงานกับเขาตอนนี้ได้ยังไง เรื่องหย่าของเขากับเมียเดิมยังคาราคาซังอยู่เลย,thuuhrM jaL dtaengL ngaanM gapL khaoR dtaawnM neeH daiF yangM ngaiM reuuangF yaaL khaawngR khaoR gapL miiaM deermM yangM khaaM raaM khaaM sangM yuuL leeuyM,example sentence,"""How are you going to get married to him now? The divorce with his former wife has not yet been finalized."""
เธอจะทำอะไรก็เรื่องของเธอ จะสาธยายอะไรมากมาย ฉันไม่เห็นอยากจะรู้เรื่องของเธอเลยซักนิด,thuuhrM jaL thamM aL raiM gaawF reuuangF khaawngR thuuhrM jaL saaR thaH yaaiM aL raiM maakF maaiM chanR maiF henR yaakL jaL ruuH reuuangF khaawngR thuuhrM leeuyM sakH nitH,example sentence,"""Whatever you want to do is your business, [you don't have to] explain to me at length. I don't want to know anything about you."""
