word,spell,type,meaning
ศรส.ลต.ตร.,suunR amM nuayM gaanM rakH saaR khwaamM saL ngohpL riiapF raawyH gaanM leuuakF dtangF samR nakH ngaanM dtamM ruaatL haengL chaatF,"noun, abbreviation",[abbreviation for ศูนย์อำนวยการรักษาความสงบเรียบร้อยการเลือกตั้ง สำนักงานตำรวจแห่งชาติ]
ศรัทธา ,satL thaaM,"verb, transitive, intransitive, formal, loanword, Sanskrit",to have faith (in)
ศรัทธา ,satL thaaM,"noun, formal, loanword, Sanskrit",faith; trust; belief; royalty; faithfulness; determination; purpose; desire
ศรัทธา ,satL thaaM,noun,[ศรัทธาชน] believer; the faithful; those who are faithful to a religion
ศรัทธา ,satL thaaM,noun,[ผู้ศรัทธา] believers; the faithful; those who are faithful to a religion
ศรัทธาชน,satL thaaM chohnM,noun,[ศรัทธาชน] believer; the faithful; those who are faithful to a religion
ศรัทธาปสาทะ ,satL thaaM bpaL saaR thaH,"noun, phrase, formal, loanword, Sanskrit",[Buddhist term] faith and delight
ศราวณมาส,saL raaM waH naH maatF,proper noun,the ninth lunar mon
ศรี ,seeR,noun,majesty; glory; honor; splendor
ศรีปราชญ์,seeR bpraatL,proper noun,"Sri Praj, a great Thai poet of the 1600s"
ศรีอยุธยา,seeR aL yootH thaH yaaM,"proper noun, geographical",[ศรีอยุธยา] Ayutthaya
ศรีธนญชัย,seeR thaH nohnM chaiM,proper noun,[from Thai literature] trickster
ศรีธรรมราช,seeR thamM maH raatF,proper noun,Sri Thammarat
ศรีธัญญา,seeR thanM yaaM,,name of a mental hospital in Thailand
ศรีนครินทรวิโรฒ,seeR naH khaH rinM wiH ro:htF,proper noun,Srinakharinwirot University (name of a university in Thailand) SWU
ศรีราชา,seeR raaM chaaM,noun,[name of a sauce] Sriracha
proper noun,Sriracha [subdistrict in ชลบุรี  province],,
ศรีราชาเอฟซี,seeR raaM chaaM aehfL seeM,proper noun,Sriracha FC
ศรีลังกา ,seeR langM gaaM,"proper noun, geographical","[ประเทศศรีลังกา] Sri Lanka, a country in Asia"
ศรีวิชัย,seeR wiH chaiM yaH,"proper noun, geographical","Srivijaya, an ancient Malay kingdom on the island of Sumatra"
ศรีศักดิ์,seeR sakL,proper noun,Sisak [a Thai given name]
ศรีษะเกษ ,seeR saL gaehtL,"proper noun, geographical","Si Saket, a province in northeastern Thailand with a 1995 population of 1,396,035 (rank 9 of 76)"
ศรีสะเกษ ,seeR saL gaehtL,,[alternate spelling of ศรีษะเกษ ]
ศฤงคาร,sringR khaanM,"noun, poetic, loanword, Sanskrit",love; elegant dress; characteristic
"noun, poetic",wealth; property; asset,,
ศลัด,saL latH,,[alternate spelling of สลัด ]
ศศช.,,"noun, abbreviation",[abbreviation for ศูนย์การศึกษาเพื่อชุมชน] CEC
ศศิธร ,saL siL thaawnM,"noun, poetic",the moon
proper noun,Sasithorn [a female Thai given name] (moon),,
ศอ ,saawR,,[pronunciation of the 38th letter of the Thai alphabet]
noun,neck,,
noun,[พระศอ] [royalty] neck,,
ศอ.บต.,saawR aawM baawM dtaawM,"proper noun, abbreviation",[abbreviation for ศูนย์อำนวยการบริหารจังหวัดชายแดนภาคใต้] SBPAC
ศอก ,saawkL,noun,elbow
noun,[a unit of linear measure],,
ศอกกระด้าง,saawkL graL daangF,noun,rough elbows
ศอกเข่า ,saawkL khaoL,verb,[Thai boxing] to attack with the elbow and knee
ศอฉ.,saawR aawM chaawR,"proper noun, abbreviation",[abbreviation for ศูนย์อำนวยการแก้ไขสถานการณ์ฉุกเฉิน] CRES
ศอบต.,saawR aawM baawM dtaawM,"proper noun, abbreviation",[abbreviation for ศูนย์อำนวยการบริหารจังหวัดชายแดนภาคใต้] SBPAC
ศักดา,sakL gaL daaM,noun,might; prowess; force; vigor
proper noun,Sakada [a Thai given name],,
ศักดิ์ ,sakL,adjective,[is] able; competent; suitable
noun,might (strength and power); honor; rank; status; prestige; skill; energy; dilligence,,
noun,spike; lance; javelin; sword; spear,,
ศักดิ์สิทธิ์ ,sakL sitL,adjective,[is] sacred; holy
ศักดิ์ทิพย์,sakL thipH,proper noun,Sakthip [a Thai given name]
ศักดินา,sakL diL naaM,noun,"status in terms of land, counted in rai; right to the possession of farmland"
noun,"dignity, distinction",,
ศักดิ์ศรี,sakL seeR,noun,honour; honor; glory; fame; renown
noun,prestige; dignity,,
ศักดิ์ศรีความเป็นคน,sakL seeR khwaamM bpenM khohnM,noun,human dignity
ศักดิ์ศรีความเป็นมนุษย์,sakL seeR khwaamM bpenM maH nootH,noun,human dignity
ศักดิ์ศรีลูกผู้ชาย,sakL seeR luukF phuuF chaaiM,,manliness; man's stratagem; manly spirit; man's mettle
ศักย์ ,sakL,noun,voltage; electrical potential
ศักย ,sakL gaL yaH,noun,electric potential; voltage
"noun, figurative",[ศักยภาพ] (human) potential; ability; capability; capacity; aptitude; power; potentiality; possibility,,
ศักยภาพ,sakL gaL yaH phaapF,"noun, figurative",[ศักยภาพ] (human) potential; ability; capability; capacity; aptitude; power; potentiality; possibility
ศักราช ,sakL gaL raatL,noun,era
ศัณฑ์ ,sanR,noun,eunuch
ศัตรู ,satL dtruuM,noun,foe; enemy; opponent
ศัตรูจะได้ลังเลและไม่เข้ามาทำร้าย,satL dtruuM jaL daiF langM laehM laeH maiF khaoF maaM thamM raaiH,example sentence,"""[Its] enemy would hesitate and would not approach [the spider] to do it harm."""
ศัตรูดาหน้ากันเข้ามาโจมตีเรา,satL dtruuM daaM naaF ganM khaoF maaM jo:hmM dteeM raoM,example sentence,"""The enemy advanced along a broad front to attack us."""
ศัตรูพืช,satL dtruuM pheuutF,noun,agricultural pest
ศัพท์ ,sapL,noun,vocabulary; dictionary entry; terminology; word(s)
classifier,"[numerical classifier for words, dictionary entries]",,
ศัพท์เฉพาะ ,sapL chaL phawH,"noun, phrase, formal",academic word or term; field word or term; specific word or term
ศัพท์บัญญัติ,sapL banM yatL,"noun, phrase, formal, loanword, Pali",coinage: foreign words or terminology translated and coined into Thai and approved for official use by ราชบัณฑิตยสถาน (the Royal Institute)
ศัพท์บัญญัติกร ,sapL banM yatL gaawnM,,a coiner of words; a person who makes new words; a wordsmith
ศัพท์บัญญัติราชบัณฑิตยสถาน ,sapL banM yatL raatF chaH banM ditL dtaL yaH saL thaanR,"noun, phrase, formal, loanword, Pali",The Royal Institute's official coinage
ศัพท์แสง,sapL saaengR,"noun, colloquial",language; lingo; jargon; words; difficult words
ศัพท์หมวด,sapL muaatL,noun,glossary
ศัพท์หรือภาษาที่นุ่มนวลหู ,sapL reuuR phaaM saaR theeF noomF nuaanM huuR,"noun, phrase, formal",[grammar] euphemism [see notes]
ศัพทมูลวิทยา,sapL thaH muunM laH witH yaaM,noun,Etymology
ศัพทมูลวิทยา,sapL thaH muunM witH yaaM,,[alternate pronunciation of ศัพทมูลวิทยา]
ศัลย ,sanR laH yaH,noun,[ศัลยกรรม] [the practice of] surgery
noun,[ศัลยศาสตร์] [the science of] surgery,,
noun,[ศัลยแพทย์] surgeon,,
ศัลยกรรม,sanR laH yaH gamM,noun,[ศัลยกรรม] [the practice of] surgery
ศัลยกรรมกระดูก,sanR laH yaH gamM graL duukL,noun,orthopedic surgery
ศัลยกรรมความงาม,sanR laH yaH gamM khwaamM ngaamM,noun,cosmetic surgery; plastic surgery
ศัลยกรรมตกแต่ง,sanR laH yaH gamM dtohkL dtaengL,noun,plastic surgery
ศัลยกรรมประสาท,sanR laH yaH gamM bpraL saatL,noun,neurosurgery
ศัลยแพทย์  ,sanR laH yaH phaaetF,noun,[ศัลยแพทย์] surgeon
ศัลยศาสตร์,sanR laH yaH saatL,noun,[ศัลยศาสตร์] [the science of] surgery
ศัสตรา,satL dtraaM,noun,sword; saber; bayonet; foil
ศัสตราวุธ,satL dtraaM wootH,noun,sword; saber; bayonet; foil
ศากย ,saakL gaL yaH,proper noun,Sakya; an ancient tribe of India
ศากยมุนี,saakL yaH mooH neeM,proper noun,Sakayamuni [lit. the sage from the Sakaya Dynasty]
proper noun,[พระศากยมุนี] a name for the Lord Buddha,,
ศานต์,saanR,noun,peace; calm
ศานติ์,saanR,noun,peace and happiness; calm
ศานติ,saanR dtiL,,[alternate spelling of ศานติ์]
ศานติภาพ,saanR dtiL phaapF,noun,peaceful state
ศารท ,saatL,"noun, Pali",harvest time; harvest festival in the 10th lunar month
adjective,ripe; new; ready to be harvested,,
ศารท,saaR raH thaH,,[alternate pronunciation of ศารท ]
ศารทวิษุวัต ,saaR raH thaH wiH sooL watH,noun,autumn equinox
ศาล ,saanR,noun,court of law
noun,shrine; spirit house,,
classifier,"[numeric classifier for spirit houses, shrines, courts]",,
ศาลแขวง,saanR khwaaengR,noun,civil court; district court; magistrate court
ศาลคดีเด็กและเยาวชน,saanR khaH deeM dekL laeH yaoM waH chohnM,noun,juvenile court
ศาลครบองค์คณะ,saanR khrohpH ohngM khaH naH,"noun, phrase",full panel of judges
ศาลจังหวัด,saanR jangM watL,noun,Provincial Court
ศาลเจ้า  ,saanR jaoF,"noun, phrase",shrine; spirit house
ศาลชั้นต้น,saanR chanH dtohnF,noun,lower court; court of first instance
ศาลฎีกา ,saanR deeM gaaM,"noun, phrase, loanword, Sanskrit",the Supreme Court
ศาลฎีกาแผนกคดีทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ,saanR deeM gaaM phaL naaekL khaH deeM sapH sinR thaangM bpanM yaaM laeH gaanM khaaH raH waangL bpraL thaehtF,proper noun,Division of Intellectual Property and International Trade of the Supreme Court
ศาลฎีกาแผนกคดีผู้บริโภค,saanR deeM gaaM phaL naaekL khaH deeM phuuF baawM riH pho:hkF,proper noun,Consumer Division of the Supreme Court
ศาลฎีกาแผนกคดีภาษีอากร,saanR deeM gaaM phaL naaekL khaH deeM phaaM seeR aaM gaawnM,proper noun,Tax Division of the Supreme Court
ศาลฎีกาแผนกคดีเยาวชนและครอบครัว,saanR deeM gaaM phaL naaekL khaH deeM yaoM waH chohnM laeH khraawpF khruaaM,proper noun,Child and Family Division of the Supreme Court
ศาลฎีกาแผนกคดีแรงงาน,saanR deeM gaaM phaL naaekL khaH deeM raaengM ngaanM,proper noun,Labor Division of the Supreme Court
ศาลฎีกาแผนกคดีล้มละลาย,saanR deeM gaaM phaL naaekL khaH deeM lohmH laH laaiM,"noun, proper noun",Bankruptcy Division of the Supreme Court
ศาลฎีกาแผนกคดีเลือกตั้ง,saanR deeM gaaM phaL naaekL khaH deeM leuuakF dtangF,proper noun,Election Division of the Supreme Court
ศาลฎีกาแผนกคดีสิ่งแวดล้อม,saanR deeM gaaM phaL naaekL khaH deeM singL waaetF laawmH,proper noun,Environmental Division of the Supreme Court
ศาลฎีกาแผนกคดีอาญา,saanR deeM gaaM phaL naaekL khaH deeM aaM yaaM,"proper noun, phrase",Criminal Division of the Supreme Court
ศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง,saanR deeM gaaM phaL naaekL khaH deeM aaM yaaM khaawngR phuuF damM rohngM dtamM naengL thaangM gaanM meuuangM,"proper noun, phrase",The Supreme Court's Criminal Tribunal for Political Office Holders
ศาลฎีกาแผนกคดีอาญาผู้ดำรงตำแหน่งทางการเมือง,saanR deeM gaaM phaL naaekL khaH deeM aaM yaaM phuuF damM rohngM dtamM naengL thaangM gaanM meuuangM,"noun, proper noun","The Supreme Court, section for Criminal Cases for Persons in Political Positions"
ศาลตัดสินว่าภิกษุรูปนั้นจะต้องสละสมณเพศ ถ้าไม่สละสมณเพศจะมีโทษติดคุก เดือน,saanR dtatL sinR waaF phikH sooL ruupF nanH jaL dtawngF saL laL saL maH naH phaehtF thaaF maiF saL laL saL maH naH phaehtF jaL meeM tho:htF dtitL khookH deuuanM,example sentence,"""The court came down with a decision that the monk is required to disrobe and leave the monkhood; if he did not, he would punished by being sent to jail for six months."""
ศาลเตี้ย ,saanR dtiiaF,"noun, phrase, figurative, colloquial, idiom",kangaroo court; court of free will
ศาลทหาร ,saanR thaH haanR,noun,military court; courtmartial
ศาลท้าวมหาพรหม,saanR thaaoH maH haaR phrohmM,proper noun,Hindu shrine with a statue of the god Brahma
ศาลในจังหวัดชายแดนภาคใต้ทยอยให้ประกันตัวผู้ต้องหาและจำเลยในคดีความมั่นคง,saanR naiM jangM watL chaaiM daaenM phaakF dtaaiF thaH yaawyM haiF bpraL ganM dtuaaM phuuF dtawngF haaR laeH jamM leeuyM naiM khaH deeM khwaamM manF khohngM,example sentence,"""Courts in the border areas of the South continue to give bail to fugitives and those accused in security cases, one right after the other."""
ศาลปกครอง,saanR bpohkL khraawngM,noun,Administrative Court
ศาลพระภูมิ ,saanR phraH phuumM,noun,spirit house
ศาลพิพากษาให้หย่าขาดได้ตามคำฟ้องของผู้เป็นภรรยา,saanR phiH phaakF saaR haiF yaaL khaatL daiF dtaamM khamM faawngH khaawngR phuuF bpenM phanM raH yaaM,example sentence,"""The court decided to allow the divorce to move forward as charged in the lawsuit filed by the wife."""
ศาลเพียงตา,saanR phiiangM dtaaM,noun,a temporary offering place
ศาลแพ่ง,saanR phaaengF,noun,civil court
ศาลภาษีอากรกลาง,saanR phaaM seeR aaM gaawnM glaangM,noun,Central Tax Court
ศาลยุติธรรม,saanR yootH dtiL thamM,noun,Court of Justice
ศาลยุติธรรมระหว่างประเทศ,saanR yootH dtiL thamM raH waangL bpraL thaehtF,"proper noun, phrase",International Court of Justice
ศาลรัฐธรรมนูญ,saanR ratH thamM maH nuunM,noun,[ศาลรัฐธรรมนูญ] Constitutional Court
ศาลรัฐธรรมนูญมีคำวินิจฉัยว่าการเลือกตั้ง ไม่สอดคล้องกับระบอบประชาธิปไตย,saanR ratH thamM maH nuunM meeM khamM wiH nitH chaiR waaF gaanM leuuakF dtangF maiF saawtL khlaawngH gapL raH baawpL bpraL chaaM thipH bpaL dtaiM,example sentence,"""The Constitutional Court decided that the election was not in accordance with a system of democracy."""
ศาลโลก,saanR lo:hkF,"proper noun, phrase",World Court
ศาลสถิตยุติธรรม,saanR saL thitL yootH dtiL thamM,noun,Court of Justice
ศาลสูง ,saanR suungR,"noun, phrase, colloquial",[ศาลฎีกา]
ศาลแห่งนี้ตั้งอยู่ตรงกึ่งกลางลานคอนกรีต,saanR haengL neeH dtangF yuuL dtrohngM geungL glaangM laanM khaawnM greetL,example sentence,"""The shrine is located right in the middle of the concrete plaza."""
ศาลอาญา ,saanR aaM yaaM,noun,the criminal court
ศาลอาญาระหว่างประเทศ ,saanR aaM yaaM raH waangL bpraL thaehtF,proper noun,International Criminal Court (ICC)
ศาลอุทธรณ์ ,saanR ootL thaawnM,noun,appeal court; Court of Appelals; appelate court
ศาลอุ,saanR ooL,noun,lower court
ศาลา ,saaR laaM,noun,Thai-style pavilion; open-air gazebo
noun,meeting hall (in a temple),,
ศาลากลาง ,saaR laaM glaangM,noun,city hall; town hall
ศาลาการเปรียญ,saaR laaM gaanM bpaL riianM,noun,instruction hall or study hall in a Buddhist temple
ศาลาการเปรียญปลูกเป็นศาลาโถง สำหรับเป็นที่ชาวบ้านมาชุมนุมฟังเทศน์ และทำบุญกัน,saaR laaM gaanM bpaL riianM bpluukL bpenM saaR laaM tho:hngR samR rapL bpenM theeF chaaoM baanF maaM choomM noomM fangM thaehtF laeH thamM boonM ganM,example sentence,"""The temple’s sermon hall was built as a spacious pavilion to serve as a place where local people could meet, listen to sermons, and make merit."""
ศาลาเฉลิมกรุง,saaR laaM chaL leermR groongM,proper noun,Sala Chalermkrung
ศาลาชุมนุม,saaR laaM choomM noomM,noun,discussion forum (online)
ศาลาพักร้อน,saaR laaM phakH raawnH,noun,summer vacationing house
ศาลาลูกขุน ,saaR laaM luukF khoonR,noun,Luk Khun Hall at the Grand Palace (Bangkok)
ศาลาว่าการกรุงเทพมหานคร,saaR laaM waaF gaanM groongM thaehpF maH haaR naH khaawnM,proper noun,Bankok Metropolitan Administration City Hall
ศาลาหลังนี้ยังแข็งแรงสมบูรณ์อยู่มาก แม้จะดูโย้เย้และหลังคาโหว่เป็นหย่อมก็ตาม,saaR laaM langR neeH yangM khaengR raaengM sohmR buunM yuuL maakF maaeH jaL duuM yo:hH yehH laeH langR khaaM wo:hL bpenM yaawmL gaawF dtaamM,example sentence,"""This gazebo is still very strong and intact, even though it appears to be unsteady and the roof has holes here and there."""
ศาลาแดง,saaR laaM daaengM,proper noun,"Sala Daeng, name of an area in Bangkok"
ศาสดา,saatL saL daaM,"noun, loanword, Sanskrit",master; religious founder; the Buddha; prophet; teacher; instructor; tutor; punisher; chastiser; ruler; director
ศาสตร์ ,saatL,"noun, loanword, Sanskrit",science; knowledge; precepts; treatise; principles
ศาสตร์การโจมตีทั้งแปด,saatL gaanM jo:hmM dteeM thangH bpaaetL,"noun, phrase",The Science of Eight Limbs [Thai boxing]
ศาสตร ,saatL,,[alternate spelling of ศาสตร์ ]
ศาสตร,saatL saL dtraL,,[alternate spelling of ศาสตร์ ]
ศาสตรา,saatL saL dtraaM,,[alternate spelling of ศาสตร์ ]
ศาสตราจารย์ ,saatL saL dtraaM jaanM,noun,professor
ศาสตราจารย์กิตติคุณ,saatL saL dtraaM jaanM gitL dtiL khoonM,noun,Professor Emeritus
ศาสตราจารย์กิตติมศักดิ์,saatL saL dtraaM jaanM gitL dtiL maH sakL,noun,Honorary Professor
ศาสตราจารย์พิเศษ,saatL saL dtraaM jaanM phiH saehtL,"proper noun, person, formal",Emeritus Professor
ศาสตราจารย์รับเชื้อเชิญ,saatL saL dtraaM jaanM rapH cheuuaH cheernM,noun,Visiting Professor
ศาสตราจารย์สติเฟื่อง ,saatL saL dtraaM jaanM saL dtiL feuuangF,"noun, phrase, colloquial, idiom, sarcastic-humorous",a nerdy professor
ศาสตราจารย์อาวุโส,saatL saL dtraaM jaanM aaM wooH so:hR,noun,Chair Professor
ศาสตราจารย์วุฒิคุณ,saatL dtraaM jaanM wooH thiH khoonM,noun,Adjunct Professor
ศาสตราภิชาน,saatL dtraaM phiH chaanM,noun,distinguished scholar
ศาสน์,saatL,noun,doctrine
ศาสน,saaR saL naH,,[alternate spelling of ศาสนา ]
ศาสนจักร,saaR saL naH jakL,noun,religious authority
ศาสนบัญญัติ,saaR saL naH banM yatL,noun,religious rules; holy prescriptions
ศาสนวัตถุ,saaR saL naH watH thooL,noun,religious objects
ศาสนสัมพันธ์,saaR saL naH samR phanM,noun,inter-faith
ศาสนธรรม,saaR saL naH thamM,noun,religious doctrine; The Buddha’s teachings
ศาสนศาสตร์,saaR saL naH saatL,noun,Theology
ศาสนา ,saatL saL naaR,noun,religion; creed
classifier,[numerical classifier for religions],,
ศาสนาคริสต์ ,saatL saL naaR khritH,,Christianity
ศาสนาคาทอหลิก,saatL saL naaR khaaM thaawM likL,noun,[ศาสนาคาทอหลิก] the Catholic religion
ศาสนาชินโต,saatL saL naaR chinM dto:hM,proper noun,Shinto religion
ศาสนาซิกห์,saatL saL naaR sikH,proper noun,Sikhism
ศาสนาเต๋า,saatL saL naaR dtaoR,noun,Taoism
ศาสนาที่สามารถเชื่อมประสานคนต่างชาติพันธุ์ให้อยู่กันกันได้อย่างกลมกลืนนี้ ต้องเป็นศาสนาที่ไม่มีข้อกำหนดชัดเจนในเรื่องวัตรปฏิบัติและหลักธรรม,saatL saL naaR theeF saaR maatF cheuuamF bpraL saanR khohnM dtaangL chaatF dtiL phanM haiF yuuL ganM ganM daiF yaangL glohmM gleuunM neeH dtawngF bpenM saatL saL naaR theeF maiF meeM khaawF gamM nohtL chatH jaehnM naiM reuuangF watH dtraL bpaL dtiL batL laeH lakL thamM maH,example sentence,"""A religion which is capable of uniting people of different ethnic groups to live together harmoniously must be one which does not have strict commandments regarding practices and beliefs."""
ศาสนานี้เป็นของชาติ ไม่ใช่ของใครคนหนึ่ง,saatL saL naaR neeH bpenM khaawngR chaatF maiF chaiF khaawngR khraiM khohnM neungL,example sentence,"""Religion belongs to the nation [as a whole], not to any particular individual."""
ศาสนาเป็นเรื่องละเอียดอ่อน,saatL saL naaR bpenM reuuangF laH iiatL aawnL,example sentence,"""Religion is a sensitive subject."""
ศาสนาผี,saatL saL naaR pheeR,noun,belief in folk spirits; animism
ศาสนาพุทธ ,saatL saL naaR phootH,noun,Buddhism
ศาสนาพุทธได้กลายเป็นกลไกที่ช่วยปัดเป่าความขัดแย้งและสร้างความสงบในสังคม,saatL saL naaR phootH daiF glaaiM bpenM gohnM gaiM theeF chuayF bpatL bpaoL khwaamM khatL yaaengH laeH saangF khwaamM saL ngohpL naiM sangR khohmM,example sentence,"""Buddhism is a method of helping to alleviate dissention and create peace in society."""
ศาสนาอิสลาม  ,saatL saL naaR itL saL laamM,proper noun,[ศาสนาอิสลาม] the religion; Islam
ศาสนาอิสลามนั้นหาใช่เป็นเพียงอัตลักษณ์ทางศาสนาและวัฒนธรรมเท่านั้น แต่ได้กลายเป็นอัตลักษณ์ทางการเมืองอย่างหนึ่งด้วย,saatL saL naaR itL saL laamM nanH haaR chaiF bpenM phiiangM atL dtaL lakH thaangM saatL saL naaR laeH watH thaH naH thamM thaoF nanH dtaaeL daiF glaaiM bpenM atL dtaL lakH thaangM gaanM meuuangM yaangL neungL duayF,example sentence,"""Islam is not only a religious and cultural identity but it has become a political identity as well."""
ศาสนาฮินดู,saatL saL naaR hinM duuM,noun,Hinduism
ศาสนาจารย์,saatL saL naaM jaanM,noun,preacher; teacher of religion
ศาสนิกชน,saaR saL nikH gaL chohnM,"noun, formal, loanword, Sanskrit",[formal term] one who professes his or her belief or faith in a religion
ศาสนิกสนทนา,saatL saL niH gaL sohnR thaH naaM,noun,interfaith dialog
ศาสนูปถัมภก,saatL saL nuupF thamR phohkH,noun,defender of the faith
ศิขร,siL khaawnR,"noun, poetic, loanword, Sanskrit",mountain peak; point; top; summit; pinnacle; spire; turret
ศิขริน,siL khaL rinM,"noun, poetic, loanword, Sanskrit",[feminine form of] ศิขร
ศิงขร,singR khaawnR,"noun, poetic, loanword, Sanskrit",ศิขร
ศิระ,siL raH,noun,head; top; summit
noun,leader; director; chief; head person; boss,,
ศิริ,siL riL,"noun, adjective, formal, loanword, Sanskrit",[form of ศรี ] majesty; glory; honor; splendor; auspicious; majestic; honorable
proper noun,Siri [Thai male given name] (glorious),,
ศิริพร ,siL riL phaawnM,"proper noun, person, phrase","Siriporn [a Thai female given name] (splendor, glory, and blessing)"
ศิริโชค,siL riH cho:hkF,proper noun,Sirichok [a Thai given name]
ศิริณี,siL riH neeM,proper noun,Sirini [a Thai given name]
ศิริพงศ์,siL riH phohngM,proper noun,Siriphong [a Thai given name]
ศิริพล,siL riH phohnM,proper noun,Siriphon [a Thai given name]
ศิริพันธ์,siL riH phanM,proper noun,Siriphan [a Thai female given name]
ศิริรัตน์,siL riH ratH,proper noun,Sirirat [a Thai given name]
ศิริราช,siL riH raatF,"proper noun, geographical","Sirirat (i.e., Hospital)"
ศิริวรรณ,siL riH wanM,proper noun,Siriwan [a female given name]
ศิโรราบ,siL ro:hM raapF,verb,to surrender to; yield to
verb,[ยอมศิโรราบ] to surrender to; yield to,,
ศิลป์ ,sinR,"noun, formal, loanword, Pali, Sanskrit","[Sanskrit prefix or suffix meaning] artistic, [or pertaining to] art crafts"
"noun, formal, loanword, Pali, Sanskrit","art, the arts; artistic technique",,
ศิลป์การละคร,sinR gaanM laH khaawnM,noun,Drama arts
ศิลป์ในการสื่อสารจึงเป็นสิ่งสำคัญประการแรกเลย,sinR naiM gaanM seuuL saanR jeungM bpenM singL samR khanM bpraL gaanM raaekF leeuyM,example sentence,The art of communications is thus the most important factor.
ศิลป์โบราณทั้งโลกเป็นสมบัติของชนชั้นสูง,sinR bo:hM raanM thangH lo:hkF bpenM sohmR batL khaawngR chohnM chanH suungR,example sentence,"""All over the world in the past the Arts were the property of the upper classes."""
ศิลปสมัยใหม่ ,sinR saL maiR maiL,noun,modern art
ศิลป,siL laH bpaL,noun,"art, the arts"
ศิลป,sinR laH bpaL,,[alternate spelling of ศิลป์ ]
ศิลปกรรม ,sinR laH bpaL gamM,noun,a work of art
ศิลปตะวันตกกำลังฝังรากลึกลงไปในสังคมและวัฒนธรรมไทย,siL laH bpaL dtaL wanM dtohkL gamM langM fangR raakF leukH lohngM bpaiM naiM sangR khohmM laeH watH thaH naH thamM thaiM,example sentence,"""Western art forms are establishing deep roots within Thai society and culture."""
ศิลปวัตถุ,siL laH bpaL watH thooL,noun,object d'art; artifact
ศิลปวิทยา,sinR laH bpaL witH thaH yaaM,noun,arts and sciences
ศิลปศาสตร์,sinR laH bpaL saatL,"noun, proper noun, phrase, loanword, Sanskrit",liberal arts
ศิลปะ,sinR laH bpaL,,[alternate spelling of ศิลป์ ]
ศิลปะการเขียน-วาดภาพหรือการ์ตูนล้อเลียน,sinR laH bpaL gaanM khiianR waatF phaapF reuuR gaaM dtuunM laawH liianM,"noun, phrase, formal",caricature
ศิลปะการต่อสู้ป้องกันตัว ,sinR laH bpaL gaanM dtaawL suuF bpaawngF ganM dtuaaM,"noun, plural, phrase, formal",martial arts
ศิลปะพื้นบ้าน,sinR laH bpaL pheuunH baanF,noun,folk art
ศิลปากร,sinR bpaaM gaawnM,"noun, loanword, Sanskrit","the place of fine arts, a Thai university"
ศิลปิน ,siL laH bpinM,"noun, formal, loanword, Sanskrit",performing artist; artist; performer; artisan
ศิลปินเดี่ยว ,siL laH bpinM diaaoL,noun,solo recording artist
