word,spell,type,meaning
ดร.. ขวัญสรวง อติโพธ นักวิชาการด้านผังเมือง นักการเมืองสายวิชาการ เคยเปรียบทางด่วนทั้งหลายในกรุงเทพฯ ว่าเป็นเหมือนงูยักษ์อนาคอนดา ที่เลื้อยเพ่นพ่านทั่วเมือง,daawkL dtuuhrM khwanR suaangR aL dtiL pho:htF nakH wiH chaaM gaanM daanF phangR meuuangM nakH gaanM meuuangM saaiR wiH chaaM gaanM kheeuyM bpriiapL thaangM duaanL thangH laaiR naiM groongM thaehpF waaF bpenM meuuanR nguuM yakH aL naaM khaawnM daaM theeF leuuayH phenF phaanF thuaaF meuuangM,example sentence,"""Dr. Khwansuang Atiphot, city planning expert and politician known for his technical expertise has compared Bangkok’s expressways to giant anaconda snakes which crawl and meander throughout the city."""
ดรรชนี ,datL chaH neeM,"noun, Sanskrit",index; index finger; forefinger
"noun, Sanskrit",index finger,,
ดรรชนีความสุขของคนไทยดูจะดิ่งเหวเสียแล้ว เพราะข่าวร้ายต่าง ๆ ประเดประดังเข้ามาอย่างรวดเร็ว,datL chaH neeM khwaamM sookL khaawngR khohnM thaiM duuM jaL dingL haayoR siiaR laaeoH phrawH khaaoL raaiH dtaangL dtaangL bpraL daehM bpraL dangM khaoF maaM yaangL ruaatF reoM,example sentence,"""The level of happiness of the Thai people seems to plummeted because of the various items of bad news which have come to the fore recently."""
ดรรชนีชี้วัด,datL chaH neeM cheeH watH,noun,key performance indicator
ดรรชนีชี้วัด,datL chaH neeM cheeH watH,noun,key performance indicator
ดรรชนีผู้จัดการฝ่ายจัดซื้อ,datL chaH neeM phuuF jatL gaanM faaiL jatL seuuH,"noun, phrase",purchasing managers index
ดรากอน,draaM gaawnM,"noun, loanword, English",[Thai transcription of the foreign loanword] dragon
ดราม่า,daL raaM maaF,"noun, loanword, English",[Thai transcription of the foreign loanword] drama
ดราวิเดียน,draaM wiH diianM,proper noun,Dravidian
ดริ๊งค์,daL ringH,noun,[Thai transcription of foreign loan word] drink; an alcoholic drink
ดรุณ ,daL roonM,"noun, poetic, Pali",teenage boy or girl; youth; teenager; juvenile
"adjective, poetic, Pali",youthful; adolescent; juvenile,,
ดรุณี,daL rooH neeM,,[alternate spelling of ดรุณ ]
ดรุเณศ ,daL rooH naehtF,noun,youth; adolescent; teenager
ดรูว์,druuM,"proper noun, loanword, English",Drew [an English given name]
ดล,dohnM,"verb, loanword, Pali, Sanskrit",floor; ground
verb,to influence; to motivate; to inspire; to cause,,
verb,[ดลใจ] to inspire; effect supernaturally,,
"verb, loanword, Cambodian",to reach; to attain,,
ดลใจ,dohnM jaiM,verb,[ดลใจ] to inspire; effect supernaturally
ดลบันดาล,dohnM banM daanM,verb,to inspire; cause; bring forth; create; spur; urge
ดวง ,duaangM,,orb; spherical object; astrological sign
prefix,"[poetic prefix giving a ethereal, circular, or celetial quality]",,
classifier,"[numerical classifier for automobile lights, light bulbs, spherical objects, stamp, the Sun, the Moon, stars; the mind, stain, speck]",,
,Duang [Thai female nickname],,
ดวงแข็ง,duaangM khaengR,noun,an auspicious day when your actions will be amplified with consequences for your fate; a day when everything goes well
ดวงจันทร์ ,duaangM janM,"noun, proper noun",the Moon
ดวงจันทร์ข้างขึ้นห้าค่ำ,duaangM janM khaangF kheunF haaF khamF,"noun, phrase",fifth day of the waxing’ moon
ดวงจิต,duaangM jitL,"noun, poetic",[ดวงจิต] mind; soul
ดวงชะตา,duaangM chaH dtaaM,noun,horoscope
ดวงใช้ผ้าขัดขี้ไคลจนตัวแดงไปหมด,duaangM chaiH phaaF khatL kheeF khlaiM johnM dtuaaM daaengM bpaiM mohtL,example sentence,"""Duang used a cloth to scrub off her dead skin until her whole body was red."""
,,,
ดวงดาว ,duaangM daaoM,noun,star
ดวงดาวในยามค่ำคืนเปล่งประกายวามอยู่ไกลแสนไกล,duaangM daaoM naiM yaamM khamF kheuunM bplengL bpraL gaaiM waamM yuuL glaiM saaenR glaiM,example sentence,"""At night the stars sparkle and shine from very afar away."""
ดวงดี,duaangM deeM,noun,good luck; good fortune
ดวงดี,duaangM deeM,adjective,[is] lucky; fortunate
ดวงเดือน,duaangM deuuanM,,moon
ดวงตรา ,duaangM dtraaM,noun,circular seal; official seal
ดวงตราไปรษณีย์ ,duaangM dtraaM bpraiM saL neeM,noun,stamp
ดวงตราไปรษณีย์,duaangM dtraaM bpraiM saL neeM,noun,seal or (rubber) stamp of the post office
ดวงตราไปรษณียากร ,duaangM dtraaM bpraiM saL neeM yaaM gaawnM,"noun, phrase, formal",[formal] postage stamp
ดวงตา,duaangM dtaaM,"noun, poetic","""The apple of (one's) eye"" — a loved one"
ดวงตา,duaangM dtaaM,noun,eyeball
ดวงตาเขาเพ่งมองดูสายฝนพร่างพรูจากท้องฟ้าสีหม่นด้วยจิตกระหวัดหวนรำลึกถึงชีวิตในวัยเยาว์,duaangM dtaaM khaoR phengF maawngM duuM saaiR fohnR phraangF phruuM jaakL thaawngH faaH seeR mohnL duayF jitL graL watL huaanR ramM leukH theungR cheeM witH naiM waiM yaoM,example sentence,"""He gazed out at the glistening rain pouring from overcast skies, recalling the days of his youth."""
ดวงตาจดจ่ออยู่กับข่าวเช้าในจอโทรทัศน์เกี่ยวกับการชุมนุมทางการเมืองที่ยืดเยื้อมาหลายวัน,duaangM dtaaM johtL jaawL yuuL gapL khaaoL chaaoH naiM jaawM tho:hM raH thatH giaaoL gapL gaanM choomM noomM thaangM gaanM meuuangM theeF yeuutF yeuuaH maaM laaiR wanM,example sentence,"""His eyes are fixed on the television morning news program showing the political rally which had been going on for many days."""
ดวงตานั้นเป็นหน้าต่างของหัวใจ,duaangM dtaaM nanH bpenM naaF dtaangL khaawngR huaaR jaiM,example sentence,The eyes are the windows to the heart.
ดวงประทีป,duaangM bpraL theepF,noun,[ดวงประทีป] flamelight; torchlight; lantern light
ดวงไฟ,duaangM faiM,noun,lamp; lamplight
ดวงไม่สมพงศ์กัน,duaangM maiF sohmR phohngM ganM,adjective,[is] astrologically incompatible
ดวงรัฐมนตรีกับปลัดกระทรวงคงชงกันจึงมีเรื่องขัดแย้งกันอยู่เรื่อย,duaangM ratH thaL mohnM dtreeM gapL bpaL latL graL suaangM khohngM chohngM ganM jeungM meeM reuuangF khatL yaaengH ganM yuuL reuuayF,example sentence,"""The minister and of his undersecretary are born under different stars so that there are always issues about which they disagree."""
ดวงวิญญาณ,duaangM winM yaanM,noun,[ดวงวิญญาณ] soul; spirit
ดวงสมพงศ์กัน,duaangM sohmR phohngM ganM,adjective,[is] astrologically compatible
ดวงสมร,duaangM saL maawnR,"noun, poetic",sweetheart
ดวงอาทิตย์  ,duaangM aaM thitH,noun,the Sun
ดวงอาทิตย์จะอัสดงช้าลงไปเรื่อย จนกระทั่งกลางเดือนกรกฎาคมจึงจะเร็วขึ้น,duaangM aaM thitH jaL atL saL dohngM chaaH lohngM bpaiM reuuayF johnM graL thangF glaangM deuuanM gaL raH gaL daaM khohmM jeungM jaL reoM kheunF,example sentence,"""The sun will set later and later until the middle of July when it will begin to set earlier."""
ดวงอาทิตย์เป็นดาวฤกษ์ที่เป็นศูนย์กลางของระบบสุริยะของเราดาวเคราะห์ดาวเคราะห์น้อย และดาวหาง ล้วนแล้วแต่โคจรรอบดวงอาทิตย์ทั้งสิ้น,duaangM aaM thitH bpenM daaoM reerkF theeF bpenM suunR glaangM khaawngR raH bohpL sooL riH yaH khaawngR raoM daaoM khrawH daaoM khrawH naawyH laeH daaoM haangR luaanH laaeoH dtaaeL kho:hM jaawnM raawpF duaangM aaM thitH thangH sinF,example sentence,"""The sun is a star which is the center of our solar system; planets, asteroids, and comets all orbit around the sun."""
"ดวงอาทิตย์โผล่ขึ้นมาให้เห็นอยู่เหนือละเมาะไม้, งานไถกินพื้นที่หนึ่งในสาม",duaangM aaM thitH phlo:hL kheunF maaM haiF henR yuuL neuuaR laH mawH maaiH ngaanM thaiR ginM pheuunH theeF neungL naiM saamR,example sentence,"""The sun appeared emerging above the woods [as] one-third of the plowing was complete."""
ด้วง ,duaangF,noun,caterpillar; pupa; weevil; grub; worm; chrysalis
noun,[a type of] wooden animal trap or snare,,
noun,[ซอด้วง] Thai-style bamboo fiddle (violin),,
noun,[a type of] sweetmeat,,
noun,beetle; stag beetle,,
ด้วงเต่าลาย,duaangF dtaoL laaiM,noun,ladybird (insect) Coccinellidae
ดวงกมล ,duaangM gaL mohnM,"proper noun, person, formal, loanword, Pali",Duangkamol [a Thai female given name] (heart)
ดวงใจ,duaangM jaiM,proper noun,Duangjai [a Thai given name]
noun,"heart, inner self, mind spirit",,
noun,dearest; sweetheart; beloved one; darling,,
ดวงดอม,duaangM daawmM,proper noun,[Thai female given name] Duangdom
ดวงดอมนั่งอมยิ้มนึกถึงคืนวันเข้าค่าย ช่างมีความสุขและผ่านไปเร็วเหลือเกิน,duaangM daawmM nangF ohmM yimH neukH theungR kheuunM wanM khaoF khaaiF changF meeM khwaamM sookL laeH phaanL bpaiM reoM leuuaR geernM,example sentence,"""Duangdom sat and smiled to herself recollecting the evening she was at camp, how she had a lot of fun and time passed very quickly."""
ดวด ,duaatL,noun,[a particular] dice game
"verb, colloquial",to drink all at once; in one gulp; guzzle,,
adverb,all at once; at the same time,,
adjective,lofty; high,,
ด่วน ,duaanL,adjective,[is] express; urgent
adjective,[ด่วนที่สุด] very urgent; most urgent,,
ด่วนจี๋,duaanL jeeR,adverb,extremely urgently; immediately; with utmost haste
ด่วนที่สุด,duaanL theeF sootL,adjective,[ด่วนที่สุด] very urgent; most urgent
ด่วนมาก,duaanL maakF,adjective,very urgent; most urgent
ด้วน,duaanF,verb,to cut off; to amputate
adjective,amputated; cut off; cut short; severed,,
ด้วย ,duayF,adverb,together; along with; also; too; as well; likewise; in addition to doing some other thing (as another action performed by the same subject)
adverb,either,,
adverb,"also in ""not only..."", ""but also...""",,
preposition,with [e.g. to do some action with some object],,
conjunction,[joining phrases] because; since; for; owing to; in view of; seeing that; thanks to; as a result of,,
particle,[a particle indicating passive voice] by,,
particle,"[a particle used at the end of a request sentence, compliment, or condolance]",,
ด้วยกัน ,duayF ganM,"adverb, phrase",together with another person; with each other; along with; together with others; in company
ด้วยกัน,duayF ganM,adverb,(to put elements) together
ด้วยกันทั้งหมด ,duayF ganM thangH mohtL,"adverb, phrase",en masse; everyone together at once
ด้วยกายด้วยใจ,duayF gaaiM duayF jaiM,"adverb, phrase",with all my heart and all my soul; body and soul
ด้วยการแก้แค้นด้วยความรุนแรง,duayF gaanM gaaeF khaaenH duayF khwaamM roonM raaengM,"adverb, phrase",by taking revenge through inciting violence
ด้วยการทักทายที่เป็นมิตร,duayF gaanM thakH thaaiM theeF bpenM mitH,phrase,with kindest regards (ending of a letter)
ด้วยการพิสูจน์ตนเองในแต่ละครั้งคราวไป,duayF gaanM phiH suutL dtohnM aehngM naiM dtaaeL laH khrangH khraaoM bpaiM,example sentence,...as they have proven on every occasion in the past
ด้วยเกล้าด้วยกระหม่อม,duayF glaoF duayF graL maawmL,"adverb, phrase, formal",respectfully (to the King or royalty); with respect and adoration
...ด้วยครับ,duayF khrapH,phrase,"[spoken by a male, added to the end of a request to make it sound polite]"
ด้วยความ,duayF khwaamM,prefix,[ด้วยความ] [prefix which forms an adverb from an adjective or verb]
ด้วยความเคารพ,duayF khwaamM khaoM rohpH,adverb,[ด้วยความเคารพ] with respect...; respectfully yours...
ด้วยความตั้งใจ ,duayF khwaamM dtangF jaiM,adverb,[ด้วยความตั้งใจ] deliberately; intentionally
,,,
ด้วยความเต็มใจ,duayF khwaamM dtemM jaiM,"noun, phrase","[a conventional response to expressions of thanks] ""With one's pleasure""; ""One's pleasure"""
ด้วยความที่ควายลุยงานหนักมาหลายปีและแก่มากแล้ว ตามสันหลังของมันจึงปรากฏคลื่นกระดูกซึ่งปูดขึ้นมาปานจะทะลุผิวหนัง,duayF khwaamM theeF khwaaiM luyM ngaanM nakL maaM laaiR bpeeM laeH gaaeL maakF laaeoH dtaamM sanR langR khaawngR manM jeungM bpraaM gohtL khleuunF graL duukL seungF bpuutL kheunF maaM bpaanM jaL thaH looH phiuR nangR,example sentence,"""Because the water buffalo was old and had waded through its tedious work for so many years, [you could] see the ripples of bone along its back which look like they are about to pierce through its hide."""
ด้วยความนับถือ ,duayF khwaamM napH theuuR,adverb,[ด้วยความนับถือ] respectfully
ด้วยความปรารถนา,duayF khwaamM bpraatL thaL naaR,phrase,"""With (my) best wishes."""
ด้วยความปรารถนาดี ,duayF khwaamM bpraatL thaL naaR deeM,noun,best wishes
ด้วยความยินดี,duayF khwaamM yinM deeM,phrase,"""With pleasure."" — ""You're welcome."""
ด้วยความรัก ,duayF khwaamM rakH,phrase,"[ending a letter] with love, with love or great affection"
ด้วยความละเอียดอ่อนของสถานการณ์ ที่ไม่ว่าใครเข้ามารับผิดชอบ ก็คงต้องคิดหนักและคิดมาก,duayF khwaamM laH iiatL aawnL khaawngR saL thaanR naH gaanM theeF maiF waaF khraiM khaoF maaM rapH phitL chaawpF gaawF khohngM dtawngF khitH nakL laeH khitH maakF,example sentence,"""Given the sensitivity of the situation, whoever comes in to take responsibility needs to give it careful consideration."""
ด้วยความสมัครใจ,duayF khwaamM saL makL jaiM,adverb,voluntarily
...ด้วยความหมายมั่นใจให้เรานั้นเป็นคู่ครอง,duayF khwaamM maaiR manF jaiM haiF raoM nanH bpenM khuuF khraawngM,example sentence,"""[I do] with the intent that we will wed."""
...ด้วยค่ะ,duayF khaF,phrase,"[spoken by a female, added to the end of a request to make it sound polite]"
ด้วยใจ ,duayF jaiM,"adverb, phrase",sincerely; heartfelt; with heart; with conviction
ด้วยดี ,duayF deeM,"adjective, phrase",easily; without trouble; well achieved
ด้วยตัวฉันเอง ,duayF dtuaaM chanR aehngM,adverb,by myself (spoken by a female)
ด้วยตัวผมเอง ,duayF dtuaaM phohmR aehngM,adverb,by myself (spoken by a male)
ด้วยนะ,duayF naH,phrase,"[requesting politely] ""Will you...?"""
ด้วยน้ำเสียงเวทนา,duayF namH siiangR waehtF thaH naaM,"adverb, phrase",with a compassionate voice; in a compassionate tone
ด้วยน้ำเสียงสั่นเครือ,duayF namH siiangR sanL khreuuaM,adverb,with a quivering voice; with (his) voice shaking
ด้วยประการทั้งปวง,duayF bpraL gaanM thangH bpuaangM,adverb,in every respect; in any respect
ด้วยประทีปนี้ ข้าพเจ้าขอน้อมบูชารอยพระพุทธบาทของพระศรีศากยมุนี...,duayF bpraL theepF neeH khaaF phaH jaoF khaawR naawmH buuM chaaM raawyM phraH phootH baatL khaawngR phraH seeR saakL yaH mooH neeM,example sentence,"""With this light, I pray to the revered footprint of the Lord Buddha Sakhyamuni..."""
ด้วยพระราชหทัยห่วงใยถึงทุกข์สุขของประชาชน,duayF phraH raatF chaH haL thaiM huaangL yaiM theungR thookH sookL khaawngR bpraL chaaM chohnM,example sentence,"""...with heart-felt concern for the welfare of his people"""
ด้วยมือไม้อันกว้างขวาง,duayF meuuM maaiH anM gwaangF khwaangR,"adverb, phrase",with a broad reach...
ด้วยรูปร่างหน้าตาดี เป็นที่หมายปอง,duayF ruupF raangF naaF dtaaM deeM bpenM theeF maaiR bpaawngM,example sentence,"""She was targeted (for harrassment) because she was so attractive."""
ด้วยลักษณะนิสัย หรือท่วงท่าประจำตัวของบุคคล ก็จะบอกได้ว่า เขาเป็นคนเช่นไหร่,duayF lakH saL naL niH saiR reuuR thuaangF thaaF bpraL jamM dtuaaM khaawngR bookL khohnM gaawF jaL baawkL daiF waaF khaoR bpenM khohnM chenF raiL,example sentence,"""A person's behavior and characteristics or his manner and bearing will indicate what kind of person he is."""
ด้วยว่า...,duayF waaF,phrase,[written] due to the fact that; because; since; for; owing to the fact that
ด้วยวิธีใด ,duayF wiH theeM daiM,adverb,somehow; by which method
ด้วยสำนึกในพระมหากรุณาธิคุณ,duayF samR neukH naiM phraH maH haaR gaL rooH naaM thiH khoonM,example sentence,"""Let us reflect on his grace and goodness"""
ด้วยเหตุนี้,duayF haehtL neeH,"adverb, phrase",for this reason
ด้วยเหตุนี้จึงมีความจำเป็นต้องมีการแลกเปลี่ยนข้อมูลผลการตรวจอากาศระหว่างประเทศ เพื่อให้ได้ข้อมูลเพียงพอสำหรับการพยากรณ์อากาศ,duayF haehtL neeH jeungM meeM khwaamM jamM bpenM dtawngF meeM gaanM laaekF bpliianL khaawF muunM phohnR gaanM dtruaatL aaM gaatL raH waangL bpraL thaehtF pheuuaF haiF daiF khaawF muunM phiiangM phaawM samR rapL gaanM phaH yaaM gaawnM aaM gaatL,example sentence,"""For this reason it is necessary that there be a multinational exchange of data and observations so that sufficient information might be available to forecast the weather."""
ด้วยเหตุผลหลายประการ,duayF haehtL phohnR laaiR bpraL gaanM,"adverb, phrase",for many different reasons
ด้วยซ้ำ,duayF saamH,adverb,as well; too; also; additionally; in addition; even
ดวล,duaanM,,to duel; contest; fight; battle.
ดวลแข้ง,duaanM khaaengF,verb,to compete in a football (soccer) game
ดไวต์,daL waiM,"proper noun, person",Dwight [an English given name]
ดไวต์ ดี. ไอเซนฮาวร์,daL waiM deeM aiM saehnM haaoM,"proper noun, person",Dwight D. Eisenhower
ดไวท์,daL waiM,"proper noun, loanword, English",Dwight [an English given name]
ดอ ,daawM,,[pronunciation of the 20th letter of the Thai alphabet]
"noun, colloquial, vulgar",[กระดอ] a man's or male animal's penis,,
ดอก ,daawkL,noun,flower
,unquestionable; certainly; at all,,
classifier,"[numerical classifier for flowers and scented things, patterns, treads, keys]",,
noun,interest paid on a loan,,
noun,[of clothing or cloth] a pattern,,
"noun, adjective, colloquial, vulgar","[อีดอก] [short for the extremely vulgar insult ดอกทอง, calling someone a prostitue or whore]",,
"conjunction, particle, archaic",[Isaan dialect] [a somewhat dated colloquial or spoken form of หรอก ] on the contrary; surely (not); unquestionably,,
ดอกกล้วยไม้  ,daawkL gluayF maaiH,noun,[ดอกกล้วยไม้] an orchid flower
ดอกกาหลง,daawkL gaaM lohngR,noun,[ดอกกาหลง] snowy orchid tree; dwarf white bauhinia; white orchid tree; Bauhinia acuminata
ดอกกุญแจ  ,daawkL goonM jaaeM,noun,padlock
ดอกกุหลาบ ,daawkL gooL laapL,noun,[ดอกกุหลาบ] rose (the flower)
ดอกเข็ม,daawkL khemR,noun,[ดอกเข็ม] ixora flower
ดอกคาร์เนชั่น,daawkL khaaM naehM chanF,"noun, loanword, English","[ดอกคาร์เนชั่น] carnation, Dianthus caryophyllus"
ดอกจอก,daawkL jaawkL,noun,[ดอกจอก] water lettuce
ดอกจัน,daawkL janM,noun,asterisk; *
ดอกจำปา,daawkL jamM bpaaM,noun,[ดอกจำปา] flower of Michelia champaca
ดอกจำปี,daawkL jamM bpeeM,noun,"[ดอกจำปี] flower of Michelia alba, Michelia Longifolia"
ดอกจิก,daawkL jikL,noun,[playing cards] clubs; club
ดอกเจอราเนียม ,daawkL juuhrM raaM niiamM,noun,[ดอกเจอราเนียม] geranium
,,,
ดอกชบา ,daawkL chaH baaM,"proper noun, formal",[ดอกชบา] hibiscus
ดอกซากุระ,daawkL saaM gooL raH,noun,[ดอกซากุระ] cherry blossom flower
ดอกเดซี,daawkL daehM seeM,noun,[ดอกเดซี] daisy
ดอกแดฟโฟดิล ,daawkL daaefL fo:hM dinM,noun,[ดอกแดฟโฟดิล] daffodil
ดอกต้นราตรีส่งกลิ่นรวยรินยามค่ำคืน,daawkL dtohnF raaM dtreeM sohngL glinL ruayM rinM yaamM khamF kheuunM,example sentence,"""The night jasmine flower emits its fragrance wafting gently during the night."""
ดอกต้นแอปเปิ้ล ,daawkL dtohnF aaepL bpeernF,noun,[ดอกต้นแอปเปิ้ล] flower of the apple tree
ดอกตูม ,daawkL dtuumM,noun,a bud
ดอกทอง,daawkL thaawngM,"noun, adjective, verb, intransitive, vulgar, idiom",[an extremely vulgar insult] [is] promiscuous (woman or harlot)
ดอกทอง,daawkL thaawngM,noun,whore; harlot; slut
ดอกทานตะวัน,daawkL thaanM dtaL wanM,noun,[ดอกทานตะวัน] sunflower
ดอกทิวลิป,daawkL thiuM lipH,noun,[ดอกทิวลิป] tulip
ดอกบัว,daawkL buaaM,noun,[ดอกบัว] water-lily; lotus
ดอกบานไม่รู้โรย,daawkL baanM maiF ruuH rooyM,noun,[ดอกบานไม่รู้โรย] bachlor's button
ดอกเบี้ย ,daawkL biiaF,noun,interest paid on a loan; interest earned on a deposit
ดอกเบี้ยคงค้าง,daawkL biiaF khohngM khaangH,noun,accrued interest
ดอกเบี้ยค้างจ่าย,daawkL biiaF khaangH jaaiL,noun,accrued interest payable
ดอกเบี้ยค้างรับ,daawkL biiaF khaangH rapH,noun,accrued interest receivable
ดอกเบี้ยทบต้น,daawkL biiaF thohpH dtohnF,noun,compound interest
ดอกโบตั๋น ,daawkL bo:hM dtanR,noun,"[ดอกโบตั๋น] peony, genus Paeonia"
ดอกผล,daawkL phohnR,noun,produce; crop; harvest; product; yield
ดอกผล,daawkL phohnR,noun,profit; benefit; gain
ดอกแพนซี ,daawkL phaaenM seeM,noun,[ดอกแพนซี] pansy
ดอกฟ้า,daawkL faaH,"noun, phrase",a woman of higher rank than the man who is pursuing her
ดอกฟ้ากับหมาวัด,daawkL faaH gapL maaR watH,"noun, phrase","an inappropriate couple; a mismatched pair; ""a lady and a tramp""; a high-class lady pursued by a lower-class man"
ดอกฟ้ากับหมาวัดมันจะเป็นไปได้มั้ย?,daawkL faaH gapL maaR watH manM jaL bpenM bpaiM daiF maiH,example sentence,"""Can a lady and a tramp [succeed in love]?"""
ดอกเฟื่องฟ้า,daawkL feuuangF faaH,noun,[ดอกเฟื่องฟ้า] bougainvillea
ดอกมะลิ,daawkL maH liH,noun,"[ดอกมะลิ] jasmine, Jasminium sambac"
ดอกไม้ ,daawkL maaiH,noun,flower
ดอกไม้ ๑ ช่อ,daawkL maaiH neungL chaawF,"noun, phrase",a bunch of flowers
ดอกไม้จันทร์,daawkL maaiH janM,noun,flowers used at a funeral
ดอกไม้ช่อโตๆสวยๆอาจจะเป็นดอกกุหลาบสักช่อหนึ่ง จะเอาเป็นกุหลาบแดงหรือว่ากุหลาบขาวก็ได้นะครับ ,daawkL maaiH chaawF dto:hM dto:hM suayR suayR aatL jaL bpenM daawkL gooL laapL sakL chaawF neungL jaL aoM bpenM gooL laapL daaengM reuuR waaF gooL laapL khaaoR gaawF daiF naH khrapH,example sentence,"""A large, beautiful bouquet of flowers might be put together from roses, which can be red or white."""
ดอกไม้ดอกไม้ผลิบานเต็มกิ่งก้านและลำต้นหนาแน่นเต็มกิ่งก้านและลำต้นหนาแน่น,daawkL maaiH daawkL maaiH phliL baanM dtemM gingL gaanF laeH lamM dtohnF naaR naaenF dtemM gingL gaanF laeH lamM dtohnF naaR naaenF,example sentence,"""The flowers have blossomed, covering the branches and stems in profusion."""
ดอกไม้เทียน ,daawkL maaiH thiianM,,Roman candle (the firework)
ดอกไม้น้อย ๆ เบ่งบานไสวไปเต็มท้องทุ่งสุดลูกหูลูกตา,daawkL maaiH naawyH naawyH bengL baanM saL waiR bpaiM dtemM thaawngH thoongF sootL luukF huuR luukF dtaaM,example sentence,"""The little flowers are in bloom all over the fields as far as the eye can see."""
ดอกไม้นี้เพื่อคุณ พรุ่งนี้ผมเอามาให้คุณอีกได้ไหม ,daawkL maaiH neeH pheuuaF khoonM phroongF neeH phohmR aoM maaM haiF khoonM eekL daiF maiH,example sentence,"""This flower is for you. May I bring you another one tomorrow?"""
ดอกไม้บาน,daawkL maaiH baanM,noun,flower blossom
ดอกไม้เพลิง ,daawkL maaiH phleerngM,noun,fireworks
ดอกไม้ร่วง ,daawkL maaiH ruaangF,"noun, idiom",a girl who has lost her virginity
ดอกไม้สีเหลืองดอกนั้น เรียกว่าอะไรครับ? ,daawkL maaiH seeR leuuangR daawkL nanH riiakF waaF aL raiM khrapH,example sentence,"[spoken by a male] ""What do you call that yellow flower?"""
ดอกไม้เหล่านี้หอมมาก ,daawkL maaiH laoL neeH haawmR maakF,example sentence,"""These flowers have a lovely scent."""
ดอกยาง,daawkL yaangM,noun,[tire] tread
ดอกรัก,daawkL rakH,"noun, formal",[ดอกรัก] flower of Calotropis gigantea R. Br. (Asclepiadaceae)
ดอกราดชะพรึก ,daawkL raatF chaH phreukH,noun,"[ดอกราดชะพรึก] flower of the golden shower tree, the official national flower of Thailand and the King of Thailand"
ดอกไลแล็ค,daawkL laiM laekH,noun,[ดอกไลแล็ค] lilac
ดอกสแนปดรากอน  ,daawkL saL naaepF draaM gaawnM,noun,snapdragon
ดอกสว่าน ,daawkL saL waanL,noun,drill bit
ดอกโสน,daawkL saL no:hR,noun,[ดอกโสน] flower of the sanor tree
ดอกหน้าวัว,daawkL naaF wuaaM,noun,"[ดอกหน้าวัว] anthurium, family Araceae"
ดอกอะซาเลีย ,daawkL aL saaM liiaM,noun,[ดอกอะซาเลีย] azalea
ดอกอัญชัน,daawkL anM chanM,noun,[ดอกอัญชัน] flower of the Butterfly Pea
,,,
ดอกอุบล ,daawkL ooL bohnM,noun,[ดอกอุบล] lotus; water lily
ดอกไอริซ ,daawkL aiM risH,noun,[ดอกไอริซ] (flower) iris
ด็อก,dawkL,"noun, proper noun, loanword, English",[Thai transcription of the foreign loanword] dog
ดอกคำฝอย,daawkL khamM faawyR,noun,safflower
noun,[เมล็ดดอกคำฝอย] safflower seed,,
ดอกซีไซคลีน,daawkL seeM saiM khleenM,noun,doxycycline
