word,spell,type,meaning
ตกใจตื่นขึ้นอีกทีที่สถานีชุมทางหาดใหญ่เพราะรถไฟถูกกระแทก ,dtohkL jaiM dteuunL kheunF eekL theeM theeF saL thaaR neeM choomM thaangM haatL yaiL phrawH rohtH faiM thuukL graL thaaekF,example sentence,"""[I] was startled awake at the Haadyai Junction station because the train was jostled by a bump."""
ตกใจหมดเลย! ,dtohkL jaiM mohtL leeuyM,"interjection, example sentence, colloquial","[exclamation] ""Gosh! You scared me!"""
ตกใจหมดเลย! ,dtohkL jaiM mohtL leeuyM,"interjection, example sentence, colloquial","""[an interjection used or said immediately after someone has sneaked up on you] You scared the bejesus (living daylights) out of me!"""
ตกดึก,dtohkL deukL,adverb,late at night
ตกดึกผมทนไม่ไหวจริง ๆ,dtohkL deukL phohmR thohnM maiF waiR jingM jingM,example sentence,"""It was late at night, and I couldn’t stand it anymore."""
ตกตะกอนนอนก้น ,dtohkL dtaL gaawnM naawnM gohnF,"example sentence, idiom","""Sediments settle at the bottom of a jar."""
ตกตะลึง,dtohkL dtaL leungM,adjective,[is] dumbfound; stupefied; at a loss; stunned; taken aback; spellbound
ตกต่ำ,dtohkL dtamL,verb,to become (clinically) depressed
ตกต่ำ,dtohkL dtamL,adjective,[is] in decline; be depressed; in recession
ตกแต่ง,dtohkL dtaengL,verb,to decorate; beautify; to trim
ตกถังข้าวสาร ,dtohkL thangR khaaoF saanR,"verb, phrase, figurative, idiom, sarcastic-humorous",to marry into money
ตกทอด,dtohkL thaawtF,adjective,[is] descended; inherited; handed down; passed on
ตกที่นั่งลำบาก,dtohkL theeF nangF lamM baakL,"adjective, verb",[is] in trouble; experience difficulty
ตกทุกข์ได้ยาก,dtohkL thookH daiF yaakF,adjective,[is] in distress; in low circumstances
ตกนรก,dtohkL naH rohkH,verb,to go to hell
ตกนรก,dtohkL naH rohkH,adjective,[is] in hell; fallen
ตกน้ำ,dtohkL naamH,verb,to fall into the water; sink
ตกน้ำไม่ไหลตกไฟไม่ไหม้,dtohkL naamH maiF laiR dtohkL faiM maiF maiF,"adjective, phrase",[is] untouchable; unflappable; a survivor; steadfast
ตกใน,dtohkL naiM,verb,to grieve; [is] tormented; to cry silently to oneself
ตกใน,dtohkL naiM,,to flow inside; bleed internally; have internal bleeding; have an internal hemorrhage
ตกบ่ายวันงาน เรือทุกลำต่าง ๆ วิ่งรอกจากเกาะเต่าเกาะสมุย ล้วนมุ่งสู่เกาะพะงัน,dtohkL baaiL wanM ngaanM reuuaM thookH lamM dtaangL dtaangL wingF raawkF jaakL gawL dtaoL gawL saL muyM luaanH moongF suuL gawL phaH nganM,example sentence,"""During the afternoon of the day of the party, all of the available boats run continuously from Tao Island and Samui Island, each headed to Pha Ngan Island."""
ตกเบ็ด ,dtohkL betL,"verb, formal, idiom",[idiom for] female masturbation; masturbate
ตกปลา  ,dtohkL bplaaM,verb,(using a fishing line as opposed to a trap or net) to fish
ตกปากรับคำ,dtohkL bpaakL rapH khamM,verb,to promise; assure; give one's word; give an undertaking; pledge; undertake; vow
ตกเป็นเป้า,dtohkL bpenM bpaoF,adjective,[is] targeted
ตกเป็นรอง,dtohkL bpenM raawngM,noun,to become the underdog; to be disadvantaged
ตกเป็นเหยื่อ,dtohkL bpenM yeuuaL,verb,to become a victim
ตกเป็นเหยื่อจาก,dtohkL bpenM yeuuaL jaakL,adjective,[is] victimized by
ตกไป,dtohkL bpaiM,verb,[is] rejected; defeated
ตกไป,dtohkL bpaiM,verb,to fall down toward; devolve to; disbursed to
ตกผลึก ,dtohkL phaL leukL,"verb, intransitive",to crystallize
ตกพุ่มม่าย,dtohkL phoomF maaiF,verb,to become widowed
ตกม้าตาย ,dtohkL maaH dtaaiM,adjective,[is] dead in its tracks; a show stopper; a deal breaker
ตกยุค,dtohkL yookH,adjective,[is] out of date; old-fashioned
ตกยุค,dtohkL yookH,verb,to go out of style; become old-fashioned
ตกเย็น เรือจะพาคุณกลับมาที่หาดหน้าโรงแรม ทันเวลาพระอาทิตย์ตกพอดี,dtohkL yenM reuuaM jaL phaaM khoonM glapL maaM theeF haatL naaF ro:hngM raaemM thanM waehM laaM phraH aaM thitH dtohkL phaawM deeM,example sentence,"""Late afternoon, the boat will take you back to the beach in front of the hotel just in time to catch the sunset."""
ตกรถ ,dtohkL rohtH,verb,"miss (a train, bus, or other vehicle)"
ตกระกำลำบาก ,dtohkL raH gamM lamM baakL,"verb, intransitive",to be through many hardships
ตกราง,dtohkL raangM,verb,to derail; fall off the rails; go off-track
ตกรางวัล,dtohkL raangM wanM,verb,to reward; give a prize to; give a reward to; tip
ตกรุ่น,dtohkL roonF,verb,to become out of date; obsolete
ตกลง ,dtohkL lohngM,verb,to agree
ตกลง,dtohkL lohngM,adjective,agreed; agreed upon
ตกลง,dtohkL lohngM,verb,to drop; to fall accidentally
ตกลง,dtohkL lohngM,adverb,after all; in the final analysis
ตกลง,dtohkL lohngM,interjection,O.k.; right
ตกลงกันแล้ว,dtohkL lohngM ganM laaeoH,"verb, phrase",...have already agreed
ตกลง คนเหล่านี้จะเอายังไงกันแน่,dtohkL lohngM khohnM laoL neeH jaL aoM yangM ngaiM ganM naaeF,example sentence,"""So, what do these people really want?"""
ตกลงใจ ,dtohkL lohngM jaiM,"verb, formal",to decide; determine; make up one's mind
ตกลงใจที่จะไป ,dtohkL lohngM jaiM theeF jaL bpaiM,phrase,to be decided on going; to make up one's mind about going
ตกลงมา ,dtohkL lohngM maaM,verb,to fall
ตกลงร่วมทุกข์ร่วมสุข,dtohkL lohngM ruaamF thookH ruaamF sookL,"verb, phrase",to agree to become husband and wife together
"ตกลงว่า ""น้ำมัน"" ลดราคาจริง ๆ หรือคร้าบ",dtohkL lohngM waaF namH manM lohtH raaM khaaM jingM jingM reuuR khraapH,example sentence,"""So, is it really true that “oil” prices have fallen?"""
ตกลงให้ทำอะไรกันแน่เนี่ย,dtohkL lohngM haiF thamM aL raiM ganM naaeF niiaF,example sentence,"""What exactly do you want me to do?"""
ตกลงเอายังงี้,dtohkL lohngM aoM yangM ngeeH,example sentence,"""O.k., let's do it this way."" ""O.k., I'll have it this way."""
ตกเลือด,dtohkL leuuatF,verb,to have a miscarriage; to hemorrhage
ตกโลหิต ,dtohkL lo:hM hitL,"verb, intransitive",to bleed; have a miscarriage; to hemorrhage
ตกใส่,dtohkL saiL,verb,to fall into; fall onto
ตกใส่หัว,dtohkL saiL huaaR,"verb, phrase",to have something fall on one's head
ตกหล่น,dtohkL lohnL,"verb, intransitive, phrase",to fall
ตกหล่น,dtohkL lohnL,verb,to omit; miss out; leave out
ตกหลุมพราง,dtohkL loomR phraangM,verb,fall into the trap
ตกหลุมรัก ,dtohkL loomR rakH,"verb, phrase, figurative, colloquial",fall in love
ตกหลุมอากาศ,dtohkL loomR aaM gaatL,"verb, phrase",to hit an air pocket (in an airplane)
ตกหาย,dtohkL haaiR,verb,to lose (something)
ตกอยู่,dtohkL yuuL,adjective,to become
ตกอยู่ในภวังค์,dtohkL yuuL naiM phaH wangM,"verb, phrase",to fall into a reverie
ตกอยู่บนบ่า,dtohkL yuuL bohnM baaL,"verb, phrase",to fall on the shoulders; to burden (physically or metaphorically)
ตกอับ,dtohkL apL,verb,to fall into misfortune; to have a streak of bad luck
ตก.,dtaakL,"proper noun, abbreviation",[abbreviation for ตาก ] TAK
ตง ,dtohngM,noun,girder
ต๋ง ,dtohngR,"verb, intransitive, loanword, Chinese","to collect a commission, fee, or percentage from gambling winnings"
ต๋ง ,dtohngR,verb,to secure a mooring line
ตง.,dtrangM,"proper noun, abbreviation",[abbreviation for ตรัง ] TRG
ตงฉิน,dtohngM chinR,"adjective, loanword, Chinese",[is] upright; sincere; of high integrity; loyal
ตงิด ,dtaL ngitL,"adjective, adverb",slight; vague
ตงุ่น ,dtaL ngoonL,noun,thin syrup; [especially made from] palm toddy
ตจว.,dtaangL jangM watL,"noun, abbreviation",[abbreviation for ต่างจังหวัด]
ตชด.,dtaawM chaawM daawM,"proper noun, abbreviation",[abbreviation for ตำรวจชายแดน] BPP
ตด,dtohtL,verb,to fart
noun,crepitus; gaseous anal discharge,,
ตดเหม็น ,dtohtL menR,noun,smelly fart
ตติย ,dtaL dtiL yaH,"adjective, Pali",[is] third
ตติยปกติ ,dtaL dtiL yaH bpaL gaL dtiL,noun,eunuch; third gender
ตติยะ,dtaL dtiL yaH,,[alternate spelling of ตติย ]
ตท.,dtaawM thaawM,"noun, proper noun, abbreviation",[abbreviation for โรงเรียนเตรียมทหาร]
ตน ,dtohnM,noun,self; person; man; oneself
classifier,"[numerical classifier for angel, demon]",,
ตนเป็นที่พึ่งแห่งตน ,dtohnM bpenM theeF pheungF haengL dtohnM,"example sentence, idiom","""God helps those who help themselves."""
ตนยังไม่ได้รับรายงานมาเป็นลายลักษณ์อักษร,dtohnM yangM maiF daiF rapH raaiM ngaanM maaM bpenM laaiM lakH akL saawnR,example sentence,"""I have not yet received a written report."""
ตนรู้ว่าอยากเห็นสิทธิที่เท่าเทียมกัน ไม่ว่าใครจะมีฐานันดรใด,dtohnM ruuH waaF yaakL henR sitL thiH theeF thaoF thiiamM ganM maiF waaF khraiM jaL meeM thaaR nanM daawnM daiM,example sentence,"""I know that (you) want to see everyone have equal rights, irrespective of nobility or rank."""
ตนเอง ,dtohnM aehngM,pronoun,himself; oneself; ourselves
ต้น ,dtohnF,noun,[a prefix used for plant or tree names] plant; stalk; trunk; tree
ต้น ,dtohnF,noun,source; beginning point; origin; trunk; supporting part
ต้น ,dtohnF,adverb,toward the beginning
ต้น ,dtohnF,adjective,[is] first; chief; original; foremost; cardinal; principal; base; fundamental; elementary; beginning
ต้น ,dtohnF,noun,leader; chief; leading person
ต้น ,dtohnF,"adjective, adverb",[เบื้องต้น] at the beginning; initial
ต้น ,dtohnF,classifier,"[numerical classifier for plants, posts, pillars, masts, etc]"
ต้นกก ,dtohnF gohkL,noun,[ต้นกก] flatsedge; Cyperus digitatus or another of the several hundred species of the genus Bakánoa (Cyperaceae); one of which is used by the Tarahumara Indians of Mexico as a visionary entheogen
ต้นกระจูด,dtohnF graL juutL,noun,"[ต้นกระจูด] bulrush, a [type of] reed"
ต้นกระเจา,dtohnF graL jaoM,noun,"[ต้นกระเจา] jute plant, genus Corchorus"
ต้นกระเจี๊ยบ,dtohnF graL jiiapH,noun,"[ต้นกระเจี๊ยบ] Rozelle plant, Hibiscus subdariffa"
ต้นกระเจี๊ยบมอญ ,dtohnF graL jiiapH maawnM,noun,"[ต้นกระเจี๊ยบมอญ] okra, Hibiscus esculentus"
ต้นกระเฉด,dtohnF graL chaehtL,noun,"[ต้นกระเฉด] the plant, Neptunia oleracea"
ต้นกระดังงา,dtohnF graL dangM ngaaM,noun,"[ต้นกระดังงา] the ilang or ylang tree, Canangium odorata"
ต้นกระโดน,dtohnF graL do:hnM,"noun, proper noun, formal","[ต้นกระโดน] [the plant,] Careya sphaerica Roxb. See also: ต้นจิก"
ต้นกระถิน,dtohnF graL thinR,noun,[ต้นกระถิน] [small tree with feathery leaves] Acacia farnisiana
ต้นกระท่อม,dtohnF graL thaawmF,proper noun,"[ต้นกระท่อม] Mitragyna speciosa (madder) plant, containing the addictive indole Mitragynine"
ต้นกระทิง,dtohnF graL thingM,noun,"[ต้นกระทิง] a hardwood tree similar to mahogony, Calophyllum Guttiferae, Calophyllum Inophyllum"
ต้นกระเทียม,dtohnF graL thiiamM,noun,"[ต้นกระเทียม] the garlic plant, Allium"
ต้นกระบองเพชร ,dtohnF graL baawngM phetH,noun,[ต้นกระบองเพชร] cactus
ต้นกระบาก,dtohnF graL baakL,noun,[ต้นกระบาก] Anisoptera curtisii (Dipterocarpaceae) and others
ต้นกร่าง,dtohnF graangL,noun,"[ต้นกร่าง] the banyan tree, Ficus bengalensis"
ต้นกล,dtohnF gohnM,noun,chief engineer (on a ship)
ต้นกลกำลังซ่อมเครื่องยนต์อยู่ใต้ท้องเรือ,dtohnF gohnM gamM langM saawmF khreuuangF yohnM yuuL dtaiF thaawngH reuuaM,example sentence,"""The chief engineer is repairing the machinery down in the lower decks of the ship."""
ต้นกล้วย ,dtohnF gluayF,noun,[ต้นกล้วย] a banana tree
ต้นกล้วยไม้ ,dtohnF gluayF maaiH,noun,[ต้นกล้วยไม้] an orchid plant
ต้นกล้า,dtohnF glaaF,noun,sapling
ต้นกะเพรา,dtohnF gaL phraoM,,"[ต้นกะเพรา] the basil plant, Ocimum sanctum"
ต้นกะหล่ำดอก ,dtohnF gaL lamL daawkL,noun,[ต้นกะหล่ำดอก] the cauliflower plant
ต้นกะหล่ำปลี ,dtohnF gaL lamL bpleeM,noun,[ต้นกะหล่ำปลี] cabbage plant
ต้นกาฝาก,dtohnF gaaM faakL,,"[ต้นกาฝาก] [a type of] hemiparasitic vine, Loranthus"
ต้นกำเนิด,dtohnF gamM neertL,noun,origin; source
ต้นกำเนิดของโรฮิงญามาจากไหน,dtohnF gamM neertL khaawngR ro:hM hingM yaaM maaM jaakL naiR,example sentence,"""Where did the Rohingya people come from?"""
ต้นกำเนิดเดิม,dtohnF gamM neertL deermM,noun,origin; foundation of a family
ต้นกำยาน,dtohnF gamM yaanM,noun,"[ต้นกำยาน] styrax, a shrub or tree whose bark is used for incense"
ต้นเกว๋น,dtohnF gwenR,noun,[ต้นเกว๋น] [Northern dialect] sugar palm tree
ต้นเกาลัด,dtohnF gaoM latH,noun,[ต้นเกาลัด] chestnut tree
ต้นแกว,dtohnF gaaeoM,noun,"[ต้นแกว] yam bean, potato bean, Pachyrrhizus erosus"
ต้นแก้ว,dtohnF gaaeoF,,"[ต้นแก้ว] satinwood, orange jasmine, Murraya paniculata, Murraya exotica"
ต้นแก้วมังกร,dtohnF gaaeoF mangM gaawnM,noun,[ต้นแก้วมังกร] pitaya plant
ต้นขจร,dtohnF khaL jaawnM,noun,"[ต้นขจร] the vine, Telosma minor"
ต้นขนุน ,dtohnF khaL noonR,noun,[ต้นขนุน] the jackfruit tree
ต้นขนุน,dtohnF khaL noonR,noun,"[ต้นขนุน] African daisy, Gerbera jamesonii, Dimorphotheca aurantiaca"
ต้นข่อย,dtohnF khaawyL,noun,"[ต้นข่อย] tooth brush tree, Streblus asper"
ต้นขา,dtohnF khaaR,noun,thigh
ต้นข้าว,dtohnF khaaoF,,[ต้นข้าว] a rice plant
ต้นข้าวในนาแตกกออวบงามใกล้ออกรวงเต็มทีแล้ว ,dtohnF khaaoF naiM naaM dtaaekL gaawM uaapL ngaamM glaiF aawkL ruaangM dtemM theeM laaeoH,example sentence,"""In the fields the ripening buds were about to burst forth into full kernels."""
ต้นข้าวสาลี,dtohnF khaaoF saaR leeM,"noun, phrase",wheat
ต้นข้าวโพด,dtohnF khaaoF pho:htF,,[ต้นข้าวโพด] a corn plant
ต้นขิง,dtohnF khingR,noun,"[ต้นขิง] ginger plant, Zingiber officinale"
ต้นขิงแก่,dtohnF khingR gaaeL,noun,"a wily, experienced, old politician; a political veteran"
ต้นเข็ม ,dtohnF khemR,noun,[ต้นเข็ม] lxora coccinea
ต้นแขน,dtohnF khaaenR,noun,upper arm
ต้นครั่ง,dtohnF khrangF,noun,[ต้นครั่ง] Dendrobium parishii
ต้นคร้า,dtohnF khraaH,noun,[ต้นคร้า] [a type of] bean plant whose husk is used for weaving
ต้นคริสต์มาส,dtohnF khritH maatF,noun,[ต้นคริสต์มาส] Christmas tree
ต้นคลุ้ม ,dtohnF khloomH,proper noun,"[ต้นคลุ้ม] bembam, Donax grandis (Marantaceae), a small bamboo-like plant, stalks used to weave fish traps"
ต้นควินซ์,dtohnF khwinM,noun,[ต้นควินซ์] quince tree
ต้นควินิน ,dtohnF khwiH ninM,noun,[ต้นควินิน] Cinchona; Cinchona officinalis
ต้นคอ ,dtohnF khaawM,noun,base of the neck
ต้นคำ,dtohnF khamM,noun,"[ต้นคำ] Annato tree, Bixa orellana"
ต้นคูน,dtohnF khuunM,proper noun,"[ต้นคูน] Indian laburnum, the drumstick tree, genus Cassia"
ต้นโคม ,dtohnF kho:hmM,noun,"[ต้นโคม] century plant, Agave, Agave parryi"
ต้นไค้น้ำ,dtohnF khaiH naamH,noun,[ต้นไค้น้ำ] Homonoia riparia (Euphorbiaceae)
ต้นงา,dtohnF ngaaM,noun,"[ต้นงา] the sesame plant, Sesamum indicum"
ต้นงิ้ว,dtohnF ngiuH,proper noun,"[ต้นงิ้ว] red cotton tree, genus Bombax"
ต้นเงาะ,dtohnF ngawH,noun,"[ต้นเงาะ] rambutan plant, Nephelium lappaceum"
ต้นแงะ,dtohnF ngaeH,noun,[ต้นแงะ] Shorea obtusa (Dipterocarpaceae)
ต้นจอก,dtohnF jaawkL,proper noun,"[ต้นจอก] watter cabbage, genus Pistia"
ต้นจัน,dtohnF janM,proper noun,"[ต้นจัน] [southeast Asian tree] Diospyros decandra, giving the fragrant yellow fruit called qua thi"
ต้นจันทน์,dtohnF janM,noun,[ต้นจันทน์] sandalwood tree
ต้นจันทน์เทศ,dtohnF janM thaehtF,noun,[ต้นจันทน์เทศ] nutmeg tree
ต้นจาก,dtohnF jaakL,noun,"[ต้นจาก] the Nipa palm tree, Nypa fruticans"
ต้นจามจุรี,dtohnF jaamM jooL reeM,noun,"[ต้นจามจุรี] acacia tree, raintree, Albizzia lebbeck"
ต้นจำปา,dtohnF jamM bpaaM,noun,"[ต้นจำปา] Champ, Michelia champaca"
ต้นจำปี,dtohnF jamM bpeeM,noun,"[ต้นจำปี] Michelia alba, Michelia Longifolia"
ต้นจิก,dtohnF jikL,"noun, proper noun","[ต้นจิก] [the plant,] Careya sphaerica Roxb. [See also: ต้นกระโดน]"
ต้นจิก,dtohnF jikL,"noun, proper noun, formal","[ต้นจิก] [the plant,] Indian ink, Baringtonia acutangula (Myrtaceae)"
ต้นจูหลัน ,dtohnF juuM lanR,proper noun,"[ต้นจูหลัน] Yulan, Magnolia denudata"
ต้นแจง,dtohnF jaaengM,noun,[ต้นแจง] Niebuhria siamensis
ต้นฉบับ,dtohnF chaL bapL,noun,original manuscript
ต้นชงโค ,dtohnF chohngM kho:hM,noun,[ต้นชงโค] purple orchid tree; purple butterfly tree; pink butterfly tree; Bauhinia purpurea
ต้นชมพู่,dtohnF chohmM phuuF,noun,"[ต้นชมพู่] pink rose apple, Malay apple tree, Euginia jambos"
ต้นชมพู่มะเหมี่ยว,dtohnF chohmM phuuF maH miaaoL,noun,"[ต้นชมพู่มะเหมี่ยว] malay apple tree, Eugenia malaccensis"
ต้นชะลูด,dtohnF chaH luutF,noun,[ต้นชะลูด] Alyxia reinwardtii
ต้นชายผ้าสีดา ,dtohnF chaaiM phaaF seeR daaM,noun,"[ต้นชายผ้าสีดา] queen staghorn, the epiphyte Platycerium coronarium"
ต้นเชอร์รี่,dtohnF chuuhrM reeF,noun,[ต้นเชอร์รี่] cherry tree
ต้นเชี่ยว,dtohnF chiaaoF,noun,[ต้นเชี่ยว] Shorea floribunda
ต้นซงอู,dtohnF sohngM uuM,noun,"[ต้นซงอู] the pomelo tree, Citrus maxima"
ต้นซาก,dtohnF saakF,noun,[ต้นซาก] Serianthes grandiflora a hardwood used for fuel
ต้นซากุระ,dtohnF saaM gooL raH,noun,[ต้นซากุระ] cherry blossom tree
ต้นซาง,dtohnF saangM,noun,"[ต้นซาง] the pampas grass, Dendrocalamus strictus"
ต้นซีดาร์,dtohnF seeM daaM,noun,[ต้นซีดาร์] cedar tree
ต้นไซเปรส,dtohnF saiM bpraehtL,noun,[ต้นไซเปรส] cypress tree
ต้นดองดึง,dtohnF daawngM deungM,noun,[ต้นดองดึง] climbing-lily; creeping-lily; flame-lily; glory-lily; Gloriosa superba
ต้นดา,dtohnF daaM,noun,[ต้นดา] Garcinia xanthochymus (Guttiferae)
ต้นดาหลา,dtohnF daaM laaR,noun,"[ต้นดาหลา] torch ginger, Etlingera elatior"
ต้นดิลใช้เป็นเครื่องเทศ ,dtohnF dinM chaiH bpenM khreuuangF thaehtF,,dill
ต้นเดือนหน้าเราจะไปเที่ยวหัวหิน ,dtohnF deuuanM naaF raoM jaL bpaiM thiaaoF huaaR hinR,example sentence,"""We are going for a holiday at Hua Hin at the beginning of next month."""
ต้นตระกูล,dtohnF dtraL guunM,noun,ancestry
ต้นตะโก,dtohnF dtaL go:hM,noun,"[ต้นตะโก] persimmon, genus Disopyros"
ต้นตะไคร้,dtohnF dtaL khraiH,noun,"[ต้นตะไคร้] lemongrass plant, Cymbopogon flexuosus"
ต้นตะเภา,dtohnF dtaL phaoM,noun,"[ต้นตะเภา] sugarcane, Saccharum officinarum (Gramineae)"
ต้นตะลิงปลิง,dtohnF dtaL lingM bplingM,noun,[ต้นตะลิงปลิง] [a tree with cucumber-like fruit] Averrboa bilimbi
ต้นตะไล ,dtohnF dtaL laiM,noun,[ต้นตะไล] Arfeuillea arborescens (Pierre)
ต้นตับเป็ด,dtohnF dtapL bpetL,noun,"[ต้นตับเป็ด] Congo fig, Dorstenia elata"
ต้นตาน,dtohnF dtaanM,noun,"[ต้นตาน] the plant, Xyris indica"
ต้นตาล,dtohnF dtaanM,noun,"[ต้นตาล] [certain types of palm tree, including] the sugar palm tree, and Borassus flabelifia"
ต้นตาลสูงใหญ่อายุหลายสิบปีเตี้ยลงถนัดใจ นี่คือหลักเขตที่นาระหว่างนาของแกกับของน้องชาย ,dtohnF dtaanM suungR yaiL aaM yooH laaiR sipL bpeeM dtiiaF lohngM thaL natL jaiM neeF kheuuM lakL khaehtL theeF naaM raH waangL naaM khaawngR gaaeM gapL khaawngR naawngH chaaiM,example sentence,"""The enormous sugar palm, tens of years old, appeared considerably shorter; this was the marker of the border between his fields and those of his younger brother."""
ต้นตีนเป็ดน้ำ,dtohnF dteenM bpetL namH,noun,"[ต้นตีนเป็ดน้ำ] suicide tree, Cerbera odollam"
ต้นตีนกา,dtohnF dteenM gaaM,noun,"[ต้นตีนกา] a grass, Eleusine indica"
ต้นเตย,dtohnF dteeuyM,noun,"[ต้นเตย] the Pandanus palm tree, Pandanus odoratissimus"
ต้นโตนด,dtohnF dtaL no:htL,noun,[ต้นโตนด] plants of genus Citrullus [sugar palm]
ต้นถั่วลิสง,dtohnF thuaaL liH sohngR,noun,"[ต้นถั่วลิสง] peanut, groundnut, Arachis hypogaea"
ต้นท้อ ,dtohnF thaawH,noun,"[ต้นท้อ] a peach tree, Prunus persica"
ต้นทองกวาว,dtohnF thaawngM gwaaoM,noun,"[ต้นทองกวาว] fastard teak, bengal kino, flame of the forest Butea monosperma"
ต้นทับทิม,dtohnF thapH thimM,noun,"[ต้นทับทิม] the pomegranate tree, Punica granatum"
ต้นทุน,dtohnF thoonM,noun,cost; startup investment capital; principal; asset
ต้นทุนค่าเสียโอกาส,dtohnF thoonM khaaF siiaR o:hM gaatL,"noun, phrase",[economics] opportunity cost
ต้นทุนตามงวดระยะเวลา,dtohnF thoonM dtaamM nguaatF raH yaH waehM laaM,noun,period costs
ต้นทุนต่ำ,dtohnF thoonM dtamL,adjective,low cost
ต้นทุนทางอ้อม,dtohnF thoonM thaangM aawmF,noun,indirect costs
ต้นทุนน้ำมันถือเป็นต้นทุนหลัก ๆ ของหลาย ๆ อุตสาหกรรม,dtohnF thoonM namH manM theuuR bpenM dtohnF thoonM lakL lakL khaawngR laaiR laaiR ootL saaR haL gamM,example sentence,"""The cost of fuel is believed to be the primary cost of many industries."""
ต้นทุนผลิตภัณฑ์,dtohnF thoonM phaL litL dtaL phanM,noun,product costs
ต้นทุนผลิตสินค้า,dtohnF thoonM phaL litL sinR khaaH,noun,overhead costs
ต้นทุนผันแปร,dtohnF thoonM phanR bpraaeM,noun,variable costs
ต้นทุนมาตรฐาน,dtohnF thoonM maatF dtraL thaanR,noun,standard costs
ต้นทุนวัสดุ,dtohnF thoonM watH saL dooL,noun,material costs
ต้นทุนสินค้าขาย,dtohnF thoonM sinR khaaH khaaiR,noun,cost of goods sold
ต้นทุนสูง,dtohnF thoonM suungR,noun,(in politics) to be held in high esteem; a fund of goodwill
ต้นไทร,dtohnF saiM,noun,"[ต้นไทร] banyan tree, Ficus bengalensis"
ต้นน้ำ ,dtohnF naamH,noun,source of a river
ต้นน้ำลำธาร,dtohnF naamH lamM thaanM,noun,source of a river
ต้นเนียง,dtohnF niiangM,noun,[ต้นเนียง] Archidendron jiringa
ต้นบอน,dtohnF baawnM,noun,"[ต้นบอน] elephant ear; tropical plants of the genus Caladium, cultivated for their ornamental foliage, variously patterned in white, green, pink, or red."
ต้นบอระเพ็ดขึ้นในดินทั่วไปโดยเฉพาะดินร่วนซุย,dtohnF baawM raH phetH kheunF naiM dinM thuaaF bpaiM dooyM chaL phawH dinM ruaanF suyM,example sentence,"""The bitter vine grows in all kinds of soil, especially loose, friable soil."""
ต้นบีช,dtohnF beetL,noun,[ต้นบีช] beech tree
ต้นบุนนาค,dtohnF boonM naakF,noun,[ต้นบุนนาค] ironwood tree; Indian rose chestnut; Mesua ferrea (Guttiferae)
