word,spell,type,meaning
มณีวิ่งเสร็จ,maH neeM wingF setL,example sentence,"""Manee finished running."""
มณีอ่านหนังสือจบ,maH neeM aanL nangR seuuR johpL,example sentence,"""Manee finished reading the book."""
มณู,maH nuuM,"proper noun, person, loanword, Pali",Manoo [a Thai male given name]
มด ,mohtH,noun,ant
noun,sorceror; witch doctor,,
prefix,[prefix],,
มดแดง ,mohtH daaengM,noun,red ant
มดแดงแฝงพวงมะม่วง ,mohtH daaengM faaengR phuaangM maH muaangF,"example sentence, idiom","""Like a dog in the manger."""
มดเท็จ,mohtH thetH,verb,to lie; tell a lie
มดลูก ,mohtH luukF,noun,uterus; womb
มดลูกไหล,mohtH luukF laiR,noun,prolapse of the uterus
มดหมอ,mohtH maawR,"noun, plural",[มดหมอ] doctors; physicians
มดยอบ,mohtH yaawpF,noun,myrrh
มติ,maH dtiL,"noun, formal, loanword, Pali",decision; resolution; opinion
มติเป็นเอกฉันท์,maH dtiL bpenM aehkL gaL chanR,"noun, phrase",unanimous resolution
มติมหาชน ,maH dtiL maH haaR chohnM,"noun, phrase, formal, loanword, Pali",[politics] a public opinion
มติสาธารณชน,maH dtiL saaR thaaM raH naH chohnM,noun,public opinion
มติเอกฉันท์,maH dtiL aehkL gaL chanR,noun,unanimous resolution
มติชน,maH dtiL chohnM,proper noun,Matichon [Thai daily newspaper]
มติชนสุดสัปดาห์,maH dtiL chohnM sootL sapL daaM,proper noun,Matichon Weekend Magazine [a Thai weekly publication]
มท.,graL suaangM maH haatL thaiM,"noun, abbreviation",[abbreviation for กระทรวงมหาดไทย]
มธ.,maawM thaawM,"noun, proper noun, geographical, abbreviation",[abbreviation for มหาวิทยาลัยธรรมศาสตร์]
มธุ,maH thooH,"poetic, loanword, Pali",sweet
มธุร,maH thooH raH,adjective,[is] mellifluent; melodious
มธุรวาจา,maH thooH raH waaM jaaM,noun,harmonious speech; melodious speaking
มธุรส,maH thooH rohtH,noun,(bees') honey
adjective,[is] sweet; sugary; honeyed,,
adjective,[is] melodious,,
noun,sugarcane,,
มธุรสวาจา,maH thooH rohtH waaM jaaM,noun,harmonious speech; melodious speaking
มน,mohnM,"adjective, loanword, Pali",stationary; not moving; fixed in place
adjective,[is] rounded,,
"noun, loanword, Pali",mind; heart,,
มนต์,mohnM,,[alternate spelling of มนตร์ ]
มนตร์ ,mohnM,"noun, adjective, loanword, Pali",mantra; holy; incantation; magical; magic
มนตรี ,mohnM dtreeM,noun,"a high government official or adviser, a mandarin"
proper noun,Montri [a Thai given name],,
มนเทียร,mohnM thiianM,"noun, loanword, Pali","[พระราชมนเทียร] a royal house, household, residence or palace; a king's court"
มนัส,maH natH,noun,mind; heart
มนิลา,maH niH laaM,,[alternate spelling of มะนิลา]
มนุ,maH nooH,proper noun,Manu; Hindu progenitor of mankind
มนุษ,maH nootH,,[alternate spelling of มานุษ]
มนุษย์ ,maH nootH,noun,human being; man; human; homo sapiens
มนุษย์กบ ,maH nootH gohpL,noun,scuba diver; frogman
มนุษย์เงินเดือน,maH nootH ngernM deuuanM,noun,a salary man
มนุษย์ได้มีการสังเกตลมฟ้าอากาศมานานแล้ว เพราะมนุษย์อยู่ภายใต้อิทธิพลของลมฟ้าอากาศโดยไม่อาจหลีกเลี่ยงได้,maH nootH daiF meeM gaanM sangR gaehtL lohmM faaH aaM gaatL maaM naanM laaeoH phrawH maH nootH yuuL phaaiM dtaaiF itL thiH phohnM khaawngR lohmM faaH aaM gaatL dooyM maiF aatL leekL liiangF daiF,example sentence,"""Mankind has observed the weather since time immemorial because man has lived under its the inescapable influence."""
มนุษย์ต่างดาว,maH nootH dtaangL daaoM,noun,extraterrestrial being
มนุษย์แต่ละคนย่อมมีชีวิตจิตใจ มีอารมณ์ และมีความคิดอ่าน,maH nootH dtaaeL laH khohnM yaawmF meeM cheeM witH jitL jaiM meeM aaM rohmM laeH meeM khwaamM khitH aanL,example sentence,"""Every person has his passions, emotions and ideas."""
มนุษย์ทุกวันนี้ ช่างทมิฬหินชาติได้อย่างคิดไม่ถึง ,maH nootH thookH wanM neeH changF thaH minM hinR naH chaatF daiF yaangL khitH maiF theungR,"example sentence, formal","""People these days can be so unthinkably cruel."""
มนุษย์ในทุกวัฒนธรรมแบ่งแยกแดนที่เป็นความศักดิ์สิทธิ์ ออกจากแดนที่เป็นสาธารณ์อย่างเด็ดขาด,maH nootH naiM thookH watH thaH naH thamM baengL yaaekF daaenM theeF bpenM khwaamM sakL sitL aawkL jaakL daaenM theeF bpenM saaR thaanM yaangL detL khaatL,example sentence,"""Humans in every culture clearly distinguish between the sacred and the profane."""
มนุษย์ป้า,maH nootH bpaaF,noun,"obnoxious, rude selfish person"
มนุษย์มีความเชื่อถือผีกันมาแต่ดึกดำบรรพ์,maH nootH meeM khwaamM cheuuaF theuuR pheeR ganM maaM dtaaeL deukL damM banM,example sentence,"""Humans have believed in spirits and ghosts since prehistoric times."""
มนุษย์มีภาษาซึ่งทำให้สามารถพัฒนาจำนวนที่เป็นรูปธรรมไปสู่การคิดถึง จำนวน ในเชิงนามธรรมได้,maH nootH meeM phaaM saaR seungF thamM haiF saaR maatF phatH thaH naaM jamM nuaanM theeF bpenM ruupF bpaL thamM bpaiM suuL gaanM khitH theungR jamM nuaanM naiM cheerngM naamM maH thamM daiF,example sentence,"""Humans possess language which enables them to utilize concrete numbers to allow them to think about numbers in the abstract sense."""
มนุษย์มีระดับจิตใจและสติปัญญาที่แตกต่างจากสัตว์โลกทั่วไป ไม่คงได้ดำรงชีวิตอยู่ด้วยสัญชาตญาณเพียงอย่างเดียว,maH nootH meeM raH dapL jitL jaiM laeH saL dtiL bpanM yaaM theeF dtaaekL dtaangL jaakL satL lo:hkF thuaaF bpaiM maiF khohngM daiF damM rohngM cheeM witH yuuL duayF sanR chaatF dtaL yaanM phiiangM yaangL diaaoM,example sentence,"""Man possesses a measure of spirit and intellect which is different than all other animals; [Man] does not live by instinct alone."""
มนุษย์ยุคบุพกาล,maH nootH yookH boopL phaH gaanM,noun,primitive man
มนุษย์เรามักจะเอาความคิดความสามารถและพฤติกรรมของเราเข้าไปเทียบเคียงกับคนอื่นอยู่ตลอดเวลา,maH nootH raoM makH jaL aoM khwaamM khitH khwaamM saaR maatF laeH phreuH dtiL gamM khaawngR raoM khaoF bpaiM thiiapF khiiangM gapL khohnM euunL yuuL dtaL laawtL waehM laaM,example sentence,"""We humans constantly compare our intellects, abilities, and behaviors with others."""
มนุษย์ศาสตร์,maH nootH saatL,proper noun,Faculty of Humanity
มนุษย์ศาสตร์,maH nootH saatL,noun,humanity
มนุษย์ส่วนใหญ่มักมีมิจฉาทิฐิอยู่ภายในตน,maH nootH suaanL yaiL makH meeM mitH chaaR thiH thiL yuuL phaaiM naiM dtohnM,example sentence,"""Most people have internalized mistaken notions."""
มนุษย์สามารถทำตัวเองให้อยู่เหนือคำจำกัดความต่าง ๆเกี่ยวกับตัวเองได้ เพราะมนุษย์เกิดมาจากความว่างเปล่า,maH nootH saaR maatF thamM dtuaaM aehngM haiF yuuL neuuaR khamM jamM gatL khwaamM dtaangL dtaangL giaaoL gapL dtuaaM aehngM daiF phrawH maH nootH geertL maaM jaakL khwaamM waangF bplaaoL,example sentence,"""Mankind is able to raise itself above any particular definition of itself because he is born from nothingness."""
มนุษย์หมาป่า,maH nootH maaR bpaaL,"noun, proper noun","wolfman, a man who turns into a wolf on certain occasions, as at the time of the full moon; werewolf"
มนุษย์อวกาศ ,maH nootH aL waH gaatL,"noun, phrase, formal",astronaut
มนุษย,maH nootH saL yaH,,[alternate spelling of มานุษ]
มนุษย,maH nootH saL yaH,,[alternate spelling of มนุษย์ ]
มนุษยชาติ,maH nootH saL yaH chaatF,,humankind; human race; mankind
มนุษยเทพ,maH nootH saL yaH thaehpF,noun,king; monarch
มนุษธรรม,maH nootH saL yaH thamM,"noun, loanword, Pali",humanity
มนุษยธรรม,maH nootH saL yaH thamM,noun,humaneness; compassion
มนุษยวิทยา ,maH nootH saL yaH witH thaH yaaM,"noun, phrase, formal, loanword, Sanskrit",Anthropology
มนุษยวิทยาเศรษฐกิจ,maH nootH saL yaH witH thaH yaaM saehtL thaL gitL,noun,Economic anthropology
มนุษยสัมพันธ์,maH nootH saL yaH samR phanM,,human relations; interpersonal relationships
มนุษยสัมพันธ์จึงมีลักษณะเป็นกิริยาที่กระทำต่อกันของบุคคลแต่ละบุคคล และทุกคนที่ร่วมกันปฏิบัติงานอยู่ในแต่ละองค์การ,maH nootH saL yaH samR phanM jeungM meeM lakH saL naL bpenM giL riH yaaM theeF graL thamM dtaawL ganM khaawngR bookL khohnM dtaaeL laH bookL khohnM laeH thookH khohnM theeF ruaamF ganM bpaL dtiL batL ngaanM yuuL naiM dtaaeL laH ohngM gaanM,example sentence,"""Human relations thus includes actions which we humans do for one other and for all others with whom we work."""
มนุษยสัมพันธ์จึงอยู่ที่การครองใจ การชนะใจคนเป็นส่วนใหญ่ การเข้าถึงจิตใจคน,maH nootH saL yaH samR phanM jeungM yuuL theeF gaanM khraawngM jaiM gaanM chaH naH jaiM khohnM bpenM suaanL yaiL gaanM khaoF theungR jitL jaiM khohnM,example sentence,"""Human relations thus includes reaching out to others, winning over people; [and] connecting with the souls of others."""
มนุษยสัมพันธ์มีหลักการใหญ่อยู่ที่การครองใจคน,maH nootH saL yaH samR phanM meeM lakL gaanM yaiL yuuL theeF gaanM khraawngM jaiM khohnM,example sentence,"""Interpersonal relations is a critical element in getting other people to like you.""
""Interpersonal relations is the primary basis in wining over others."""
มนุษยชน,maH nootH saL yaH chohnM,noun,humanity; human beings
มนุษยนิยม,maH nootH saL yaH niH yohmM,"noun, auxiliary verb",Humanism
มนู,maH nuuM,"proper noun, person, formal, loanword, Sanskrit",Manu [a Thai male given name]
"noun, formal, loanword, Sanskrit",law; jurisprudence,,
"proper noun, person, formal, loanword, Sanskrit",[พระมนู] Manu [the progenitor and lawgiver of the human race called the Law of Manu],,
มนูเขาขับรถไปรับเพื่อนฉันแล้วยัง ,maH nuuM khaoR khapL rohtH bpaiM rapH pheuuanF chanR laaeoH yangM,example sentence,"""Has Manoo taken the car to pick up my friend yet?"""
มนูธรรมศาสตร์,maH nuutF raawnM maH saatL,pronoun,Manu Smriti; Manusmriti
มโน,maH no:hM,"noun, adjective, formal, Pali",mental
"noun, formal, loanword, Pali",mind; heart; thought; mood; desire,,
"proper noun, person, formal, loanword, Pali","Mano [a Thai given name] (heart, mind)",,
มโนภาพ ,maH no:hM phaapF,"noun, phrase, formal, loanword, Pali",imagery; mental image; imagination
มโนรถ,maH no:hM rohtH,noun,dream; hope; wish; desire
มโนคติ ,maH no:hM khaH dtiL,noun,concept
มโนทัศน์,maH no:hM thatH,noun,concept; stereotype; ideal
มโนธรรม,maH no:hM thamM,noun,conscience
มโนรม,maH no:hM rohmM,noun,wish; (a) fancy; satisfaction
adjective,[is] satisfying; pleasing; likeable; cute,,
มโนราห์,maH no:hM raaM,proper noun,Manohra; Manora; Manorah; a famous Kinnaree in Thai tales
proper noun,[name of] a classical Thai dance,,
มโนห์รา,maH no:hM raaM,,[alternate spelling of มโนราห์]
มภ.,maawM phaawM,"proper noun, abbreviation",[abbrevaition for พรรคมาตุภูมิ]
มม.,minM liH maehtF,abbreviation,[abbreviation for มิลลิเมตร] millimeter
มม.,maawM maawM,"proper noun, abbreviation",[abbreviation for มหาวิทยาลัยมหิดล]
มร.,misH dtuuhrM,"noun, loanword, English, abbreviation",[abbreviation for มิสเตอร์] Mr.
มรกต ,maawM raH gohtL,noun,emerald
มรคา,maawM raH khaaM,noun,path; way; passage; avenue
มรฑป,maawnM thohpH,,[alternate spelling of มณฑป]
มรณ์,maawM raH,,[alternate spelling of มรณ]
มรณ,maawM raH naH,"noun, verb, formal, poetic, loanword, Pali",death; the act of dying; cessation
มรณ,maH raH naH,,[alternate pronunciation of มรณ]
มรณกรรม,maawM raH naH gamM,noun,death
มรณภัย,maawM raH naH phaiM,noun,"fatal risk, mortal danger, danger of death"
มรณภาพ ,maawM raH naH phaapF,"verb, intransitive, phrase",[used with Buddhist monks and novices] to pass away; to die
มรณะ ,maH raH naH,adjective,[is] deadly
verb,to die; pass away,,
มรณา,maawM raH naaM,,[alternate spelling of มรณ]
มรดก ,maawM raH dohkL,noun,estate; fortune; inheritance; legacy; bequest; heritage; heirloom
มรดกทางวัฒนธรรม,maawM raH dohkL thaangM watH thaH naH thamM,noun,cultural heritage
มรดกที่ทิ้งไว้ให้สังคมไทยคือการตื่นตัวของกลุ่มประชาชนซึ่งเรียกกันว่ารากหญ้า คนกลุ่มนี้ไม่เคยอยู่ในวงจรการเมืองไทยมากไปกว่าลงคะแนนในหีบบัตรเลือกตั้ง,maawM raH dohkL theeF thingH waiH haiF sangR khohmM thaiM kheuuM gaanM dteuunL dtuaaM khaawngR gloomL bpraL chaaM chohnM seungF riiakF ganM waaF raakF yaaF khohnM gloomL neeH maiF kheeuyM yuuL naiM wohngM jaawnM gaanM meuuangM thaiM maakF bpaiM gwaaL lohngM khaH naaenM naiM heepL batL leuuakF dtangF,example sentence,"""A legacy which has been left to Thai society is the awakening of that segment of the Thai people called the “grassroots”. This group has [historically] not been within the circle of Thai politics for more than merely placing their votes in a ballot box."""
มรดกโลก,maawM raH dohkL lo:hkF,noun,World Heritage Site [A UNESCO designation]
มรรค ,makH,"noun, Pali","the Buddhist way, the right path, a noble truth of Buddhism; the fourth of the Four Noble Truths"
"noun, Pali",path; way,,
มรรคแปด,makH bpaaetL,noun,Eightfold Path [in Buddhist teaching]
มรรคผล,makH phohnR laH,noun,"goal, accomplishment, result"
มรรคมีองค์แปด,makH meeM ohngM bpaaetL,noun,Noble eightfold path [in Buddhist teaching]
มรรคนายก,makH khaH naaM yohkH,"noun, loanword, Pali",a liaison (to goodness or truth); a temple lay official
มรรคา,manM khaaM,"noun, poetic",path; way; pathway; trail
มรรทนะ,matH naH,verb,to grind; crush; trample; destroy
มรรยาท,manM yaatF,,[alternate spelling of มารยาท ]
มรสุม ,maawM raH soomR,noun,monsoon
noun,[ลมมรสุม] the monsoon wind,,
มรึง,maH reungM,pronoun,"[rude, insulting 2nd person pronoun] you; yourself"
มฤค,maH reukH,noun,a male deer
มฤคทายวัน,maH reukH khaH thaaM yaH wanM,proper noun,Marukathayawan; the deer park where the Buddha first preached
มฤคทายวัน,maH reukH khaH thaaiM yaH wanM,,[alternate pronunciation of มฤคทายวัน]
มฤคี,maH reuH kheeM,noun,a female deer
มฤดก ,maH reuH dohkL,noun,inheritance; estate
มฤตยู,maH reutH dtaL yuuM,noun,[ดาวพระมฤตยู] the planet Uranus
มล,mohnM,noun,filth; grime; impurity
noun,[มลภาวะ] contamination; pollution,,
มล,mohnM laH,,[alternate pronunciation of มล]
มลพิษ,mohnM laH phitH,noun,pollution; pollutant
มลพิษทางสภาวะแวดล้อม ,mohnM laH phitH thaangM saL phaaM waH waaetF laawmH,noun,environmental pollution
มลพิษในอากาศก่อให้เกิดภาวะหอบหืดและภูมิแพ้,mohnM laH phitH naiM aaM gaatL gaawL haiF geertL phaaM waH haawpL heuutL laeH phuumM phaaeH,example sentence,"""Air pollution causes asthmatic and allergic conditions (in humans)."""
มลภาวะ,mohnM laH phaaM waH,noun,[มลภาวะ] contamination; pollution
มลภาวะ,mohnM phaaM waH,noun,[มลภาวะ] contamination; pollution
มล.,minM liH litH,abbreviation,[abbreviation for มิลลิลิตร] mililiter
มลทัศน์,mohnM laH thatH,noun,visual pollution; eyesore; affront to the visual landscape
มลทิน,mohnM thinM,"noun, formal, poetic, loanword, Pali",blemish; flaw; impurity; guilt; vice; fault; taint; stain
มลรัฐ ,mohnM laH ratH,noun,state
มลัก,maH lakH,"verb, adverb",to adore; to love
verb,to steal,,
verb,to behold; to see,,
adverb,many; much,,
มลาบรี,maH laapF reeM,proper noun,"Mlabri or Mrabri, an ethnic group and language of Thailand and Laos"
มลาย ,maH laaiM,"proper noun, formal",[name of the Thai vowel with the symbol of 'ไ']
"noun, formal",[ไม้มลาย] [name of] the Thai vowel with the symbol 'ไ',,
verb,to destroy; break down; split; ruin; be ruined; burst; be shattered; demolish; die,,
verb,to hurry (along),,
มลายา,maH laaM yaaM,"noun, proper noun",Malaya
มลายู ,maH laaM yuuM,adjective,Malay
noun,a Malay person,,
มเลเซีย,maH laehM siiaM,,[alternate spelling of มาเลเซีย ]
ม่วง ,muaangF,adjective,[is] violet; purple
noun,[สีม่วง] the color purple    ,,
ม่วงซีด,muaangF seetF,noun,[สีม่วงซีด] the color mauve
มวน,muaanM,verb,[of a cigarette] to roll; to make into a roll
noun,a roll; (of fabric) a bolt; a coil,,
classifier,[numerical classifier for cigarettes and other rolled items],,
adjective,[Isaan dialect] สนุก ,,
มวนท้อง,muaanM thaawngH,adjective,queasy; having nausea
มวนบ๊อ,muaanM baawH,example sentence,[Isaan dialect] สนุกไหม
มวนหลาย ๆ,muaanM laaiR laaiR,example sentence,[Isaan dialect] สนุกมาก ๆ
ม่วน,muaanF,adjective,[is] having fun; fun; amusing
adjective,[is] melodious; pleasant-sounding; sweet-sounding,,
ม้วน ,muaanH,verb,to roll; to wind; coil up
noun,"a roll, a coil, a bolt (of fabric)",,
"noun, formal",[ไม้ม้วน] [name of] the Thai vowel with the symbol 'ใ',,
classifier,"[numerical classifier for rolls of things (film, tape, bandages)]",,
ม้วนกระดาษ ,muaanH graL daatL,noun,scroll (rolled paper)
ม้วนดวงตราไปรษณีย์ ,muaanH duaangM dtraaM bpraiM saL neeM,noun,roll of stamps
ม้วนเดียวจบ,muaanH diaaoM johpL,"noun, phrase","a one-reel movie; i.e., a short story; over quickly"
ม้วนตัว,muaanH dtuaaM,verb,to curl oneself up; do somersaults
ม้วนเทปคาสเซ็ต  ,muaanH thaehpF khaatF setH,"noun, formal",cassette tape
ม้วนวิดีโอ,muaanH wiH deeM o:hM,noun,VHS cassette; video cassette
ม้วนเสื่อ,muaanH seuuaL,"verb, intransitive","to go out of business; to liquidate the business; to quit the enterprise; [gambling] ""to lose (one's) shirt"""
ม้วนหน้า,muaanH naaF,"verb, intransitive",to turn away one's face in embarrassment
มวย ,muayM,noun,boxing; fistfight; pugilism; fisticuffs
noun,knot; bun,,
มวยไทย  ,muayM thaiM,noun,Thai style kick-boxing; Muay Thai
มวยปล้ำ,muayM bplamF,verb,to wrestle
มวยผม ,muayM phohmR,"noun, phrase, formal",knot; bun; chignon
มวยล้ม,muayM lohmH,noun,boxing match premeditated to lose; phony fight; a fixed match
มวยวัด,muayM watH,noun,a free-for-all; a fight with no rules; a melee; brawl
มวยสากล ,muayM saaR gohnM,noun,(Western style) boxing
ม่วย,muayF,"noun, loanword, Chinese",[แต้จิ๋ว  dialect] younger sister
ม้วย ,muayH,"verb, transitive, intransitive, formal, poetic",[usually used in poetry] to die; to perish; to terminate; to come to an end; to be destroyed; to be finished
ม้วยมรณ์ ,muayH maawM raH,"verb, intransitive, phrase, formal, poetic",[usually used in poetry] to die; to pass away
มวล ,muaanM,adjective,all; total; whole; entire
"noun, formal, loanword, Pali",mass,,
มวลชน,muaanM chohnM,noun,"the masses, the multitude of people"
มวลชนในพื้นที่ผละหนีออกไป,muaanM chohnM naiM pheuunH theeF phlaL neeR aawkL bpaiM,example sentence,"""The local populace abandoned [their homes] and ran away."""
มวลมนุษย์,muaanM maH nootH,noun,common people; masses; humankind
มวลรวม ,muaanM ruaamM,noun,total mass
มศว.,maawM saawR waawM,"proper noun, abbreviation",[abbreviation for มหาวิทยาลัยศรีนครินทรวิโรฒ] SWU
มส.,maaeF haawngF saawnR,"proper noun, abbreviation",[abbreviation for แม่ฮ่องสอน ] MSN
"proper noun, abbreviation",[abbreviation for มหาเถรสมาคม] Sangha Supreme Council of Thailand,,
มสธ.,maawM saawR thaawM,"proper noun, abbreviation",[abbreviation for มหาวิทยาลัยสุโขทัยทรรมาธิราช] STOU
มห,maH haL,"verb, formal, loanword, Pali",to respect; to worship; to magnify
"prefix, adjective, formal, loanword, Pali","[the prefix] ""macro-""; many; much; great; abundant; strong",,
มหเศรษฐี,maH haL saehtL theeR,noun,very rich person; multi-millionaire; fat-cat
มห.,mookH daaM haanR,"proper noun, abbreviation",[abbreviation for มุกดาหาร ] MDH
มหกรรม,maH haL gamM,noun,festival
มหรรณพ,maH hanR nohpH,noun,ocean
มหรสพ,maH haawR raH sohpL,noun,recreation; entertainment; amusement
มหัทธนะ,maH hatL thaH naH,noun,rich person; super-wealthy; wealthy man
มหันต์,maH hanR,adjective,"[of a crime] [is] capital, grave, gross, serious"
มหันตโทษ,maH hanR dtaL tho:htF,noun,heavy penalty; severe punishment
noun,[คดีมหันตโทษ] a felony case,,
มหันตภัย,maH hanR dtaL phaiM,"prefix, noun",calamity; disaster; great danger; catastrophe
มหัพภาค,maH hapL phaakF,noun,period; (.); full stop
มหัศจรรย์,maH hatL saL janM,adjective,[is] wonderful; excellent
adjective,[มหัศจรรย์ใจ] [is] amazed; astonished,,
มหัศจรรย์ใจ,maH hatL saL janM jaiM,adjective,[มหัศจรรย์ใจ] [is] amazed; astonished
มหา,maH haaR,,[alternate spelling of มห]
มหา ,maH haaR,"adjective, Pali",great; omnipotent; large; many; much; maximal; paramount; exalted
noun,[title conferred on certain] graduates in Buddhist theology,,
prefix,"[พระมหา] [prefix pertaining to great, royal]",,
มหากษัตริย์,maH haaR gaL satL,noun,king; emperor; monarch
มหากาพย์,maH haaR gaapL,noun,"epic (as in ""poem"")"
มหาจักร,maH haaR jakL,noun,sixty-year cycle
มหาจักร,maH haaR jakL,noun,pharmacopeia of Thai folk healing
มหาชน ,maH haaR chohnM,"noun, phrase, loanword, Pali","public; public (Co., Ltd.); the public; people at large; the majority of people; populace"
มหานคร,maH haaR naH khaawnM,"noun, Pali",metropolis; great city
มหาบัญญัติ,maH haaR banM yatL,noun,the Magna Carta (English law)
มหาบัณฑิต ,maH haaR banM ditL,"noun, adjective, phrase, formal, loanword, Pali",Master' s degree; holder of a Master's degree; Master of...; M.A.; M.S.; etc
มหาบุรุษ,maH haaR booL rootL,noun,great man
มหามกุฏ,maH haaR maH gootL,proper noun,Name of a Buddhist University
มหาราช,maH haaR raatF,adjective,[following the name of a sovereign]... The Great
มหาราชา,maH haaR raaM chaaM,noun,[มหาราชา] great king
มหาวิทยาลัย ,maH haaR witH thaH yaaM laiM,noun,university
มหาวิทยาลัยเกษตรศาสตร์,maH haaR witH thaH yaaM laiM gaL saehtL saatL,proper noun,Kasetsart University
