word,spell,type,meaning
งานที่ได้รับมอบหมาย ,ngaanM theeF daiF rapH maawpF maaiR,"noun, phrase, formal",assignment
งานนิทรรศการ,ngaanM niH thatH saL gaanM,noun,exhibition; exhibit; presentation
งานนี้เขารับผิดชอบทุกอย่างตั้งแต่ไม้จิ้มฟันยันเรือรบ,ngaanM neeH khaoR rapH phitL chaawpF thookH yaangL dtangF dtaaeL maaiH jimF fanM yanM reuuaM rohpH,example sentence,"For this event he is responsible for every single thing."" ""For this event he is responsible for everything from soup to nuts."
งานนี้ผู้คนมากันเต็มพรืด,ngaanM neeH phuuF khohnM maaM ganM dtemM phreuutF,example sentence,Huge numbers of people are coming to this festival.
งานนี้ฟันไปหลายล้านบาท,ngaanM neeH fanM bpaiM laaiR laanH baatL,example sentence,This effort will earn many millions of baht.
งานนี้มีกระจิบกระจอกข่าวมากันเต็ม,ngaanM neeH meeM graL jipL graL jaawkL khaaoL maaM ganM dtemM,example sentence,This gala affair is full of noisy reporters.
งานนี้มีผู้ใหญ่มากันหลายคน ขอให้ระมัดระวังทำกะเปิ๊บกะป๊าบให้ขายหน้า,ngaanM neeH meeM phuuF yaiL maaM ganM laaiR khohnM khaawR haiF raH matH raH wangM thamM gaL bpeerpH gaL bpaapH haiF khaaiR naaF,example sentence,This affair will have many important people in attendance; please take care not to act in an uncouth manner that might embarrass us.
งานบริหาร,ngaanM baawM riH haanR,noun,administrative work
งานบ้าน,ngaanM baanF,noun,housework; housekeeping; household chores
งานบ้านตั้งแต่ซักเสื้อผ้า ปาดกวาดทำความสะอาดไปจนถึงอาหารการกินเป็นหน้าที่ของแม่ยาย... ,ngaanM baanF dtangF dtaaeL sakH seuuaF phaaF bpaatL gwaatL thamM khwaamM saL aatL bpaiM johnM theungR aaM haanR gaanM ginM bpenM naaF theeF khaawngR maaeF yaaiM,example sentence,My mother-in-law is responsible for all the housework from washing clothes and sweeping and cleaning the house to preparing our meals...
งานบุญ,ngaanM boonM,,[งานบุญ] religious ceremony; festival involving donations to monks
งานประจำปี ,ngaanM bpraL jamM bpeeM,noun,annual festival
งานประจำวัน,ngaanM bpraL jamM wanM,noun,daily routine; daily work
งานประจำอันซ้ำซากและจำเจ,ngaanM bpraL jamM anM saamH saakF laeH jamM jaehM,"noun, phrase",repetitive and monotonous work
งานประพันธ์,ngaanM bpraL phanM,"noun, phrase, formal","[poem, poetry, prose, novel, essay, etc.] composition; writing; written work"
งานปาร์ตี้,ngaanM bpaaM dteeF,"noun, colloquial, loanword, English",[งานปาร์ตี้] [Thai transcription of the foreign loanword] party
งานปาร์ตี้คราวนั้นดูช่างสนุกสนานกันจริง ๆ,ngaanM bpaaM dteeF khraaoM nanH duuM changF saL nookL saL naanR ganM jingM,example sentence,That time the party seemed to be quite enjoyable indeed.
งานเผาศพ ,ngaanM phaoR sohpL,noun,cremation ceremony
งานฝีมือ ,ngaanM feeR meuuM,noun,crafts
งานพิธี ,ngaanM phiH theeM,noun,festival; ceremony
งานมงคลสมรส,ngaanM mohngM khohnM sohmR rohtH,noun,wedding ceremony
,,,
...งานมันยุ่ง มันยุ่งเป็นบ้า,ngaanM manM yoongF manM yoongF bpenM baaF,example sentence,"...I am very busy; I am really, really busy."
งานมีมากเสียจนสุมเป็นกองพะเนิน,ngaanM meeM maakF siiaR johnM soomR bpenM gaawngM phaH neernM,example sentence,"We have so much work that it is piling up."" — ""Our work is piling up."
งานยังผล,ngaanM yangM phohnR,noun,effective effort; good job (completed)
งานยุ่งไหม ,ngaanM yoongF maiH,example sentence,Are you busy?
งานร้อยกรอง,ngaanM raawyH graawngM,noun,poetry; poem
งานร้อยแก้ว,ngaanM raawyH gaaeoF,noun,prose; novel
งานราตรี,ngaanM raaM dtreeM,noun,evening party; formal ball
งานรื่นเริง ,ngaanM reuunF reerngM,noun,"fair, festival, festive activity or event"
งานล้นมือ,ngaanM lohnH meuuM,verb,to have too much work to do
งานล้นมือ,ngaanM lohnH meuuM,"adjective, phrase",[is] overloaded; backed up; flooded with work
งานเล็ก ๆ เช่นนี้ยังทำไม่สำเร็จสำมะหาอะไรจะไปทำงานใหญ่,ngaanM lekH lekH chenF neeH yangM thamM maiF samR retL samR maH haaR aL raiM jaL bpaiM thamM ngaanM yaiL,example sentence,You can't even finish the small job [I gave you]; what could I expect from you on a big job?
งานเลี้ยง ,ngaanM liiangH,noun,"a party, a celebration"
งานเลี้ยงต้องมีวันเลิกรา,ngaanM liiangH dtawngF meeM wanM leerkF raaM,"example sentence, idiom",All good things come to an end.
งานเลี้ยงต้อนรับ ,ngaanM liiangH dtaawnF rapH,noun,reception (for guests)
งานเลี้ยงที่ไม่เลิกรา,ngaanM liiangH theeF maiF leerkF raaM,noun,an unending feast
งานเลี้ยงส่วนตัว,ngaanM liiangH suaanL dtuaaM,noun,private party
งานวัด,ngaanM watH,noun,temple fair; festival at the วัด 
งานวัด,ngaanM watH,noun,temple work; temple chores
งานวันเกิด ,ngaanM wanM geertL,noun,birthday party
งานวันแซยิด,ngaanM wanM saaeM yitH,noun,a party for someone's sixtieth birthday
งานวันนี้มีสาวสี่สิบกะหรัตมากันหลายคน,ngaanM wanM neeH meeM saaoR seeL sipL gaL ratL maaM ganM laaiR khohnM,example sentence,Today's gala will have many attractive and stunning women attending.
งานวิจัยชิ้นนี้ยังขาดตกบกพร่องอยู่มาก ไม่รู้ว่าผ่านมาได้อย่างไร,ngaanM wiH jaiM chinH neeH yangM khaatL dtohkL bohkL phraawngF yuuL maakF maiF ruuH waaF phaanL maaM daiF yaangL raiM,example sentence,This research project is still fairly incomplete; I don't know how it was able to get past to this point.
งานวิจัยพบผู้หญิง ๓ ใน ๔ รู้สึกว่าแฟนหรือสามีอาจกำลังคิดไม่ซื่อถ้าเกิดวันหนึ่งเขาซื้อดอกไม้มาให้ทั้งที่ไม่ใช่โอกาสพิเศษ,ngaanM wiH jaiM phohpH phuuF yingR saamR naiM seeL ruuH seukL waaF faaenM reuuR saaR meeM aatL gamM langM khitH maiF seuuF thaaF geertL wanM neungL khaoR seuuH daawkL maaiH maaM haiF thangH theeF maiF chaiF o:hM gaatL phiH saehtL,example sentence,Research has indicated that three in four women feel that their boyfriends or husbands are unfaithful if someday they buy them flowers for no special reason.
งานวิจัยภาวะหนี้สินกับการสูญเสียที่ดินของเกษตรกรพบว่า ปัจจัยที่ส่งผลให้เกษตรกรเป็นหนี้ เกิดจากความจำเป็นในการใช้เงินเพื่อลงทุนการเกษตร และการใช้จ่ายใจครัวเรือน,ngaanM wiH jaiM phaaM waH neeF sinR gapL gaanM suunR siiaR theeF dinM khaawngR gaL saehtL dtraL gaawnM phohpH waaF bpatL jaiM theeF sohngL phohnR haiF gaL saehtL dtraL gaawnM bpenM neeF geertL jaakL khwaamM jamM bpenM naiM gaanM chaiH ngernM pheuuaF lohngM thoonM gaanM gaL saehtL laeH gaanM chaiH jaaiL jaiM khruaaM reuuanM,example sentence,Research regarding debt and the loss of land among farmers discovered that the factors that affect their debt are the need for funding agricultural investments and to pay for household living expenses.
งานวิจัยเรื่องนี้กล่าวถึงลักษณะข้อผิดพลาดในการเขียนภาษาไทย,ngaanM wiH jaiM reuuangF neeH glaaoL theungR lakH saL naL khaawF phitL phlaatF naiM gaanM khiianR phaaM saaR thaiM,example sentence,This research discusses the nature of the errors in how the Thai language is written.
งานศพ ,ngaanM sohpL,noun,funeral
งานศิลป์,ngaanM sinR,"noun, Sanskrit",artwork; artistic endeavor
งานศิลปะ ,ngaanM sinR laH bpaL,"noun, phrase, formal",a work of art
งานสมรส,ngaanM sohmR rohtH,noun,wedding; wedding party
งานสังคมสังสรรค์และลีลาศ,ngaanM sangR khohmM sangR sanR laeH leeM laatF,"noun, phrase","a ball; a large, usually lavish, formal party featuring social dancing and sometimes given for a particular purpose, as to introduce debutantes or benefit a charitable organization"
งานแสดง,ngaanM saL daaengM,noun,trade show
งานแสดง,ngaanM saL daaengM,noun,acting roles; job as an actor
งานแสดงนิทรรศการ,ngaanM saL daaengM niH thatH saL gaanM,noun,exhibition
งานแสดงสินค้า ,ngaanM saL daaengM sinR khaaH,adjective,trade show; merchandise fair; seller's event
งานหนัก,ngaanM nakL,noun,hard work; demanding work
งานหยาบ ,ngaanM yaapL,"noun, phrase, colloquial",botch; something put together in a makeshift way
งานอดิเรก ,ngaanM aL diL raehkL,noun,hobby
งานออกแบบของมือสมัครเล่นเข้าตาผู้ตัดสินทุกคน,ngaanM aawkL baaepL khaawngR meuuM saL makL lenF khaoF dtaaM phuuF dtatL sinR thookH khohnM,example sentence,The design work of the amateur caught the eye of all the judges.
งานออกร้าน ,ngaanM aawkL raanH,noun,carnival; fair
งานอาชีพ,ngaanM aaM cheepF,noun,occupation; profession; job
งาบ,ngaapF,adverb,[งาบ ๆ] gabbingly; chompingly; with much movement of the mouth; yawningly
verb,to snap; catch something in one's mouth,,
verb,to steal; filch; pilfer; swipe; pinch,,
งาบ ๆ,ngaapF ngaapF,adverb,[งาบ ๆ] gabbingly; chompingly; with much movement of the mouth; yawningly
งาม ,ngaamM,adjective,[is] beautiful; pretty; attractive; gorgeous; fine; complete
adjective,[งามตา] [is] pleasing; pleasant; nice; delightful,,
adjective,[แงะงาม] [is] beautiful; pretty; handsome,,
noun,[ความงาม] beauty,,
,[euphonious suffix],,
adjective,[is] beautiful,,
งามแจ่ม,ngaamM jaemL,adjective,[is] bright and beautiful
งามตา,ngaamM dtaaM,adjective,[งามตา] [is] pleasing; pleasant; nice; delightful
งามไส้,ngaamM saiF,,[is] disgraceful; shameful
งามไส้,ngaamM saiF,"interjection, phrase",How disgraceful!
งามหน้า,ngaamM naaF,adjective,[is] disgraceful; shameful; dishonorable; deplorable
งามเหลือเกิน,ngaamM leuuaR geernM,adjective,splendid; magnificent
ง่าม ,ngaamF,noun,fork or crotch of a tree
noun,prong; tine; point; fork,,
,,,
ง่ามขา,ngaamF khaaR,noun,groin; crotch
ง่ามเท้า,ngaamF thaaoH,noun,the pliable skin which connects between the toes
ง่ามมือ,ngaamF meuuM,noun,the pliable skin which connects between the fingers
งาย,ngaaiM,,morning-time
ง่าย ,ngaaiF,adjective,[is] easy; not difficult; simple
adverb,[โดยง่าย] easily,,
noun,[ความง่าย] ease,,
adjective,[ง่าย ๆ] very simple; very easy; very easily,,
adverb,easily,,
ง่ายขึ้น,ngaaiF kheunF,adjective,[is] easier; get easier
