word,spell,type,meaning
"noun, plural",(singular) person; (plural) people,,
ชนกรรมาชีพ,chohnM gamM maaM cheepF,noun,[ชนกรรมาชีพ] proletariat; working-class
ชนกระทบ ,chohnM graL thohpH,verb,bump into
ชนกลุ่มน้อย,chohnM gloomL naawyH,noun,ethnic minority
ชนกลุ่มใหญ่,chohnM gloomL yaiL,"noun, phrase, colloquial",majority
ชนกัน ,chohnM ganM,verb,bump into; collide; crash
ชนแก้ว,chohnM gaaeoF,verb,"to ""clink"" or touch together drinking glasses as a toast"
ชนไก่ ,chohnM gaiL,noun,cock fight
ชนโครม ,chohnM khro:hmM,"verb, intransitive, phrase, colloquial",to crash
ชนชั้น,chohnM chanH,,social class; economic class
ชนชั้นกลาง,chohnM chanH glaangM,noun,middle class
ชนชั้นกลางมีทัศนคติ รสนิยม และจินตนาการเกี่ยวกับตัวเองที่แปลกแยกออกไปจากสังคมส่วนใหญ่,chohnM chanH glaangM meeM thatH saL naH khaH dtiL rohtH niH yohmM laeH jinM dtaL naaM gaanM giaaoL gapL dtuaaM aehngM theeF bplaaekL yaaekF aawkL bpaiM jaakL sangR khohmM suaanL yaiL,example sentence,"The middle class possesses attitudes, tastes, and reflections about itself which are different from society as a whole."
ชนชั้นนำ,chohnM chanH namM,noun,the leadership class; high-society
ชนชั้นนำตามประเพณียึดกุมอำนาจนำทางวัฒนธรรม,chohnM chanH namM dtaamM bpraL phaehM neeM yeutH goomM amM naatF namM thaangM watH thaH naH thamM,example sentence,The upper class traditionally occupied the cultural leadership role [in society].
ชนชั้นนำไทยกลับปรับตัวไม่ทันกับการพัฒนาการรับรู้ของผู้คนในประเทศ ซึ่งถูกถ่วงรั้งมานาน จนไม่สามารถพัฒนาประชาธิปไตยที่สมบูรณ์ได้,chohnM chanH namM thaiM glapL bprapL dtuaaM maiF thanM gapL gaanM phatH thaH naaM gaanM rapH ruuH khaawngR phuuF khohnM naiM bpraL thaehtF seungF thuukL thuaangL rangH maaM naanM johnM maiF saaR maatF phatH thaH naaM bpraL chaaM thipH bpaL dtaiM theeF sohmR buunM daiF,example sentence,The Thai leadership class has not adapted itself to keep pace with the changing perceptions of the ordinary citizen who have been held back for such a long time that they have been unable to develop a full-blown democracy.
ชนชาติ ,chohnM chaatF,"noun, phrase, formal",man; nation; nationality; country; race; birth; family; group; kind; lineage; rank; caste
ชนชาติเงี้ยว,chohnM chaatF ngiaaoH,proper noun,[ชนชาติเงี้ยว] One of the Shan tribes in Northern Thailand and Burma
ชนชาติไทยจะต้องถือว่า หน้าที่ของพลเมืองไทยที่ดีประการหนึ่งนั้น คือ ศึกษาให้รู้หนังสือไทยอันเป็นภาษาของชาติอย่างน้อยต้องให้อ่านออกเขียนได้,chohnM chaatF thaiM jaL dtawngF theuuR waaF naaF theeF khaawngR phohnM laH meuuangM thaiM theeF deeM bpraL gaanM neungL nanH kheuuM seukL saaR haiF ruuH nangR seuuR thaiM anM bpenM phaaM saaR khaawngR chaatF yaangL naawyH dtawngF haiF aanL aawkL khiianR daiF,example sentence,One of the duties of a good Thai citizen is to learn the national language at least to a certain level of literacy.
ชนชาว,chohnM chaaoM,noun,people (as a group); people (of a particular cultural unit); folk group
ชนชาวทมิฬ,chohnM chaaoM thaH minM,"noun, phrase",Tamil proper
ชนเผ่า,chohnM phaoL,noun,tribe; local group; indigenous people
ชนเผ่านี้เป็นทหารที่เก่งกล้าสามารถมากจนเป็นที่ครั่นคร้ามของศัตรูในคราวรบกับญี่ปุ่นที่ประเทศพม่าในมหาสงครามคราวที่แล้ว,chohnM phaoL neeH bpenM thaH haanR theeF gengL glaaF saaR maatF maakF johnM bpenM theeF khranF khraamH khaawngR satL dtruuM naiM khraaoM rohpH gapL yeeF bpoonL theeF bpraL thaehtF phaH maaF naiM maH haaR sohngR khraamM khraaoM theeF laaeoH,example sentence,The people of this tribe are brave and capable fighters who struck fear into their enemies during the last World War with the Japanese in Burma.
ชนวัว ,chohnM wuaaM,noun,Thai-style bullfight
ชน.,chaiM naatF,"proper noun, abbreviation",[abbreviation for ชัยนาท ] CNT
ชนก ,chaH nohkH,noun,patriarch; father
ชนท.,chaawM naawM thaawM,"proper noun, abbreviation",[abbreviation for พรรคพลังชาวนาไทย]
ชนนี ,chohnM naH neeM,noun,matriarch; mother
ชนบท ,chohnM naH bohtL,noun,country; countryside; rural area
ชนบทบ้านทุ่ง,chohnM naH bohtL baanF thoongF,"noun, adjective",rustic; rural; countryside
ชนม์,chohnM,"noun, formal, loanword, Pali",age; life; birth; origin
ชนวน ,chaH nuaanM,noun,fuse; primer; harbinger
noun,cause; what leads to an outcome,,
noun,roofing slate; slab of slate,,
,,,
ชนวนเหตุ,chaH nuaanM haehtL,"noun, formal",root cause
ชนะ ,chaH naH,verb,to conquer; defeat; beat; win
proper noun,Chana [a Thai given name],,
verb,[เอาชนะ] to win; triumph; conquer; overcome; beat; defeat,,
ชนะความ,chaH naH khwaamM,verb,to win a lawsuit
ชนะใจ ,chaH naH jaiM,,to win the heart of; win the favour of; get the support of
ชนะเลิศ ,chaH naH leertF,"noun, phrase",championship; first place
ชนะแหง ๆ,chaH naH ngaaeR ngaaeR,"phrase, colloquial",to win for sure
ชนาง,chaH naangM,noun,a trap for fish or wild animals
ชนิด ,chaH nitH,"noun, adverb",class; sort; type; variety; category; group; kind; species; in the style of...
,Species [in taxonomy - อนุกรมวิธาน],,
classifier,"[numerical classifier for pills, and small pea-sized objects]",,
ชนิดหนึ่ง,chaH nitH neungL,noun,"a type; one type, a single instance; one version"
ชนินทร์,chaH ninM,proper noun,Chanin [a Thai given name]
ชนิภรณ์ ,chaH niH phohnM,proper noun,Chaniporn [a Thai female given name]
ชบ.,chohnM booL reeM,"proper noun, abbreviation",[abbreviation for ชลบุรี ] CBI
ชบา ,chaH baaM,"proper noun, formal",[ดอกชบา] hibiscus
ชพ.,choomM phaawnM,"proper noun, abbreviation",[abbreviation for ชุมพร ] CPN
ชพน.,chaawM phaawM naawM,"proper noun, person, abbreviation",[abbreviation for พรรคชาติไทยพัฒนาเพื่อแผ่นดิน]
ชม ,chohmM,verb,to admire; compliment; praise; commend; extol; flatter; pay tribute to; salute; speak highly of
"verb, transitive, intransitive, colloquial, poetic",[poetic use] to look,,
adjective,[น่าชม] attractive or pleasant to look at,,
verb,"to appreciate or enjoy, by viewing, examining, attending, or browsing",,
noun,[ผู้ชม] audience; admirer; onlooker,,
ชมเขาลำเนาไพร เพลินใจเจริญตา,chohmM khaoR lamM naoM phraiM phleernM jaiM jaL reernM dtaaM,phrase,Enjoying the hills and the forest in bliss and wonder
ชมชอบ,chohmM chaawpF,verb,to applaud; show appreciation for
ชมตลาด,chohmM dtaL laatL,"verb, phrase",to enjoy browsing at a market
ชมทิวทัศน์,chohmM thiuM thatH,verb,to sightsee; admire the scenery
ชมวิว,chohmM wiuM,verb,to sightsee; to appreciate the scenery
ชมหรือด่า อย่าไปรับ ให้กลับคืนไป,chohmM reuuR daaL yaaL bpaiM rapH haiF glapL kheuunM bpaiM,example sentence,"Praise or blame, don't let it affect you any longer."
ชม.,chiiangM maiL,"proper noun, abbreviation",[abbreviation for เชียงใหม่ ] CMI
ชมเกดุ,chohmM gaehtL,proper noun,Chomkate [a Thai given name]
ชมเชย ,chohmM cheeuyM,verb,to compliment; to praise
ชมพู ,chohmM phuuM,adjective,[is] pink
noun,[สีชมพู] the color pink    ,,
ชมพูทวีป,chohmM phuuM thaH weepF,proper noun,India; the Indian subcontinent
ชมพู่ ,chohmM phuuF,,[general] rose apple
noun,"[ต้นชมพู่] pink rose apple, Malay apple tree, Euginia jambos",,
noun,[ลูกชมพู่] fruit of Pink Rose Apple or Malay Apple Tree,,
ชมพู่มะเหมี่ยว ,chohmM phuuF maH miaaoL,noun,dark red malay apple
ชมรม,chohmM rohmM,noun,club; community; association; assembly; group gathering
ชมรมนักวิจัยไทยความสุขชุมชน,chohmM rohmM nakH wiH jaiM thaiM khwaamM sookL choomM chohnM,proper noun,Thai Researchers in Community Happiness Association (TRICHA).
ชย.,chaiM yaH phuumM,"proper noun, abbreviation",[abbreviation for ชัยภูมิ ] CPM
ชยันตร์,chaH yanM,noun,victory
ชโย,chaH yo:hM,interjection,"hooray, victory, congratulations!"
ชร.,chiiangM raaiM,"proper noun, abbreviation",[abbreviation for เชียงราย ] CRI
ชรบ.,chaawM raawM baawM,"noun, abbreviation",[abbreviation for ชุดรักษาความปลอดภัยหมู่บ้าน]
ชรา ,chaH raaM,adjective,"[of a person] elderly, senile, old or aged"
ชราภาพ,chaH raaM phaapF,noun,senility
ชราภาวาธิปไตย,chaH raaM phaaM waaM thipH bpaL dtaiM,noun,gerontocracy; rule by the elderly
ชล ,chohnM,"noun, adjective, poetic, ancient",water; water-borne
adjective,drowsy; stupid; foolish,,
ชล,chohnM laH,,[alternate pronunciation of ชล ]
ชลมารค,chohnM laH maakF,"adjective, adverb, formal, poetic, ancient, loanword, Sanskrit","[royal or poetic use] by water, riverborne"
ชลศาสตร์,chohnM saatL,noun,the science of water; aquatic science
ชลบุรี ,chohnM booL reeM,"proper noun, geographical","Chonburi, a province in central Thailand with a 1995 population of 982,975 (rank 18 of 76)"
ชลบุรีเอฟซี,chohnM booL reeM aehfL seeM,"proper noun, loanword","[Thai transcription of ""Chonburi FC""]"
ชลประทาน,chohnM laH bpraL thaanM,noun,irrigation
"noun, proper noun",[กรมชลประทาน] Royal Irrigation Department,,
ชลประทาน,chohnM bpraL thaanM,,[alternate pronunciation of ชลประทาน]
ชลา,chaH laaM,,[alternate spelling of ชาลา ]
ชล่า,chaH laaF,noun,[when used with เรือ ] a type of dugout boat
noun,[ชล่ากราบ] a type of dugout boat made from teak used in river commerce,,
ชล่ากราบ,chaH laaF graapL,noun,[ชล่ากราบ] a type of dugout boat made from teak used in river commerce
,,,
ชโลม,chaH lo:hmM,verb,to anoint; bathe; pour on
ชว,chaH waH,noun,speed; quickness
adjective,rapid; swift; speedy,,
ชวเลข,chaH waH laehkF,noun,shorthand (writing); stenography
ช่วง ,chuaangF,noun,portion; section; part; interval; distance; span
adjective,[is] bright; shining; luminous,,
,[prefix],,
adverb,[ช่วง ๆ] periodically; intermittently,,
noun,period of time,,
ช่วงค่ำรถติดยาวเป็นพืด,chuaangF khamF rohtH dtitL yaaoM bpenM pheuutF,example sentence,"In the evening, (lines of) traffic are long and continuous."
ช่วงชั้น,chuaangF chanH,noun,hierarchy; system of levels
ช่วงชิง,chuaangF chingM,verb,[ช่วงชิง] to snatch; grab; scramble for; seize; wrest; catch
ช่วงชิง,chuaangF chingM,verb,[ช่วงชิง] to compete; vie for; struggle; contest
ช่วงที่ดีที่สุด,chuaangF theeF deeM theeF sootL,noun,the best part
ช่วงที่ผมเริ่มเข้าไปทำงานแรก ๆ ลุงสังวาลย์ ผู้ซึ่งทุกวันนี้เกษียณไปนานแล้ว ทำหน้าที่คล้ายเป็นพี่เลี้ยง,chuaangF theeF phohmR reermF khaoF bpaiM thamM ngaanM raaekF loongM sangR waanM phuuF seungF thookH wanM neeH gaL siianR bpaiM naanM laaeoH thamM naaF theeF khlaaiH bpenM pheeF liiangH,example sentence,"When I first went to work, Uncle Sangwal, a many who has been retired for many years, was responsible for mentoring me."
ช่วงที่ผ่านมาบินไปต่างประเทศบ๊อยบ่อย แต่แน่นอนว่ามีความแซบมาฝากเพื่อน ๆแน่นอน,chuaangF theeF phaanL maaM binM bpaiM dtaangL bpraL thaehtF baawyH baawyL dtaaeL naaeF naawnM waaF meeM khwaamM saaepF maaM faakL pheuuanF pheuuanF naaeF naawnM,"example sentence, colloquial","Recently I have been flying overseas often, but I have a lot of really awesome things to tell you about, my friends."
ช่วงที่มีการทำประชามตินั้น ประชาชนมีเวลาน้อยมาก ซึ่งพ้นวิสัยที่ประชาชนธรรมดาจะอ่านรัฐธรรมนูญครบทุกมาตราได้,chuaangF theeF meeM gaanM thamM bpraL chaaM maH dtiL nanH bpraL chaaM chohnM meeM waehM laaM naawyH maakF seungF phohnH wiH saiR theeF bpraL chaaM chohnM thamM maH daaM jaL aanL ratH thaL thamM maH nuunM khrohpH thookH maatF dtraaM daiF,example sentence,The run up to the referendum gave the people very little time which made it impossible for the average person to read every article of the constitution.
ช่วงที่มีการพิจารณารับนักเรียนเพิ่มเติมหลังจากรอบแรก จะเป็นช่องทางให้มีการเรียกรับเงินแป๊ะเจี๊ยะมากที่สุด,chuaangF theeF meeM gaanM phiH jaaM raH naaM rapH nakH riianM pheermF dteermM langR jaakL raawpF raaekF jaL bpenM chaawngF thaangM haiF meeM gaanM riiakF rapH ngernM bpaeH jiaH maakF theeF sootL,example sentence,The period of time which students are chosen to attend school after the first (selection) round is the time in which the greatest amount of 'additional fees' are collected.
ช่วงนั้นผมต้องออกจากบ้าน ปล่อยให้เธออยู่บ้านคนเดียว,chuaangF nanH phohmR dtawngF aawkL jaakL baanF bplaawyL haiF thuuhrM yuuL baanF khohnM diaaoM,example sentence,...I had to leave the house and [I] left here there by herself.
ช่วงนี้,chuaangF neeH,adverb,at this period; lately at this time; presently
ช่วงนี้งานยุ่งมาก,chuaangF neeH ngaanM yoongF maakF,example sentence,It's fairly hectic at work lately.
ช่วงนี้ประเทศไทยฝนตกหนักมาก ทั้งในภาคเหนือภาคอีสาน ภาคกลาง แล้วก็ภาคใต้,chuaangF neeH bpraL thaehtF thaiM fohnR dtohkL nakL maakF thangH naiM phaakF neuuaR phaakF eeM saanR phaakF glaangM laaeoH gaawF phaakF dtaaiF,example sentence,"During this period Thailand experiences very heavy rain, including in the North, the Northeast, the Central region, and in the South."
ช่วงนี้เป็นช่วงการหาเสียงเลือกตั้ง นี่คือ ช่วงเวลาที่เหมาะสมสำหรับการวางหมากการเมือง,chuaangF neeH bpenM chuaangF gaanM haaR siiangR leuuakF dtangF neeF kheuuM chuaangF waehM laaM theeF mawL sohmR samR rapL gaanM waangM maakL gaanM meuuangM,example sentence,This is the campaign season; this is a good time to make a political move.
ช่วงนี้มันเจ็บแผลมากนะครับ,chuaangF neeH manM jepL phlaaeR maakF naH khrapH,example sentence,"During this period, her incision caused her a lot of pain."
ช่วงนี้มีเรื่องร้ายสองเรื่อง,chuaangF neeH meeM reuuangF raaiH saawngR reuuangF,example sentence,Recently the news carried two tragic stories.
ช่วงนี้สุขภาพไม่แข็งแรงเห็นว่าเข้าออกโรงพยาบาลบ่อย ๆ ,chuaangF neeH sookL khaL phaapF maiF khaengR raaengM henR waaF khaoF aawkL ro:hngM phaH yaaM baanM baawyL baawyL,example sentence,"During this time, he was in poor health; it seemed that he was in and out of the hospital all the time."
ช่วงนี้อากาศร้อนอ้าวหลังฝนหนักเริ่มทิ้งช่วง,chuaangF neeH aaM gaatL raawnH aaoF langR fohnR nakL reermF thingH chuaangF,example sentence,Now the weather has turned extremely hot after the rains have been delayed.
ช่วงบน,chuaangF bohnM,noun,upper portion
ช่วงปลายฤดูฝนเป็นช่วงน้ำเอ่อล้นฝั่งขึ้นท่วมทุ่งนา,chuaangF bplaaiM reuH duuM fohnR bpenM chuaangF naamH uuhrL lohnH fangL kheunF thuaamF thoongF naaM,example sentence,The end of the rainy season is the period when water overflows its banks and floods the [rice] fields.
ช่วงเปลี่ยนผ่าน,chuaangF bpliianL phaanL,noun,[ช่วงเปลี่ยนผ่าน] transition period
"ช่วงแรก ๆ ที่เขียนหนังสือ เวลาใครเรียกผมว่า ""นักเขียน"" ผมจะอาย",chuaangF raaekF theeF khiianR nangR seuuR waehM laaM khraiM riiakF phohmR waaF nakH khiianR phohmR jaL aaiM,example sentence,"When I first began writing, when someone called me a ‘writer’ I was embarrassed."
ช่วงล่าง,chuaangF laangF,noun,lower portion
ช่วงล่าง,chuaangF laangF,noun,[automotive] suspension
ช่วงเวลา,chuaangF waehM laaM,noun,period of time; interval; duration
ช่วงเวลาใดที่สมดุลยภาพของอำนาจใกล้เคียงกัน เส้นแบ่งแห่งความยุติธรรมก็จะแบ่ง ถูกผิด ออกมาค่อนข้างตรง,chuaangF waehM laaM daiM theeF saL maH doonM yaH phaapF khaawngR amM naatF glaiF khiiangM ganM senF baengL haengL khwaamM yootH dtiL thamM maH gaawF jaL baengL thuukL phitL aawkL maaM khaawnF khaangF dtrohngM,example sentence,"When power is roughly in balance, the distinction between right and wrong is fairly clear."
ช่วงเวลาใดที่อำนาจบางฝ่ายมีมากกว่า มันก็จะเอียงเข้าหาฝ่ายนั้น,chuaangF waehM laaM daiM theeF amM naatF baangM faaiL meeM maakF gwaaL manM gaawF jaL iiangM khaoF haaR faaiL nanH,example sentence,"[However,] when the power of one faction is greater than [the other], [justice] tilts toward the [greater] faction."
ช่วงเวลาที่เพาะขยายพันธุ์ได้ประมาณเจ็ดเดือน ส่วนอีกห้าเดือน ที่เหลือเกษตรกรก็ประสบกับภาวะว่างงาน...,chuaangF waehM laaM theeF phawH khaL yaaiR phanM daiF bpraL maanM jetL deuuanM suaanL eekL haaF deuuanM theeF leuuaR gaL saehtL dtraL gaawnM gaawF bpraL sohpL gapL phaaM waH waangF ngaanM,example sentence,"The breeding period [for these fish] is approximately seven months; for the other five months, [fish] farmers are out of work."
ช่วงเวลานี้จึงเป็นโอกาสที่กลุ่มพันธมิตรฯ จะยุติการชุมนุม เอาเวลาไปขบคิดเรื่องการเมืองใหม่ให้ตกผลึก,chuaangF waehM laaM neeH jeungM bpenM o:hM gaatL theeF gloomL phanM thaH mitH raH jaL yootH dtiL gaanM choomM noomM aoM waehM laaM bpaiM khohpL khitH reuuangF gaanM meuuangM maiL haiF dtohkL phaL leukL,example sentence,This would be a good time for the PAD to cease their protest and take time to give some thought to crystallizing the concepts of the New Politics.
ช่วงเวลานี้เป็นช่วงเวลาที่อ่อนไหวต่อความเชื่อมั่นทางเศรษฐกิจมากที่สุดตั้งแต่รัฐบาลไทยรักไทยได้เข้ามากุมบังเหียนประเทศไทย,chuaangF waehM laaM neeH bpenM chuaangF waehM laaM theeF aawnL waiR dtaawL khwaamM cheuuaF manF thaangM saehtL thaL gitL maakF theeF sootL dtangF dtaaeL ratH thaL baanM thaiM rakH thaiM daiF khaoF maaM goomM bangM hiianR bpraL thaehtF thaiM,example sentence,This is a period which is highly sensitive to economic confidence (and has been so ever) since the Thai Rak Thai part took the reins of government.
ช่วงเวลานี้เราไปทานข้าวที่ไหนได้บ้าง,chuaangF waehM laaM neeH raoM bpaiM thaanM khaaoF theeF naiR daiF baangF,example sentence,Where can we eat at this hour?
ช่วงสองเดือนที่ผ่านมา ผมใช้เวลาไปกับการเดินทางในต่างแดน ไอร์แลนด์ อังกฤษ และ สหรัฐอเมริกา,chuaangF saawngR deuuanM theeF phaanL maaM phohmR chaiH waehM laaM bpaiM gapL gaanM deernM thaangM naiM dtaangL daaenM aiM laaenM angM gritL laeH saL haL ratH aL maehM riH gaaM,example sentence,"During these past two months I spent my time traveling overseas to Ireland, England, and the United States."
ช่วงสั้น,chuaangF sanF,adverb,for a short period of time
ช่วงสามปีที่ผ่านมา เพื่อนผมแหกโค้งไปแล้วสามครั้งนะครับ,chuaangF saamR bpeeM theeF phaanL maaM pheuuanF phohmR haaekL kho:hngH bpaiM laaeoH saamR khrangH naH khrapH,example sentence,During the last three years my friend skidded out on a curve three times.
ช่วงสุดท้าย,chuaangF sootL thaaiH,noun,the final period or portion
ช่วงหน้าฝนเป็นช่วงที่ยุงเยอะมาก ๆเพราะว่ามันมีน้ำให้วางไข่,chuaangF naaF fohnR bpenM chuaangF theeF yoongM yuhH maakF maakF phrawH waaF manM meeM naamH haiF waangM khaiL,example sentence,The rainy season is the period where there are many mosquitoes because there is water where the can lay their eggs.
ช่วงหน้าหนาว นักฟุตบอลและแฟน ๆ ที่ชมการแข่งขันในสนามต้องเผชิญกับความหนาวเหน็บระดับติดลบ,chuaangF naaF naaoR nakH footH baawnM laeH faaenM theeF chohmM gaanM khaengL khanR naiM saL naamR dtawngF phaL cheernM gapL khwaamM naaoR nepL raH dapL dtitL lohpH,example sentence,"In the winter, football players and their fans in the stadium must put up with shivering cold [and] below-zero temperatures."
ช่วงหนึ่งในชีวิตของผมที่มีปากเสียงกับภรรยา...,chuaangF neungL naiM cheeM witH khaawngR phohmR theeF meeM bpaakL siiangR gapL phanM raH yaaM,example sentence,At one point in my life during when I was quarreling with my wife...
ช่วงหัวเลี้ยวหัวต่อ,chuaangF huaaR liaaoH huaaR dtaawL,noun,[ช่วงหัวเลี้ยวหัวต่อ] a period of transition; critical juncture
ช่วงไหนจะจีบก็มาถี่ ๆ อยู่กันดี ๆ ก็หายไปซะงั้น,chuaangF naiR jaL jeepL gaawF maaM theeL yuuL ganM deeM gaawF haaiR bpaiM saH nganH,example sentence,"Whenever he was in a courtship relationship with me, he’d come [to see me] again and again. Then, suddenly, he’d disappear, just like that."
ช่วงไหนจะจีบก็มาถี่ ๆ อยู่ดี ๆ ก็หายไปซะงั้น,chuaangF naiR jaL jeepL gaawF maaM theeL yuuL deeM deeM gaawF haaiR bpaiM saH nganH,example sentence,"Whenever he would come to court me, he’d flirt again and again. Then, suddenly, he’d disappear, just like that."
ช่วงอายุระหว่าง ๑๕-๒๕ ปี เป็นช่วงอายุที่คาบเกี่ยวระหว่างวัยรุ่นตอนปลายกับวัยผู้ใหญ่ตอนต้น,chuaangF aaM yooH raH waangL sipL haaF yeeF sipL haaF bpeeM bpenM chuaangF aaM yooH theeF khaapF giaaoL raH waangL waiM roonF dtaawnM bplaaiM gapL waiM phuuF yaiL dtaawnM dtohnF,example sentence,The ages from 15 to 25 constitute the period overlapping late teens and early adulthood.
ช่วง ๆ,chuaangF chuaangF,adverb,[ช่วง ๆ] periodically; intermittently
ชวด ,chuaatF,"verb, transitive, intransitive, colloquial",[slang] to miss or skip
,great grandparent,,
"noun, proper noun","[ปีชวด] the Rat; the first year of the Chinese astrological cycle, marked by the symbol of a rat",,
ชวน ,chuaanM,verb,to persuade; to induce; to urge; to invite; to ask; to influence; to prevail upon; to agree
proper noun,Chuan [a Thai given name],,
ชวนเชื่อ,chuaanM cheuuaF,verb,[ชวนเชื่อ] to propogandize
,,,
ชวนเชิญ,chuaanM cheernM,verb,to invite
ช่วย ,chuayF,verb,to help; to aid; to assist; to contribute; to please
"verb, interjection",Please...,,
verb,[ไม่ช่วย] <subject> doesn't help; <subject> hasn't helped,,
verb,[ได้ช่วย] [past and perfect tenses] <subject> has helped; <subject> helped; <subject> did help,,
verb,[ไม่ได้ช่วย] <subject> didn't help,,
verb,[จะช่วย] <subject> will help,,
verb,[จะไม่ช่วย] <subject> won't help,,
verb,[จะได้ช่วย] <subject> will be able to help,,
verb,[จะไม่ได้ช่วย] <subject> won't be able to help,,
verb,[ต้องช่วย] <subject> must help,,
verb,[ไม่ต้องช่วย] <subject> doesn't have to help,,
verb,[จะต้องช่วย] <subject> will have to help,,
verb,[จะต้องไม่ช่วย] <subject> will have to not help,,
verb,[จะต้องได้ช่วย] <subject> will have to be able to help,,
verb,[จะต้องไม่ได้ช่วย] <subject> will have to be unable to help,,
verb,[เคยช่วย] <subject> has already helped; <subject> has (ever) helped,,
verb,[ไม่เคยช่วย] <subject> has never helped,,
verb,[เพิ่งช่วย] <subject> has just helped,,
verb,[เพิ่งจะช่วย] <subject> has just recently helped,,
verb,[เพิ่งได้ช่วย] <subject> did just help,,
verb,[กำลังช่วย] <subject> is (in the process of) helping,,
verb,[กำลังจะช่วย] <subject> is about to help; <subject> was about to help,,
verb,[ไม่ได้กำลังช่วย] <subject> is not helping; <subject> was not helping,,
verb,[ยังช่วย] <subject> still helps,,
verb,[ยังไม่ช่วย] <subject> still hasn't helped,,
verb,[ยังไม่ได้ช่วย] <subject> still hasn't been able to help,,
verb,[ยังไม่เคยช่วย] <subject> still has never helped,,
verb,[ยังไม่ต้องช่วย] <subject> still doesn't have to help,,
verb,[คงช่วย] <subject> probably helps,,
verb,[คงไม่ช่วย] <subject> probably doesn't help,,
verb,[ต้องช่วย] <subject> must help,,
verb,[ต้องการช่วย] <subject> needs to help,,
noun,[การช่วย] [the activity of] helping,,
verb,[มาช่วย] to come (and) help,,
ช่วยกัน,chuayF ganM,"verb, intransitive, phrase",mutual assistance and cooperation
ช่วยกัน,chuayF ganM,verb,to help each other
ช่วยกันดูแลหน่อยเธอ นี่บ้านนะ ไม่ใช่โรงแรม,chuayF ganM duuM laaeM naawyL thuuhrM neeF baanF naH maiF chaiF ro:hngM raaemM,example sentence," 'We have to help each other doing things; this is our home, not a hotel.' ”"
ช่วยเก็บเล่มนี้เอาไว้ที่บ้านคุณให้ก่อนได้ไหมครับ,chuayF gepL lemF neeH aoM waiH theeF baanF khoonM haiF gaawnL daiF maiH khrapH,example sentence,Can you keep this book for me in your house?
ช่วยเก็บหนังสือเล่มนี้เอาไว้ที่บ้านคุณให้หน่อยได้ไหมครับ,chuayF gepL nangR seuuR lemF neeH aoM waiH theeF baanF khoonM haiF naawyL daiF maiH khrapH,example sentence,Can you keep this book for me in your house?
ช่วยขยับรถให้หน่อยค่ะ,chuayF khaL yapL rohtH haiF naawyL khaF,example sentence,Please move your car over just a bit.
ช่วยขับช้าลงหน่อยค่ะ ,chuayF khapL chaaH lohngM naawyL khaF,example sentence,Please drive more slowly.
ช่วยขึ้นทางด่วนด้วยค่ะ ,chuayF kheunF thaangM duaanL duayF khaF,example sentence,Please take the toll road.
