word,spell,type,meaning
ฉ้อ,chaawF,verb,"to cheat, scam, swindle, or embezzle"
adjective,[ขี้ฉ้อ] [is] (a) scamming (person); cheating,,
ฉ้อกลางเมือง ,chaawF glaangM meuuangM,"verb, intransitive",to defraud the public
ฉ้อโกง,chaawF go:hngM,verb,to cheat
ฉ้อฉล,chaawF chohnR,verb,to defraud; embezzle; bilk; swindle; fleece
ฉ้อฉล,chaawF chohnR,adjective,[is] deceptive; fraudulent; dishonest
ฉ้อราษฎร์บังหลวง,chaawF raatF bangM luaangR,"adjective, verb",[is] corrupt (in a government position); to embezzle; peculate; swindle
ฉ่อง,chaawngL,"verb, intransitive",to shine
adjective,[is] bright,,
adjective,narrow at the bottom and wide at the top,,
noun,[คันฉ่อง] two-fold mirror; cosmetic/dressing mirror,,
ฉ่อย ,chaawyL,noun,a [specific type of] Thai folk song accompanied by กรับ 
ฉะ,chaL,verb,to slash; chop; hack; cut; hit
verb,to quarrel; argue; bicker; brawl; fight; attack; scold,,
ฉะฉาน,chaL chaanR,adjective,[speaks] distinctly and clearly; [is] lucid and forceful (in articulation)
adverb,distinctly; clearly; forcefully,,
ฉะเชิงเทรา ,chaL cheerngM saoM,"proper noun, geographical","Chachoengsao, a province in central Thailand with a 1995 population of 609,241 (rank 38 of 76)"
ฉะนั้น,chaL nanH,adverb,consequently; thus
ฉะนั้นก็อาจจะสรุปได้ว่า ขอเสียงหน่อย นะครับ แค่นิดหน่อยก็พอ ไม่ต้องมาก,chaL nanH gaawF aatL jaL saL roopL daiF waaF khaawR siiangR naawyL naH khrapH khaaeF nitH naawyL gaawF phaawM maiF dtawngF maakF,example sentence,"Therefore, we can summarize as follows: Let’s have some noise, but only a little bit – we don’t need a lot."
ฉะนั้น จึงไม่ต้องมีดี-ชั่วในการแบ่งประเภท,chaL nanH jeungM maiF dtawngF meeM deeM chuaaF naiM gaanM baengL bpraL phaehtF,example sentence,"Thus, there need be no good or evil [used] in in taxonomy or classification."
ฉะนั้นฉันอยากให้เธอคบกับฉันแบบเพื่อนไปก่อน จะได้ไหม,chaL nanH chanR yaakL haiF thuuhrM khohpH gapL chanR baaepL pheuuanF bpaiM gaawnL jaL daiF maiH,example sentence,"Therefore, I want you to have a relationship with me as a friend first. Is this possible?"
ฉะนั้น เด็ก ๆ ต้องได้ฝ่าคืบอย่าเอาศอก,chaL nanH dekL dekL dtawngF daiF faaL kheuupF yaaL aoM saawkL,example sentence,"So, kids, take what you can get, don’t be greedy. [So, kids, take an inch, don’t take a mile]"
ฉะนั้น แม้เจ้าของภาษาจะรับรู้ภาษาแม่แล้ว แต่ก็ยังต้องเรียนรู้อีก ๓ เรื่อง,chaL nanH maaeH jaoF khaawngR phaaM saaR jaL rapH ruuH phaaM saaR maaeF laaeoH dtaaeL gaawF yangM dtawngF riianM ruuH eekL saamR reuuangF,example sentence,"Therefore, even native speakers who already have absorbed their mother tongue, still need to learn three things:."
ฉะนี้,chaL neeH,adverb,consequently; so; thus
ฉะบับ,chaL bapL,,[alternate spelling of ฉบับ ]
ฉะเพาะ,chaL phawH,,[alternate spelling of เฉพาะ ]
ฉะอ้อน ,chaL aawnF,verb,to coax; talk one out of something; to urge
adjective,graceful; slender; shapely; statuesque,,
ฉัตร,chatL,noun,a royal (multi-tiered) umbrella; parasol
noun,teacher,,
noun,[name of] a constellation,,
ฉัตรมงคล,chatL dtraL mohngM khohnM,noun,coronation ceremony
ฉัน ,chanR,pronoun,"[used by females in an informal setting—also used by males with intimate friends or lovers] I, me, my"
pronoun,"[the possessive determiner] ""my",,
conjunction,as if; on the basis of; acting as,,
verb,[holy language used by monks] to eat,,
ฉัน,chanH,,[alternate pronunciation of ฉัน ]
ฉันก็คิดถึงคุณค่ะ ,chanR gaawF khitH theungR khoonM khaF,example sentence,"I missed you, too"" [spoken by a woman]"
ฉันก็คิดถึงเธอ,chanR gaawF khitH theungR thuuhrM,example sentence,I miss you too.
ฉันก็ได้แต่เพ้ออันไปลม ๆ แล้ง ๆ ตามประสาคนไม่เคยมีความรัก,chanR gaawF daiF dtaaeL phuuhrH anM bpaiM lohmM lohmM laaengH laaengH dtaamM bpraL saaR khohnM maiF kheeuyM meeM khwaamM rakH,example sentence,I only have foolish dreams like someone who has never been in love.
ฉันก็ปากหนักที่ไม่ถามท่านตอนนั้นซะเลย ปล่อยให้วันเวลาล่วงผ่านมาได้เกือบเดือนแล้ว,chanR gaawF bpaakL nakL theeF maiF thaamR thanF dtaawnM nanH saH leeuyM bplaawyL haiF wanM waehM laaM luaangF phaanL maaM daiF geuuapL deuuanM laaeoH,example sentence,I held my tongue and did not ask him right then and there; I had off asking him for almost a month.
ฉันก็รักเธอ,chanR gaawF rakH thuuhrM,example sentence,I love you too.
ฉันกำลังจะโทรหาคุณ แต่ฉันดันลืมมือถือไว้ในรถ,chanR gamM langM jaL tho:hM haaR khoonM dtaaeL chanR danM leuumM meuuM theuuR waiH naiM rohtH,example sentence,I was about to call you but I forgot my phone in the car.
ฉันกำลังมองหางานทำหลังจากเรียนจบ,chanR gamM langM maawngM haaR ngaanM thamM langR jaakL riianM johpL,example sentence,I am currently looking for a job to do after I finish my education.
ฉันกินกระจกได้,chanR ginM graL johkL daiF,example sentence,I can eat glass.
ฉันกินและเขาพูดเร็ว,chanR ginM laeH khaoR phuutF reoM,example sentence,"I ate, and he spoke, quickly."
ฉันกินเห็ดไม่ได้เลย ,chanR ginM hetL maiF daiF leeuyM,example sentence,I cannot eat mushrooms at all.
ฉันกินอาหารจานไหนได้บ้างคะ ,chanR ginM aaM haanR jaanM naiR daiF baangF khaH,example sentence,What dishes can I eat?
ฉันเก็บเอาไว้ ให้เธอ,chanR gepL aoM waiH haiF thuuhrM,example sentence,I’ll devote it all to you.
ฉันเกลียดน้ำหน้าหมอนั่น,chanR gliiatL naamH naaF maawR nanF,,I detest the likes of that guy!
ฉันเกลียดอ้ายตำรวจนอกรีต มาหาเศษหาเลยกับชาวบ้านที่หาเช้ากินค่ำ ,chanR gliiatL aaiF dtamM ruaatL naawkF reetF maaM haaR saehtL haaR leeuyM gapL chaaoM baanF theeF haaR chaaoH ginM khamF,example sentence,I can’t stand those depraved cops! They’re always coming around and nickel and diming the poor locals who are living hand to mouth.
ฉันโกรธเขาไม่ลง ,chanR gro:htL khaoR maiF lohngM,example sentence,I just can’t bring myself to get mad at him.
ฉันขอโทษที่รบกวน,chanR khaawR tho:htF theeF rohpH guaanM,example sentence,Sorry to bother you. (spoken by a woman).
ฉันขายรถคันนี้ไม่ลง มันเหมือนเป็นส่วนหนึ่งของฉัน ,chanR khaaiR rohtH khanM neeH maiF lohngM manM meuuanR bpenM suaanL neungL khaawngR chanR,example sentence,"I just can’t bring myself to sell this car, it’s like a part of me."
ฉันเข้าไปในเมืองและใช้จ่ายเงินจำนวนมากเป็นครั้งคราว,chanR khaoF bpaiM naiM meuuangM laeH chaiH jaaiL ngernM jamM nuaanM maakF bpenM khrangH khraaoM,example sentence,Every now and then I go to town and spend lots of money.
ฉันควรจะกลับไปเชียงใหม่สัปดาห์หน้า ,chanR khuaanM jaL glapL bpaiM chiiangM maiL sapL daaM naaF,example sentence,I ought to go back to Chiang Mai next week.
ฉันคิดถึงคุณ,chanR khitH theungR khoonM,example sentence,I miss you.
ฉันคิดไม่ถึงจริง ๆ ว่าคนที่สังคมยกย่องว่าเป็นคนดีจะทำเรื่องเลวทรามได้ถึงขนาดนี้,chanR khitH maiF theungR jingM waaF khohnM theeF sangR khohmM yohkH yaawngF waaF bpenM khohnM deeM jaL thamM reuuangF laayoM saamM daiF theungR khaL naatL neeH,example sentence,I just can’t understand how someone who is so respected by the public can do something as awful as this.
ฉันคิดว่าคุณทราบว่าหมาไล่รถ,chanR khitH waaF khoonM saapF waaF maaR laiF rohtH,example sentence,I think that you know that dogs chase cars.
ฉันคิดว่าเธอต้องอยากรู้,chanR khitH waaF thuuhrM dtawngF yaakL ruuH,example sentence,"""I just thought that you needed and wanted to know."""
ฉันเคยตบหล่อนไปครั้งนึง หล่อนคงยังโกรธฉันอยู่,chanR kheeuyM dtohpL laawnL bpaiM khrangH neungM laawnL khohngM yangM gro:htL chanR yuuL,example sentence,I slapped her once; she might still be angry at me.
,,,
ฉันเคยไปที่นั่นสองครั้งแล้ว ,chanR kheeuyM bpaiM theeF nanF saawngR khrangH laaeoH,example sentence,I have been there twice already.
ฉันแค่เอ็นดูเธอ,chanR khaaeF enM duuM thuuhrM,example sentence,I love only you.
ฉันฆ่าม้าแก่ตัวนี้ไม่ลง ,chanR khaaF maaH gaaeL dtuaaM neeH maiF lohngM,example sentence,I just can’t bring myself to kill the old horse.
ฉันจะกลับบ้านตอนเย็น ,chanR jaL glapL baanF dtaawnM yenM,example sentence,I will go home in the evening.
ฉันจะกลับบ้านทันทีที่งานเสร็จ ,chanR jaL glapL baanF thanM theeM theeF ngaanM setL,example sentence,I will go home as soon as the work is finished.
ฉันจะกลับมาในไม่ช้า ,chanR jaL glapL maaM naiM maiF chaaH,example sentence,I will come back soon.
ฉันจะขับรถคันนั้นเอง ,chanR jaL khapL rohtH khanM nanH aehngM,example sentence,I will drive that car myself.
ฉันจะขับรถเอง ,chanR jaL khapL rohtH aehngM,example sentence,I will drive the car myself.
ฉันจะเขียนหนังสือไว้,chanR jaL khiianR nangR seuuR waiH,example sentence,I will leave a letter (for him).
ฉันจะช่วยคุณเอง,chanR jaL chuayF khoonM aehngM,phrase,I'll help you myself.
ฉันจะต้องไปเดี๋ยวนี้แล้ว ,chanR jaL dtawngF bpaiM diaaoR neeH laaeoH,example sentence,I must go now.
ฉันจะต้องไปตัดผม ,chanR jaL dtawngF bpaiM dtatL phohmR,example sentence,I must go and have a haircut.
ฉันจะทำอะไรก่อนดี,chanR jaL thamM aL raiM gaawnL deeM,example sentence,What should I do first?
ฉันจะทำอะไรก่อนดีนะ เล่นเฟซบุ๊กออนบีบี แต่มันก็ทำได้พร้อมกันอยู่แล้วนี่,chanR jaL thamM aL raiM gaawnL deeM naH lenF faehsF bookH aawnM beeM beeM dtaaeL manM gaawF thamM daiF phraawmH ganM yuuL laaeoH neeF,example sentence,"What should I do first? [Should I] do Facebook or get on-line with my Blackberry account? But, [what am I thinking?] I can do both at the same time!"
ฉันจะบอกเลิกเขาแล้วนะ เขาเรื่องมาก ทั้งต้องไปรับไปส่ง ต้องโทรหาก่อนนอน ต้องรายงานตัวตลอด แม้กระทั่งเข้าห้องน้ำ ก็ต้องบอกว่าเข้าไปทำอะไร ,chanR jaL baawkL leerkF khaoR laaeoH naH khaoR reuuangF maakF thangH dtawngF bpaiM rapH bpaiM sohngL dtawngF tho:hM haaR gaawnL naawnM dtawngF raaiM ngaanM dtuaaM dtaL laawtL maaeH graL thangF khaoF haawngF naamH gaawF dtawngF baawkL waaF khaoF bpaiM thamM aL raiM,example sentence,"I’m going to break up with her. She’s so demanding. I have to take her to work and pick her up...Call her before going to sleep...have to report in all the time, even when I go to the bathroom, I have to report what I do."
ฉันจะบ้าตาย! ,chanR jaL baaF dtaaiM,"example sentence, colloquial",I feel so crazy I could die!
ฉันจะปฏิเสธไปก็ดูกระไรอยู่ ,chanR jaL bpaL dtiL saehtL bpaiM gaawF duuM graL raiM yuuL,example sentence,It would be rude for me to refuse.
ฉันจะไปคนเดียว ,chanR jaL bpaiM khohnM diaaoM,example sentence,I am going alone.
ฉันจะไปเดี๋ยวนี้แหล่ะ ,chanR jaL bpaiM diaaoR neeH laeL,"example sentence, colloquial",I will come now.
ฉันจะไปพบคุณที่สามเสน ,chanR jaL bpaiM phohpH khoonM theeF saamR saehnR,example sentence,(I) will see you at Samsen.
ฉันจะไปพรุ่งนี้ ,chanR jaL bpaiM phroongF neeH,example sentence,I will go tomorrow.
ฉันจะไปรับเพื่อนที่ธนบุรี ,chanR jaL bpaiM rapH pheuuanF theeF thohnM booL reeM,example sentence,I am going to Tonburi to pick up a friend.
ฉันจะไปหาเขาวันนี้ ,chanR jaL bpaiM haaR khaoR wanM neeH,example sentence,I will go and see him today.
ฉันจะไปหาคุณปรีชาวันที่สิบ ,chanR jaL bpaiM haaR khoonM bpreeM chaaM wanM theeF sipL,example sentence,I will go and see Mr. Preechar on the 10th.
ฉันจะไปหาแดง ,chanR jaL bpaiM haaR daaengM,example sentence,I am going to see Dang.
ฉันจะไปหาเพื่อนที่อยู่บ้านใหญ่โน้น ,chanR jaL bpaiM haaR pheuuanF theeF yuuL baanF yaiL no:hnH,example sentence,I am going to see my friend who lives in that big house over there.
ฉันจะไปอาบน้ำ,chanR jaL bpaiM aapL naamH,phrase,I'm going to take a shower.
ฉันจะพบคุณได้ที่ไหน ,chanR jaL phohpH khoonM daiF theeF naiR,example sentence,Where will I see (meet) you?
ฉันจะรอเธอจนกว่าจะตาย,chanR jaL raawM thuuhrM johnM gwaaL jaL dtaaiM,example sentence,I will wait for you until I die.
ฉันจะรอเธอจนถึงพรุ่งนี้เช้า,chanR jaL raawM thuuhrM johnM theungR phroongF neeH chaaoH,example sentence,I will wait for you until tomorrow morning.
ฉันจะรอเธอไปจนตาย,chanR jaL raawM thuuhrM bpaiM johnM dtaaiM,example sentence,I will wait for you until my death.
ฉันจะรักสำหรับคุณเสมอ,chanR jaL rakH samR rapL khoonM saL muuhrR,example sentence,"I'll have love for you, always."
ฉันจะลงที่นี่ค่ะ ,chanR jaL lohngM theeF neeF khaF,example sentence,I'll get out here.
ฉันจะลงที่นี่แหละ ,chanR jaL lohngM theeF neeF laeL,example sentence,I will get out of the car here.
ฉันจะล่อมันเอง,chanR jaL laawF manM aehngM,example sentence,I'll deal with him myself.
ฉันจะสืบให้รู้ให้ได้ว่าเขาเป็นใครกันแน่,chanR jaL seuupL haiF ruuH haiF daiF waaF khaoR bpenM khraiM ganM naaeF,"example sentence, colloquial",I will totally find out the truth about who he really is!
ฉันจึงคิดต่อว่า คงไม่เป็นไรนะแป๊บเดียวที่ถุงอยู่ใน,chanR jeungM khitH dtaawL waaF khohngM maiF bpenM raiM naH bpaaepH diaaoM theeF thoongR yuuL naiM,example sentence,"So, I think to myself, well, there’s nothing wrong; the bag has been [in the bowl] for only a brief moment."
ฉันฉุนกึกและนึกโมโหตัวเองที่ทำให้เกิดเรื่องเช่นนี้ขึ้น,chanR choonR geukL laeH neukH mo:hM ho:hR dtuaaM aehngM theeF thamM haiF geertL reuuangF chenF neeH kheunF,example sentence,I got very angry at myself that I caused this to occur.
ฉันชอบเขาไม่ใช่เพราะว่าเขาเป็นหมอและหล่อ แต่เพราะความคิดและทัศนคติของเขา,chanR chaawpF khaoR maiF chaiF phrawH waaF khaoR bpenM maawR laeH laawL dtaaeL phrawH khwaamM khitH laeH thatH saL naH khaH dtiL khaawngR khaoR,example sentence,"I like him, not because he is a doctor and is handsome, but because of his ideas and perspectives."
ฉันชอบจมูกบี้ของเธอทำให้หน้าเธอน่ารักเหมือนตุ๊กตา,chanR chaawpF jaL muukL beeF khaawngR thuuhrM thamM haiF naaF thuuhrM naaF rakH meuuanR dtookH gaL dtaaM,example sentence,I like your stubby little nose; it makes you look as cute as a doll.
"ฉันชอบเดินทางด้วยรถไฟนะ ชอบดูผู้คน รู้สึกว่ารถไฟไม่บีบให้ชีวิตต้องหยุดนิ่ง"" คนท้องร่วมวงสนทนา ",chanR chaawpF deernM thaangM duayF rohtH faiM naH chaawpF duuM phuuF khohnM ruuH seukL waaF rohtH faiM maiF beepL haiF cheeM witH dtawngF yootL ningF khohnM thaawngH ruaamF wohngM sohnR thaH naaM,example sentence,"“I like travelling by train; I like to watch people. I feel that trains do not force my life to stand still,” the pregnant woman said, joining the conversation."
ฉันชอบเที่ยวภูเขา,chanR chaawpF thiaaoF phuuM khaoR,example sentence,I like mountaineering.
ฉันชอบพกไดอารี่ติดตัวไปไหนมาไหนด้วยเสมอ,chanR chaawpF phohkH daiM aaM reeF dtitL dtuaaM bpaiM naiR maaM naiR duayF saL muuhrR,example sentence,I always like to carry a diary with me wherever I go.
ฉันชอบเสื้อผ้าที่บางเบาใส่สบายมากกว่าผ้าหนา ๆ,chanR chaawpF seuuaF phaaF theeF baangM baoM saiL saL baaiM maakF gwaaL phaaF naaR,example sentence,I like (wearing) light and breezy clothes (because) they are more comfortable than heavy clothes.
ฉันชอบห้องที่ใช้สีขาว ดูกว้างขวางสะอาดตาดี,chanR chaawpF haawngF theeF chaiH seeR khaaoR duuM gwaangF khwaangR saL aatL dtaaM deeM,example sentence,I like rooms which [are painted] white; [they] seem large and tidy.
ฉันชื่อ... ,chanR cheuuF,"phrase, colloquial","[spoken by a female] ""My name is..."
ฉันเชื่อแล้วว่านักเขียนในประเทศนี้ไส้แห้งจริง ๆ,chanR cheuuaF laaeoH waaF nakH khiianR naiM bpraL thaehtF neeH saiF haaengF jingM jingM,example sentence,Now I really do believe that writers in this country really are poverty stricken.
ฉันซื้อกระโปรงนี่มาฝากพี่พิกุล เธอชอบมั้ยนะ,chanR seuuH graL bpro:hngM neeF maaM faakL pheeF phiH goonM thuuhrM chaawpF maiH naH,example sentence,I bought this skirt for [big-sister] Phikun – will she like it? [Do you suppose she will?].
ฉันซื้อกระโปรงนี่มาฝาก หนูชอบมั้ยล่ะ,chanR seuuH graL bpro:hngM neeF maaM faakL nuuR chaawpF maiH laF,example sentence,I bought you this skirt – do you like it? [How about it – do you?].
ฉันซื้อผ้ามาฝากชิ้นหนึ่งล่ะ,chanR seuuH phaaF maaM faakL chinH neungL laF,example sentence,Look at this piece of cloth I bought for you!
,,,
ฉันซื้อเสื้อท่อนบนมาตัวหนึ่ง เหมือนกับของเธอ นี่ไง,chanR seuuH seuuaF thaawnF bohnM maaM dtuaaM neungL meuuanR gapL khaawngR thuuhrM neeF ngaiM,example sentence,"I bought a new blouse-top, just like yours. This is it."
ฉันญาติ,chanR yaatF,"adverb, phrase",like members of the same family
ฉันญาติพี่น้อง,chanR yaatF pheeF naawngH,"adverb, phrase",like family; like members of the same family; like close relatives
ฉันดีใจเป็นที่สุดเลยค่ะที่ทราบข่าวว่าการผ่าตัดปลอดภัย ,chanR deeM jaiM bpenM theeF sootL leeuyM khaF theeF saapF khaaoL waaF gaanM phaaL dtatL bplaawtL phaiM,example sentence,I was so happy when I heard the good news that you came through your operation safely.
ฉันดีใจเป็นล้นพ้น วางใจว่ากลับไปจะต้องเจอกระเป๋าของแม่แน่ ๆ,chanR deeM jaiM bpenM lohnH phohnH waangM jaiM waaF glapL bpaiM jaL dtawngF juuhrM graL bpaoR khaawngR maaeF naaeF,example sentence,I was extremely happy; I was confident that when I returned I would find my mother’s handbag for sure.
ฉันเดินแกมวิ่งฝ่าฝูงชนทั้ง ๆ หน้าตาผมเผ้าเลอะเทอะรุงรัง,chanR deernM gaaemM wingF faaL fuungR chohnM thangH naaF dtaaM phohmR phaoF luhH thuhH roongM rangM,example sentence,"I half walked, half ran, against the crowd while my looks and hair were dirty and wild."
ฉันเดินซื้อของเพลินจนลืมเวลานัดหมาย,chanR deernM seuuH khaawngR phleernM johnM leuumM waehM laaM natH maaiR,example sentence,I was having such a good time shopping that I forgot all about our date.
ฉันเดินไปที่ต้นไม้เห็นตัวแมลงเล็ก ๆ บินว่อนเป็นกลุ่มใหญ่,chanR deernM bpaiM theeF dtohnF maaiH henR dtuaaM maH laaengM lekH lekH binM waawnF bpenM gloomL yaiL,example sentence,"[As] I was walking among the trees, I saw a large swarm of small bugs fluttering around."
ฉันโดนแม่เทศน์เสียหลายกัณฑ์เลย,chanR do:hnM maaeF thaehtF siiaR laaiR ganM leeuyM,example sentence,My mother read me the riot act.
ฉันใด,chanR daiM,conjunction,why
ฉันใด,chanR daiM,adverb,Just as...
ฉันได้เงินจากลูกหนี้เป็นเบี้ยหัวแตกทั้งนั้น แต่จะไม่เอาก็ไม่ได้เพราะกลัวหนี้สูญไปเฉย,chanR daiF ngernM jaakL luukF neeF bpenM biiaF huaaR dtaaekL thangH nanH dtaaeL jaL maiF aoM gaawF maiF daiF phrawH gluaaM neeF suunR bpaiM cheeuyR,example sentence,"All the money I receive from debtors is in little bits and pieces; but, if I do not get [the money] this way I won’t get it at all because I am concerned that the debts will be completely uncollectable."
ฉันได้เตือนเขาจนปากเปียกแล้ว แต่เขาไม่ยอมฟังเสียงใคร,chanR daiF dteuuanM khaoR johnM bpaakL bpiiakL laaeoH dtaaeL khaoR maiF yaawmM fangM siiangR khraiM,example sentence,"I have warned him over and over again; but, he would listen to anyone."
ฉันได้ยินทะเลาะเพรียกหามาตามสายลม,chanR daiF yinM thaH lawH phriiakF haaR maaM dtaamM saaiR lohmM,example sentence,I heard arguing and shouting carried the breeze.
ฉันได้รับของที่คุณส่งมาแล้วเมื่อเย็นนี้,chanR daiF rapH khaawngR theeF khoonM sohngL maaM laaeoH meuuaF yenM neeH,example sentence,I received the stuff that you sent me this evening.
ฉันได้รับจดหมายฉบับเดียวเท่านั้น ,chanR daiF rapH johtL maaiR chaL bapL diaaoM thaoF nanH,example sentence,I have received one letter only.
ฉันตกตะลึงตาเหลือกเมื่อเห็นเลือดหยดไหลเป็นทาง,chanR dtohkL dtaL leungM dtaaM leuuakL meuuaF henR leuuatF yohtL laiR bpenM thaangM,example sentence,I was shocked with my eyes wide open when I saw the trail of blood drops.
ฉันต้องการเขียนจดหมายสองฉบับ ,chanR dtawngF gaanM khiianR johtL maaiR saawngR chaL bapL,example sentence,I want to write two letters.
ฉันต้องการน้ำตาลหนึ่งกิโลครึ่ง ,chanR dtawngF gaanM namH dtaanM neungL giL lo:hM khreungF,example sentence,I want 1½ kilos of sugar.
ฉันต้องการผ้าแดงลายดอกเหลือง ,chanR dtawngF gaanM phaaF daaengM laaiM daawkL leuuangR,example sentence,I want some red cloth with a yellow flowery pattern.
ฉันต้องการมะละกอใหญ่ ๆ หนึ่งลูก ,chanR dtawngF gaanM maH laH gaawM yaiL yaiL neungL luukF,example sentence,I want one large papaya.
ฉันต้องการให้คุณอยู่กับฉันและไม่คุยหรือมองผู้หญิงคนอื่นอีก,chanR dtawngF gaanM haiF khoonM yuuL gapL chanR laeH maiF khuyM reuuR maawngM phuuF yingR khohnM euunL eekL,example sentence,"[spoken by a female] ""I want you to be with me and not chat with—or look at—other women any more."
ฉันต้องการอีกสามเล่ม ,chanR dtawngF gaanM eekL saamR lemF,example sentence,I want three more books.
ฉันต้องไปดักหน้าเขาไว้ก่อน เพื่อบอกความจริงกับเขา,chanR dtawngF bpaiM dakL naaF khaoR waiH gaawnL pheuuaF baawkL khwaamM jingM gapL khaoR,example sentence,I have to have to go and block him first in order the tell him the truth.
