word,spell,type,meaning
พ.ร.บ. ว่าด้วยสิทธิ,phaawM raawM baawM waaF duayF sitL thiH,noun,Bill of Rights
พ.ศ. ,phaawM saawR,"noun, abbreviation",[abbreviation for พุทธศักราช] B.E.
พ.อ.,phanM aehkL,"noun, abbreviation",[abbreviation for พันเอก]
พ.อ.ต.,phanM jaaL aaM gaatL dtreeM,abbreviation,[abbreviation for พันจ่าอากาศตรี]
พ.อ.ท.,phanM jaaL aaM gaatL tho:hM,"noun, abbreviation",[abbreviation for พันจ่าอากาศโท]
พ.อ.อ.,phanM jaaL aaM gaatL aehkL,abbreviation,[abbreviation for พันจ่าอากาศเอก]
พก ,phohkH,noun,a pocket in a panung or sarong
พก ,phohkH,verb,to carry in the pocket
พก ,phohkH,noun,earth; ground
พก ,phohkH,adjective,[is] fatigued
พก ,phohkH,verb,to collapse; to crumble down; to fall down
พก ,phohkH,verb,to double back; retrace (one's) steps
พกพา,phohkH phaaM,adjective,[is] portable
พกลม,phohkH lohmM,verb,to lie; tell falsehoods
พกหินอย่าพกนุ่น,phohkH hinR yaaL phohkH noonF,"example sentence, idiom","""Believe nothing of what you hear, and only half of what you see."""
พกอาวุธ ,phohkH aaM wootH,verb,carry a weapon
พขร.,phaawM khaawR raawM,"noun, abbreviation",[abbreviation for พนักงานขับรถ] driver
พคท.,phaawM khaawM thaawM,"proper noun, abbreviation",[abbreviation for พรรคคอมมิวนิสต์แห่งประเทศไทย] CPT
พง ,phohngM,noun,"forest undergrowth, thicket, a mass of reeds, grasses or vegetation"
พง ,phohngM,classifier,"[numerical classifier for thickets, masses of grass]"
พงกุหลาบ,phohngM gooL laapL,noun,a thicket of roses
พงไม้ ,phohngM maaiH,noun,a woods; grove; thicket
พงหญ้า,phohngM yaaF,noun,dense grasses; thick growth of grass/weeds; a mass of reeds/grasses
พงหนาม,phohngM naamR,noun,obstacles; difficulties; thicket; jungle; trials and travails; roadblocks and stoppages
พง.,phangM ngaaM,"proper noun, abbreviation",[abbreviation for พังงา ] PNA
พงพี ,phohngM pheeM,noun,jungle; rain forest
พงศ์,phohngM,noun,[pertaining to] history
พงศ์กษัตริย์,phohngM gaL satL,noun,the history of kings
พงศ์พันธุ์,phohngM phanM,noun,pedigree; lineage
พงศาวดาร,phohngM saaR waH daanM,noun,annals; historical record; pedigree; chronicle; dynastic history
พงัน,phaH nganM,,[alternate spelling of พะงัน]
พจ.,phiH jitL,"proper noun, abbreviation",[abbreviation for พิจิตร ] PCK
พจน์,phohtH,"noun, formal, loanword, Pali",[Thai grammar] speech; [Figure of Speech] word(s); speaking; stating
noun,word; speech; saying; diction,,
พจนานุกรม ,phohtH jaL naaM nooH grohmM,"noun, formal, loanword, Pali",dictionary
พจนานุกรมฉบับราชบัณฑิตยสถาน,phohtH jaL naaM nooH grohmM chaL bapL raatF chaH banM ditL dtaL yaH saL thaanR,noun,Royal Institute Dictionary
"พจนานุกรม ฉบับราชบัณฑิตยสถาน พ.ศ. ๒๕๕๔ กล่าวไว้ว่า ""ไวยากรณ์ คือวิชาภาษาว่าด้วยรูปคำและระเบียบในการประกอบรูปคำให้เป็นประโยค""",phohtH jaL naaM nooH grohmM chaL bapL raatF chaH banM ditL dtaL yaH saL thaanR phaawM saawR saawngR phanM haaF raawyH haaF sipL seeL glaaoL waiH waaF waiM yaaM gaawnM kheuuM wiH chaaM phaaM saaR waaF duayF ruupF khamM laeH raH biiapL naiM gaanM bpraL gaawpL ruupF khamM haiF bpenM bpraL yo:hkL,example sentence,"""The Royal Institute Dictionary of 2011 states that “Grammar is the study of language which governs how words are written and how they are organized into sentences.”."""
พจนานุกรมไทย ,phohtH jaL naaM nooH grohmM thaiM,"noun, formal",Thai dictionary
พจนานุกรมไทยและเครื่องออนไลน์ต่าง ๆ,phohtH jaL naaM nooH grohmM thaiM laeH khreuuangF aawnM laiM dtaangL dtaangL,phrase,Thai Dictionary and Online Tools
พจนานุกรมสองภาษา ,phohtH jaL naaM nooH grohmM saawngR phaaM saaR,"noun, formal",bilingual dictionary (e.g. Thai-English and vice versa)
พจนานุกรมออนไลน์,phohtH jaL naaM nooH grohmM aawnM laiM,"noun, colloquial, English",on-line dictionary
พจมาน,phohtH jaL maanM,proper noun,Pojaman [Thai woman's given name]
พช.,phaehtF chaH buunM,"proper noun, abbreviation",[abbreviation for เพชรบูรณ์ ] PNB
พช.,phaawM chaawM,"proper noun, abbreviation",[abbreviation for พรรคพลังชล]
พชก.,phaawM chaawM gaawM,"proper noun, abbreviation",[abbreviation for พรรคชีวิตที่ดีกว่า]
พญ.,phaawM yaawM,"proper noun, abbreviation",[abbreviation for แพทย์หญิง] (female medical) Dr.
พญา ,phaH yaaM,"noun, formal, poetic",a king; lord; potentate; supreme one; leader; chief; ruler
พญาครุฑ ,phaH yaaM khrootH,"noun, loanword, Sanskrit","[พญาครุฑ] Lord Garuda, the state symbol of Thailand"
พญาโจร,phaH yaaM jo:hnM,,king of robbers
พญานาค,phaH yaaM naakF,noun,King of Nagas; serpent; great Naga
พญามาร,phaH yaaM maanM,proper noun,the god of evil
พญาลอ,phaH yaaM laawM,noun,"the peacock pheasant, Polyplectron malacense,"
พฐ.,phaawM thaawR,"noun, proper noun, abbreviation",[abbreviation for กองพิสูจน์หลักฐาน]
พณ.,graL suaangM phaaM nitH,"noun, abbreviation",[abbreviation for กระทรวงพาณิชย์]
พณิช,phaH nitH,noun,commerce
พณิชย์,phaH nitH,,[alternate spelling of พณิช]
พดกริช,phohtH gritL,noun,[name of a certain] decorative cursive pattern
พท.,phakH pheuuaF thaiM,"noun, abbreviation",[abbreviation for พรรคเพื่อไทย] PT.
พท.,phatH thaH loongM,"proper noun, abbreviation",[abbreviation for พัทลุง ] PLG
พธม.,phanM thaH mitH,abbreviation,"[abbreviation of] พันธมิตร, [referring to] the พันธมิตรประชาชนเพื่อประชาธิปไตย"
พธู ,phaH thuuM,"noun, poetic",beauty queen; bride; beautiful woman
พน,phaH naH,"noun, poetic, Pali, Sanskrit",a wood; a forest; a glade
พ่น ,phohnF,verb,to blow; to spurt; to spray; to spout; to blabber; to blab; to puff; to belch out; to spit; to eject; to exhale; to boast; to brag
พ่นกันสนิม,phohnF ganM saL nimR,adjective,to apply rust proofing
พ่นขึ้น,phohnF kheunF,verb,spit up
พ่นพิษ,phohnF phitH,"verb, phrase",to spray poison; attack with venom
พ่นสี ,phohnF seeR,verb,to spray paint
พ่นใส่,phohnF saiL,verb,spit in; spit on
พ่นออก,phohnF aawkL,verb,spit out; spew out
พ้น ,phohnH,verb,to pass by; to be beyond; to be clear of
adverb,in the clear; safe from,,
พ้นกำหนด,phohnH gamM nohtL,adjective,[is] overdue
พ้นขีดอันตราย,phohnH kheetL anM dtaL raaiM,verb,to pass the danger point; be off the danger list
พ้นความผิด,phohnH khwaamM phitL,adjective,[is] acquitted; found not guilty of charges
พ้นจากตำแหน่ง,phohnH jaakL dtamM naengL,verb,to resign or be forced from office
พ้นจากเรื่องนี้ ก็ต้องไปเจอเรื่องนั้น,phohnH jaakL reuuangF neeH gaawF dtawngF bpaiM juuhrM reuuangF nanH,example sentence,"""Just as you get over one problem, you encounter another one."""
พ้นจากโลก,phohnH jaakL lo:hkF,"adjective, phrase, figurative, colloquial",religious; clerical; ecclesiastical; ministerial; priestly
พ้นตัว,phohnH dtuaaM,verb,to succeed in escaping from; get out of
พ้นไป,phohnH bpaiM,adverb,just after
พ้นผิด,phohnH phitL,adjective,[is] acquitted; found not guilty of charges
พ้นภัย,phohnH phaiM,verb,[is] out of danger
พ้นวิสัย,phohnH wiH saiR,"adjective, phrase",[is] beyond one's power or help; beyond human control; be impossible
พ้นวิสัยโลก,phohnH wiH saiR lo:hkF,"adjective, phrase, formal",religious; clerical; ecclesiastical; ministerial; priestly; ethical
พน.,graL suaangM phaH langM ngaanM,"noun, abbreviation",[abbreviation for กระทรวงพลังงาน]
พนง.,phaH nakH ngaanM,"noun, abbreviation",[abbreviation for พนักงาน ]
พนท.,phaawM naawM thaawM,"proper noun, abbreviation",[abbreviation for เครือข่ายชาวนาแห่งประเทศไทย]
พนม,phaH nohmM,"proper noun, person",Panom [a Thai given name] (mountain)
พนม,phaH nohmM,verb,put (the palms of the hands) together in salute
พนม,phaH nohmM,"loanword, Cambodian",mountain; hill
พนมมือ,phaH nohmM meuuM,"verb, formal",to press one's hand together as a sign of respect
พนมเปญ,phaH nohmM bpaehnM,"proper noun, geographical","Phnom Penh, Phnompenh, the capital city of ประเทศกัมพูชา (Cambodia)"
พนะ,phaH naH,,[alternate spelling of พน]
พนัก ,phaH nakH,noun,back of a chair; backrest
พนักพิง,phaH nakH phingM,noun,backrest of a chair
พนักงาน ,phaH nakH ngaanM,"noun, formal",employee; overseer; officer; official
พนักงานกรมไปรษณีย์ ,phaH nakH ngaanM grohmM bpraiM saL neeM,noun,postal clerk
พนักงานเก็บเงิน,phaH nakH ngaanM gepL ngernM,noun,cashier
พนักงานขนของ ,phaH nakH ngaanM khohnR khaawngR,noun,porter
พนักงานขับรถ,phaH nakH ngaanM khapL rohtH,noun,chauffeur; driver
พนักงานขาย ,phaH nakH ngaanM khaaiR,noun,salesperson
พนักงานขายบางคนมีเล่ห์เหลี่ยมกลโกงสารพัดเพื่อให้ขายของได้,phaH nakH ngaanM khaaiR baangM khohnM meeM lehF liiamL gohnM go:hngM saaR raH phatH pheuuaF haiF khaaiR khaawngR daiF,example sentence,"""Some salesmen have all kinds of tricks and scams in order to make a sale."""
พนักงานขายผู้หญิง,phaH nakH ngaanM khaaiR phuuF yingR,noun,saleswoman
พนักงานคนไหนที่ต้องมีเจ้านายมาคอยจ้ำจี้จ้ำไชให้ทำงานสักวันคงถูกไล่ออกแน่,phaH nakH ngaanM khohnM naiR theeF dtawngF meeM jaoF naaiM maaM khaawyM jamF jeeF jamF chaiM haiF thamM ngaanM sakL wanM khohngM thuukL laiF aawkL naaeF,example sentence,"""Any worker who need his boss to keep telling them to do their job will someday lose his job."""
พนักงานเครื่องบิน ,phaH nakH ngaanM khreuuangF binM,noun,lead flight attendant
พนักงานจะมาเมื่อไร ไม่มีใครว่า เอาให้งานเสร็จเป็นพอ,phaH nakH ngaanM jaL maaM meuuaF raiM maiF meeM khraiM waaF aoM haiF ngaanM setL bpenM phaawM,example sentence,"""No one criticizes an employee whenever they come to work; it is only important that they get the work done."" ""An employee can come to work at any time; they must, however, get their work done."""
พนักงานจะลงทุนในรูปเวลาความเชี่ยวชาญความวิริยะอุตสาหะรวมถึงพัฒนาทักษะของตัวเองเพื่อเพิ่มผลิตภาพ,phaH nakH ngaanM jaL lohngM thoonM naiM ruupF waehM laaM khwaamM chiaaoF chaanM khwaamM wiH riH yaH ootL saaR haL ruaamM theungR phatH thaH naaM thakH saL khaawngR dtuaaM aehngM pheuuaF pheermF phlitL dtaL phaapF,example sentence,"""Employees will make investments in terms of time, expertise, diligence, as well as in developing their own skills in increasing their productivity."""
พนักงานชั่วคราว,phaH nakH ngaanM chuaaF khraaoM,noun,part-time employee
พนักงานดับเพลิง ,phaH nakH ngaanM dapL phleerngM,noun,firefighter
พนักงานต้อนรับ ,phaH nakH ngaanM dtaawnF rapH,noun,receptionist; hostess
พนักงานต้อนรับบนเครื่องบิน ,phaH nakH ngaanM dtaawnF rapH bohnM khreuuangF binM,noun,"airline steward or stewardess, flight attendant"
พนักงานต้อนรับสาว,phaH nakH ngaanM dtaawnF rapH saaoR,noun,hostess; receptionist
พนักงานทำความสะอาด,phaH nakH ngaanM thamM khwaamM saL aatL,noun,cleaner; employee responsible for keeping the building clean; janitor
พนักงานที่ดินก็ยอมทำให้เพราะเห็นว่า ส.ส.. คือนักการเมืองและสามารถใช้อิทธิพลสั่งย้ายได้,phaH nakH ngaanM theeF dinM gaawF yaawmM thamM haiF phrawH henR waaF saawR saawR kheuuM nakH gaanM meuuangM laeH saaR maatF chaiH itL thiH phohnM sangL yaaiH daiF,example sentence,"""Land Office workers are willing to do this because they perceive that members of parliament, as politicians, are able to use influence to have them transferred [if they do not comply]."""
พนักงานทุกคนได้รับคำสั่งห้ามแพร่งพรายเรื่องนี้ให้คนภายนอกรู้เป็นอันขาด,phaH nakH ngaanM thookH khohnM daiF rapH khamM sangL haamF phraaengF phraaiM reuuangF neeH haiF khohnM phaaiM naawkF ruuH bpenM anM khaatL,example sentence,"""Every worker must be ordered absolutely not to leak this story to outsiders."""
พนักงานโทรศัพท์ ,phaH nakH ngaanM tho:hM raH sapL,noun,telephone operator
พนักงานธนาคาร ,phaH nakH ngaanM thaH naaM khaanM,noun,banker
พนักงานนวดชาย,phaH nakH ngaanM nuaatF chaaiM,noun,male massage therapist; masseur
พนักงานนวดหญิง,phaH nakH ngaanM nuaatF yingR,noun,female massage therapist; masseuse
พนักงานบริการ,phaH nakH ngaanM baawM riH gaanM,noun,waiter; waitress
พนักงานบริการเติมน้ำมัน ,phaH nakH ngaanM baawM riH gaanM dteermM namH manM,noun,gas station attendent
พนักงานบริการบนเครื่องบิน ,phaH nakH ngaanM baawM riH gaanM bohnM khreuuangF binM,noun,flight attendant
พนักงานบริษัท,phaH nakH ngaanM baawM riH satL,noun,company officer; company official; employee
พนักงานบัญชี,phaH nakH ngaanM banM cheeM,noun,accountant; bookkeeper
พนักงานประจำ,phaH nakH ngaanM bpraL jamM,noun,full-time employee
พนักงานประจำห้อง ,phaH nakH ngaanM bpraL jamM haawngF,noun,hotel room attendant
พนักงานไปรษณีย์,phaH nakH ngaanM bpraiM saL neeM,noun,postal clerk
พนักงานฝึกหัด,phaH nakH ngaanM feukL hatL,noun,intern
พนักงานพิมพ์ดีด,phaH nakH ngaanM phimM deetL,noun,typist; computer keyboard operator
พนักงานพิสูจน์อักษร,phaH nakH ngaanM phiH suutL akL saawnR,noun,proofreader
พนักงานยกสินค้า,phaH nakH ngaanM yohkH sinR khaaH,noun,warehouse worker; longshoreman; stevedore
พนักงานรักษาความปลอดภัย,phaH nakH ngaanM rakH saaR khwaamM bplaawtL phaiM,noun,security guard
พนักงานรักษาเงิน ,phaH nakH ngaanM rakH saaR ngernM,noun,cashier; teller
พนักงานรับจ่ายเงิน ,phaH nakH ngaanM rapH jaaiL ngernM,noun,bank teller
พนักงานรับโทรศัพท์ ,phaH nakH ngaanM rapH tho:hM raH sapL,noun,telephone operator
พนักงานรับรอง,phaH nakH ngaanM rapH raawngM,noun,receptionist
พนักงานสาวส่งยิ้มเล็ก ๆ มาให้แทนคำตอบ รอยยิ้มนั้นดูมีเลศนัยและเหมือนจะบ่งบอกอะไรบางอย่าง,phaH nakH ngaanM saaoR sohngL yimH lekH maaM haiF thaaenM khamM dtaawpL raawyM yimH nanH duuM meeM laehtF naiM laeH meuuanR jaL bohngL baawkL aL raiM baangM yaangL,example sentence,"""The woman worker gave him a little smile rather than answering him; that smile appeard to have a hidden meaning and it was if it was trying to tell him something."""
พนักงานเสิร์ฟ,phaH nakH ngaanM seerfL,"noun, phrase, colloquial",servant; boy
พนักงานเสิร์ฟชาย ,phaH nakH ngaanM seerfL chaaiM,noun,waiter
พนักงานเสิร์ฟหญิง ,phaH nakH ngaanM seerfL yingR,noun,waitress
พนักงานหยุดงานเพื่อเป็นข้อต่อรองกับนายจ้างในการขอขึ้นเงินเดือน,phaH nakH ngaanM yootL ngaanM pheuuaF bpenM khaawF dtaawL raawngM gapL naaiM jaangF naiM gaanM khaawR kheunF ngernM deuuanM,example sentence,"""The workers called a strike to negotiate with their employer regarding wage increases."""
พนักงานหลายคนกล่าวขวัญถึงคนที่จะมาทำงานแทนตำแหน่งข้าพเจ้า,phaH nakH ngaanM laaiR khohnM glaaoL khwanR theungR khohnM theeF jaL maaM thamM ngaanM thaaenM dtamM naengL khaaF phaH jaoF,example sentence,"""Many of the employees are talking about the person who will take over my position."""
พนักงานใหม่แมนจัง ช่วยหิ้วของ เปิดประตูให้ทุกคน,phaH nakH ngaanM maiL maaenM jangM chuayF hiuF khaawngR bpeertL bpraL dtuuM haiF thookH khohnM,example sentence,"""The new employee is very polite; he helps carry packages and opens the door for everyone."""
พนักงานอัยการยื่นคำร้องต่อศาล เพื่อขอหมายขัง,phaH nakH ngaanM aiM yaH gaanM yeuunF khamM raawngH dtaawL saanR pheuuaF khaawR maaiR khangR,example sentence,"""The prosecutor’s office issued a petition to the Court requesting an arrest warrant."""
พนัง ,phaH nangM,noun,a dam; wall; partition
noun,leather blinders for a horse,,
พนังม้า,phaH nangM maaH,noun,blinders a for horse
พนัน ,phaH nanM,verb,to bet or wager; gamble
noun,"[การพนัน] a bet, a wager; gambling",,
noun,[นักพนัน] gambler,,
พนันขันต่อ ,phaH nanM khanR dtaawL,"verb, intransitive, phrase, colloquial, idiom",to game; to gamble [with a euphonious suffix]
พนันได้เลยว่า พอสิ้นเดือนปั๊บ มันจะต้องล่องเรือมาหาเศษหาเลยกับผมสักสองสามพันบาทเป็นแน่แท้ทีเดียวเชียว ,phaH nanM daiF leeuyM waaF phaawM sinF deuuanM bpapH manM jaL dtawngF laawngF reuuaM maaM haaR saehtL haaR leeuyM gapL phohmR sakL saawngR saamR phanM baatL bpenM naaeF thaaeH theeM diaaoM chiaaoM,example sentence,"""You can bet on it. At the end of the month bamm! He’s gonna come on down and be hitting me up for a couple thousand baht with absolute certainty, just like that!"""
พนันหมด,phaH nanM mohtL,"verb, intransitive, phrase",to game
พนา,phaH naaM,"noun, Pali, Sanskrit",wooded area in a tropical jungle
พนาสัณฑ์,phaH naaM sanR,noun,highland forest
พนาลัย,phaH naaM laiM,noun,a dwelling in the forest; forest habitation
พนาลี,phaH naaM leeM,,[alternate spelling of พนา]
พนิต,phaH nitH,"proper noun, person, formal, loanword, Pali",Panit [a Thai male given name] (beloved)
พเนจร,phaH naehM jaawnM,verb,to wander; roam; tramp; travel aimlessly
พบ ,phohpH,verb,to meet or rendezvous; locate; find; encounter; experience
พบ ,phohpH,verb,see by appointment; meet someone
พบ ,phohpH,verb,[จะพบ] will meet
พบ ,phohpH,noun,[การพบ] (the activity of) meeting
พบ ,phohpH,verb,[ยังไม่พบ] still has not found
พบ ,phohpH,verb,[มาพบ] to come (and) meet; to come and see
พบกัน ,phohpH ganM,verb,to meet with a person
พบกันโดยบังเอิญ,phohpH ganM dooyM bangM eernM,"verb, phrase",happen upon (a person); come across by chance; run into
พบกันใหม่,phohpH ganM maiL,example sentence,"""See you again."""
พบกับ ,phohpH gapL,verb,to meet with
พบกับ,phohpH gapL,verb,to encounter; experience; locate
พบเจอ ,phohpH juuhrM,verb,to find; to locate
พบโดยบังเอิญ,phohpH dooyM bangM eernM,phrase,to happen upon; to come across by chance
พบปะ,phohpH bpaL,verb,to meet; encounter; see
พบพาน,phohpH phaanM,verb,[of another person] to have associations with; meet; run into
พบหน้า,phohpH naaF,"verb, phrase",to meet face to face
พบหา ,phohpH haaR,verb,find
พบ.,phaehtF booL reeM,"proper noun, abbreviation",[abbreviation for เพชรบุรี ] PBI
พบู ,phaH buuM,"noun, formal, poetic",[used in poetry and literature only] flowers
พปช.,phaawM bpaawM chaawM,noun,[abbreviation of พันธมิตรประชาชนเพื่อประชาธิปไตย]
พปธ.,phaawM bpaawM thaawM,"proper noun, abbreviation",[abbreviation for พรรคประชาธรรม]
พฟด.,phaawM faawM daawM,"proper noun, abbreviation",[abbreviation for พรรคเพื่อฟ้าดิน]
พม.,graL suaangM gaanM phatH thaH naaM sangR khohmM laeH khwaamM manF khohngM khaawngR maH nootH,"noun, abbreviation",[abbreviation for กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์]
พม่า ,phaH maaF,"proper noun, geographical, adjective",Burma; Burmese
"proper noun, geographical",[ประเทศพม่า] Burma; Myanmar,,
พย.,phaH yaoM,"proper noun, abbreviation",[abbreviation for พะเยา ] PYO
พยช ,phaH yohtH chaH,verb,to ride upon; to drive
พยชน์ ,phaH yohtH,noun,a fan
พยนต์ ,phaH yohnM,adjective,acting magically or automatically
adjective,clarified; explained; elucidated; expounded,,
proper noun,Phayon [a Thai given name],,
พยพ,phaH yohpH,,[suffix]
พยศ ,phaH yohtH,adjective,unruly; wild; rebellious
verb,to buck; to rebel (as a horse),,
verb,to refuse to obey; flout and fling (a woman or a child),,
พยอม,phaH yaawmM,proper noun,Payom
พยัก ,phaH yakH,"verb, transitive, formal",[usually followed by หน้า  ] to nod
พยักหน้า ,phaH yakH naaF,"verb, phrase",to nod; nod in assent
พยักพเยิด,phaH yakH phaH yeertF,verb,to nod in agreement
พยัคฆ์,phaH yakH,noun,tiger; fierce beast
พยัญชนะ ,phaH yanM chaH naH,"noun, formal",consonant
พยัญชนะที่เกิดกับเพดานแข็ง,phaH yanM chaH naH theeF geertL gapL phaehM daanM khaengR,noun,[grammar] palatal consonants
พยัญชนะที่เกิดปลายลิ้นกับปุ่มเหงือก,phaH yanM chaH naH theeF geertL bplaaiM linH gapL bpoomL ngeuuakL,noun,[grammar] alveolar consonants
พยัญชนะนาสิก,phaH yanM chaH naH naaM sikL,noun,[grammar] nasal consonant
พยัญชนะเสียงข้างลิ้น,phaH yanM chaH naH siiangR khaangF linH,noun,[grammar] lateral consonant; sound of [l]
พยัญชนะเสียงควบกล้ำ,phaH yanM chaH naH siiangR khuaapF glamF,noun,[grammar] consonant cluster
พยัญชนะเสียงรัว,phaH yanM chaH naH siiangR ruaaM,noun,"[grammar] trill consonant; sound of the consont ร in formal, Central Thai"
พยัญชนะเสียงเสียดแทรก,phaH yanM chaH naH siiangR siiatL saaekF,noun,[grammar] fricative consonant
พยัญชนะเหลว,phaH yanM chaH naH laayoR,noun,liquids (consonants)
พยัญชนะที่เกิดริมฝีปากกับฟันบน,phaH yanM chaH naH theeF geertL rimM feeR bpaakL gapL fanM bohnM,noun,[grammar] labio-dental consonants; the sound of the consonants ฟ and ฝ
พยัญชนะที่เกิดริมฝีปากทั้นสอง,phaH yanM chaH naH theeF geertL rimM feeR bpaakL thanH saawngR,noun,[grammar] bilabial consonant
พยับ ,phaH yapH,adjective,[of the sky] [is] gloomy; dark; overcast
noun,a gloomy; dark; overcast sky,,
พยับแดด,phaH yapH daaetL,adjective,[of weather] hazy
พยับหมอก,phaH yapH maawkL,"adjective, verb, intransitive",[of weather] hazy; foggy; misty
พยากร ,phaH yaaM gaawnM,,[alternate spelling of พยากรณ์ ]
พยากรณ์ ,phaH yaaM gaawnM,verb,to forecast; to predict; to prophesize
noun,prophecy; forecast; prediction,,
noun,[การพยากรณ์] forecasting; forecast,,
noun,[นักพยากรณ์] foreaster; prognosticator; predictor,,
พยากรณ์อากาศ ,phaH yaaM gaawnM aaM gaatL,,weather forecast
พยากรณ์อากาศ,phaH yaaM gaawnM aaM gaatL,verb,to forecast the weather
พยางค์ ,phaH yaangM,noun,syllable
classifier,[numerical classifier for a syllable],,
พยาธิ์ ,phaH yaatF,,[alternate spelling of พยาธิ ]
พยาธิ์ตัวกลม,phaH yaatF dtuaaM glohmM,noun,[พยาธิ์ตัวกลม] roundworm
พยาธิ์ตัวตืด,phaH yaatF dtuaaM dteuutL,noun,tapeworm
พยาธิ์ปากขอ,phaH yaatF bpaakL khaawR,noun,[พยาธิ์ปากขอ] hookworm
พยาธิ์เส้นด้าย,phaH yaatF senF daaiF,noun,threadworm
พยาธิ ,phaH yaaM thiH,"noun, plural",parasitic infestation; ailment; malady
พยาธิ,phaH yaaM,,[alternate pronunciation of พยาธิ ]
พยาธิชีววิทยา ,phaH yaaM thiH cheeM waH witH thaH yaaM,"noun, phrase, formal, loanword, Pali",Pathobiology
พยาธิตัวจี๊ด ,phaH yaaM thiH dtuaaM jeetH,noun,"nematode, roundworm, any of several worms of the phylum Nematoda, including hookworm and pinworm"
พยาธิใบไม้ตับ,phaH yaaM thiH baiM maaiH dtapL,noun,liver fluke
พยาธิวิทยา,phaH yaaM thiH witH thaH yaaM,,pathology
พยาธิสภาพ,phaH yaaM thiH saL phaapF,noun,pathology
พยาน ,phaH yaanM,noun,witness
พยานในเชิงวิชาการ,phaH yaanM naiM cheerngM wiH chaaM gaanM,"noun, phrase",expert witness
พยานบุคคล,phaH yaanM bookL khohnM,noun,witness; oral evidence
พยานปากเอก ,phaH yaanM bpaakL aehkL,"noun, phrase, colloquial, idiom",a prime witness who can provide incriminating oral evidence
พยานพระยะโฮวา,phaH yaanM phraH yaH ho:hM waaM,noun,Jehovah's Witness
พยานวัตถุ,phaH yaanM watH thooL,noun,physical evidence
พยานแวดล้อม,phaH yaanM waaetF laawmH,noun,circumstantial evidence
พยานแวดล้อมกรณี,phaH yaanM waaetF laawmH gaL raH neeM,noun,circumstantial evidence
พยานหลักฐาน,phaH yaanM lakL thaanR,noun,evidence; testimony; proof
พยานหลักฐานของโจทก์และจำเลยทั้งสองที่ได้ไต่สวนมานั้นเพียงพอแก่การวินิจฉัยคดีแล้ว,phaH yaanM lakL thaanR khaawngR jo:htL laeH jamM leeuyM thangH saawngR theeF daiF dtaiL suaanR maaM nanH phiiangM phaawM gaaeL gaanM wiH nitH chaiR khaH deeM laaeoH,example sentence,"""The witnesses for the prosecution and the two witnesses for the defense which have already been questioned are enough to enable to judges to make their decision in the case."""
พยานให้การซัดทอดถึงนายตำรวจใหญ่ที่อยู่เบื้องหลัง,phaH yaanM haiF gaanM satH thaawtF theungR naaiM dtamM ruaatL yaiL theeF yuuL beuuangF langR,example sentence,"""The witness put the blame on the senior policeman who was behind (the incident)."""
พยาบาท ,phaH yaaM baatL,"verb, transitive, formal, loanword, Pali",to seek revenge; to be vindictive; to be vengeful; to habour revenge
