word,spell,type,meaning
วงดนตรีวงใหญ่ ,wohngM dohnM dtreeM wohngM yaiL,noun,symphony
วงดุริยางค์ ,wohngM dooL riH yaangM,noun,orchestra
วงไพ่,wohngM phaiF,noun,circle of players at a card table
วงมโหรีบรรเลงเพลงกันเต็มเหนี่ยว ให้พ่อแม่พี่น้องได้สนุกสนานเป็นเย็นสุดท้าย,wohngM maH ho:hR reeM banM laehngM phlaehngM ganM dtemM niaaoL haiF phaawF maaeF pheeF naawngH daiF saL nookL saL naanR bpenM yenM sootL thaaiH,example sentence,"""The Thai orchestra played music at full blast so that their families could enjoy themselves on the final night [of performance]."""
วงรอบ,wohngM raawpF,noun,perimeter [of a circle]
วงรี ,wohngM reeM,"noun, adjective",oval; ellipse; elliptical
วงล้อม ,wohngM laawmH,noun,encirclement
วงเล็บ ,wohngM lepH,noun,brackets; curly-braces; parentheses
วงเล็บก้ามปู,wohngM lepH gaamF bpuuM,noun,[orthography] square brackets [ ]
วงเล็บปีกกา,wohngM lepH bpeekL gaaM,noun,[orthography] curly braces { }
วงเล็บเล็ก,wohngM lepH lekH,noun,[orthography] parentheses ( )
วงเล็บเหลี่ยม,wohngM lepH liiamL,noun,[orthography] square brackets [ ]
วงเลื่อย ,wohngM leuuayF,noun,circular saw
วงเวียน  ,wohngM wiianM,"noun, formal",compass (used to draw a circle)
วงเวียน ,wohngM wiianM,noun,traffic circle; roundabout
วงเวียน,wohngM wiianM,classifier,[numerical classifier for traffic circles]
วงศิลปิน ,wohngM siL laH bpinM,noun,"recording artists, a rock or pop band"
วงสังคม,wohngM sangR khohmM,noun,society; social circle
วงสุรา,wohngM sooL raaM,"noun, phrase",a group of drinking buddies; a circle of friends
วงแหวน ,wohngM waaenR,noun,washer (for a bolt)
วงแหวน,wohngM waaenR,noun,ring
วงแหวนล็อค,wohngM waaenR lawkH,noun,locking washer
วงแหวนสวมเกลียว ,wohngM waaenR suaamR gliaaoM,noun,"washer, used with a screw, bolt, or nut"
วงกต ,wohngM gohtL,noun,a maze; labyrinth
วงค์,wohngM,noun,[taxonomy - อนุกรมวิธาน] family
วงเงิน,wohngM ngeernM,,financial amount
วงจรรวม,wohngM janM wohmM,noun,integrated circuit
noun,[แผงวงจรรวม] circuit board; printed circuit board,,
วงนอก,wohngM naawkF,noun,outer circle
วงใน,wohngM naiM,noun,inner circle
วงโยธวาทิต,wohngM yo:hM thaH waaM thitH,noun,marching band; military band
วงศ์,wohngM,"noun, formal, poetic, loanword, Sanskrit",lineage; family; dynasty; clan; kinship; descent; stock; race; multitude; assemblage; family [taxonomy]
วงศ์วาน,wohngM waanM,"noun, phrase, colloquial, loanword, Sanskrit",descendants of the same family or stock; family; stock; relatives
วงศ์วานว่านเครือ,wohngM waanM waanF khreuuaM,noun,family; ancestors and decendants; multi-generational family; relations
วงศ์สกุล,wohngM saL goonM,noun,stock; lineage; descent; family
วงศาคณาญาติ,wohngM saaR khaH naaM yaatF,noun,a circle of one's kinsmen; relatives; relations; extended family
วงสวิง,wohngM saL wingM,noun,golf swing
วจนะ,waH jaL naH,noun,words; speech; utterance
วจี,waH jeeM,"noun, formal, loanword, Pali",speech; word
วจีเภท ,waH jeeM phaehtF,noun,(style of) speech; (vaiery of) utterance; (manner of) intonation
วจีวิภาค ,waH jeeM wiH phaakF,"noun, phrase, formal, loanword, Pali",[formal term] the Eight Part of Speech; [name of a book on part of speech]
วช.,waawM chaawM,"noun, abbreviation",[abbreviation for สำนักงานคณะกรรมการวิจัยแห่งชาติ] NRCT
วชิร,waH chiH raH,"noun, loanword, Pali",lightning; diamond
วชิราลงกรณ,waH chiH raaM lohngM gaawnM,proper noun,Vajiralongkorn [name of King Rama X]
วณิพก,waH niH phohkH,"noun, formal, loanword, Pali",a beggar who sings and/or play music to obtain money; mendicant; poor person; pauper
วณิพกพเนจร,waH niH phohkH phaH naehM jaawnM,noun,minstrel; busker who plays an instrument; traveling musician
วดป.,waawM daawM bpaawM,"noun, abbreviation",day/month/year (วัน เดือน ปี)
วท.,graL suaangM witH thaH yaaM saatL thaehkF no:hM lo:hM yeeM laeH singL waaetF laawmH,"noun, abbreviation",[abbreviation for กระทรวงวิทยาศาสตร์เทคโนโลยีและสิ่งแวดล้อม]
วท.บ.,witH thaH yaaM saatL saL dtraL banM ditL,"noun, abbreviation",[abbreviation for วิทยาศาสตรบัณฑิต] B.Sc.
วท.ม.,waawM thaawM maawM,"noun, abbreviation",[abbreviation for วิทยาศาสตร์มหาบัณฑิต] M.Sc.
วธ.,graL suaangM watH thaH naH thamM,"noun, abbreviation",[abbreviation for กระทรวงวัฒนธรรม]
วน ,wohnM,verb,to circle; to whirl; to go around
"prefix, Pali, Sanskrit",forest; woods; thicket; jungle,,
"noun, Sanskrit",water,,
วน,waH naH,,[alternate pronunciation of วน ]
วนศาสตร์,waH naH saatL,noun,Forestry
วนอุทยาน,waH naH ootL thaH yaanM,noun,forest reserve; protected wilderness park
วนเวียน,wohnM wiianM,adjective,twisting (e.g. a road); winding
verb,to mill around,,
วนา,waH naaM,,[alternate spelling of วน ]
วนาลี,waH naaM leeM,"noun, poetic",a forest
วปอ.,waawM bpaawM aawM,"proper noun, abbreviation",[abbreviation for วิทยาลัยป้องกันราชอาณาจักร] NDC
วร,waawM raH,"noun, loanword, Pali",selection; choosing; benefit; advantage; chance
"adjective, poetic, loanword, Pali",chosen; selected,,
"noun, poetic, loanword, Sanskrit",beautiful woman,,
adjective,the highest; best; excellent,,
วร,waH raH,,[alternate pronunciation of วร]
วรวิหาร,waawM raH wiH haanR,,[suffix for the name of a] secondary royal temple
วรพร,waawM raH phaawnM,proper noun,Woraporn [a Thai male or female given name]
วรภัทร,waawM raH phatH,proper noun,Vorapat [a Thai given name]
วรยุทธ์,wawH raH yootH,noun,martial skill; fighting skills
วรรค ,wakH,noun,"a space between phrases or sentences in Thai writing, used instead of punctuation"
"noun, formal",a paragraph,,
classifier,[numerical classifier for a space or section of a book],,
"noun, formal",a half of a บาท ,,
วรรคตอน,wakH dtaawnM,noun,spacing; punctuation
วรรณ,wanM,proper noun,Wann [a common Thai female given name]
noun,letter; book,,
noun,color; tint; tone,,
noun,skin; complexion,,
noun,caste; class,,
วรรณ,wanM naH,,[alternate pronunciation of วรรณ]
วรรณ,wanM,,caste; grade; level; degree; caste; row; rank; class
noun,complexion; skin,,
วรรณกรรม,wanM naH gamM,noun,"piece of literature, work of literature; literary work"
วรรณกรรมชิ้นเอก,wanM naH gamM chinH aehkL,noun,literary masterpiece
วรรณกำลังเขียนรายงานมา,wanM gamM langM khiianR raaiM ngaanM maaM,example sentence,"""Wann has been writing a report."""
วรรณกำลังจะเขียนรายงานมา,wanM gamM langM jaL khiianR raaiM ngaanM maaM,example sentence,"""Wann is going to have written the report."""
วรรณกำลังจะดูหนังจบ,wanM gamM langM jaL duuM nangR johpL,example sentence,"""Wann is going to finish watching the movie.""
[Wann is going to watch the movie all the way to the end]"
วรรณกำลังจะแต่งกลอนออก,wanM gamM langM jaL dtaengL glaawnM aawkL,example sentence,"""Wann is going to be able to compose a poem."""
วรรณกำลังดูหนังจะจบ,wanM gamM langM duuM nangR jaL johpL,example sentence,"""Wann is going to finish watching the movie.
[Wann is watching the moving which is about to end.]"""
วรรณกำลังแต่งกลอนจะออก,wanM gamM langM dtaengL glaawnM jaL aawkL,example sentence,"""Wann is going to be able to compose a poem."""
วรรณกินข้าวอยู่,wanM ginM khaaoF yuuL,example sentence,"""Wann is eating (rice)."""
วรรณจะเขียนรายงานมา,wanM jaL khiianR raaiM ngaanM maaM,example sentence,"""Wann was about to have written the report."""
วรรณดูหนังกำลังจะจบ,wanM duuM nangR gamM langM jaL johpL,example sentence,"""Wann is going to finish watching the movie.
[Wann is watching the movie which is about finished.]"""
วรรณเดินขึ้น,wanM deernM kheunF,example sentence,"""Wann walked up."""
วรรณแต่งกลอนกำลังจะออก,wanM dtaengL glaawnM gamM langM jaL aawkL,example sentence,"""Wann is going to be able to compose a poem."""
วรรณยุกต์ ,wanM naH yookH,noun,the four Thai tone marks: (อ่) (อ้) (อ๊) (อ๋)
วรรณอยู่บ้าน,wanM yuuL baanF,example sentence,"""Wanna is at home."""
วรรณคดี,wanM naH khaH deeM,"noun, loanword, Pali",literature
วรรณคดีไทย ,wanM naH khaH deeM thaiM,"noun, phrase, formal",Thai literature
วรรณคดีโบราณเป็นภาพสะท้อนความเชื่อ และการเคารพศรัทธาในสิ่งเหนือธรรมชาติของคนถิ่นนั้น,wanM naH khaH deeM bo:hM raanM bpenM phaapF saL thaawnH khwaamM cheuuaF laeH gaanM khaoM rohpH satL thaaM naiM singL neuuaR thamM maH chaatF khaawngR khohnM thinL nanH,example sentence,"""Early literature is a reflection of the beliefs and faith in the supernatural of the local people."""
วรรณคดีเปรียบเทียบ,wanM naH khaH deeM bpriiapL thiiapF,noun,comparative literature
วรรณนา,wanM naaM,noun,description
วรรณะ,wanM naH,,[alternate spelling of วรรณ]
วรรณา,wanM naaM,proper noun,Wanna [a Thai female given name]
วรสาร ,waH raH saanR,noun,magazine
วราภรณ์,waH raaM phohnM,proper noun,Waraporn [a Thai given name]
วโรกาส,waH ro:hM gaatL,"noun, formal",occasion
วลาดิเมียร์,waH laaM diL miiaM,"proper noun, loanword, English",Vladimir [an English given name]
วลี,waH leeM,,[grammar] a phrase or portion of a sentence
"noun, loanword, Pali",line; streak; fold,,
classifier,[numerical classifier for a phrase or portion of a sentence],,
วสันต์ ,waH sanR,"noun, poetic, Pali",spring season
วสันต,waH sanR dtaL,,[alternate spelling of วสันต์ ]
วสันตวิษุวัต ,waH sanR dtaL wiH sooL watH,noun,spring (vernal) equinox
วอ ,waawM,,[pronunciation of the 37th letter of the Thai alphabet]
verb,warp,,
noun,palanquin; sedan chair; litter,,
วอก ,waawkF,"noun, proper noun","[ปีวอก] the Monkey; the nineth year of the Chinese astrological cycle, marked by the symbol of a monkey"
noun,[ลิงวอก] rhesus macaque,,
วอกแวก,waawkF waaekF,adjective,[becomes] distracted
ว่อง,waawngF,adjective,[is] quick; light; nimble; agile
ว่องไว,waawngF waiM,adjective,[is] agile; quick; nimble
ว่องไว,waawngF waiM,adverb,quickly; agilely; nimbly
วอชิงตัน,waawM chingM dtanM,"proper noun, geographical, loanword, English",Washington [state of the United States]
"proper noun, geographical, loanword, English","Washington, the city capital of สหรัฐอเมริกา (the United States of America), coextensive with District of Columbia, population 609,909",,
"proper noun, person, loanword, English",Washington [a surname],,
วอชิงตัน ดี.ซี.,waawM chingM dtanM deeM seeM,"proper noun, geographical","Washington, D.C., the District of Columbia (United States)"
วอด,waawtF,adjective,[is] exhausted; run out; ruined; consumed; dead; completely destroyed
วอดวาย,waawtF waaiM,verb,to burn down; raze; ruin; destroy
วอดก้า,waawtF gaaF,"noun, loanword",[Thai transcription of the foreign loanword] vodka
วอดก้าผสมโค้ก ,waawtF gaaF phaL sohmR kho:hkH,"noun, loanword",vodka and coke
วอดก้าผสมน้ำส้ม ,waawtF gaaF phaL sohmR namH sohmF,noun,"vodka and orange juice, a ""screwdriver"""
วอน ,waawnM,verb,to beg; beseech; plead
noun,[name of] the Korean currency,,
วอนขอ ,waawnM khaawR,verb,beg for
ว่อน ,waawnF,adjective,en masse; in a cloud; in great herds or flocks; in great numbers
วอมแวม,waawmM waaemM,adjective,[is] glowing
วอมๆ แวมๆ,waawmM waawmM waaemM waaemM,,[alternate spelling of วอมแวม]
ว้อย,waawyH,"interjection, colloquial",[variation of โว้ย]
วอร์ซอว์ ,waawM saawM,"proper noun, geographical","Warsaw, the capital city of โปแลนด์  (Poland)"
วอร์ดค่า,waawdF khaaF,noun,[Thai transcription of the foreign loanword] vodka
วอร์เนอร์-แลมเบิร์ต,waawM nuuhrM laaemM beertL,"noun, proper noun, formal, loanword, English",[Thai transcription of the foreign loanword] Warner-Lambert
วอร์ฟาริน,waawM faaM rinM,,"[Thai transcription of the foreign loanword] ""Warfarin,"" an anticoagulant which acts by inhibiting vitamin K-dependent coagulation factors"
วอร์มอัพ,waawmM apL,verb,[Thai transcription of foreign word] warm up; to warm up (before exercise)
วอร์เรน,waawM raehnM,"proper noun, loanword, English",Warren [an English given name]
วอร์วิค,waawM wikH,"proper noun, loanword, English",Warwick [an English given name]
วอล์คแมน,waawkF maaenM,"noun, proper noun, loanword, English",[Thai transcription of the foreign loanword] Walkman®
วอลโด,waawnM do:hM,"proper noun, loanword, English",Waldo [an English given name]
วอล์ต,waawdF,"proper noun, loanword, English",Walt [an English given name]
วอลเตอร์,waawnM dtuuhrM,"proper noun, loanword, English",Walter [an English given name]
วอลทซ์,waawnM,"noun, loanword, German",waltz (the dance)
วอลนัท,waawnM natH,"noun, adjective, loanword, English",[Thai transcription of the foreign loanword] walnut
noun,[ต้นวอลนัท] walnut tree,,
noun,[ลูกวอลนัท] walnut (nut),,
วอลล์เปเปอร์,waawnM bpaehM bpuuhrM,noun,[Thai transcription of foreign loanword] wallpaper
วอลเลย์บอล,waawnM laehM baawnM,,[alternate spelling of วอลเล่ย์บอล]
วอลเล่ย์บอล,waawnM lehF baawnM,"noun, loanword, English",[Thai transcription of the foreign loanword] volleyball
noun,[ลูกวอลเล่ย์บอล] a volleyball,,
วอแว,waawM waaeM,verb,to disturb; to annoy; to vex; to torment
verb,to taunt (a woman); to approach or flirt with (a woman),,
verb,to connect (with); to relate (to),,
วะ ,waH,"particle, vulgar","[informal and impolite particle placed at the end of a phrase or sentence, usually a question, to indicate familiarity]"
ว่ะ,waF,,[alternate spelling of วะ ]
วะฮะฮ่า,waH haH haaF,"noun, interjection",[onomatopoeia] villainous laughter
วัก,wakH,"verb, transitive",to use one's hand to bail or hurl water
verb,to appease (the) spirits,,
วัคซีน,wakH seenM,"loanword, English",[Thai transcription of the foreign loanword] vaccine
วัง ,wangM,noun,palace
noun,deep pool of water; abyss,,
verb,to encircle,,
วังไกลกังวล,wangM glaiM gangM wohnM,proper noun,Klai Kang Won Palace (in Hua Hin)
วังวน ,wangM waH naH,noun,pool of water; whirlpool
วังชา,wangM chaaM,noun,energy; vitality
วังทองหลาง,wangM thaawngM laangR,proper noun,[เขตวังทองหลาง] [administrative district of Bangkok] Wang Thonglang
วังเวง,wangM waehngM,adjective,[is] soundless
adjective,[is] lonely; eerie,,
วัจนะ,watH naH,"noun, proper noun, formal, loanword, Pali",[see พจน์]
วัชพืช,watH chaH pheuutF,noun,weed
วัชราภรณ์,watH chaH raaM phohnM,proper noun,Watcharaporn [a Thai given name]
วัฏ,watH,noun,cycle of birth and death
วัฏ,watH dtaL,,[alternate pronunciation of วัฏ]
วัฏสงสาร,watH dtaL sohngR saanR,noun,cycle of birth and death; cycle of life; round of rebirth; round of existences
วัฏจักร,watH dtaL jakL,noun,cycle; cycle of life
วัฏจักรสี่จังหวะ,watH dtaL jakL seeL jangM waL,noun,four-stroke; four-cycle; four-stroke cycle
วัฏจักรแห่งความเลวร้าย,watH dtaL jakL haengL khwaamM laayoM raaiH,"noun, phrase",vicious cycle
วัฒนธรรม ,watH thaH naH thamM,noun,culture; civil behavior
"วัฒนธรรมของการท่องเที่ยวเปลี่ยนจากการศึกษาหาความรู้, การได้รู้จักผู้คนต่างวัฒนธรรม, การเรียนภาษาต่างประเทศ, การฝึกความเป็นผู้ดี ฯลฯ มาเป็นการลาออกจากชีวิตชั่วคราว เพื่อโลดโผนอย่างที่ชีวิตจริงไม่มีโอกาส ในดินแดนแห่งความฝันที่ตัวไม่ต้องรับผิดชอบ ไม่ฝากลูกฝากหลานไว้ที่นั่น และไม่มีพันธะทางใจอะไร ๆต่อกัน",watH thaH naH thamM khaawngR gaanM thaawngF thiaaoF bpliianL jaakL gaanM seukL saaR haaR khwaamM ruuH gaanM daiF ruuH jakL phuuF khohnM dtaangL watH thaH naH thamM gaanM riianM phaaM saaR dtaangL bpraL thaehtF gaanM feukL khwaamM bpenM phuuF deeM laH maaM bpenM gaanM laaM aawkL jaakL cheeM witH chuaaF khraaoM pheuuaF lo:htF pho:hnR yaangL theeF cheeM witH jingM maiF meeM o:hM gaatL naiM dinM daaenM haengL khwaamM fanR theeF dtuaaM maiF dtawngF rapH phitL chaawpF maiF faakL luukF faakL laanR waiH theeF nanF laeH maiF meeM phanM thaH thaangM jaiM aL raiM aL raiM dtaawL ganM,example sentence,"""The culture of tourism has undergone a transformation from focusing on seeking new knowledge, getting to know people of different cultures; learning new languages; training oneself to be a decent person; and so [much] else besides, to [a culture focusing on] a temporary break from one’s ordinary life for the thrills and excitement that life in the real world does not offer; in a dream-world that is devoid of any personal responsibility; where you would not leave your children or grandchildren; and where you have no personal responsibility."""
วัฒนธรรมของแต่ละชาติสามารถแยกย่อยออกไปเป็นวัฒนธรรมของท้องถิ่นได้อีกชั้นหนึ่ง,watH thaH naH thamM khaawngR dtaaeL laH chaatF saaR maatF yaaekF yaawyF aawkL bpaiM bpenM watH thaH naH thamM khaawngR thaawngH thinL daiF eekL chanH neungL,example sentence,"""The cultures of each nation can be further subdivided into an additional level of local or regional culture."""
วัฒนธรรมจึงเป็นลักษณะพฤติกรรมต่าง ๆ ของมนุษย์ซึ่งเป็นวิถีชีวิตของมนุษย์ ทั้งบุคคลและสังคมที่ได้วิวัฒนาการต่อเนื่องมาอย่างมีแบบแผน,watH thaH naH thamM jeungM bpenM lakH saL naL phreuH dtiL gamM dtaangL khaawngR maH nootH seungF bpenM wiH theeR cheeM witH khaawngR maH nootH thangH bookL khohnM laeH sangR khohmM theeF daiF wiH watH thaH naaM gaanM dtaawL neuuangF maaM yaangL meeM baaepL phaaenR,example sentence,"""Culture is thus a manifestation of various human behaviors which is reflected in the daily lives of individuals and in society as a whole and which have evolved over time along a well-established path."""
วัฒนธรรมเดี่ยว,watH thaH naH thamM diaaoL,noun,mono-culture
วัฒนธรรมไทย,watH thaH naH thamM thaiM,noun,Thai culture
วัฒนธรรมประชานิยม,watH thaH naH thamM bpraL chaaM niH yohmM,noun,pop culture
วัฒนธรรมเป็นเครื่องเตือนใจให้ระลึกถึงชาติภูมิของตน ว่ามีวิวัฒนาการมีความเจริญอย่างไรบ้าง,watH thaH naH thamM bpenM khreuuangF dteuuanM jaiM haiF raH leukH theungR chaatF dtiL phuumM khaawngR dtohnM waaF meeM wiH watH thaH naaM gaanM meeM khwaamM jaL reernM yaangL raiM baangF,example sentence,"""Culture exists to remind us to reflect on our home [and our nation] and how they have evolved and improved."""
วัฒนธรรมมวลชน,watH thaH naH thamM muaanM chohnM,noun,mass culture; popular culture
วัฒนะ,watH naH,,[variant of พัฒนา ] to develop; progress
วัฒนา,watH thaH naaM,"proper noun, person","Wattana [a Thai given name] (development, evolution)"
proper noun,[เขตวัฒนา] [administrative district of Bangkok] Watthana,,
วัณโรค,wanM naH ro:hkF,noun,tuberculosis; T.B.
วัด ,watH,noun,temple; monastery
verb,to measure,,
noun,[การวัด] arrangement,,
วัดก็เป็นสถานที่สำหรับกิจกรรมของคนแก่ได้อีกมากนอกจากฟังเทศน์ฟังธรรมแล้ว หากชาวบ้านรู้สึกว่าวัดเป็นสมบัติของตนเองคนแก่ก็จะเข้าไปทำกิจกรรมหลายอย่างในวัด นับตั้งแต่ดูแลรักษาความสะอาดไปจนถึงเป็นหัวเรี่ยวหัวแรงในการจัดงานของวัด,watH gaawF bpenM saL thaanR theeF samR rapL gitL jaL gamM khaawngR khohnM gaaeL daiF eekL maakF naawkF jaakL fangM thaehtF fangM thamM laaeoH haakL chaaoM baanF ruuH seukL waaF watH bpenM sohmR batL khaawngR dtohnM aehngM khohnM gaaeL gaawF jaL khaoF bpaiM thamM gitL jaL gamM laaiR yaangL naiM watH napH dtangF dtaaeL duuM laaeM rakH saaR khwaamM saL aatL bpaiM johnM theungR bpenM huaaR riaaoF huaaR raaengM naiM gaanM jatL ngaanM khaawngR watH,example sentence,"""The temple is the primary location for the activities of older people. In addition to listening to Buddhist sermons, if people in the community feel that the temple belongs to them, the older members of the community conduct many of the activities of the temple, all the way from cleaning the temple to acting as kingpins in the various temple festivals."""
วัดขนาด ,watH khaL naatL,noun,measurement
วัดดวง,watH duaangM,verb,to try one's luck; test one's fortune
วัดไตรมิตรวิทยารามวรวิหาร,watH dtraiM mitH witH thaH yaaM raamM waawM raH wiH haanR,proper noun,"Wat Traimit Wittayaram, a famous wat local in Bangkok's Chinatown, famous for a big golden Buddha."
วัดเบญจมบพิตร  ,watH baehnM jaL maH baawM phitH,"noun, proper noun, geographical, phrase, formal, loanword, Pali",Wat Benjamabopit or the Marble Temple in Bangkok
วัดปริมาณ,watH bpaL riH maanM,verb,to measure an amount
วัดป่า,watH bpaaL,noun,forest wat (Buddhist temple in a forest area)
วัดพระแก้ว ,watH phraH gaaeoF,"proper noun, geographical","Wat Pra Kaew, the Temple of the Emerald Buddha"
วัดพระเชตุพน,watH phraH chaehM dtooL phohnM,"proper noun, geographical",Wat Chetuphon
วัดพระศรีรัตนศาสดาราม ,watH phraH seeR ratH dtaL naH saatL saL daaM raamM,"proper noun, geographical, phrase, formal, loanword, Pali",[formal name of วัดพระแก้ว (the Emmerald Buddha Temple)]
วัดโพธิ์,watH pho:hM,"proper noun, geographical",Wat Po; Wat Pho; the Temple of the Reclining Buddha
วัดมะกอก,watH maH gaawkL,proper noun,Temple of the Dawn (original name)
วัดสุเหร่า ,watH sooL raoL,noun,mosque
วัดแสง,watH saaengR,verb,to meter the exposure (of a photograph)
วัดหลวงที่สร้างขึ้นใหม่เกือบทั้งวัดเพื่อเชิดหน้าชูตาวังหลวง ย่อมถือเป็นเกียรติยศของแผ่นดิน,watH luaangR theeF saangF kheunF maiL geuuapL thangH watH pheuuaF cheertF naaF chuuM dtaaM wangM luaangR yaawmF theuuR bpenM giiatL dtiL yohtH khaawngR phaenL dinM,example sentence,"""The royal temple, which was almost completely reconstructed in order to enhance the glory of the royal palace, is considered to be a highly prestigious monument for the Kingdom."""
วัดอรุณ,watH aL roonM,"proper noun, geographical",Wat Arun; the Temple of the Dawn
วัดอังคาร,watH angM khaanM,proper noun,Wat Angkhan; Angkhan Temple
วัดกัลยาณมิตรวรมหาวิหาร,watH gaL laH yaaM naH mitH waH raH maH haaR wiH haanR,proper noun,Wat Kalayanamitr Varamahavihara; Wat Kalaya Temple
วัดบวรนิเวศน์วิหาร,watH baL waawnM niH waehtF wiH haanR,proper noun,Wat Bowonivet Vihara Temple
วัดพระเชตุพนวิมลมังคลารามราชวรมหาวิหาร,watH phraH chaehtF phaH naH wiH mohnM mangM khaH laaM raamM raatF chaH waH raH maH haaR wiH haanR,proper noun,Wat Pho; Temple of the Reclining Buddha (full name)
วัดวาอาราม,watH waaM aaM raamM,noun,temple; monastery
วัดอรุณราชวราราม,watH aL roonM raatF chaH waH raaM raamM,proper noun,Wat Arun (formal name)
วัต,watH,"noun, formal, loanword, Pali",behavior; mouth; face; duty; custom; practice
วัตต์,watH,"noun, loanword, English",[Thai transcription of the foreign loanword] watt
วัตถุ ,watH thooL,noun,matter; stuff; material(s); object; thing
adjective,[เชิงวัตถุ] material; pertaining to matter,,
วัตถุเคมี,watH thooL khaehM meeM,noun,[any] chemical substance
วัตถุดิบ,watH thooL dipL,noun,raw material; ingredient (for cooking)
วัตถุนิยม,watH thooL niH yohmM,noun,Materialism
วัตถุประสงค์ ,watH thooL bpraL sohngR,noun,objective; purpose
วัตถุประสงค์ประการแรกและประการเดียว ที่ชอบธรรมที่สุดของรัฐบาลที่ดีก็คือ การดูแลชีวิตและความสุขของประชาชนไม่ใช่การทำลายชีวิตของประชาชน,watH thooL bpraL sohngR bpraL gaanM raaekF laeH bpraL gaanM diaaoM theeF chaawpF thamM theeF sootL khaawngR ratH thaL baanM theeF deeM gaawF kheuuM gaanM duuM laaeM cheeM witH laeH khwaamM sookL khaawngR bpraL chaaM chohnM maiF chaiF gaanM thamM laaiM cheeM witH khaawngR bpraL chaaM chohnM,example sentence,"""The care of human life and happiness and not their destruction 
is the first and only legitimate object of good government."""
วัตถุปรุงแต่งกลิ่นรส,watH thooL bproongM dtaengL glinL rohtH,noun,flavoring agent
วัตถุพยาน,watH thooL phaH yaanM,noun,physical evidence
วัตถุพยานทางนิติวิทยาศาสตร์,watH thooL phaH yaanM thaangM niH dtiL witH thaH yaaM saatL,"noun, phrase",forensic evidence
วัตถุพยานหลักฐาน,watH thooL phaH yaanM lakL thaanR,noun,"physical evidence (of a crime, e.g.)"
วัตถุระเบิด,watH thooL raH beertL,noun,explosives; explosive material
วัตถุระเบิดแรงต่ำจะถูกกระตุ้นให้ระเบิดได้โดยการจุดไฟ,watH thooL raH beertL raaengM dtamL jaL thuukL graL dtoonF haiF raH beertL daiF dooyM gaanM jootL faiM,example sentence,"""Low power explosives can be set off by igniting them."""
วัตถุอินทรีย์,watH thooL inM seeM,noun,organic matter
วัตถุวิสัย,watH thooL wiH saiR,noun,[grammar] object
adjective,[grammar] objective,,
adjective,objective (based on objective criteria),,
วัตร,watH,"noun, loanword, Pali",usage; behavior; obligation; common practice; duty; routine; responsibility; conduct
