word,spell,type,meaning
"proper noun, person, formal, loanword, Pali",Hathai [a Thai female given name] (heart),,
หน ,hohnR,noun,direction; place; way; route; path; course
noun,occasion; time; instance,,
หนทาง,hohnR thaangM,noun,way; route; course; path
หนทางพิสูจน์ม้า กาลเวลาพิสูจน์คน,hohnR thaangM phiH suutL maaH gaanM waehM laaM phiH suutL khohnM,"example sentence, idiom","""Time will tell."""
หนม,nohmR,noun,ecstasy; MDMA
หนวก ,nuaakL,"adjective, colloquial",[is] deaf
"adjective, colloquial",deafening; ear-piercing; ear-splitting; overpowering; piercing; thunderous,,
หนวกหู ,nuaakL huuR,"adjective, phrase, colloquial",to be disturbed by the noise or too much noise; to be deafening; to be noisy
หน่วง,nuaangL,"verb, transitive, intransitive, formal",to delay; hinder; hold back; retard; detain
หน่วงเวลา,nuaangL waehM laaM,verb,to delay
หน่วงเหนี่ยว,nuaangL niaaoL,"verb, transitive, intransitive, phrase, formal",to defer; postpone; delay; hold over; procrastinate; put off; put on ice; shelve; suspend
หน่วงเหนี่ยว,nuaangL niaaoL,verb,to delay; obstruct; detain; hinder; impede; hold up; block; restrain
หนวด ,nuaatL,noun,mustache; moustache
noun,beard,,
noun,(animal's) whisker(s),,
หนวดกุ้ง,nuaatL goongF,noun,shrimp whiskers
หนวดปลาหมึก ,nuaatL bplaaM meukL,noun,octopus tree Schefflera actinophylla
หนวดแมว ,nuaatL maaeoM,noun,cat whiskers
หน่วย ,nuayL,noun,bureau; agency; unit
"noun, formal",[any] unit of measurement; digit; unit; [money] denomination,,
classifier,[numerical classifier for government agency],,
หน่วยกิต ,nuayL gitL,"noun, phrase, formal",[academic] a credit
หน่วยกู้ชีพ,nuayL guuF cheepF,noun,parametics; live-saving organization
หน่วยของประจุไฟฟ้าที่เท่ากับประจุไฟฟ้าของหนึ่งอิเล็กตร็อน,nuayL khaawngR bpraL jooL faiM faaH theeF thaoF gapL bpraL jooL faiM faaH khaawngR neungL iL lekH dtrawnM,"noun, phrase, formal",[Thai description of] the charge of an electron
หน่วยข่าวกรอง,nuayL khaaoL graawngM,noun,intelligence bureau or agency
หน่วยความจำ ,nuayL khwaamM jamM,"noun, phrase, formal",memory [formal term officially endorsed by the Royal Institute]
หน่วยความจำเข้าถึงโดยสุ่ม,nuayL khwaamM jamM khaoF theungR dooyM soomL,noun,"[formal] random access memory, RAM"
หน่วยความจำอ่านอย่างเดียว,nuayL khwaamM jamM aanL yaangL diaaoM,noun,"[formal] Read-Only Memory, ROM"
หน่วยงาน,nuayL ngaanM,noun,[หน่วยงาน] institution; authority; institute; organization; work group
หน่วยงานต่าง ๆ ประยุกต์เทคโนโลยีของอินทราเนตและสมาร์ทการ์ด เพื่อให้เกิดความสะดวกรวดเร็ว,nuayL ngaanM dtaangL dtaangL bpraL yookH thaehkF no:hM lo:hM yeeM khaawngR inM thaH raaM naehtF laeH saL maatF gaadL pheuuaF haiF geertL khwaamM saL duaakL ruaatF reoM,example sentence,"""Various government agencies apply intranet technology and smart cards for convenience and speed."""
หน่วยงานรัฐบาล ,nuayL ngaanM ratH thaL baanM,noun,government agency
หน่วยงานราชการ,nuayL ngaanM raatF chaH gaanM,noun,government sector; state sector; government authority
หน่วยงานสังคมสงเคราะห์ ,nuayL ngaanM sangR khohmM sohngR khrawH,noun,social welfare agency
หน่วยงานเอกชน ,nuayL ngaanM aehkL gaL chohnM,noun,non-government agency
หน่วยจราจรอากาศ,nuayL jaL raaM jaawnM aaM gaatL,"noun, proper noun",Air Traffic Control Organization
หน่วยเฉพาะกิจกรมทหารราบ,nuayL chaL phawH gitL grohmM thaH haanR raapF,"noun, proper noun",Infantry Regiment Task Force
หน่วยดับเพลิง,nuayL dapL phleerngM,noun,fire department
หน่วยทหารม้ายานเกราะ,nuayL thaH haanR maaH yaanM grawL,noun,armored cavalry (an element of the Army)
หน่วยทหารราบยานเกราะ,nuayL thaH haanR raapF yaanM grawL,noun,mechanized infantry
หน่วยนิติกรของรัฐบาล,nuayL niH dtiL gaawnM khaawngR ratH thaL baanM,"noun, phrase",legistature
หน่วยบิน,nuayL binM,noun,aviation squadron
หน่วยปฏิบัติการพิเศษ,nuayL bpaL dtiL batL gaanM phiH saehtL,noun,special detachment; armed spies; special operating agency; commando unit
หน่วยผ่าตัดและโรงพยาบาลทหารเคลื่อนที่ ,nuayL phaaL dtatL laeH ro:hngM phaH yaaM baanM thaH haanR khleuuanF theeF,"noun, phrase, formal",MASH (Mobile Army Surgical Hospital)
หน่วยพันธุกรรม,nuayL phanM thooH gamM,"noun, plural, formal",genes
หน่วยพันธุกรรมดีเอ็นเอถูกทอนลงเป็นหน่วยย่อย ๆ ในอันที่จะวัดจำนวนของยีนว่ามีกี่ชุด,nuayL phanM thooH gamM deeM enM aehM thuukL thaawnM lohngM bpenM nuayL yaawyF yaawyF naiM anM theeF jaL watH jamM nuaanM khaawngR yeenM waaF meeM geeL chootH,example sentence,"""To measure the number of gene copies, the cellular DNA is broken into small pieces."""
หน่วยพิทักษ์ชายแดน,nuayL phiH thakH chaaiM daaenM,"proper noun, phrase",Border Guards Force
หน่วยยามชายฝั่ง,nuayL yaamM chaaiM fangL,"noun, proper noun",Coast Guard
หน่วยรบพิเศษ,nuayL rohpH phiH saehtL,noun,Special Forces (military)
หน่วยเรือยามฝั่ง,nuayL reuuaM yaamM fangL,noun,Coast Guard
หน่วยลาดตระเวน,nuayL laatF dtraL waehnM,"noun, phrase, formal",reconnaissance
หน่วยสันติภาพ ,nuayL sanR dtiL phaapF,proper noun,Peace Corps
หน่วยสืบราชการลับกลาง,nuayL seuupL raatF chaH gaanM lapH glaangM,proper noun,Central Intelligence Agency
หน่วยเสียง,nuayL siiangR,noun,[grammar] phoneme
หน่วยเสียงวรรณยุกต์,nuayL siiangR wanM naH yookH,noun,[grammar] toneme
หน่วยอักขระ,nuayL akL khaL raL,noun,grapheme
หน่วยอาวุธและกลยุทธ์พิเศษ ,nuayL aaM wootH laeH gohnM laH yootH phiH saehtL,"noun, proper noun, phrase, formal",SWAT (Special Weapons and Tactics)
หนอ,naawR,particle,"[a word placed at the end of a sentence, after a phrase or behind a question word to show an act of pondering, reflecting, considering or contemplating (รำพึง)]"
หนอ,naawR,,[alternate spelling of นะ ]
หน่อ ,naawL,noun,shoot of a plant
classifier,[numerical classifier for bamboo shoot],,
หน่อเนื้อเชื้อไข,naawL neuuaH cheuuaH khaiR,noun,offspring; progeny; descendants
หน่อไม้ ,naawL maaiH,noun,bamboo shoot
หน่อไม้ฝรั่ง ,naawL maaiH faL rangL,noun,[หน่อไม้ฝรั่ง] asparagus
หนอก ,naawkL,noun,hump
หนอง ,naawngR,noun,marsh; swamp; bog
noun,[น้ำหนอง] pus,,
หนองน้ำ ,naawngR naamH,noun,swampy lake
หนองแขม,naawngR khaaemR,proper noun,[เขตหนองแขม] [administrative district of Bangkok] Nong Khaem
หนองคาย ,naawngR khaaiM,"proper noun, geographical","Nong Khai, a province in northeastern Thailand with a 1995 population of 873,313 (rank 22 of 76)"
หนองจอก,naawngR jaawkL,proper noun,[เขตหนองจอก] [administrative district of Bangkok] Nong Chok
หนองบัวลำภู ,naawngR buaaM lamM phuuM,"proper noun, geographical","Nong Bualamphu, a province in northeastern Thailand with a 1995 population of 477,129 (rank 50 of 76)"
หนอน ,naawnR,noun,[ตัวหนอน] worm; maggot; grub; caterpillar
หน่อมแน้ม,naawmL naaemH,adjective,[is] childish; innocent; naive; artless
หนอย ,naawyR,"interjection, colloquial","[an interjection expressed when one is irate, because the other is deliberately putting you to the test, or because the other is being โอหัง ]"
หน่อย ,naawyL,"adverb, particle","[word used to soften the meaning of a sentence] ""...a bit"" — ""...somewhat"" — ""...to some extent""; this little thing, no big deal here, for just a moment"
"proper noun, person, colloquial","Noy, Noi [a common Thai male or female nickname]",,
หน่อยหนึ่ง,naawyL neungL,adverb,a little bit; a bit; somewhat; to some extent
หนอยแน่ะ,naawyR naeF,,[alternate spelling of หนอย ]
หนัก ,nakL,adjective,[is] heavy; laden; fully loaded
adjective,[of a medical condition or other problem] [is] serious,,
adverb,[อย่างหนัก] harshly; severely; seriously,,
"noun, adjective",anal; [pertaining to the] anus,,
noun,[ของหนัก] burden; duty,,
หนักกบาลหัว,nakL gaL baanM huaaR,"adjective, colloquial",[is] the business of; bears the burden of; [is] a burdensome responsibility of
หนักข้อ,nakL khaawF,adverb,severely
หนักเครื่องเทศ,nakL khreuuangF thaehtF,adjective,[of food] [is] spicy; flavored with spices (not neccessarily spicy-hot)
หนักใจ ,nakL jaiM,adjective,[is] heavy-hearted; troubled
หนักแน่น,nakL naaenF,"adjective, phrase",[is] firm
หนักไม่เอาเบาไม่สู่,nakL maiF aoM baoM maiF suuL,adjective,[is] lazy; unwilling to make an effort
หนักหน่วง,nakL nuaangL,adverb,severely; heavily; seriously
หนักหน่วง,nakL nuaangL,adjective,[is] severe; serious
หนักอกหนักใจ,nakL ohkL nakL jaiM,"adjective, phrase",[is] anxious; worried; fretful
หนักอึ้ง,nakL eungF,adverb,heavily
หนักเอาเบาสู้,nakL aoM baoM suuF,"verb, phrase",a person who tries very hard and is willing to take any work he can get
หนักหนา,nakL naaR,adverb,with very extremely excess; to a serious extreme
หนักหนาสาหัส,nakL naaR saaR hatL,adjective,"[is] serious (as a medical condition); heavy, severe (as a burden)"
หนัง ,nangR,"noun, colloquial",cinema; film; movie
"noun, colloquial",animal hide; leather; skin; flesh,,
noun,shadow puppet; performance of shadow puppetry,,
หนังกลับ ,nangR glapL,"noun, adjective",suede
หนังกำพร้า,nangR gamM phraaH,noun,epidermis
หนังไก่,nangR gaiL,noun,chicken skin
หนังไก่ทอด,nangR gaiL thaawtF,noun,deep-fried chicken skin
หนังตะลุง ,nangR dtaL loongM,noun,shadow puppet (made of buffalo hide which is beaten until it is transparent)
หนังตัวอย่าง,nangR dtuaaM yaangL,noun,"preview, trailer (of a movie); (metaphor) preview of an upcoming event"
หนังตา ,nangR dtaaM,noun,eyelid
หนังไทยเรื่องใหม่ผงาด เปิดตัวแรง คนแน่นทุกโรง,nangR thaiM reuuangF maiL phaL ngaatL bpeertL dtuaaM raaengM khohnM naaenF thookH ro:hngM,example sentence,"""The new elegant Thai movie opened strongly; moviegoers filled all the theaters."""
หนังบู๊,nangR buuH,noun,action movie; fighting movie
หนังโป๊ ,nangR bpo:hH,noun,x-rated or porn movie or film
หนังผี,nangR pheeR,"noun, colloquial","ghost, horror or scary movie; ""The Exorcist"" type of movie"
หนังแผ่น,nangR phaenL,noun,movie on a disc; DVD; VCD
หนังพอง,nangR phaawngM,noun,skin blister
หนังยาง,nangR yaangM,noun,rubber band
หนังเรื่อง,nangR reuuangF,noun,the story of a movie or film
หนังเรื่องนั้นค่อนข้างน่าเบื่อ,nangR reuuangF nanH khaawnF khaangF naaF beuuaL,example sentence,"""That movie is rather boring."""
หนังเรื่องนั้นน่าเบื่อชะมัด,nangR reuuangF nanH naaF beuuaL chaH matH,example sentence,"""That movie is so boring."""
หนังเรื่องนี้ดูสามหนแล้ว,nangR reuuangF neeH duuM saamR hohnR laaeoH,example sentence,"""[I’ve] seen this movie three times already."""
หนังเรื่องนี้มีซับไทยแต่มันเร็วมาก ผมอ่านไม่ทันเลย,nangR reuuangF neeH meeM sapH thaiM dtaaeL manM reoM maakF phohmR aanL maiF thanM leeuyM,example sentence,"""This movie has Thai subtitles, but they go by so quickly that I can't read them quickly enough."""
หนังเรื่องนี้หลุดโลกจริง ๆ! ,nangR reuuangF neeH lootL lo:hkF jingM jingM,example sentence,"""This movie is out of this world!"""
หนังเรื่องนี้ห่วยแตก! ,nangR reuuangF neeH huayL dtaaekL,"example sentence, colloquial","""This movie sucks big time!"""
หนังเรื่องนี้อย่าไปดูเลย รอบที่แล้วแจกหมอนกันทั้งโรง,nangR reuuangF neeH yaaL bpaiM duuM leeuyM raawpF theeF laaeoH jaaekL maawnR ganM thangH ro:hngM,example sentence,"""Don't go to see this movie. Last time they screened it, it was so boring that they passed out pillows."""
หนังศีรษะ ,nangR seeR saL,noun,the scalp
หนังสัตว์ ,nangR satL,noun,animal skin; hide
หนังหน้าไฟ,nangR naaF faiM,noun,"one who suffers before others; first line of defense, one who bears the brunt of an attack"
หนังหัว ,nangR huaaR,noun,the scalp
หนังหุ้มปลาย ,nangR hoomF bplaaiM,noun,foreskin of the penis
หนังหุ้มเม็ดละมุดของหญิง,nangR hoomF metH laH mootH khaawngR yingR,"noun, formal",the prepuce of a female
หนังหุ้มลึงค์ ,nangR hoomF leungM,noun,foreskin of the penis; the prepuce of a male
หนังแอ็คชั่น,nangR aekL chanF,noun,action movie
หนังมังสา,nangR mangM saaR,,flesh; human body
หนังสติ๊ก ,nangR saL dtikH,noun,rubber band
noun,slingshot; catapult,,
หนังสือ ,nangR seuuR,"noun, formal",book; document; letters; alphabet; printed document; written document
หนังสือ,nangH seuuR,,[alternate pronunciation of หนังสือ ]
หนังสือกรรมสิทธิ์,nangR seuuR gamM maH sitL,noun,(ownership) title document
หนังสือการ์ตูน ,nangR seuuR gaaM dtuunM,noun,comic book
หนังสือดี ๆ ก็เป็นสิ่งดี ๆ ที่เข้ามาในชีวิต ที่ใช้ต้นทุนอันน้อยนิด แต่มีคุณค่ามากมาย,nangR seuuR deeM deeM gaawF bpenM singL deeM deeM theeF khaoF maaM naiM cheeM witH theeF chaiH dtohnF thoonM anM naawyH nitH dtaaeL meeM khoonM naH khaaF maakF maaiM,example sentence,"""Good books are good things in our lives; they require a small investment and provide a great deal of value."""
หนังสือเดินทาง  ,nangR seuuR deernM thaangM,noun,passport
หนังสือที่ท่านแปลและเรียบเรียงสามารถอบรมบ่มนิสัยของเยาวชนได้,nangR seuuR theeF thanF bplaaeM laeH riiapF riiangM saaR maatF ohpL rohmM bohmL niH saiR khaawngR yaoM waH chohnM daiF,example sentence,"""The books which he translated and compiled can be used in the instruction of our youth."""
หนังสือที่ยืมไปอ่านจบหรือยัง,nangR seuuR theeF yeuumM bpaiM aanL johpL reuuR yangM,example sentence,"""Have you finished reading the book you borrowed yet?"""
หนังสือนำเที่ยว,nangR seuuR namM thiaaoF,noun,guidebook
หนังสือนิทาน,nangR seuuR niH thaanM,noun,fairytale book; child's book of fables
หนังสือนี้เกี่ยวกับประวัติศาสตร์,nangR seuuR neeH giaaoL gapL bpraL watL saatL,example sentence,"""This book concerns history."""
หนังสือนี้เรื่องประวัติศาสตร์,nangR seuuR neeH reuuangF bpraL watL saatL,example sentence,"""This book is about history."""
หนังสือบังคับ,nangR seuuR bangM khapH,noun,required reading
หนังสือปกขาว,nangR seuuR bpohkL khaaoR,noun,white paper; position paper
หนังสือแผนที่โลก,nangR seuuR phaaenR theeF lo:hkF,noun,world atlas
หนังสือพิมพ์ ,nangR seuuR phimM,noun,newspaper
หนังสือพิมพ์กระตุ้นให้รัฐบาลตรวจสอบการออกโฉนดที่ดินทำกินแก่เกษตรกร,nangR seuuR phimM graL dtoonF haiF ratH thaL baanM dtruaatL saawpL gaanM aawkL chaL no:htL theeF dinM thamM ginM gaaeL gaL saehtL dtraL gaawnM,example sentence,"""The newspapers are encouraging the government to examine the issuance of title deeds to farmers for agricultural lands."""
หนังสือพิมพ์เจาะลึกเบื้องหลังของเจ้าพ่อคนนี้อย่างละเอียด,nangR seuuR phimM jawL leukH beuuangF langR khaawngR jaoF phaawF khohnM neeH yaangL laH iiatL,example sentence,"""The newspaper delved deeply and in great detail into the background of the mafia godfather."""
หนังสือพิมพ์ฉบับนี้ถือกันว่าเป็นปากเป็นเสียงของรัฐบาล,nangR seuuR phimM chaL bapL neeH theuuR ganM waaF bpenM bpaakL bpenM siiangR khaawngR ratH thaL baanM,example sentence,"""This newspaper is known to be a mouthpiece for the government."""
หนังสือพิมพ์ฉบับนี้แทงกั๊ก เขียนสนับสนุนทั้งฝ่ายรัฐบาลและฝ่ายค้าน,nangR seuuR phimM chaL bapL neeH thaaengM gakH khiianR saL napL saL noonR thangH faaiL ratH thaL baanM laeH faaiL khaanH,example sentence,"""This edition of the newspaper is hedging its bets; (the editors) wrote an article which supports both the government and the opposition."""
หนังสือพิมพ์ตีแผ่ประวัติของเธอก่อนเข้ามาดังในวงการนางแบบ,nangR seuuR phimM dteeM phaaeL bpraL watL khaawngR thuuhrM gaawnL khaoF maaM dangM naiM wohngM gaanM naangM baaepL,example sentence,"""The newspaper exposed the facts of her background before she became a famous fashion model."""
หนังสือพิมพ์ไทยรัฐให้คนอ่านส่งคำตอบทายผลฟุตบอลโลก,nangR seuuR phimM thaiM ratH haiF khohnM aanL sohngL khamM dtaawpL thaaiM phohnR footH baawnM lo:hkF,example sentence,"""The Thai Rath newspaper asks its readers to send in their predictions about the results of the World Cup."""
