word,spell,type,meaning
ก. คุณจะล้างรถเมื่อไร,khoonM jaL laangH rohtH meuuaF raiM,example sentence,When will you wash the car?
[ก.] คุณจะอยู่เองหรือ,khoonM jaL yuuL aehngM reuuR,example sentence,"[a.] ""Will you live (there) yourself?"
ก. คุณชอบฟังดนตรีแนวไหน,khoonM chaawpF fangM dohnM dtreeM naaeoM naiR,example sentence,A. What kind of music do you like to listen to?
ก. คุณชอบฟังเพลงไทยไหมคะ,khoonM chaawpF fangM phlaehngM thaiM maiR khaH,example sentence,A. Do you like to listen to Thai songs?
[ก.] คุณได้บ้านเช่าแล้วหรือยัง,khoonM daiF baanF chaoF laaeoH reuuR yangM,example sentence,"[a.] ""Have you got a house to rent yet?"
ก. คุณต้องเข้าประชุมแล้วไม่ใช่หรือ,khoonM dtawngF khaoF bpraL choomM laaeoH maiF chaiF reuuR,example sentence,Don’t you have to be in that meeting already?
ก. คุณแต่งงานกี่ปีมาแล้ว,khoonM dtaengL ngaanM geeL bpeeM maaM laaeoH,example sentence,How long have you been married?
ก. คุณแต่งงานเมื่อไร,khoonM dtaengL ngaanM meuuaF raiM,example sentence,When did you get married?
ก. คุณมากินพิซซาด้วยกันไหมครับ,khoonM maaM ginM phisH saaM duayF ganM maiR khrapH,example sentence,Shall we go have some pizza?
ก. คุณมีขันเงินใหญ่ ๆ บ้างมั้ย,khoonM meeM khanR ngernM yaiL yaiL baangF maiH,example sentence,"Do you have any large, silver bowls?"
ก. คุณไม่ไปเที่ยวหรอกรึคะ,khoonM maiF bpaiM thiaaoF raawkL reuH khaH,example sentence,"Aren’t you going on the trip with them, then?"
ก. คุณรู้จักเขาดีแค่ไหน ทำไมคุณถึงให้เขายืมเงิน,khoonM ruuH jakL khaoR deeM khaaeF naiR thamM maiM khoonM theungR haiF khaoR yeuumM ngernM,example sentence,A. How well do you know him? Why are you lending him money?
ก. คุณเห็นวีระไหม,khoonM henR weeM raH maiR,example sentence,Did you see Vira?
ก. ใครทำถ้วยแก้วแตกวะ,khraiM thamM thuayF gaaeoF dtaaekL waH,example sentence,Who broke the glass?
ก. ใครไปกับเธอ,khraiM bpaiM gapL thuuhrM,example sentence,A. Who is going with you?
ก. งั้นก็อยู่เฉย ๆ ไม่ต้องทำอะไรอย่างนี้ล่ะ,nganH gaawF yuuL cheeuyR cheeuyR maiF dtawngF thamM aL raiM yaangL neeH laF,example sentence,"O.k. Then, just be by yourself. You don’t have to do anything at all."
[ก.] งั้นแปดบาทไปไหม เคยไปได้แปดบาท,nganH bpaaetL baatL bpaiM maiH kheeuyM bpaiM daiF bpaaetL baatL,example sentence,"[a.] ""Then, can you do it for eight? I've been for eight (before)."
ก. จะถึงเชียงใหม่เวลาเท่าไรครับ,jaL theungR chiiangM maiL waehM laaM thaoF raiM khrapH,example sentence,What time will it arrive in Chiang Mai?
ก. จะไปไหนเหรอ,jaL bpaiM naiR ruuhrR,example sentence,Are you going somewhere?
[ก.] เจ็ดบาทได้ไหม ใกล้แค่นี้เอง,jetL baatL daiF maiH glaiF khaaeF neeH aehngM,example sentence,"[a.] ""How, about seven? It's right near here."
ก. ฉันเกลียดผู้ชายคนนั้นจังเลย นิสัยไม่ดี,chanR gliiatL phuuF chaaiM khohnM nanH jangM leeuyM niH saiR maiF deeM,example sentence,I really hate that guy; he’s so uncouth.
ก. ฉันได้ยินมาว่าเธอเป็นแฟนกับเจ้าป๋องจริงหรือเปล่า,chanR daiF yinM maaM waaF thuuhrM bpenM faaenM gapL jaoF bpaawngR jingM reuuR bplaaoL,example sentence,I heard someone say that you are Bong’s girlfriend; is it true?
ก. ฉันไม่สบายไม่ค่อยได้ไปทำงานหลายวันแล้ว,chanR maiF saL baaiM maiF khaawyF daiF bpaiM thamM ngaanM laaiR wanM laaeoH,example sentence,I haven’t been well lately. I haven’t been able to go to work for several days.
ก. ใช่ เล่มนั้นแหละครับ,chaiF lemF nanH laeL khrapH,example sentence,"Yes, that’s the one."
ก. ใช้การวัดแสงแบบเฉพาะจุดวัดแสงที่บริเวณแก้มของตัวแบบ (วิธีการนี้อาจทำให้ฉากหลังว่างเกินไป),chaiH gaanM watH saaengR baaepL chaL phawH jootL watH saaengR theeF baawM riH waehnM gaaemF khaawngR dtuaaM baaepL wiH theeM gaanM neeH aatL thamM haiF chaakL langR waangF geernM bpaiM,example sentence,1. Use a spot meter on the model’s cheeks (this method might cause the background to become washed out).
ก. ดิฉันต้องการพบคุณหมอ ขอเข้าพบตอนนี้เลยได้ไหมคะ,diL chanR dtawngF gaanM phohpH khoonM maawR khaawR khaoF phohpH dtaawnM neeH leeuyM daiF maiH khaH,example sentence,I want to go see the doctor. May I go see him now?
ก. ดูซิ เขาทำเสื้อฉันเปื้อนหมด,duuM siH khaoR thamM seuuaF chanR bpeuuanF mohtL,example sentence,Look how they got my blouse all dirty!
[ก.] เดือนละห้าพันบาทค่ะ ไม่รวมค่าน้ำ ค่าไฟ ค่าแก๊ส และค่าโทรศัพท์ผู้เช่าต้องเสียเอง,deuuanM laH haaF phanM baatL khaF maiF ruaamM khaaF naamH khaaF faiM khaaF gaaetH laeH khaaF tho:hM raH sapL phuuF chaoF dtawngF siiaR aehngM,example sentence,"[a.] ""Five thousand baht a month, not including water, electricity, gas, and telephone. The tenant has to pay those himself."
ก.เดือนหน้ามีวันหยุดยาว เราไปเที่ยวฮ่องกงกันไหม,deuuanM naaF meeM wanM yootL yaaoM raoM bpaiM thiaaoF haawngF gohngM ganM maiR,example sentence,Next month we’ll have a long holiday. Should we take a trip to Hong Kong?
ก. ได้ข่าวว่าเธอเข้าวีนในที่ประชุมเมื่อวานนี้ ไม่กลัวว่าแผนกเราจะมีปัญหาเหรอ,daiF khaaoL waaF thuuhrM khaoF weenM naiM theeF bpraL choomM meuuaF waanM neeH maiF gluaaM waaF phaL naaekL raoM jaL meeM bpanM haaR ruuhrR,example sentence,I heard that you threw a fit in the meeting yesterday; aren't you afraid that our group will have a problem with this?
ก. ได้ครับ ขอบคุณครับ ,daiF khrapH khaawpL khoonM khrapH,"example sentence, formal",O.K. Thank you.
ก. ถ้ายังงั้นเค้าคงฝากคนอื่นไว้ให้มั่งตอนนั้น คุณคงไม่อยู่บ้าน,thaaF yangM nganH khaaoH khohngM faakL khohnM euunL waiH haiF mangF dtaawnM nanH khoonM khohngM maiF yuuL baanF,example sentence,"In that case he must have left it with someone else to give you, I guess. You must not have been home at the time."
ก.ทั้งปี,thangH bpeeM,example sentence,You always say that.
ก. ทานข้าวด้วยกันสิครับ,thaanM khaaoF duayF ganM siL khrapH,example sentence,"Eat with us, will you?"
ก. ทำไมคนเราถึงชอบดื่มเหล้ากันนักนะโดยเฉพาะคนไทย ดื่มจัดจริง ๆ,thamM maiM khohnM raoM theungR chaawpF deuumL laoF ganM nakH naH dooyM chaL phawH khohnM thaiM deuumL jatL jingM jingM,example sentence,"Why do we like to drink booze so much? Thais, especially, really drink a lot!"
ก. ทำไมมาช้านักล่ะ,thamM maiM maaM chaaH nakH laF,example sentence,How come you’re so slow?
ก.ที่บ้านน้ำท่วมมากไหมครับ,theeF baanF naamH thuaamF maakF maiR khrapH,example sentence,Did you get a lot of water in your house?
ก. ที่บ้านเป็นอย่างไรบ้างครับ,theeF baanF bpenM yaangL raiM baangF khrapH,example sentence,How are you and your family [after the flood]?
,,,
ก.ที่รัก ช่วยหุงข้าวให้หน่อยสิคะ น้องจะดูละครละคะ,theeF rakH chuayF hoongR khaaoF haiF naawyL siL khaH naawngH jaL duuM laH khaawnM laH khaH,example sentence,"Hey, honey. Please cook the rice for us. I’m going to watch the soaps."
[ก.] แท็กซี่,thaekH seeF,example sentence,"[a.] ""Taxi!"
[ก.] โทรไปถามเขาโดยตรงครับ ไม่ต้องผ่านนายหน้า,tho:hM bpaiM thaamR khaoR dooyM dtrohngM khrapH maiF dtawngF phaanL naaiM naaF,example sentence,"[a.] ""Call him directly. You don’t have to go through an agent."
ก. โทรศัพท์เครื่องนี้ทำไมดูก๊องแก๊งจัง,tho:hM raH sapL khreuuangF neeH thamM maiM duuM gaawngH gaaengH jangM,example sentence,Why does this cell-phone look so cheap?
ก. เธอโกรธฉันเรื่องอะไร ทำไมถึงได้ทำหน้าบึ้งอย่างนี้ ,thuuhrM gro:htL chanR reuuangF aL raiM thamM maiM theungR daiF thamM naaF beungF yaangL neeH,example sentence,What are you mad at me about? Why are you frowning at me?
ก. เธอจะไปทำงานเมื่อไร,thuuhrM jaL bpaiM thamM ngaanM meuuaF raiM,example sentence,A. When are you going to work?
ก. เธอทำเช่นนั้นทำไม,thuuhrM thamM chenF nanH thamM maiM,example sentence,A. Why did you do that?
ก. เธอพูดอะไร,thuuhrM phuutF aL raiM,example sentence,A. What did you say?
ก. นายเห็นผู้หญิงคนที่นั่งอยู่ตรงนั้นไหม นายว่าเธอเต้นรำเป็นยังไง,naaiM henR phuuF yingR khohnM theeF nangF yuuL dtrohngM nanH maiR naaiM waaF thuuhrM dtenF ramM bpenM yangM ngaiM,example sentence,Do you see that girl sitting over there? What do you think of her dancing?
ก. น้ำท่วมไปหมดแล้ว คุณจะกลับบ้านได้ยังไง,naamH thuaamF bpaiM mohtL laaeoH khoonM jaL glapL baanF daiF yangM ngaiM,example sentence,It’s completely flooded already; how will you get home?
ก. นี่เธอ ฉันไปตรวจมาแล้วนะหมอบอกว่าปกติทุกอย่าง,neeF thuuhrM chanR bpaiM dtruaatL maaM laaeoH naH maawR baawkL waaF bpaL gaL dtiL thookH yaangL,example sentence,"Hey, there! I just came back from my physical exam. The doctor said that everything was fine."
ก. นี่เธอ ดูลูกบ้านนั้นสิพ่อแม่อุตส่าห์ส่งไปเรียนกรุงเทพฯ จบปริญญามาทั้งที กลับต้องมาทำไร่ทำนาเหมือนพ่อแม่แทนที่จะได้งานดี ๆ ทำ,neeF thuuhrM duuM luukF baanF nanH siL phaawF maaeF ootL saaL sohngL bpaiM riianM groongM thaehpF johpL bpaL rinM yaaM maaM thangH theeM glapL dtawngF maaM thamM raiF thamM naaM meuuanR phaawF maaeF thaaenM theeF jaL daiF ngaanM deeM deeM thamM,example sentence,"Hey, look at the kid over there. His parent tried so hard to send him to Bangkok to get an education. He even earned his degree. However, he came back home and became a farmer just like his parents, rather than getting a really good job."
ก. นี่เธอ ออกไปหาอะไรกินกันไหม,neeF thuuhrM aawkL bpaiM haaR aL raiM ginM ganM maiR,example sentence,"Hey, you; shall we go out and get something to eat?"
[ก.] ในซอยบ้านผมมีบ้านว่างให้เช่าอยู่หลังหนึ่ง,naiM saawyM baanF phohmR meeM baanF waangF haiF chaoF yuuL langR neungL,example sentence,"[a.] ""On my lane there’s a house for rent."
ก. บอกมาซิ ใครทำแตกล่ะ,baawkL maaM siH khraiM thamM dtaaekL laF,example sentence,"Tell me, who broke it?!"
[ก.] เบอร์ เก้า หก โท สาม สี่ หก ครับ,buuhrM gaaoF hohkL tho:hM saamR seeL hohkL khrapH,example sentence,"[a.] ""962-346."
ก. ไบรอันครับ ,braiM anM khrapH,"example sentence, formal",It's Bryan.
ก. ปั๊มน้ำมันอยู่เลยสะพานไปไกลเท่าไหร่,bpamH namH manM yuuL leeuyM saL phaanM bpaiM glaiM thaoF raiL,example sentence,How much farther is the petrol station after [you cross] the bridge?
ก. ปิดเทอมนี้ไปเที่ยวเชียงใหม่กันไหม,bpitL theermM neeH bpaiM thiaaoF chiiangM maiL ganM maiR,example sentence,"A. ""Shall we take a trip to Chiangmai during this next school break?"
[ก.] เป็นยังไงบ้างคะ บ้านหลังนี้คุณชอบไหมคะ,bpenM yangM ngaiM baangF khaH baanF langR neeH khoonM chaawpF maiH khaH,example sentence,"[a.] ""How do you do? Do you like this house?"
ก. เปลี่ยนชื่อดีไหม ถ้าชื่อปัจจุบันมีตัวกาลกิณี และความหมายไม่ดี,bpliianL cheuuF deeM maiR thaaF cheuuF bpatL jooL banM meeM dtuaaM gaaM laH giL neeM laeH khwaamM maaiR maiF deeM,example sentence,Should I change my name if my current name has unlucky letters and the meaning [of my name] is not auspicious?
[ก.] ไปก็ไป ช่วยไปช้า ๆ หน่อยนะครับ,bpaiM gaawF bpaiM chuayF bpaiM chaaH chaaH naawyL naH khrapH,example sentence,"[a.] ""If we're going, let's go. Please drive slowly."
ก. ไปกับเขาเหมือนกันเหรอ คนไปสมัครเยอะนะ,bpaiM gapL khaoR meuuanR ganM ruuhrR khohnM bpaiM saL makL yuhH naH,example sentence,Are you going too? A lot of people are applying [for those jobs].
ก. ไปกินข้าวกันไหม,bpaiM ginM khaaoF ganM maiR,example sentence,Let's go have a bite to eat. (Shall we have a bite to eat?).
ก. ไปดูหนังกันไหม,bpaiM duuM nangR ganM maiR,example sentence,Want to go to the movies?
[ก.] ไปประตูน้ำเอาเท่าไหร่,bpaiM bpraL dtuuM naamH aoM thaoF raiL,example sentence,"[a.] ""How much to Pratunam?"
[ก.] ผมจะไปหาอะไรทานข้างนอก ไปด้วยกันไหม,phohmR jaL bpaiM haaR aL raiM thaanM khaangF naawkF bpaiM duayF ganM maiH,example sentence,"[a.] ""I'm going to go out for something to eat. Want to go along?"
[ก.] ผมได้ยินว่าคุณมีบ้านให้เช่าใช่ไหมครับ,phohmR daiF yinM waaF khoonM meeM baanF haiF chaoF chaiF maiH khrapH,example sentence,"[a.] ""I heard you had a house to rent; is that true?"
ก. ผมโทรศัพท์หาคุณตั้งสามครั้ง ทำไมไม่รับ,phohmR tho:hM raH sapL haaR khoonM dtangF saamR khrangH thamM maiM maiF rapH,example sentence,I called you three times; how come you didn’t answer?
ก. ผมเพิ่งซื้อหนังสือดี ๆ มาฝากเล่มหนึ่งแน่ะ,phohmR pheerngF seuuH nangR seuuR deeM deeM maaM faakL lemF neungL naeF,example sentence,Here’s a good book I just bought for you.
ก. ผมไม่ได้ตั้งจะสั่งซื้อจากผู้ผลิตรายนี้ แต่เขาโทรมาในจังหวะที่เราต้องการของพอดี,phohmR maiF daiF dtangF jaL sangL seuuH jaakL phuuF phaL litL raaiM neeH dtaaeL khaoR tho:hM maaM naiM jangM waL theeF raoM dtawngF gaanM khaawngR phaawM deeM,example sentence,"I did not intend to order [the item] from this producer, but he phoned just when we needed it."
[ก.] ผมไม่ได้ถามรายละเอียด เป็นบ้านใหม่น่าอยู่ดี สำหรับครอบครัวเล็ก ๆ อย่างคุณ ขนาดกำลังพอดี ไม่เล็กไม่ใหญ่เกินไป,phohmR maiF daiF thaamR raaiM laH iiatL bpenM baanF maiL naaF yuuL deeM samR rapL khraawpF khruaaM lekH lekH yaangL khoonM khaL naatL gamM langM phaawM deeM maiF lekH maiF yaiL geernM bpaiM,example sentence,"[a.] ""I didn’t ask the details. It’s a new house. It’s cosy. For a small family like yours the size is just right, not too big, not too small."
ก. ผมเล่นกีตาร์ เปียโนแล้วก็กลองได้,phohmR lenF geeM dtaaM bpiiaM no:hM laaeoH gaawF glaawngM daiF,example sentence,"A. I can play guitar, piano and drum."
ก. ผมเล่นเครื่องดนตรีได้หลายอย่าง,phohmR lenF khreuuangF dohnM dtreeM daiF laaiR yaangL,example sentence,A. I can play many musical instruments.
[ก.] ผมอยากได้บ้านที่มีห้องนอนสามห้อง แล้วก็มีมุ้งลวดทั้งหลัง จะเป็นสองชั้นหรือชั้นครึ่งก็ได้,phohmR yaakL daiF baanF theeF meeM haawngF naawnM saamR haawngF laaeoH gaawF meeM moongH luaatF thangH langR jaL bpenM saawngR chanH reuuR chanH khreungF gaawF daiF,example sentence,"[a.] ""I want a house with three bedrooms and completely screened in. Either two stories or one and a half stories is o.k."
ก.พรุ่งนี้ฉันไปดูหนังกับเธอไม่ได้แล้วนะ พอดีติดงาน,phroongF neeH chanR bpaiM duuM nangR gapL thuuhrM maiF daiF laaeoH naH phaawM deeM dtitL ngaanM,example sentence,Tomorrow I can’t go to the movies with you; I'm all tied up at work.
ก. พวกแกจะเอายังไงกันแน่ เลือกมาสักที,phuaakF gaaeM jaL aoM yangM ngaiM ganM naaeF leuuakF maaM sakL theeM,example sentence,Where (the heck) do you guys wanna go really!? Just pick one (for god's sake).
ก. พ่อทราบมั้ยคะ ว่ามือถือฟุ้งฟ้าอยู่ที่ไหนบ้าง ฟุ้งฟ้าหาไม่พบเลยค่ะ คุณพ่อ,phaawF saapF maiH khaH waaF meuuM theuuR foongH faaH yuuL theeF naiR baangF foongH faaH haaR maiF phohpH leeuyM khaF khoonM phaawF,example sentence,"Dad, do you know where my cell phone could be? I can’t seem to find it anywhere."
ก. พี่ไปเที่ยวทะเลกันไหม ไม่ได้ไปตั้งนานแล้วนะ,pheeF bpaiM thiaaoF thaH laehM ganM maiR maiF daiF bpaiM dtangF naanM laaeoH naH,example sentence,"Hey, [husband,] want to go to the beach? We haven’t been for a long time."
[ก.] เพื่อนคุณเป็นโสดหรือแต่งงานแล้ว,pheuuanF khoonM bpenM so:htL reuuR dtaengL ngaanM laaeoH,example sentence,"[a.] ""Is your friend single or married?"
ก. มากินข้าวกันเถอะ ฉันหิวจะตายแล้ว,maaM ginM khaaoF ganM thuhL chanR hiuR jaL dtaaiM laaeoH,example sentence,"Come on, let’s eat. I’m practically starving [already]."
ก. มากินข้าวกันเถอะ ผมหิวจะตายแล้ว,maaM ginM khaaoF ganM thuhL phohmR hiuR jaL dtaaiM laaeoH,example sentence,Come on and eat; I’m starving!
ก. มาถึงสถานีรถไฟฟ้าแล้วหรือยัง,maaM theungR saL thaaR neeM rohtH faiM faaH laaeoH reuuR yangM,example sentence,Have you reached the train station yet?
ก. มีคนปิดเตาความร้อนเมื่อคืน,meeM khohnM bpitL dtaoM khwaamM raawnH meuuaF kheuunM,example sentence,A. Someone turned the furnace off last night.
[ก.] มีครบทุกอย่างค่ะชุดรับแขกชุดทานข้าว เตียง ตู้เตาแก๊สตู้เย็น และพัดลม ขาดแต่เครื่องปรับอากาศคุณต้องเอามาเองแต่เราติดตั้งให้ฟรี,meeM khrohpH thookH yaangL khaF chootH rapH khaaekL chootH thaanM khaaoF dtiiangM dtuuF dtaoM gaaetH dtuuF yenM laeH phatH lohmM khaatL dtaaeL khreuuangF bprapL aaM gaatL khoonM dtawngF aoM maaM aehngM dtaaeL raoM dtitL dtangF haiF freeM,example sentence,"[a.] ""Everything: living room furniture, a dining set, beds, chests of drawers, a gas stove, a refrigerator, and electric fans. The only thing it doesn’t have is air conditioning. You have to bring your own. But we will have it installed for you free."
ก. มีเครื่องใช้ไฟฟ้าอะไรเสียหายบ้างหรือเปล่าครับ,meeM khreuuangF chaiH faiM faaH aL raiM siiaR haaiR baangF reuuR bplaaoL khrapH,example sentence,Did you have any problem with your electronic equipment?
[ก.] มีโรงรถไหมครับ,meeM ro:hngM rohtH maiH khrapH,example sentence,"[a.] ""Is there a carport?"
ก. มีอะไร ๆ เสียหายบ้างไหม,meeM aL raiM aL raiM siiaR haaiR baangF maiR,example sentence,Was anything damaged?
ก. เมื่อคืนเธอได้ไปที่ร้านหรือเปล่า ลูกค้าเยอะไหม,meuuaF kheuunM thuuhrM daiF bpaiM theeF raanH reuuR bplaaoL luukF khaaH yuhH maiR,example sentence,Did you go to the shop last night? Were there many customers there?
ก. เมื่อคืนเธอสองคนออกไปไหนกันมา,meuuaF kheuunM thuuhrM saawngR khohnM aawkL bpaiM naiR ganM maaM,example sentence,Where did the two of you go last night?
,,,
ก. เมื่อวานฉันเห็นแฟนเธอขับรถออกไป เขาไปไหนหรือ,meuuaF waanM chanR henR faaenM thuuhrM khapL rohtH aawkL bpaiM khaoR bpaiM naiR reuuR,example sentence,I saw your boyfriend go out yesterday; did he go somewhere?
[ก.] เมื่อวานนี้ผมไปหาคุณ แต่ไม่พบ,meuuaF waanM neeH phohmR bpaiM haaR khoonM dtaaeL maiF phohpH,example sentence,"[a.] ""Yesterday I went to see you but didn't find you."
ก.เมื่อวานนี้ผมให้เด็กเอาจดหมายไปให้คุณ ได้รับหรือเปล่า,meuuaF waanM neeH phohmR haiF dekL aoM johtL maaiR bpaiM haiF khoonM daiF rapH reuuR bplaaoL,example sentence,Did you get the letter that I had the boy take over to you yesterday?
ก. เมื่อวานผมทำกระเป๋าตังค์หาย,meuuaF waanM phohmR thamM graL bpaoR dtangM haaiR,example sentence,Mr. A: Yesterday I lost my wallet.
[ก.] ไม่ได้ชวนใคร เพราะไม่มีใครอยู่,maiF daiF chuaanM khraiM phrawH maiF meeM khraiM yuuL,example sentence,"[a.] ""No, I didn't invite anybody because nobody was in."
[ก.] ไม่มา ป่วย,maiF maaM bpuayL,example sentence,"[a.] ""She didn't come. She's sick."
ก. ไม่รู้จริง ๆ หรือวะ,maiF ruuH jingM jingM reuuR waH,example sentence,You really don’t know?!
ก. รถไฟไปเชียงใหม่จะออกเวลาเท่าไรครับ,rohtH faiM bpaiM chiiangM maiL jaL aawkL waehM laaM thaoF raiM khrapH,example sentence,What time does the train to Chiang Mai leave?
ก. เราก็อยากไปดูหนังที่นั่นเหมือนกัน,raoM gaawF yaakL bpaiM duuM nangR theeF nanF meuuanR ganM,example sentence,"Me too, I wanna go watch movie there as well."
ก. เราคุยกันตอนนี้ได้ไหม,raoM khuyM ganM dtaawnM neeH daiF maiH,example sentence,Can we talk now?
ก. เราชวนเอ๋ไปเที่ยวเชียงใหม่กันไหม,raoM chuaanM ehR bpaiM thiaaoF chiiangM maiL ganM maiH,example sentence,A. Should we invite Ae to go to Chiang Mai with us?
ก. แล้วลูกหลานเป็นยังไงบ้างครับ มีใครเจ็บป่วยจากน้ำท่วมไหม,laaeoH luukF laanR bpenM yangM ngaiM baangF khrapH meeM khraiM jepL bpuayL jaakL naamH thuaamF maiR,example sentence,"And, how about your kids and grandkids. Did any of them get hurt or get sick?"
[ก.] และเปลืองน้อยกว่า เพราะไม่ต้องจ้างคนใช้หลายคน,laeH bpleuuangM naawyH gwaaL phrawH maiF dtawngF jaangF khohnM chaiH laaiR khohnM,example sentence,"[a.] ""And less expensive, because you don't have to hire a lot of servants."
ก. วันนี้มีประกาศออกมาด้วยนะว่าจะไม่มีการปลดพนักงานใด ๆ ทั้งสิ้น,wanM neeH meeM bpraL gaatL aawkL maaM duayF naH waaF jaL maiF meeM gaanM bplohtL phaH nakH ngaanM daiM daiM thangH sinF,example sentence,It was announced today that there would be absolutely no layoffs.
ก.ว่ากันว่า หากเราทำความดี ผลของกรรมดีจะส่งให้เราถึงชาติหน้า,waaF ganM waaF haakL raoM thamM khwaamM deeM phohnR khaawngR gamM deeM jaL sohngL haiF raoM theungR chaatF naaF,example sentence,"They say that if we do good [in this life], good things will come to us in the next life."
[ก.] สะดวกกว่าอยู่บ้าน,saL duaakL gwaaL yuuL baanF,example sentence,"[a.] ""It's more convenient than living in a house."
ก. สำบายดีบ่อ เพื่อน,samR baaiM deeM baawL pheuuanF,"example sentence, colloquial","How are you, my friend."
ก. เสื้อนี่ นะหรือ จะให้ฉันใส่ไป,seuuaF neeF naH reuuR jaL haiF chanR saiL bpaiM,example sentence,Is this the blouse you want me to wear?
[ก.] หนึ่งปีค่ะ จ่ายเงินล่วงหน้าอย่างน้อยสามเดือน ขอโทษคุณจะย้ายมาอยู่เมื่อไรคะ,neungL bpeeM khaF jaaiL ngernM luaangF naaF yaangL naawyH saamR deuuanM khaawR tho:htF khoonM jaL yaaiH maaM yuuL meuuaF raiM khaH,example sentence,"[a.] ""One year; pay three months rent in advance. Excuse me, when would you like to move in?"
[ก.] ห้าพันไม่แพงหรอกค่ะ เพราะมีเครื่องเรือนพร้อม,haaF phanM maiF phaaengM raawkL khaF phrawH meeM khreuuangF reuuanM phraawmH,example sentence,"[a.] ""Five thousand is not too expensive since it’s furnished."
[ก.] อยู่ห่างจากปากซอยราว ๆ สองกิโลกว่าครับ,yuuL haangL jaakL bpaakL saawyM raaoM raaoM saawngR giL lo:hM gwaaL khrapH,example sentence,"[a.] ""It’s about two kilometers or so from the end of the lane."
ก. อยู่ไหนแล้ว,yuuL naiR laaeoH,example sentence,Where are you? [How far have you gone?].
[ก.] อะไรก็ได้ครับ,aL raiM gaawF daiF khrapH,example sentence,"[a.] ""Either is o.k."
ก. อะไรไม่เบื่อ,aL raiM maiF beuuaL,example sentence,What isn’t boring?
ก. อ้าว พี่ วันนี้พาสาวคนใหม่มาเหรอ คราวที่แล้วไม่ใช่คนนี้นี่นา,aaoF pheeF wanM neeH phaaM saaoR khohnM maiL maaM ruuhrR khraaoM theeF laaeoH maiF chaiF khohnM neeH neeF naaM,example sentence,"Hey, Bro, you've brought us a new flame to meet today? Last time you had a different one, right?"
ก. อุ้ยขอโทษ งานนี้เคลียร์กันเองแล้วกันนะ ผมไม่เกี่ยว,uyF khaawR tho:htF ngaanM neeH khliiaM ganM aehngM laaeoH ganM naH phohmR maiF giaaoL,example sentence,Oops. I'm sorry. This issue you two have to clear it up yourself. I’ll have nothing to do with it.
ก. เอ๊อ คุณจิต เขาจะมีมั้ยนะ,uuhrH khoonM jitL khaoR jaL meeM maiH naH,example sentence,Say! I wonder if Jit would have any.
[ก.] เอาสิครับ งั้นเรารีบไปกันเถอะ เดี๋ยวจะกลับมาไม่ทัน,aoM siL khrapH nganH raoM reepF bpaiM ganM thuhL diaaoR jaL glapL maaM maiF thanM,example sentence,"[a.] ""Good idea! Then let's hurry or we won't get back on time."
ก็ ,gaawF,"conjunction, particle, colloquial, idiom",also; too; as well; well...; [suggestion] should...
particle,[linking particle],,
"conjunction, particle, formal, colloquial","[used in ""neither... nor"" pattern] not at all; by no means",,
"conjunction, particle, formal, colloquial",even; still,,
