word,spell,type,meaning
ฝนเริ่มตกหนักทำให้ดินจากภูเขาที่ล้อมรอบหมู่บ้านถล่มลงมาทับบ้านเรือนสองหมู่บ้านกว่าเก้าสิบหลัง,fohnR reermF dtohkL nakL thamM haiF dinM jaakL phuuM khaoR theeF laawmH raawpF muuL baanF thaL lohmL lohngM maaM thapH baanF reuuanM saawngR muuL baanF gwaaL gaaoF sipL langR,example sentence,"""The rain began to fall heavily which caused the soil from the mountains surrounding the two villages to wash down and inundate over 90 of the homes there."""
ฝนเริ่มโปรยเม็ดแล้วเทลงมาห่าใหญ่,fohnR reermF bprooyM metH laaeoH thaehM lohngM maaM haaL yaiL,example sentence,"""The rain began to sprinkle and then pour down in a great shower."""
ฝนแล้ง,fohnR laaengH,"verb, intransitive",to have a drought
ฝนสั่งฟ้า,fohnR sangL faaH,"noun, phrase",the last rain of the rainy season
ฝนหยุดตก,fohnR yootL dtohkL,example sentence,"""The rain has stopped."" ""It has stopped raining."""
ฝนหยุดตกแล้ว ก็ออกไปเที่ยวกันเถอะ,fohnR yootL dtohkL laaeoH gaawF aawkL bpaiM thiaaoF ganM thuhL,example sentence,"""It's stopped raining; let's go out somewhere."""
ฝนหลงฤดู,fohnR lohngR reuH duuM,noun,out-of-season rain; unseasonal showers
ฝนหลวง,fohnR luaangR,noun,artificial rain (as sponsored by the King); royally developed cloud seeding
ฝนหาย,fohnR haaiR,example sentence,"""It has stopped raining."" ""The rainy season has ended."""
ฝรั่ง ,faL rangL,"noun, adjective, colloquial, loanword, French","non-Asian foreigner, [usually] Caucasian [see notes]"
noun,"guava, Psidium guyava",,
"adjective, loanword, French",foreign; non-Thai,,
ฝรั่งขี้นก ,faL rangL kheeF nohkH,"noun, phrase, figurative, colloquial, idiom, sarcastic-humorous",[showing disapproval] a Thai follower of European of American customs; a Thai who puts on airs as if he or she was a Westerner; a Thai who apes Westerners
ฝรั่งขี้เหนียว,faL rangL kheeF niaaoR,noun,a stingy or penny-pinching foreigner
ฝรั่งจ๋า,faL rangL jaaR,"verb, idiom",to idolize foreign things; culture; clothes; lifestyles; etc.
ฝรั่งได้รับกิตติคุณของพุทธศาสนาจนแพร่หลายออกไปอย่างกว้างขวางตราบเท่าทุกวันนี้เบ็ดเสร็จ,faL rangL daiF rapH gitL dtiL khoonM khaawngR phootH thaH saatL saL naaR johnM phraaeF laaiR aawkL bpaiM yaangL gwaangF khwaangR dtraapL thaoF thookH wanM neeH betL setL,example sentence,"""Europeans have fully accepted the grandeur of Buddhism, so much so that today [Buddhism] has spread far and wide."""
ฝรั่งตาค้างเมื่อเห็นความงดงามของการแสดงรำไทย,faL rangL dtaaM khaangH meuuaF henR khwaamM ngohtH ngaamM khaawngR gaanM saL daaengM ramM thaiM,example sentence,"""Foreigners are stunned by the beauty of Thai dance."""
ฝรั่งเป็นทั้งภัยและเป็นทั้งแบบอย่างที่เราอยากเป็น,faL rangL bpenM thangH phaiM laeH bpenM thangH baaepL yaangL theeF raoM yaakL bpenM,example sentence,"""Foreigners constitute both a menace [to be feared] and a model to be emulated."""
ฝรั่งมังค่า,faL rangL mangM khaaF,"noun, idiom","a white man, a European, a Westerner"
ฝรังเศส,faL rangM saehtL,,[alternate spelling of ฝรั่งเศส ]
ฝรั่งเศส ,faL rangL saehtL,"proper noun, geographical, adjective, French","France; ""Français"""
ฝรั่งเศส ,faL rangL saehtL,"proper noun, geographical",[ประเทศฝรั่งเศส] France
ฝรั่งเศส ,faL rangL saehtL,noun,[ภาษาฝรั่งเศส] the French language
ฝรั่งเศส ,faL rangL saehtL,adjective,French
ฝอ,faawR,,[pronunciation of the 29th letter of the Thai alphabet]
ฝ่อ,faawL,adjective,[is] seized with fear; terrified; scared; frightened; alarmed
ฝอย ,faawyR,noun,spray of water; shower; fiber; filament
ฝอย ,faawyR,noun,"[for, for example, medicines] instructions or directions for use"
ฝอย ,faawyR,verb,to brag; exaggerate; boast
ฝอยทอง ,faawyR thaawngM,noun,egg yolk poured into hot syrup
ฝัก ,fakL,noun,hull; pod; sheath; case; nutshell
ฝัก ,fakL,classifier,"[numerical classifier for hull, pod, sheath, case, nutshell, ear of corn]"
ฝัก ,fakL,noun,scabbard for a sword
ฝักข้าวโพด ,fakL khaaoF pho:htF,noun,[ฝักข้าวโพด] an ear of corn
ฝักดาบ,fakL daapL,noun,scabbard for a sword
ฝักบัว ,fakL buaaM,noun,ceiling shower
ฝักบัว ,fakL buaaM,noun,the painted stork
ฝักฝ่าย,fakL faaiL,adjective,[is] inclined to; attracted toward; [is] a supporter of; side with
ฝักใฝ่ ,fakL faiL,"verb, intransitive, formal",to pay attention to; be absorbed in; concentrate on; be interested in
ฝักใฝ่ ,fakL faiL,"verb, intransitive, formal",to side with; to support; to ally with; to favor; to go along with; take the part of
ฝักใฝ่(ฝ่ายใดฝ่ายหนึ่ง),fakL faiL faaiL daiM faaiL neungL,"adjective, verb, intransitive, formal","to be partisan, prejudiced or biased"
ฝัง ,fangR,verb,to bury; inter; put in the ground; implant
ฝังใจ,fangR jaiM,verb,to impress
ฝังใจ,fangR jaiM,adverb,deeply; deep down
ฝังใจไม่รู้ลืม,fangR jaiM maiF ruuH leuumM,"adjective, phrase",[is] imprinted on one's memory; unforgettable
ฝังแน่น,fangR naaenF,adjective,[is] deeply embedded; strongly held; firmly believed
ฝังรกฝังราก,fangR rohkH fangR raakF,"verb, intransitive",[in a place] to settle down
ฝังราก,fangR raakF,verb,to settle down; to establish roots
ฝังรากลึกในสำนึก,fangR raakF leukH naiM samR neukH,"verb, phrase",to sink deep roots into the consciousness (of)
ฝั่ง ,fangL,noun,coast; shore; side; bank
classifier,"[numerical classifier for coast, shore, river bank, bank, side]",,
ฝั่งทะเล ,fangL thaH laehM,noun,sea shore; seashore
ฝั่งฝา,fangL faaR,noun,stability
ฝัด ,fatL,"verb, transitive",[of grain] to winnow
ฝัน ,fanR,verb,to dream
ฝัน ,fanR,noun,dream
ฝัน ,fanR,noun,[ความฝัน] dream
ฝัน ,fanR,noun,[การฝัน] [activity] dreaming
ฝันกลางวัน,fanR glaangM wanM,noun,daydream
ฝันค้าง,fanR khaangH,verb,to have one’s dreams put on hold or postponed
ฝันจนน้ำอสุจิออก ,fanR johnM naamH aL sooL jiL aawkL,verb,to have a wet dream
ฝันดี,fanR deeM,noun,"a sweet dream; a pleasant dream — ""Sweet dreams!"""
ฝันดีนะคะ,fanR deeM naH khaH,example sentence,"[spoken gently and politely by a female] ""Sweet dreams!"""
ฝันถึง ,fanR theungR,verb,dream about (something)
ฝันเปียก ,fanR bpiiakL,noun,a wet dream
ฝันมาเป็นจริงได้เอาเมื่อตอนอายุ ๔๔,fanR maaM bpenM jingM daiF aoM meuuaF dtaawnM aaM yooH seeL sipL seeL,example sentence,"""My dream was realized when I was 44 years old."""
ฝันร้าย ,fanR raaiH,noun,nightmare; bad dream
ฝันเรื่อง ,fanR reuuangF,verb,dream about (something)
ฝันว่าจูบกับคนรัก จะได้รับเคราะห์เล็ก ๆ น้อย ๆ จากคนใกล้ตัว,fanR waaF juupL gapL khohnM rakH jaL daiF rapH khrawH lekH lekH naawyH naawyH jaakL khohnM glaiF dtuaaM,example sentence,"""If you dream that you are kissing the one you love, you will suffer misfortune from those close to you."""
ฝันสยอง,fanR saL yaawngR,noun,terrifying nightmare
ฝันเห็นคนตายหรือศพ ทำนายว่าจะได้ลาภจากเสี่ยงโชค,fanR henR khohnM dtaaiM reuuR sohpL thamM naaiM waaF jaL daiF laapF jaakL siiangL cho:hkF,example sentence,"""If you dream of seeing a corpse, one can predict that you will get rich through a game of chance."""
ฝันเฟื่อง,fanR feuuangF,verb,to daydream of the impossible; fantasize about the impossible
ฝา ,faaR,noun,lid or cover of a pot or bowl; cap
ฝา ,faaR,noun,interior wall
ฝา ,faaR,classifier,"[numerical classifier for cover, top, cap]"
ฝา ,faaR,prefix,[euphonious prefix]
ฝากระดาน,faaR graL daanM,noun,wooden partition
ฝากั้น,faaR ganF,noun,interior wall; partition
ฝาขัดแตะ,faaR khatL dtaeL,noun,woven wall; interior wall made from woven mat
ฝาครอบ,faaR khraawpF,noun,(bottle) stopper; lid; cap
ฝาครอบดุมล้อ ,faaR khraawpF doomM laawH,noun,hubcap
ฝาครอบหัวนมยาง ,faaR khraawpF huaaR nohmM yaangM,noun,lid or screw-on cap for a baby's bottle
ฝาจุก,faaR jookL,noun,a cork bottle stopper
ฝาชี ,faaR cheeM,noun,bamboo basket in the shape of a cone used to cover food and keep flies off of it
ฝาน้ำมัน,faaR namH manM,noun,gas cap
ฝาปิด,faaR bpitL,noun,top; lid
ฝาปิดชักโครก,faaR bpitL chakH khro:hkF,noun,toilet lid
ฝาผนัง,faaR phaL nangR,noun,[ฝาผนัง] interior wall
ฝาแฝด,faaR faaetL,noun,[ฝาแฝด] twin; twins; a double
ฝาสานไม้ไผ่,faaR saanR maaiH phaiL,noun,woven bamboo wall
ฝาหม้อ,faaR maawF,noun,pot lid
ฝาห้อง,faaR haawngF,noun,interior wall of a room
ฝ่า ,faaL,noun,the palm of the hand or sole of the foot
verb,to violate; disobey; infringe; trespass; go against,,
ฝ่าคืบ,faaL kheuupF,noun,[ฝ่าคืบ] [a unit of linear measure] a palm span
ฝ่าเท้า,faaL thaaoH,noun,sole of the foot (human)
ฝ่าฝืน,faaL feuunR,verb,to violate
ฝ่าพระบาท,faaL phraH baatL,"noun, proper noun, person, pronoun, formal","[royal use only — second person singular pronoun used to address:the royal family member with the royal title พระเจ้าวรวงศ์เธอ (Pra Jao Worawong Ther) who is not in charge of any of the Thai government department (ทรงกรม);the royal sub-family member (พระอนุวงศ์) with the royal title พระวรวงศ์เธอ (Pra Worawong Ther) who is in charge of a government department;the royal sub-family member with the royal title ""Pra Worawong Ther"" who are not in charge of any government department;a royal sub-family member with the royal title หม่อมเจ้า (Mom Jao).] ""You"""
ฝ่าไฟแดง,faaL faiM daaengM,verb,to run a red light
ฝ่ามือ ,faaL meuuM,noun,the palm of the hand
ฝ้า ,faaF,adjective,misty; frosted; hazy
noun,scab on a wound,,
noun,blemish,,
ฝ้าเพดาน,faaF phaehM daanM,noun,ceiling
ฝ้าฟาง,faaF faangM,adjective,[is] dim; hazy; indistinct; clouded
ฝาก ,faakL,verb,to deposit; leave; entrust (something); consign
ฝากขอโทษอาจารย์ด้วยที่ไม่ได้ไปเรียน,faakL khaawR tho:htF aaM jaanM duayF theeF maiF daiF bpaiM riianM,example sentence,"""Please apologize to the teacher for me for not being able to go to class."""
ฝากข้อความไว้ว่าพรุ่งนี้ฉันจะมาใหม่ ,faakL khaawF khwaamM waiH waaF phroongF neeH chanR jaL maaM maiL,example sentence,"""Leave a message that I will come again tomorrow."""
ฝากของ,faakL khaawngR,verb,to deposit (check) one's belongings
ฝากขอบคุณคนทำอาหารด้วยนะคะ ,faakL khaawpL khoonM khohnM thamM aaM haanR duayF naH khaH,example sentence,"""Please say thank you to the cook."""
ฝากขาย,faakL khaaiR,verb,to consign (goods for sale)
ฝากความทรงจำถึงเพื่อน,faakL khwaamM sohngM jamM theungR pheuuanF,example sentence,"""[that] you will still remember me, my friend."""
ฝากเงิน,faakL ngernM,verb,to deposit funds
ฝากเนื้อฝากตัว,faakL neuuaH faakL dtuaaM,"verb, phrase",to attach oneself to somebody; become dependent on someone else
ฝากโน้ต ,faakL no:htH,"phrase, colloquial",leave a message
ฝากผีฝากไข้,faakL pheeR faakL khaiF,"verb, intransitive",to ask to take care of one during sickness; to rely (on a daughter) in old age
ฝากฝัง,faakL fangR,verb,to entrust; put into the care of; put something in somebody's charge
ฝากรัก,faakL rakH,"verb, intransitive",give one's heart
ฝากลวดลาย,faakL luaatF laaiM,"verb, intransitive",to give a good account of oneself before departing
ฝากไว้ ,faakL waiH,verb,deposit; leave; entrust (something)
ฝากไว้ก่อน ,faakL waiH gaawnL,"verb, intransitive",to let a debt or account ride
ฝากไว้ก่อน,faakL waiH gaawnL,"verb, phrase",to entrust (something); leave for safekeeping
ฝากไว้ก่อน,faakL waiH gaawnL,"verb, phrase",to leave something the way it is [without being corrected]
ฝาง ,faangR,proper noun,"Fang, a town in the north of Thailand"
noun,"[ต้นฝาง] sappan tree, Caesalpinia sappan",,
ฝาด,faatL,verb,to deceive
ฝาด,faatL,adjective,[is] astringent; sour; acidulous
ฝาด,faatL,noun,"[ต้นฝาด] white mangrove, Lumnitzera"
ฝาน ,faanR,"verb, transitive",[of foods] to slice
ฝ่าบาท,faaL baatL,pronoun,Your Highness [term of address for certain royalty]
ฝ่าฟัน ,faaL fanM,verb,to struggle against difficulty and adversity
ฝาย ,faaiR,noun,irrigation dam; weir; dike
ฝายจะมีประโยชน์ในการใช้น้ำยามแล้ง ทำให้ป่าชุ่มชื่น และยังช่วยลดการเกิดอุทกภัยต่าง ๆ,faaiR jaL meeM bpraL yo:htL naiM gaanM chaiH naamH yaamM laaengH thamM haiF bpaaL choomF cheuunF laeH yangM chuayF lohtH gaanM geertL ooL thohkH gaL phaiM dtaangL dtaangL,example sentence,"""A dam has the benefit of providing water during the dry season, in keeping the forest moist and irrigated, and in helping to reduce flooding."""
ฝ่าย ,faaiL,noun,side; party; faction; group
classifier,[numerical classifier for factions],,
ฝ่าย กปส. ยังคงยืนยันว่าการดำเนินโครงการนี้ มีเป้าหมายเพื่อต้องการให้วิทยุชุมชนให้บริการอย่างถูกต้อง,faaiL gaawM bpaawM saawR yangM khohngM yeuunM yanM waaF gaanM damM neernM khro:hngM gaanM neeH meeM bpaoF maaiR pheuuaF dtawngF gaanM haiF witH thaH yooH choomM chohnM haiF baawM riH gaanM yaangL thuukL dtawngF,example sentence,"""The Public Relations Department confirmed that the objective of carrying out this project is because they want the community radio to provide services in a correct manner."""
ฝ่ายกษัตริย์นิยม,faaiL gaL satL niH yohmM,noun,[ฝ่ายกษัตริย์นิยม] monarchists
ฝ่ายกัมพูชาเดินหน้าประสานงานกับต่างประเทศเพื่อผลักดันปราสาทพระวิหาร เป็นมรดกโลกให้ได้ โดยไทยไม่รู้ตัว,faaiL gamM phuuM chaaM deernM naaF bpraL saanR ngaanM gapL dtaangL bpraL thaehtF pheuuaF phlakL danM bpraaM saatL phraH wiH haanR bpenM maawM raH dohkL lo:hkF haiF daiF dooyM thaiM maiF ruuH dtuaaM,example sentence,"""The Cambodians moved forward and coordinated with other nations in order to move forward in making sure that the Preah Vihear Temple becomes a World Heritage Site while the Thais (seem to) remain unaware."""
ฝ่ายขวา,faaiL khwaaR,"noun, adjective",political right; political conservative
ฝ่ายข้างน้อย,faaiL khaangF naawyH,noun,the (political) minority
ฝ่ายข้างมาก,faaiL khaangF maakF,noun,the (political) majority
ฝ่ายค้าน,faaiL khaanH,noun,political opposition party; political contrarian
ฝ่ายค้านกำลังกระพือข่าวว่ารัฐบาลจะลาออก,faaiL khaanH gamM langM graL pheuuM khaaoL waaF ratH thaL baanM jaL laaM aawkL,example sentence,"""The opposition is spreading the rumor that the government will resign."""
ฝ่ายค้านชำแหล่ะงบประมาณแผ่นดิน,faaiL khaanH chamM laeL ngohpH bpraL maanM phaenL dinM,example sentence,"""The opposition analyzed and critiqued the annual government budget."""
ฝ่ายจัดการ ,faaiL jatL gaanM,noun,management staff
ฝ่ายจำเลยต้องหาพยานหลักฐานมาหักล้างข้อมูลของฝ่ายโจทก์ให้ได้ จึงจะรอดพ้นจากความผิด,faaiL jamM leeuyM dtawngF haaR phaH yaanM lakL thaanR maaM hakL laangH khaawF muunM khaawngR faaiL jo:htL haiF daiF jeungM jaL raawtF phohnH jaakL khwaamM phitL,example sentence,"""The defense needs to bring evidence to refute the facts (presented by) the prosecution in order to clear (the defendant) of the charges."""
ฝ่ายซ้าย,faaiL saaiH,"noun, adjective",political left; political liberal
ฝ่ายเดียว,faaiL diaaoM,adjective,[is] one-sided
ฝ่ายตรงข้าม,faaiL dtrohngM khaamF,,the opposition; the opposing party
ฝ่ายต้อนรับลูกค้า,faaiL dtaawnF rapH luukF khaaH,noun,[hotel] front desk staff; welcome staff
ฝ่ายตุลาการ,faaiL dtooL laaM gaanM,noun,the Judicial branch (of government)
ฝ่ายทหารกำลังคิดว่านักข่าวเลี้ยงไม่เชื่อง เพราะลักษณะท่าทางและน้ำเสียงที่ทำให้รู้สึกว่าเป็นการก้าวร้าว,faaiL thaH haanR gamM langM khitH waaF nakH khaaoL liiangH maiF cheuuangF phrawH lakH saL naL thaaF thaangM laeH namH siiangR theeF thamM haiF ruuH seukL waaF bpenM gaanM gaaoF raaoH,example sentence,"""The military thinks of the press as wild and uncontrollable because their manner and manner of speaking makes them appear aggressive and belligerence."""
ฝ่ายทหารเคลื่อนไหวให้นายกฯ ปลดรัฐมนตรีบางคนออก แต่นายกฯ ก็บิดพลิ้วไม่ยอมทำตามคำเรียกร้อง,faaiL thaH haanR khleuuanF waiR haiF naaM yohkH bplohtL ratH thaL mohnM dtreeM baangM khohnM aawkL dtaaeL naaM yohkH gaawF bitL phliuH maiF yaawmM thamM dtaamM khamM riiakF raawngH,example sentence,"""The military has moved to have the Prime Minister dismiss some of the members of his cabinet.; but, the Prime Minster has refused to accede to their demands."""
ฝ่ายทหารและตำรวจขนกำลังลงไปเป็นกองทัพ เพื่อสืบข่าว ไล่ล่าหาตัวคนร้าย กลเม็ดเด็ดพรายถูกงัดขึ้นมาใช้แบบไม่มีใครเกรงใจใคร,faaiL thaH haanR laeH dtamM ruaatL khohnR gamM langM lohngM bpaiM bpenM gaawngM thapH pheuuaF seuupL khaaoL laiF laaF haaR dtuaaM khohnM raaiH gohnM laH metH detL phraaiM thuukL ngatH kheunF maaM chaiH baaepL maiF meeM khraiM graehngM jaiM khraiM,example sentence,"""The military and police are bringing in forces to gather intelligence and to pursue the terrorists; all manner of strategies are being utilized without deferring to anyone."""
ฝ่ายไทยอาจจะไม่เฉลียวใจว่า กัมพูชามีแผนอะไรอยู่ในใจ ,faaiL thaiM aatL jaL maiF chaL liaaoR jaiM waaF gamM phuuM chaaM meeM phaaenR aL raiM yuuL naiM jaiM,example sentence,"""The Thai side probably does not have any idea what the Cambodians really have in mind."""
ฝ่ายธุรการ,faaiL thooH raH gaanM,noun,[of a company's organization] the administrative side
ฝ่ายนายทุนในประเทศกำลังพัฒนา ก็หากำไรโดยการบุกรุกพื้นที่สาธารณะ หรือซื้อที่ดินจากเกษตรกรที่ล้มละลายในราคาถูก,faaiL naaiM thoonM naiM bpraL thaehtF gamM langM phatH thaH naaM gaawF haaR gamM raiM dooyM gaanM bookL rookH pheuunH theeF saaR thaaM raH naH reuuR seuuH theeF dinM jaakL gaL saehtL dtraL gaawnM theeF lohmH laH laaiM naiM raaM khaaM thuukL,example sentence,"""In developing countries, investors seek profits by invading public properties or by buying land from bankrupt farmers at cheap prices."""
ฝ่ายนิติบัญญัติ,faaiL niH dtiL banM yatL,noun,the Legislative branch (of government)
ฝ่ายใน,faaiL naiM,noun,ladies of the (royal) court
ฝ่ายบริหาร,faaiL baawM riH haanR,noun,the Executive branch (of government)
ฝ่ายบุ๋น ,faaiL boonR,noun,governmental civil service departments
ฝ่ายบู๊ ,faaiL buuH,noun,military departments of the government
ฝ่ายปกครอง,faaiL bpohkL khraawngM,noun,the administration; the administrative portion of the organization
ฝ่ายพันธมิตร,faaiL phanM thaH mitH,noun,an alliance; allies
ฝ่ายรัฐบาลและฝ่ายค้านต่างระดมกุนซือเข้าช่วยในศึกอภิปรายครั้งนี้,faaiL ratH thaL baanM laeH faaiL khaanH dtaangL raH dohmM goonM seuuM khaoF chuayF naiM seukL aL phiH bpraaiM khrangH neeH,example sentence,"""Both the government and the opposition each mobilized their advisors to assist them in this upcoming fractious debate."""
ฝ่ายรับ,faaiL rapH,noun,defender; receiving faction
ฝ่ายราชาธิปไตย,faaiL raaM chaaM thipH dtaiM,noun,royalists; royalist faction
ฝ่ายรุกราน ,faaiL rookH raanM,noun,aggressor; offender
ฝ่ายเราจะแพ้รู้มันไม่ได้ดังนั้นอย่าประมาทเป็นดีที่สุด,faaiL raoM jaL phaaeH ruuH manM maiF daiF dangM nanH yaaL bpraL maatL bpenM deeM theeF sootL,example sentence,"""We must not be fooled by them; so it is best not to become careless."""
ฝ่ายวิชาการ,faaiL wiH chaaM gaanM,noun,[of a company's organization] the technical side
ฝ้าย ,faaiF,"noun, adjective",cotton; raw cotton
ฝ้าย ,faaiF,noun,"[ต้นฝ้าย] cotton plant, genus Gossypium"
ฝ้าย ,faaiF,noun,[ผ้าฝ้าย] cotton cloth
ฝิ่น ,finL,"noun, adjective",[general] opium
noun,"[ต้นฝิ่น] opium poppy plant, Papaver somniferum",,
ฝี ,feeR,prefix,[a prefix meaning] some action
"noun, colloquial",boil (inflamed pus-filled sore on skin); pustule; abscess; furuncle; pock,,
ฝีดาษ ,feeR daatL,noun,smallpox
ฝีเท้า,feeR thaaoH,noun,steps of a person; gallop of a horse; driving speed of a vehicle
ฝีในท้อง ,feeR naiM thaawngH,"noun, archaic",consumption; pulmonary tuberculosis
ฝีปาก,feeR bpaakL,noun,[ฝีปาก] rhetoric; eloquence; oratory; verbal skill
ฝีพระหัตถ์,feeR phraH hatL,noun,craftsmanship
ฝีพาย,feeR phaaiM,noun,oarsman; crew; paddler; rower
ฝีมือ ,feeR meuuM,noun,manual skill; mettle; craftsmanship; dexterity; handicraft; handiwork; skill
ฝีมือเขียนภาพประกอบของเขาคงจะเจนตาตามหน้าหนังสือหลายเล่มแล้ว,feeR meuuM khiianR phaapF bpraL gaawpL khaawngR khaoR khohngM jaL jaehnM dtaaM dtaamM naaF nangR seuuR laaiR lemF laaeoH,example sentence,"""His drawing skills have become a familiar sight on the pages of many books."""
ฝีมือช่างที่ออกแบบพระพิมพ์นี้ว่ากันว่ามีฝีมือเป็นยอดแห่งช่างในยุคนั้น,feeR meuuM changF theeF aawkL baaepL phraH phimM neeH waaF ganM waaF meeM feeR meuuM bpenM yaawtF haengL changF naiM yookH nanH,example sentence,"""The artisan who designed these votive tablets is acknowledged to have the greatest handiwork of his era."""
ฝีมือดี,feeR meuuM deeM,adjective,skillful; expert; proficient; talented
ฝีไม้ลายมือ,feeR maaiH laaiM meuuM,noun,skill; dexterity; ability
ฝีจักร ,feeR jakL,noun,measure of nautical speed
ฝึก ,feukL,verb,to drill; to train; to practice; to exercise; to teach
