word,spell,type,meaning
นมย่าง,nohmM yaangF,noun,grilled udder
นมเย็น ,nohmM yenM,noun,cold milk
นมร้อน ,nohmM raawnH,noun,hot milk
นมเริ่ม,nohmM reermF,verb,become pubescent; approach adolescence (for girls)
นมวัว,nohmM wuaaM,noun,cow's milk
นมสดขาดมันเนย,nohmM sohtL khaatL manM neeuyM,noun,skimmed milk; milk with no fat
นม.,naH khaawnM raatF chaH seeR maaM,"proper noun, abbreviation",[abbreviation for นครราชสีมา] NMA
นมนาน,nohmM naanM,adverb,"long ago; long time ago, old ancient"
นมนานกาล,nohmM naanM gaanM,adverb,for a very long time (already)
นมนานกาเล,nohmM naanM gaaM laehM,adjective,[is] from a long time ago; ancient; an old story
นมัสการ,naH matH saL gaanM,verb,to worship; to pay respects (to); to pay homage (to); to pay obeisance (to); pay salutation to
นย.,naH khaawnM naaM yohkH,"proper noun, abbreviation",[abbreviation for นครนายก] NYK
นโยบาย ,naH yo:hM baaiM,noun,policy; plan; intention; deal
นโยบายการแก้ไขปัญหาในสามจังหวัดชายแดนภาคใต้ ในลักษณะที่ใช้ความรุนแรงเป็นเครื่องมือแบบตาต่อตา ฟันต่อฟันนั้น ไม่ได้ผล,naH yo:hM baaiM gaanM gaaeF khaiR bpanM haaR naiM saamR jangM watL chaaiM daaenM phaakF dtaaiF naiM lakH saL naL theeF chaiH khwaamM roonM raaengM bpenM khreuuangF meuuM baaepL dtaaM dtaawL dtaaM fanM dtaawL fanM nanH maiF daiF phohnR,example sentence,"""The policy of solving the problems in the border areas of the South through the use of confrontation and violence is not effective."""
นโยบายการแบ่งแยกสีผิว,naH yo:hM baaiM gaanM baengL yaaekF seeR phiuR,"noun, phrase",a discriminatory policy based on skin color; a policy of apartheid
นโยบายของรัฐบาลไทยแข็งกร้าวกับอินโดจีน แต่อ่อนข้อให้กับสหรัฐ,naH yo:hM baaiM khaawngR ratH thaL baanM thaiM khaengR graaoF gapL inM do:hM jeenM dtaaeL aawnL khaawF haiF gapL saL haL ratH,example sentence,"""The [foreign] policy of the Thai government is to be tough and unyielding with [its fellow nations in] Indochina, but to be submissive to the United States."""
นโยบายค่าแรงสามร้อยบาทจะทำให้คนไทยต้องตกงานกันวินาศสันตะโร เพราะโรงงานอุตสาหกรรมจะปิดลงเนื่องจากรับต้นทุนที่เพิ่มขึ้นจากการขึ้นค่าแรงไม่ไหว,naH yo:hM baaiM khaaF raaengM saamR raawyH baatL jaL thamM haiF khohnM thaiM dtawngF dtohkL ngaanM ganM wiH naatF sanR dtaL ro:hM phrawH ro:hngM ngaanM ootL saaR haL gamM jaL bpitL lohngM neuuangF jaakL rapH dtohnF thoonM theeF pheermF kheunF jaakL gaanM kheunF khaaF raaengM maiF waiR,example sentence,The 300 baht minimum wage will cause ruinously high unemployment because factories will close down due to the fact they cannot tolerate the increased labor costs.
นโยบายทางเศรษฐกิจ,naH yo:hM baaiM thaangM saehtL thaL gitL,noun,economic policy
นโยบายที่สำคัญอีกประการหนึ่งก็คือการเลิกทำให้สามจังหวัดชายแดนภาคใต้เป็นแดนสนธยาหรือถังขยะสำหรับเจ้าหน้าที่ที่ไม่ได้ความ,naH yo:hM baaiM theeF samR khanM eekL bpraL gaanM neungL gaawF kheuuM gaanM leerkF thamM haiF saamR jangM watL chaaiM daaenM phaakF dtaaiF bpenM daaenM sohnR thaH yaaM reuuR thangR khaL yaL samR rapL jaoF naaF theeF theeF maiF daiF khwaamM,example sentence,"""Another important policy is to stop treating the three Southern provinces as a twilight zone or a trash can for underperforming civil servants."""
นโยบายประชานิยมของรัฐอุปถัมภ์ยังไม่จืดจางร้างลาไปเลย,naH yo:hM baaiM bpraL chaaM niH yohmM khaawngR ratH oopL bpaL thamR yangM maiF jeuutL jaangM raangH laaM bpaiM leeuyM,example sentence,"""The populist policies of the welfare state have not yet faded or has been abandoned at all."""
นโยบายแปรสนามรบเป็นตลาดการค้า,naH yo:hM baaiM bpraaeM saL naamR rohpH bpenM dtaL laatL gaanM khaaH,noun,a policy of transforming the battlefield into a marketplace
นโยบายผูกพันเชิงสร้างสรรค์,naH yo:hM baaiM phuukL phanM cheerngM saangF sanR,noun,a policy of constructive engagement
นโยบายภาษาแห่งชาติ,naH yo:hM baaiM phaaM saaR haengL chaatF,proper noun,National Language Policy
นโยบายรถคันแรกของรัฐบาลขาดความชัดเจนในเป้าหมาย,naH yo:hM baaiM rohtH khanM raaekF khaawngR ratH thaL baanM khaatL khwaamM chatH jaehnM naiM bpaoF maaiR,example sentence,"""The government’s policy regarding a person’s first car lacks clarity in its objectives."""
นโยบายรับประกันราคาข้าวของไทยอาจลงเอยด้วยการต้องใช้เงินมากมายมหาศาล แต่ไดผลตอบแทนไม่คุ้มค่า,naH yo:hM baaiM rapH bpraL ganM raaM khaaM khaaoF khaawngR thaiM aatL lohngM eeuyM duayF gaanM dtawngF chaiH ngernM maakF maaiM maH haaR saanR dtaaeL daiM phohnR dtaawpL thaaenM maiF khoomH khaaF,example sentence,"""Thailand’s policy of price guarantees for rice might end up with the need to spend huge amounts of money, but the results might not be commensurate with the costs."""
นโยบายสาธารณะ,naH yo:hM baaiM saaR thaaM raH naH,noun,public policy
นโยบายหาเสียงของพรรคการเมืองใหม่จึงขลับคล้ายกับนโยบายประชานิยมของพรรคไทยรักไทย,naH yo:hM baaiM haaR siiangR khaawngR phakH gaanM meuuangM maiL jeungM khlapL khlaaiH gapL naH yo:hM baaiM bpraL chaaM niH yohmM khaawngR phakH thaiM rakH thaiM,example sentence,"""The policies for obtaining votes espoused by these new political parties vaguely resemble the Populist policies of Thai Rak Thai party."""
นโยบายอดทนอดกลั้น และพยายามเจรจามาตลอดของเราต้องทบทวน,naH yo:hM baaiM ohtL thohnM ohtL glanF laeH phaH yaaM yaamM jaehnM raH jaaM maaM dtaL laawtL khaawngR raoM dtawngF thohpH thuaanM,example sentence,"""We have to reconsider our policy of restraint and our attempts at negotiations."""
นโยบายอื่น ๆ ก็เหมือนกัน มีแต่จะทำให้ประเทศชาติยับเยินในวันนี้วันพรุ่งทั้งนั้น,naH yo:hM baaiM euunL euunL gaawF meuuanR ganM meeM dtaaeL jaL thamM haiF bpraL thaehtF chaatF yapH yeernM naiM wanM neeH wanM phroongF thangH nanH,example sentence,Other programs are of the same ilk: they are causing the ruination of the country both now and into the future.
นรก ,naH rohkH,noun,hell
นรชน,naH raH chohnM,"noun, poetic, Pali, Sanskrit",person
นรชาติ,naH raH chaaM dtiL,"noun, poetic, Pali, Sanskrit",person
นรชาติวางวายมลายสิ้นทั้งอินทรีย์สถิตทั่วแต่ชั่วดีประดับไว้ในโลกา ,naH raH chaaM dtiL waangM waaiM maH laaiM sinF thangH inM seeM saL thitL thuaaF dtaaeL chuaaF deeM bpraL dapL waiH naiM lo:hM gaaM,"example sentence, poetic","When humans die,All their physical bodies perish;Only their goodness and badness remainAs grace and disgrace to decorate the world"
นรา,naH raaM,proper noun,Nara
นราธิวาส ,naH raaM thiH waatF,"proper noun, geographical","Narathiwat, a province in southern Thailand with a 1995 population of 619,311 (rank 36 of 76)"
นรินทร์ศักดิ์,naH rinM sakL,proper noun,Narinsak [a Thai male given name]
นริศา,naH riH saaR,archaic,king
proper noun,Narisa [a Thai female given name],,
นรีเวชกรรม,naH reeM waehtF chaH gamM,noun,(the practice of) gynecology
นรีเวชวิทยา,naH reeM waehtF wiH thaH yaaM,noun,Gynecology
นรีเวชศาสตร์,naH reeM waehtF chaH saatL,noun,Gynecology
นเรศวร,naH raehM suaanR,proper noun,King Naresuan
นฤคหิต,naH reuH khaH hitL,"noun, formal","[formal name of] the mark (อํ), (see นิคหิต )"
นฤปเวศม์,naH riH bpaL waehtF,noun,court; law-court; royal court
นฤมล,naH reuH mohnM,proper noun,Naruemol [a Thai given name]
นว,naH waH,"adjective, particle, formal, loanword, Pali",new; young; fresh; modern
"adjective, particle, formal, poetic, loanword, Pali",nine,,
นวนคร,naH waH naH khaawnM,,new city
นวนครปทุมธานี,naH waH naH khaawnM bpaL thoomM thaaM neeM,proper noun,"Nawanakorn Pathumthanee, a housing project in the suburb of Bangkok"
นวนิยาย,naH waH niH yaaiM,noun,"a novel, a book of a fictional story, an invented prose narrative that is usually long and complex and deals especially with, for example, true stories or accounts, folktales or folklores, imagination, human experiences, through a usually connected sequence of events"
นวนิยายขนาดสั้น,naH waH niH yaaiM khaL naatL sanF,noun,novelette (a short or brief novel; a long short story)
นว.,naH khaawnM saL wanR,"proper noun, abbreviation",[abbreviation for นครสวรรค์] NSN
นวด ,nuaatF,verb,to massage; to knead
noun,[การนวด] a massage; (the activity of) massage,,
นวดปั้น,nuaatF bpanF,verb,to knead
นวดแผนโบราณ ,nuaatF phaaenR bo:hM raanM,noun,traditional Thai massage
นวดหน้า,nuaatF naaF,noun,face massage
นวม ,nuaamM,adjective,stuffed with padding; padded; quilted
นวมชกมวย ,nuaamM chohkH muayM,noun,boxing glove
น่วม,nuaamF,adjective,[is] mushy; squishy; pliable; flaccid
นวย ,nuayM,,to walk elegantly and gracefully
นวยนาด,nuayM naatF,verb,to stroll
นวล ,nuaanM,noun,nuance; shade; flavor
adjective,cream or light-colored; pale; blond; white; ivory-colored,,
นววรรณ,naH waH wanM,proper noun,Nawawan [a Thai given name]
นววรรณพันธุเมธา,naH waH wanM phanM thooH maehM thaaM,proper noun,Professor of Linguistics at Chulalongkorn University
นวัตกรรม,naH watH dtaL gamM,noun,innovation; change; alteration; novelty; newness; modernization
นวัตกรรมล้ำยุค,naH watH dtaL gamM lamH yookH,"noun, phrase",modern innovations; inventions which are ahead of their time
นศ.,naH khaawnM seeR thamM maH raatF,"proper noun, abbreviation",[abbreviation for นครศรีธรรมราช] NRT
นศท.,naawM saawR thaawM,"noun, abbreviation",[abbreviation for นักศึกษาวิชาทหาร]
นสพ.,nohtH phaH,noun,[abbreviation for หนังสือพิมพ์]
นอ ,naawM,,[pronunciation of the 25th letter of the Thai alphabet]
นอก ,naawkF,adjective,[is] outside of; external to; foreign; alien
adverb,out; outside,,
noun,[เมืองนอก] foreign country; overseas,,
adjective,[เมืองนอก] [is] foreign,,
นอกกฎหมาย,naawkF gohtL maaiR,adjective,outside the law; illicit; illegitimate
นอกกาย,naawkF gaaiM,adjective,[is] external; worldly
นอกคอก,naawkF khaawkF,adjective,[is] off track; [has] gone astray
นอกเครื่องแบบ,naawkF khreuuangF baaepL,adjective,[is] not in uniform; out of uniform
นอกจาก ,naawkF jaakL,preposition,except; unless; with the exception of...; other than...; besides; not only
นอกจาก,naawkF jaakL,preposition,outside of; exterior to
นอกจากการเรียนรู้จะให้ความสุขแก่ผู้เรียนแล้ว เขาจะเป็นคนที่สามารถปรับตัวเข้ากับความเปลี่ยนแปลงของโลกที่เกิดขึ้นอย่างรวดเร็วได้,naawkF jaakL gaanM riianM ruuH jaL haiF khwaamM sookL gaaeL phuuF riianM laaeoH khaoR jaL bpenM khohnM theeF saaR maatF bprapL dtuaaM khaoF gapL khwaamM bpliianL bplaaengM khaawngR lo:hkF theeF geertL kheunF yaangL ruaatF reoM daiF,example sentence,"""In addition to the fact that learning provides the student enjoyment, he will be able to adapt himself to the rapid changes which will take place in [his] world."""
