word,spell,type,meaning
ลงทุนไปแล้ว ก็สำคัญว่าจะได้กำไรมาก.,lohngM thoonM bpaiM laaeoH gaawF samR khanM waaF jaL daiF gamM raiM maakF,example sentence,"""Once he made the investment he estimated that he would earn a high return."""
ลงทุนลงแรง,lohngM thoonM lohngM raaengM,verb,to invest money and effort
ลงโทษ,lohngM tho:htF,verb,to punish; assign a penalty
ลงโทษเกินกว่าเหตุ,lohngM tho:htF geernM gwaaL haehtL,"verb, phrase",punish excessively; give excessive punishment
ลงโทษเพื่อแก้ไข ,lohngM tho:htF pheuuaF gaaeF khaiR,"verb, transitive, phrase",to correct
ลงนาม ,lohngM naamM,verb,to put down one's name; to sign up
ลงนามเป็นสมาชิก ,lohngM naamM bpenM saL maaM chikH,verb,subscribe
ลงบัญชี,lohngM banM cheeM,"verb, intransitive, phrase",to list
ลงบัตร,lohngM batL,"verb, intransitive",to vote; to cast a ballot
ลงบันได ,lohngM banM daiM,verb,to go downstairs
ลงบันทึก,lohngM banM theukH,"verb, transitive, intransitive, phrase",to itemize
ลงโบสถ์,lohngM bo:htL,verb,to get along with; be on good terms with someone; be compatible with
ลงประกาศ,lohngM bpraL gaatL,verb,to advertise
ลงประชามติ,lohngM bpraL chaaM maH dtiL,verb,to hold a (public) referendum; to vote on a ballot issue
ลงแป้ง ,lohngM bpaaengF,verb,to starch (laundry)
ลงไป ,lohngM bpaiM,verb,to go down; put into; downward
ลงฝัก,lohngM fakL,noun,internal rupture (hernia) causing a swelling of the testicles
ลงพิมพ์,lohngM phimM,"verb, transitive",to publish the news
ลงพื้น,lohngM pheuunH,"verb, intransitive",(painting a surface) to apply primer; to paint a coat of primer
ลงพื้นที่เก็บข้อมูล,lohngM pheuunH theeF gepL khaawF muunM,verb,to conduct a field study
ลงพุง,lohngM phoongM,adjective,[is] pot-bellied
ลงมติ,lohngM maH dtiL,verb,to decide; to cast a vote; to determine
ลงมติเป็นเอกฉันท์,lohngM maH dtiL bpenM aehkL gaL chanR,"verb, phrase",to issue a unanimous opinion
ลงมา ,lohngM maaM,verb,to descend; go down
ลงมา,lohngM maaM,adverb,in descending order
ลงมือ ,lohngM meuuM,verb,to start; to begin
ลงมือลงไม้,lohngM meuuM lohngM maaiH,"verb, phrase",to do violence against someone; to strike someone in anger
ลงไม้ลงมือ,lohngM maaiH lohngM meuuM,"verb, phrase",to do violence against someone; to strike someone in anger
ลงยา,lohngM yaaM,"noun, adjective, verb, intransitive",Cloisonné enameled metalware
ลงรถ,lohngM rohtH,"verb, phrase",to exit a vehicle; get out of a car; alight from a vehicle
ลงรอย,lohngM raawyM,"verb, phrase",to get along with
ลงรอย,lohngM raawyM,verb,to arrive at an agreement
ลงรัก,lohngM rakH,noun,lacquerware
ลงรัก,lohngM rakH,verb,to fall in love
ลงรักปิดทอง  ,lohngM rakH bpitL thaawngM,noun,"lacquerware with gold inlay, a technique of traditional Thai art that uses gold leaves over (black) lacquer"
ลงรากตึก,lohngM raakF dteukL,"verb, intransitive",to lay the foundation of a building
ลงรายชื่อ,lohngM raaiM cheuuF,"verb, intransitive, phrase",to list
ลงรายละเอียด,lohngM raaiM laH iiatL,"verb, transitive, intransitive, phrase",to itemize
ลงรายการ,lohngM raaiM gaanM,"verb, transitive, intransitive, phrase",to itemize
ลงเรือ,lohngM reuuaM,verb,to embark; get into (a vessel); board a ship
ลงเรือลำเดียวกัน,lohngM reuuaM lamM diaaoM ganM,"verb, phrase",[metaphor] to be in the same boat; suffer the same fate
ลงโรง,lohngM ro:hngM,"verb, phrase",to begin a play; start playing; open a theatrical production
ลงลายมือชื่อ,lohngM laaiM meuuM cheuuF,"verb, intransitive, phrase, formal",[formal] to sign (one's name)
ลงวันที่ ,lohngM wanM theeF,"verb, intransitive, phrase",to date
ลงสนาม ,lohngM saL naamR,verb,to play [on the team]; enter the game
ลงสนามบิน ,lohngM saL naamR binM,verb,(of an airplane) to descend to the airport; to prepare for landing
ลงสมัคร,lohngM saL makL,,"[ลงสมัคร] to apply to become a candidatte (for political office, e.g.)"
ลงสมัครรับเลือกตั้ง,lohngM saL makL rapH leuuakF dtangF,adjective,[is] a candidate to run in an election
ลงสี,lohngM seeR,verb,[ลงสี] to paint; fill with color
ลงหลักปักฐาน,lohngM lakL bpakL thaanR,"verb, idiom","to settle or settle in a place, settle down in; put down stakes in"
ลงหลักปักราก,lohngM lakL bpakL raakF,"verb, intransitive, figurative",to settle down
ลงเหว,lohngM haayoR,verb,to fall into an abyss; disappear
ลงอาญา,lohngM aaM yaaM,"verb, transitive",to punish
ลงเอย,lohngM eeuyM,"verb, transitive","to conclude (a speech); to announce ""The End."""
ลงเอย,lohngM eeuyM,,to end up; stop; finish; conclude
ลงกา,lohngM gaaM,"noun, proper noun, geographical, poetic, ancient",Lanka; (ancient) Ceylon
ลงท้าย ,lohngM thaaiH,verb,to end up; to finish
ลงท้าย ,lohngM thaaiH,adjective,finally; at last
ลด ,lohtH,verb,to decrease; reduce; lower; diminish; lessen
ลด ,lohtH,noun,[การลด] [activity] decreasing
ลดกระหน่ำ,lohtH graL namL,"noun, phrase, colloquial",Big Sale!; price reduction; price shattering event!
...ลดการสนับสนุนจากภาครัฐที่เคยเป็นปัญหาใหญ่หลวงเมื่อราคาน้ำมันดิบพุ่งขึ้นไปอยู่ที่รับเกินร้อยดอลล่าร์ต่อบาร์เรลและทำให้ราคาน้ำมันในแต่ละประเทศบิดเบือนอย่างรุนแรง,lohtH gaanM saL napL saL noonR jaakL phaakF ratH theeF kheeuyM bpenM bpanM haaR yaiL luaangR meuuaF raaM khaaM namH manM dipL phoongF kheunF bpaiM yuuL theeF rapH geernM raawyH daawnM laaF dtaawL baaM raehnM laeH thamM haiF raaM khaaM namH manM naiM dtaaeL laH bpraL thaehtF bitL beuuanM yaangL roonM raaengM,example sentence,"""...to reduce government price supports which have become a major problem when the price of crude oil shot up beyond $100 dollars per barrel and dramatically distorted the prices of petroleum products in each country."""
ลดค่า,lohtH khaaF,verb,to depreciate
ลดดีกรีความร้อน,lohtH deekL reeM khwaamM raawnH,,to reduce the temperature (lit.)
ลดดีกรีความร้อน,lohtH deekL reeM khwaamM raawnH,figurative,to reduce the pressure on (fig.)
ลดต่ำ ,lohtH dtamL,verb,to abase; fall down (to)
ลดทอน,lohtH thaawnM,verb,to reduce; diminish; lessen
ลดโทษ,lohtH tho:htF saL,verb,to reduce punishment; lighten penalty
ลดน้อยถอยลง,lohtH naawyH thaawyR lohngM,verb,to decline; decrease; reduce
ลดน้อยลง,lohtH naawyH lohngM,"verb, phrase",to decrease; decline; reduce in number
ลดน้ำหนัก,lohtH namH nakL,"verb, phrase",to lose weight
ลดราคา ,lohtH raaM khaaM,verb,to discount; to lower the price; on sale
ลดราคาได้ไหม,lohtH raaM khaaM daiF maiH,example sentence,"""Can you lower the price?"""
ลดราคาลงอีกได้ไหมคะ ,lohtH raaM khaaM lohngM eekL daiF maiH khaH,example sentence,"""Can you reduce the price any more?"""
ลดราคาหน่อยได้ไหม,lohtH raaM khaaM naawyL daiF maiH,example sentence,"""Can you reduce the price a bit?"""
ลดราคาให้เห็น ๆ ลดกันเป็นล้านบาท แบบยอมให้ลูกค้าที่โอนไปแล้วด่าก็ยอม,lohtH raaM khaaM haiF henR lohtH ganM bpenM laanH baatL baaepL yaawmM haiF luukF khaaH theeF o:hnM bpaiM laaeoH daaL gaawF yaawmM,example sentence,"""They reduce advertised prices by millions of baht, like they understand that customers who have already acquired units are outraged."""
ลดลง ,lohtH lohngM,verb,to decrease; lower; depreciate; lessen; decline
ลดเสียงหน่อยครับ,lohtH siiangR naawyL khrapH,example sentence,"""Please turn down the volume."""
ลดหน่อยได้ไหมครับ ,lohtH naawyL daiF maiH khrapH,example sentence,"""Can you lower the price?"""
ลดหย่อน,lohtH yaawnL,verb,to reduce; lower; decrease; abate
ลดหย่อนผ่อนโทษ,lohtH yaawnL phaawnL tho:htF,verb,to reduce a punishment; decrease penalty
ลดหลั่น,lohtH lanL,adjective,terraced; in tiers; in stages or steps
ลดหลั่น,lohtH lanL,adverb,in descending order
ลดอีกไม่ได้ครับ ,lohtH eekL maiF daiF khrapH,example sentence,"""I can’t reduce it further."""
ลดราวาศอก,lohtH raaM waaM saawkL,verb,to yield; to give in
ลดเลี้ยว,lohtH liaaoH,adjective,twisting (e.g. a road); winding
ลน ,lohnM,verb,to singe
ลนไฟ,lohnM faiM,verb,to singe with fire
ล้น ,lohnH,verb,to overflow or spill over the brim
"verb, colloquial","to act sharply and aggressively, to overwhelm",,
noun,[การล้น] spillover; ooze; excess,,
ล้นเกล้าล้นกระหม่อม,lohnH glaoF lohnH graL maawmL,proper noun,His Majesty; Her Majesty
ล้นพ้น,lohnH phohnH,adjective,[is] overwhelming
ล้นมือ,lohnH meuuM,adjective,[is] overloaded; swamped
ล้นหลาม,lohnH laamR,adjective,excessive; overwhelming
ล้นหลาม,lohnH laamR,adverb,overwhelmingly; excessively
ล้นเหลือ,lohnH leuuaR,adjective,surplus; excess; superabundant
ลนลาน,lohnM laanM,verb,to hurry; dart; dash; run about hurriedly and excitedly
ลบ ,lohpH,verb,to erase
verb,mathematical subtraction; minus,,
ลบคำสบประมาท,lohpH khamM sohpL bpraL maatL,"verb, phrase",to refute an allegation; expunge an insult
ลบรอยตีนตะขาบ,lohpH raawyM dteenM dtaL khaapL,"verb, phrase, idiom",to erase the history of military intervention in politics
ลบล้าง ,lohpH laangH,verb,to obliterate; eradicate; wipe out; erase
ลบล้างคำสบประมาท,lohpH laangH khamM sohpL bpraL maatL,"verb, phrase",to refute an allegation; expunge an insult; remove the insult of a slap in the face
ลบเลือน,lohpH leuuanM,verb,to fade away; be dim; dissolve; vanish
ลบหลู่,lohpH luuL,verb,"to disparage, disdain, show disrespect"
ลบเหลี่ยม,lohpH liiamL,verb,to outdo; outsmart
ลบออก ,lohpH aawkL,"verb, formal",erase; rub out
ลบ.,lohpH booL reeM,"proper noun, abbreviation",[abbreviation for ลพบุรี ] LRI
ลป.,,"proper noun, abbreviation",[abbreviation for ลำปาง ] LPG
ลพ.,lamM phuunM,"proper noun, abbreviation",[abbreviation for ลำพูน ] LPN
ลพบุรี ,lohpH booL reeM,"proper noun, geographical","Lopburi, a province in central Thailand with a 1995 population of 740,826 (rank 31 of 76); the capital city having been the capital of Thailand for a period in the 1600s."
ลม ,lohmM,noun,air; wind; storm
"noun, figurative, colloquial",[always used in a negative way] temper; word,,
"noun, formal",inspiration; breath,,
adjective,[ลม ๆ] [is] futile; empty,,
adjective,[ลม ๆ] [is] very windy,,
ลมกรด,lohmM grohtL,noun,gale
ลมโกรก,lohmM gro:hkL,verb,to blow moderately; fair wind
ลมคำรามพัดพาน้ำเป็นระลอกคลื่น ฟองฝอยซัดสาดชะง่อนหินในทะเล,lohmM khamM raamM phatH phaaM naamH bpenM raH laawkF khleuunF faawngM faawyR satH saatL chaH ngaawnF hinR naiM thaH laehM,example sentence,"""The wind howled and churned up the water into a swirling foam which dashed against rocks jutting far into the sea."""
ลมจัด ,lohmM jatL,adjective,[is] windy
ลมโชย ,lohmM chooyM,noun,breeze
ลมดี ,lohmM deeM,noun,breeze
ลมแดด,lohmM daaetL,noun,sunstroke
ลมทะเล,lohmM thaH laehM,noun,sea breeze
ลมปาก,lohmM bpaakL,"noun, idiom",a person's words; what someone says
ลมพัดอยู่ชั่วนาตาปี,lohmM phatH yuuL chuaaF naaM dtaaM bpeeM,example sentence,"""The wind blows ceaselessly."""
ลมพัดอู้ ,lohmM phatH uuF,"example sentence, formal","""The wind blows loudly."""
ลมเพลมพัด,lohmM phaehM lohmM phatH,phrase,[is] variable; fickle
ลมฟ้าอากาศ,lohmM faaH aaM gaatL,noun,the weather
ลมมรสุม,lohmM maawM raH soomR,noun,[ลมมรสุม] the monsoon wind
ลมแรง ,lohmM raaengM,adjective,[is] windy
ลมวน,lohmM wohnM,noun,"a whirlwind, a cyclone, a tornado"
ลมสลาตัน ,lohmM saL laaR dtanM,"noun, phrase, formal",tornado
ลมหนาว ,lohmM naaoR,noun,cold wind; cold air
ลมหอบเอากลิ่นดอกไม้โชยมาบางเบา เพิ่มความสดชื่นขึ้นอีกมาก,lohmM haawpL aoM glinL daawkL maaiH chooyM maaM baangM baoM pheermF khwaamM sohtL cheuunF kheunF eekL maakF,example sentence,"""The breeze gently carried the fragrance of flowers which enhanced the freshness (of the air)."""
ลมหายใจ ,lohmM haaiR jaiM,noun,breath; breath of life; life-blood
ลมหายใจเข้าออก,lohmM haaiR jaiM khaoF aawkL,noun,breathing in and out
ลมอ่อน,lohmM aawnL,"noun, phrase",[of tires] too little air; the condition of having an insufficient amount of air
ลมอ่อน ๆ ,lohmM aawnL aawnL,noun,breeze
ลม ๆ,lohmM lohmM,adjective,[ลม ๆ] [is] futile; empty
ลม ๆ,lohmM lohmM,adjective,[ลม ๆ] [is] very windy
ลม ๆ แล้ง ๆ,lohmM lohmM laaengH laaengH,adjective,[is] futile; without substance; fanciful
ล่ม ,lohmF,verb,to overturn; to capsize; to sink; to be overturned; to be turned upside-down; to fail; to sink
ล่มกลางอ่าว,lohmF glaangM aaoL,"verb, phrase",to fail miserably; become unsuccessful
ล่มจม,lohmF johmM,verb,to become bankrupt; go under; become insolvent; be broke; be destitute; be impoverished; go to ruin; collapse
ล่มจมยับเยิน,lohmF johmM yapH yeernM,adjective,[is] wrecked and in ruin
ล่มปากอ่าว ,lohmF bpaakL aaoL,"colloquial, idiom",[an euphemism for] male premature ejaculation
ล่มสลาย,lohmF saL laaiR,verb,collapse; disintegrate; ruin; fall down
ล่มหัวจมท้าย,lohmF huaaR johmM thaaiH,"verb, phrase",to agree to become husband and wife
ล้ม ,lohmH,verb,to fall down
verb,to die; perish; fail,,
verb,[ล้มลง] to fall down; collapse; perish; expire; fall over; tumble down,,
ล้มกระดาน,lohmH graL daanM,verb,to turn over a board; destroy; eliminate; eradicate
ล้มกลิ้ง,lohmH glingF,verb,to fall over and roll
ล้มครืน,lohmH khreuunM,verb,to fall over; fall with a resounding thud
ล้มเจ็บ,lohmH jepL,adjective,[is] ill; sick
ล้มป่วย,lohmH bpuayL,verb,[is] ill; sick
ล้มพับ,lohmH phapH,verb,to fall down; collapse
ล้มมือ,lohmH meuuM,"adjective, phrase",[is] more than one can handle; overwhelming; beyond capacity
ล้มไม่เป็นท่า,lohmH maiF bpenM thaaF,"verb, phrase",to fail miserably; to collapse in disarray
ล้มลง,lohmH lohngM,verb,[ล้มลง] to fall down; collapse; perish; expire; fall over; tumble down
ล้มละลาย ,lohmH laH laaiM,adjective,[is] bankrupt
ล้มละลาย,lohmH laH laaiM,verb,to go bankrupt
ล้มล้าง,lohmH laangH,verb,to overthrow; destroy; eliminate; wipe out
ล้มล้างสถาบัน,lohmH laangH saL thaaR banM,verb,to overthrow the monarchy
ล้มลุก,lohmH lookH,verb,to fall down and get up again; be uncertain; weak
ล้มลุก,lohmH lookH,adjective,[is] short-lived; annual; biennial
ล้มลุกคลุกคลาน,lohmH lookH khlookH khlaanM,verb,to muddle through; to struggle ahead; to soldier onwards
ล้มเลิก,lohmH leerkF,verb,to cease; abolish; discontinue; give up
ล้มหมอนนอนเสื่อ,lohmH maawnR naawnM seuuaL,"adjective, phrase",[is] ill; bedridden; confined to bed; to fall sick
ล้มหรือลุก อย่าไปทุกข์ กับชีวิต,lohmH reuuR lookH yaaL bpaiM thookH gapL cheeM witH,example sentence,"""Ups or downs, don't let them distress your life."""
ล้มหลาม,lohmH laamR,adjective,[is] crowded; jammed; congested; crammed; tightly-packed
ล้มหายตายจาก,lohmH haaiR dtaaiM jaakL,verb,to disappear; die; pass away
ล้มเหลว ,lohmH laayoR,verb,to fail; not succeed
ล้มเหลวลง,lohmH laayoR lohngM,"verb, phrase",[ล้มเหลวลง] to fail; not succeed
ลมบ้าหมู ,lohmM baaF muuR,noun,[โรคลมบ้าหมู] epilepsy
ลมๆ,lohmM lohmM,,[alternate spelling of ลม ]
ลย.,leeuyM,"proper noun, abbreviation",[abbreviation for เลย ] LEI
ลวก ,luaakF,adjective,blanched; soft-boiled
verb,"to scald (oneself), blanch (vegetables), or soft-boil (an egg)",,
"verb, transitive, adverb, formal",[ลวก ๆ] crudely; poorly; casually; carelessly; slovenly; to botch (up something); to bungle,,
ลวก ๆ,luaakF luaakF,"verb, transitive, adverb, formal",[ลวก ๆ] crudely; poorly; casually; carelessly; slovenly; to botch (up something); to bungle
ลวง ,luaangM,verb,to deceive; to gull; to dupe; to impose upon by craftiness or guile; to lure; entice or tempt into some snare or trap
ลวงตา,luaangM dtaaM,adjective,illusory; deceptive
ลวงตา,luaangM dtaaM,adjective,[is] delusive; deceptive
ล่วง ,luaangF,verb,to exceed; overstep; pass; to go beyond
ล่วงเกิน ,luaangF geernM,verb,"to insult, be rude or offensive, to offend"
ล่วงประเวณี,luaangF bpraL waehM neeM,verb,to commit adultery
ล่วงมาแล้ว,luaangF maaM laaeoH,adverb,ago
ล่วงรู้,luaangF ruuH,verb,to perceive; foresee; sense; detect; know in advance
ล่วงละเมิด,luaangF laH meertF,verb,to violate; infringe; encroach
ล่วงละเมิดทางเพศ,luaangF laH meertF thaangM phaehtF,verb,to sexually harrass
ล่วงลับ ,luaangF lapH,"verb, intransitive, phrase, formal",[a common term for all and euphemism for] to die; to be deceased (late); to pass away
ล่วงล้ำ,luaangF lamH,,to infringe; to overstep; transgress; to contravene; encroach
ล่วงล้ำก้ำเกินต่อ,luaangF lamH gamF geernM dtaawL,"verb, phrase",to offend; trespass; intrude upon
ล่วงเวลา,luaangF waehM laaM,noun,overtime
ล่วงหน้า ,luaangF naaF,adverb,ahead of time; in advance
ล้วง ,luaangH,verb,to reach in with the hand; to insert the hand; to pick out; to withdraw an item from
ล้วงกระเป๋า,luaangH graL bpaoR,"verb, phrase","to have one's hands in one's pocket in an easy, informal manner"
ล้วงกระเป๋า,luaangH graL bpaoR,"verb, phrase",to pickpocket; pilfer one's handbag; snatch and run
ล้วงความลับ,luaangH khwaamM lapH,"verb, phrase, colloquial",to spy; extract secrets (from)
ล้วงคองูเห่า,luaangH khaawM nguuM haoL,"example sentence, idiom","""To put one's head in the lion's mouth."""
ล้วงลูก,luaangH luukF,"verb, phrase",to interfere with one's subordinate's word; meddle as a manager; micro-manage
ล้วงลูก,luaangH luukF,verb,to infiltrating; snatch information; pilfer data; hack into
ล่วงเลย,luaangF leeuyM,verb,to pass; go by; elapse; roll by; slip away; lapse
ลวด ,luaatF,noun,wire
ลวดดอกไม้ไหว ,luaatF daawkL maaiH waiR,noun,wire used to wrap artificial flowers
ลวดดัดฟัน ,luaatF datL fanM,,dental braces
ลวดเย็บกระดาษ ,luaatF yepH graL daatL,noun,staple
ลวดลาย ,luaatF laaiM,noun,design
ลวดลายผ้า ,luaatF laaiM phaaF,noun,pattern on a fabric or cloth
ลวดสลิง ,luaatF saL lingM,noun,cable
ลวดหนัง,luaatF nangR,noun,thong
ลวดหนาม  ,luaatF naamR,noun,barbed wire
ลวดหนีบกระดาษ ,luaatF neepL graL daatL,noun,paper clip
ลวดสะลิง,luaatF saL lingM,noun,wire rope
ล้วน ,luaanH,adverb,totally; solely; complely; entirely; in all
adjective,[is] pure; absolute; pristine,,
ล้วนแต่,luaanH dtaaeL,,every last one; to the last
ล้วนทำให้การจราจรติดขัด และเกิดอุบัติเหตุอยู่เสมอ,luaanH thamM haiF gaanM jaL raaM jaawnM dtitL khatL laeH geertL ooL batL dtiL haehtL yuuL saL muuhrR,example sentence,"""All of this [activity] causes traffic jams and accidents occur constantly."""
ล้วนแล้ว,luaanH laaeoH,adverb,entirely; totally
ล้วนแล้วแต่,luaanH laaeoH dtaaeL,pronoun,all
ล้วน ๆ,luaanH luaanH,,[ล้วน ๆ] solely; purely; completely
ลวนลาม,luaanM laamM,,to molest; assault
ล่วม ,luaamF,noun,"bag, a kit, a kit bag"
ล่วมยา ,luaamF yaaM,noun,medical kit
ลหุ ,laH hooL,"adjective, loanword, Pali",light; minor; small; petty
"noun, loanword, Pali",syllable without an accent; unstressed syllable in Thai prosody [see notes],,
ลหุโทษ ,laH hooL tho:htF,noun,punishment for a petty offense; light punishment; light penalty
ลหุโทษ,laH hooL tho:htF,noun,[referring to] the minor-offense prison in Bangkok
ลอ ,laawM,,[pronunciation of the 36th letter of the Thai alphabet]
ล่อ ,laawF,verb,"to smash; take care of by violent means; ""fix"" someone"
verb,to entice; deceive; beguile; trick; dupe; lure; delude,,
noun,mule,,
noun,[การล่อ] [the abstract feeling of] temptation,,
adjective,[ล่อใจ] [is] tempting; alluring; inviting,,
verb,[of food or drink] to scarf down; devour; gulp; drink; guzzle,,
ล่อใจ,laawF jaiM,adjective,[ล่อใจ] [is] tempting; alluring; inviting
ล่อตา,laawF dtaaM,verb,to seduce; attract; appeal to the eye
ล่อตาล่อใจ,laawF dtaaM laawF jaiM,verb,to fool; entice
ล่อต่าง,laawF dtaangL,noun,pack mule
ล่อเป้า,laawF bpaoF,noun,attractive target
ล่อลวง,laawF luaangM,verb,to deceive; mislead; hoodwink; trick; con; delude; swindle
ล่อหลอก,laawF laawkL,verb,deceive; hoodwink; trick; delude
ล่อหลอก,laawF laawkL,verb,seduce; allure; lure; tempt
ล่อแหลม,laawF laaemR,adjective,[is] dangerous; [is] risky; [is] unsafe
ล้อ ,laawH,noun,wheel
verb,to tease; to mock,,
ล้อยาง,laawH yaangM,noun,a wheel
ล้อรถ,laawH rohtH,noun,wheel of a car
ล้อรถจักรยาน ,laawH rohtH jakL graL yaanM,noun,bicycle wheel
ล้อเล่น ,laawH lenF,verb,to tease; to kid; joke; tell a joke
ล้อเลียน ,laawH liianM,verb,to ridicule; make fun of; parody
ล้อเลื่อน ,laawH leuuanF,noun,a wheeled vehicle
ล้อหน้า ,laawH naaF,noun,front wheel
ล้อหลัง ,laawH langR,noun,rear wheel
ลอก ,laawkF,verb,to copy or reproduce a pattern
verb,to peel a fruit or vegetable,,
verb,to dredge,,
ลอกข้อสอบ,laawkF khaawF saawpL,"phrase, colloquial",To cheat on a test (i.e. by copying someone else's paper)
ลอกท่อ,laawkF thaawF,"verb, phrase",to clear drains
ลอกแบบ ,laawkF baaepL,"verb, intransitive, phrase, formal",to copy
ลอกเลียน,laawkF liianM,verb,to copy; imitate; reproduce; duplicate; replicate
ลอกเลียนแบบ,laawkF liianM baaepL,verb,imitate; copy
ลอกหนังสือ,laawkF nangR seuuR,verb,to make a (presumably unathorized) copy of a book
ล็อก,lawkH,"noun, loanword, English",[Thai transcription of the foreign loanword] log
"noun, loanword, English",[Thai transcription of the foreign loanword] lock,,
ล็อกเกต,lawkH gaehtL,"noun, loanword, English",[Thai transcription of the foreign loanword] locket; pendant
ลอกคราบ,laawkF khraapF,verb,molt; moult; slough
ล่อกแล่ก,lawkF laekF,adjective,[is] restless; uncertain; shifty; roving
adverb,restlessly; shiftily; in a manner of roving about,,
ล็อกอิน,lawkH inM,"verb, loanword, English","[Thai transcription of the foreign loanword] ""to log-in"
ลอการิทึม,laawM gaaM riH theumM,"noun, loanword, English",[Thai transcription of the foreign loanword] logarithm
ลอการิทึมแบบเนเปียร์,laawM gaaM riH theumM baaepL naehM bpiiaM,noun,Napierian logarithm
ล็อค,lawkH,"verb, intransitive, loanword, English",[Thai transcription of the foreign loanword] lock
ล๊อค,laawkH,,[alternate spelling of ล็อค]
ลอง ,laawngM,verb,to try; test; to experiment with; to try out
ลองกดไปที่คลื่นอื่นฟังเพลงวัยรุ่นเพราะ ดูบ้างดีกว่าฟังแต่เรื่องเครียด พ่อก็ไม่ขัด,laawngM gohtL bpaiM theeF khleuunF euunL fangM phlaehngM waiM roonF phrawH duuM baangF deeM gwaaL fangM dtaaeL reuuangF khriiatF phaawF gaawF maiF khatL,example sentence,"""[I] tried out pushing the buttons for another station to listen to for better-sounding young person’s music; [anything] was better than listening to serious stories. My father didn’t stop me."""
ลองของ,laawngM khaawngR,verb,to challenge; test the efficacy of a talisman
ลองใจ,laawngM jaiM,adjective,[is] testing another person's feelings; [is] testing another person's resolve
ลองชิมดู,laawngM chimM duuM,phrase,taste it; try it; sample it
ลองเชิง,laawngM cheerngM,verb,to test one's ability; test (one's adversary); check somebody's ability
ลองดู,laawngM duuM,verb,try it; try it and see
ลองดูซักที ,laawngM duuM sakH theeM,example sentence,"""Let me try once."""
ลองทายดู ,laawngM thaaiM duuM,verb,guess
ลองผิดลองถูก ,laawngM phitL laawngM thuukL,phrase,trial and error
ลองเสี่ยงโชค,laawngM siiangL cho:hkF,phrase,to take a chance; to risk it; to try one's luck; give it a go
ลองใส่ดู ,laawngM saiL duuM,verb,try on
ลองใหม่,laawngM maiL,"verb, intransitive, phrase",to retry; reattempt
ลองอีกครั้ง,laawngM eekL khrangH,example sentence,"""Try again."""
ล่อง ,laawngF,verb,to descend; to follow the current of a river downwards
verb,[ละล่อง] [ลอยละล่อง],,
noun,a hole or space between floor boards,,
ล่องใต้,laawngF dtaaiF,adverb,down south
ล่องแพ,laawngF phaaeM,verb,to raft
ล่องแพในกระแสน้ำเชี่ยว ,laawngF phaaeM naiM graL saaeR naamH chiaaoF,verb,to white water raft
ล่องเรือ ,laawngF reuuaM,noun,a cruise on a boat or ship; take a trip
ล่องเรือสำราญ,laawngF reuuaM samR raanM,"verb, phrase",to go on a cruise; take a trip on a cruise ship
ล่องลอย,laawngF laawyM,verb,to float; drift; bob; sail; glide; move gently; slip along; slide
ล่องลอย,laawngF laawyM,adjective,[is] drifting; uncertain
ลองกอง,laawngM gaawngM,noun,Lansium domesticum (Meliaceae)
