word,spell,type,meaning
ภัยธรรมชาติทำให้เด็กและผู้ใหญ่ผอมมาก ไม่มีเรี่ยวแรง และการทำงานของร่างกายผิดปกติ,phaiM thamM maH chaatF thamM haiF dekL laeH phuuF yaiL phaawmR maakF maiF meeM riaaoF raaengM laeH gaanM thamM ngaanM khaawngR raangF gaaiM phitL bpaL gaL dtiL,example sentence,"""Natural disasters cause both children and adults to lose weight; they lack energy; and their bodies do not function normally."""
ภัยพินาศ,phaiM phiH naatF,noun,disaster; calamity; catastrophe
ภัยแล้ง ,phaiM laaengH,noun,drought
ภัยอันตราย,phaiM anM dtaL raaiM,"noun, phrase, loanword, Pali",harm
ภัยพิบัติ,phaiM phiH batL,,disaster; calamity; catastrophe
ภัยพิบัติทางเศรษฐกิจบุกประชิดถึงปากท้องชาวบ้าน แต่รัฐบาลยังคลุกฝุ่นปัญหาวิกฤตการเมือง,phaiM phiH batL thaangM saehtL thaL gitL bookL bpraL chitH theungR bpaakL thaawngH chaaoM baanF dtaaeL ratH thaL baanM yangM khlookH foonL bpanM haaR wiH gritL gaanM meuuangM,example sentence,"""The economic disaster has an impact on the daily life of the ordinary man, but the government is still stuck in the morass of the problems [arising from the] political crisis."""
ภัสดา,phatH saL daaM,"noun, loanword, Pali",a husband
ภา,phaaM,"noun, Sanskrit",ray of light
ภาค ,phaakF,noun,"section, portion, part [I, II, III, etc., of a movie or novel], region, division, side, segment, share, period, time"
noun,[ภาคเรียน] academic term; semester,,
noun,[abbreviation] academic term; semester,,
classifier,"[numerical classifier for geographical regions, academic terms]",,
ภาคกลาง ,phaakF glaangM,"noun, formal",the central region (of Thailand)
ภาคการศึกษา,phaakF gaanM seukL saaR,noun,Education Region
ภาคการศึกษาปกติ,phaakF gaanM seukL saaR bpaL gaL dtiL,noun,a regular academic semester
ภาคตะวันตก ,phaakF dtaL wanM dtohkL,noun,the western region of Thailand
ภาคตะวันออก ,phaakF dtaL wanM aawkL,proper noun,the eastern region of Thailand
ภาคตะวันออกเฉียงเหนือ ,phaakF dtaL wanM aawkL chiiangR neuuaR,noun,the northeastern region of Thailand
ภาคใต้ ,phaakF dtaaiF,noun,the southern region of Thailand
ภาคทัณฑ์,phaakF thanM,"verb, transitive",[legal] to put on probation; to reprimand for a first offence
ภาคทัณฑ์ปล่อยตัว,phaakF thanM bplaawyL dtuaaM,"verb, phrase",to release on probation
ภาคนิพนธ์,phaakF niH phohnM,noun,term paper
ภาคบังคับ,phaakF bangM khapH,adjective,[is] compulsory
ภาคปฏิบัติ,phaakF bpaL dtiL batL,noun,field training; in a practical sense
ภาคประธาน,phaakF bpraL thaanM,noun,[grammar] subject
ภาคผนวก,phaakF phaL nuaakL,noun,a supplement; an appendix; an addendum
ภาคผู้บริโภค,phaakF phuuF baawM riH pho:hkF,noun,the consumer sector
ภาคพันธสัญญาเดิม,phaakF phanM thaH sanR yaaM deermM,proper noun,Old Testament
ภาคพันธสัญญาใหม่,phaakF phanM thaH sanR yaaM maiL,proper noun,The New Testament
ภาคพื้น ,phaakF pheuunH,adjective,mainland; region; area of ground
ภาคพื้นดิน,phaakF pheuunH dinM,"noun, phrase",land area; ground
ภาคพื้นทวีป,phaakF pheuunH thaH weepF,"noun, phrase",continental land area
ภาคพื้นสมุทร,phaakF pheuunH saL mootL,"noun, phrase",surface of the ocean; marine area
ภาคภูมิ,phaakF phuumM,"adjective, verb, intransitive","[is] proud of, have a sense of pride in, have self-esteem"
ภาครัฐ,phaakF ratH,noun,governmental sector; public sector
ภาครัฐบาล,phaakF ratH thaL baanM,noun,government sector
ภาคเรียน,phaakF riianM,noun,[ภาคเรียน] academic term; semester
ภาควิชาเคหการ,phaakF wiH chaaM khaehM haL gaanM,proper noun,"Department of Housing Development, [Faculty of Architecture, Chulalongkorn University]"
ภาคสนาม,phaakF saL naamR,noun,fieldwork; [in the] field
ภาคแสดง,phaakF saL daaengM,noun,[grammar] predicate
ภาคหน้า,phaakF naaF,noun,the future
ภาคเหนือ ,phaakF neuuaR,noun,the northern region of Thailand
ภาคอีสาน,phaakF eeM saanR,proper noun,the northeast region of Thailand
ภาคอีสานกันดารน้ำในฤดูแล้ง,phaakF eeM saanR ganM daanM naamH naiM reuH duuM laaengH,example sentence,"""The Northeast lacks water during the dry season."""
ภาคอีสานกำลังประสบทุพภิกขภัยอย่างหนัก,phaakF eeM saanR gamM langM bpraL sohpL thoopH phikH khaL phaiM yaangL nakL,example sentence,"""The Northeastern region of Thailand is currently experiencing severe famine."""
ภาคอุตสาหกรรม,phaakF ootL saaR haL gamM,noun,the industrial sector (economics)
ภาคเอกชน,phaakF aehkL gaL chohnM,noun,the private sector
ภาคเอกชนได้ย้ายฐานการผลิตไปยังประเทศที่มีต้นทุนค่าแรงต่ำกว่าไทยอยู่แล้ว,phaakF aehkL gaL chohnM daiF yaaiH thaanR gaanM phaL litL bpaiM yangM bpraL thaehtF theeF meeM dtohnF thoonM khaaF raaengM dtamL gwaaL thaiM yuuL laaeoH,example sentence,"""The private section has already transferred its production base to countries which have labor costs lower than those of Thailand."""
ภาคภูมิใจ ,phaakF phuuM miH jaiM,adjective,[is] proud (feel proud of)
ภาคยานุวัติ,phaakF khaH yaaM nooH watH,noun,accession; a signatory to a multi-lateral or bi-lateral treaty
ภาคเสธ,phaakF saehtL,verb,to make a partial confession; to partly deny and partly accept
ภาคินี,phaaM khiH neeM,"noun, loanword, Pali",a woman participant; a woman associate; a female partner
ภาคิไนย,phaaM khiH naiM,"noun, loanword, Pali",nephew; niece; child of one's older or younger sister
ภาคี,phaaM kheeM,noun,"a participant, a party; an adherent; an associate member"
ภาคีสมาชิก,phaaM kheeM saL maaM chikH,noun,associate member [in an organization]
ภาคีสมาชิกของอนุสัญญาว่าด้วย ลักษณะทางแพ่งในการลักพาเด็กข้ามชาติ,phaaM kheeM saL maaM chikH khaawngR aL nooH sanR yaaM waaF duayF lakH saL naL thaangM phaaengF naiM gaanM lakH phaaM dekL khaamF chaatF,"noun, proper noun",Convention on the Civil Aspects of International Child Abduction
ภาชนะ,phaatF chaH naH,noun,container
ภาชนะดิน,phaatF chaH naH dinM,noun,earthenware; pottery
ภาชนะดินเผา,phaatF chaH naH dinM phaoR,noun,pottery vessel; earthenware pot
ภาชนะที่ใช้ต้มกลั่น,phaatF chaH naH theeF chaiH dtohmF glanL,"noun, phrase",retort
ภาดร,phaaM daawnM,,brother
ภาติยะ,phaaM dtiL yaH,noun,nephew; niece; child of one's older or younger brother
ภานุพัฒน์,phaaM nooH phatH,proper noun,Panupat [a Thai given name]
ภาพ ,phaapF,noun,image; picture; drawing; vision
noun,"existence; state; being; [a suffix corresponding to the English suffix ""-dom""]",,
noun,"a view, a scenic background",,
ภาพ,phaapF phaH,,[alternate pronunciation of ภาพ ]
ภาพขยาย ,phaapF khaL yaaiR,noun,enlargement (of photo)
ภาพของ ,phaapF khaawngR,"noun, phrase, idiom",the sight of...; the vision of; the view of; image
ภาพของแฟนเก่า ที่มาทำเป็นแสร้งบีบน้ำตาตรงหน้านั้น ทำให้เธอรู้สึกอยากอ้วก ,phaapF khaawngR faaenM gaoL theeF maaM thamM bpenM saaengF beepL namH dtaaM dtrohngM naaF nanH thamM haiF thuuhrM ruuH seukL yaakL uaakF,"example sentence, colloquial, sarcastic-humorous","""The sight of her ex-boyfriend attempting to shed crocodile tears in front of her made her sick."""
ภาพเขียน ,phaapF khiianR,noun,painting (picture)
ภาพเขียนครึ่งตัว ,phaapF khiianR khreungF dtuaaM,noun,a portrait showing the upper half of the body
ภาพคน ,phaapF khohnM,noun,portrait
ภาพคนไทยฆ่ากันบนถนน ถูกสื่อต่างประเทศเผยแพร่ไปทั่วโลก,phaapF khohnM thaiM khaaF ganM bohnM thaL nohnR thuukL seuuL dtaangL bpraL thaehtF pheeuyR phraaeF bpaiM thuaaF lo:hkF,example sentence,"""Pictures of Thais killing each other on the streets was broadcast by the news media all around the world."""
ภาพความนึกคิด,phaapF khwaamM neukH khitH,noun,dream
ภาพเคลื่อนไหว,phaapF khleuuanF waiR,noun,motion pictures; moving pictures
ภาพจิตรกรรมฝาผนัง,phaapF jitL dtraL gamM faaR phaL nangR,noun,a mural
ภาพตาย,phaapF dtaaiM,noun,a still image; a picture
ภาพถ่าย ,phaapF thaaiL,noun,photograph
ภาพที่เขาวิ่งเข้าไปสวมกอดพ่อนั้น คงมีความหมายเหนือคำบรรยายใด ๆ,phaapF theeF khaoR wingF khaoF bpaiM suaamR gaawtL phaawF nanH khohngM meeM khwaamM maaiR neuuaR khamM banM yaaiM daiM daiM,example sentence,"""The image of his running in and hugging his father is poignant beyond what mere words can express."""
ภาพที่จับจากหน้าจอคอมพิวเตอร์ ,phaapF theeF japL jaakL naaF jaawM khaawmM phiuM dtuuhrM,"noun, phrase",a screen capture
ภาพที่ได้หยุดนิ่ง,phaapF theeF daiF yootL ningF,noun,stop-action photograph
ภาพที่น่ากลัวของสงครามเขย่าขวัญคนไปทั่วโลก ,phaapF theeF naaF gluaaM khaawngR sohngR khraamM khaL yaoL khwanR khohnM bpaiM thuaaF lo:hkF,example sentence,"""Horrific pictures from the war frightened people all over the world."""
ภาพที่เห็นเป็นภาพเบลอ มองเห็นอะไรไม่ชัด,phaapF theeF henR bpenM phaapF bluuhrM maawngM henR aL raiM maiF chatH,example sentence,"""The picture he was looking at was blurred; he could not see anything clearly."""
ภาพน้ำตาไหลอาบแก้มกลายเป็นภาพบวกที่มีพลังทางการเมืองมากๆมีส่วนทำให้คะแนนนิยมเพิ่มขึ้นอย่างน่ามหัศจรรย์,phaapF namH dtaaM laiR aapL gaaemF glaaiM bpenM phaapF buaakL theeF meeM phaH langM thaangM gaanM meuuangM maakF maakF meeM suaanL thamM haiF khaH naaenM niH yohmM pheermF kheunF yaangL naaF maH hatL saL janM,example sentence,"""The appearance of tears running down [a candidate’s] cheeks has become a very positive image in politics and may have a part in contributing to increasing his popularity tremendously."""
ภาพนิ่ง,phaapF ningF,noun,still picture; photograph
ภาพนี้ไม่เพียงแต่ไม่มีจริง ๆ ในปัจจุบัน แต่ผมเชื่อว่าไม่มีจริง ๆในประวัติศาสตร์ด้วย,phaapF neeH maiF phiiangM dtaaeL maiF meeM jingM jingM naiM bpatL jooL banM dtaaeL phohmR cheuuaF waaF maiF meeM jingM jingM naiM bpraL watL saatL duayF,example sentence,"""This image is not only erroneous today, but, I believe, never was accurate historically."""
ภาพแนวตั้ง,phaapF naaeoM dtangF,noun,portrait view (photography); vertical perspective
ภาพแนวนอน,phaapF naaeoM naawnM,noun,landscape view (photography); horizontal perspective
ภาพในใจ,phaapF naiM jaiM,noun,mental image; imagination
ภาพประกอบ,phaapF bpraL gaawpL,verb,illustration
ภาพประกอบมีหน้าที่ในการสื่อสารพอ ๆ กับตัวหนังสือ โดยเรียกความสนใจจากผู้อ่านและบรรยายบรรยากาศในแนวของเรื่องได้ดี,phaapF bpraL gaawpL meeM naaF theeF naiM gaanM seuuL saanR phaawM phaawM gapL dtuaaM nangR seuuR dooyM riiakF khwaamM sohnR jaiM jaakL phuuF aanL laeH banM yaaiM banM yaaM gaatL naiM naaeoM khaawngR reuuangF daiF deeM,example sentence,"""The purpose of illustrations is to communicate in a manner equivalent to the written word by drawing the viewer’s attention and to better convey the context of the story."""
ภาพเปลือย,phaapF bpleuuayM,noun,an image of a nude
ภาพผลไม้อยู่ในกระจาดสามารถลวงตาอีกาให้เข้าใจผิดคิดว่า เป็นผลไม้ที่แท้จริงได้,phaapF phohnR laH maaiH yuuL naiM graL jaatL saaR maatF luaangM dtaaM eeM gaaM haiF khaoF jaiM phitL khitH waaF bpenM phohnR laH maaiH theeF thaaeH jingM daiF,example sentence,"""The picture of fruit in a basket can deceive even a crow into believing that the fruit is real."""
ภาพผลิตซ้ำ,phaapF phaL litL samH,,reproduction of a picture or painting
ภาพพจน์ ,phaapF phohtH,"noun, phrase, loanword, Pali",[used in a literature-related way only] figure of speech
ภาพพจน์,phaapF phohtH,,image
ภาพพร่า,phaapF phraaF,noun,blurry image; indistict pictrure
ภาพพิมพ์,phaapF phimM,noun,a photographic print
ภาพยนต์,phaapF yohnM,noun,[alternate spelling of ภาพยนตร์]
ภาพยนต์,phaapF phaH yohnM,noun,theatrical performance
ภาพยนตร์ ,phaapF phaH yohnM,"noun, formal",movie; moving picture; film; motion picture
ภาพยนตร์ตลก ,phaapF phaH yohnM dtaL lohkL,"noun, formal",comedy (movie)
ภาพยนตร์บันทึกเหตุการณ์จริง ,phaapF phaH yohnM banM theukH haehtL gaanM jingM,"noun, phrase, formal",documentary
ภาพยนตร์เรื่องนี้จบไม่สมบูรณ์,phaapF phaH yohnM reuuangF neeH johpL maiF sohmR buunM,example sentence,"""This movie ended imperfectly; it left issues unresolved."""
ภาพยนตร์เรื่องนี้ประสบผลสำเร็จที่เกินคาด,phaapF phaH yohnM reuuangF neeH bpraL sohpL phohnR samR retL theeF geernM khaatF,example sentence,"""This movie has been successful beyond all expectations."""
ภาพยนตร์เรื่องนี้เปิดกล้องถ่ายทำตั้งแต่ต้นปีที่ผ่านมา,phaapF phaH yohnM reuuangF neeH bpeertL glaawngF thaaiL thamM dtangF dtaaeL dtohnF bpeeM theeF phaanL maaM,example sentence,"""This picture began filming at the begining of last year."""
ภาพยนตร์เรื่องนี้ยังไม่จบบริบูรณ์,phaapF phaH yohnM reuuangF neeH yangM maiF johpL baawM riH buunM,example sentence,"""This movie has not yet completely ended; there are more episodes to come."""
ภาพรวม,phaapF ruaamM,,[ภาพรวม] overall image; full perspective; the big picture
ภาพรวมเศรษฐกิจ,phaapF ruaamM saehtL thaL gitL,noun,overall view of the economy
ภาพรังสี,phaapF rangM seeR,noun,radiograph
ภาพลวงตา,phaapF luaangM dtaaM,noun,hallucination; illusion; delusion
ภาพล้อ,phaapF laawH,noun,a caricature; a cartoon; a comic
ภาพลักษณ์ ,phaapF lakH,"noun, phrase, formal, loanword, Pali","[of one's mental and physical representations, including the public perception] image"
ภาพลามก,phaapF laaM mohkH,noun,pornographic image(s)
ภาพวาด,phaapF waatF,noun,(a drawn) picture
ภาพสเกตช์,phaapF saL gaehtL,noun,sketch; drawing
ภาพสะท้อน,phaapF saL thaawnH,noun,reflection
ภาพหน้าปก,phaapF naaF bpohkL,noun,cover picture
ภาพหลอน,phaapF laawnR,noun,hallucination; illusion; delusion
ภาพเหมือน,phaapF meuuanR,noun,portrait
ภาพอธิบายที่อยู่ในหน้าตรงข้ามหน้าแรกของหนังสือ,phaapF aL thiH baaiM theeF yuuL naiM naaF dtrohngM khaamF naaF raaekF khaawngR nangR seuuR,"noun, formal",frontispiece; an illustrated leaf preceding the title page of a book
ภาพอุดมคติ,phaapF ooL dohmM khaH dtiL,noun,idealized image
ภาพฮึกเหิมที่เกิดขึ้นภายในเพื่อไทยเป็นเพียงมายาที่เกิดขึ้นมาชั่ววูบ,phaapF heukH heermR theeF geertL kheunF phaaiM naiM pheuuaF thaiM bpenM phiiangM maaM yaaM theeF geertL kheunF maaM chuaaF wuupF,example sentence,"""This image of joy and enthusiasm which arose within the Phua Thai party is merely a temporary illusion."""
ภาพจำ,phaapF jamM,noun,mental image; rembrance; memory; remembered image
ภาย ,phaaiM,noun,[referring to placement in space or time] location
ภายใต้,phaaiM dtaaiF,preposition,under
ภายใต้แรงกดดันของมติมหาชน,phaaiM dtaaiF raaengM gohtL danM khaawngR maH dtiL maH haaR chohnM,phrase,under the pressure of public opinion
ภายใต้สภาพการณ์แบบนี้คงจะไม่มีใครนิ่งเฉยอยู่ได้ ,phaaiM dtaaiF saL phaapF gaanM baaepL neeH khohngM jaL maiF meeM khraiM ningF cheeuyR yuuL daiF,"example sentence, formal","""Under a condition like this, no one will probably remain calm."""
ภายนอก ,phaaiM naawkF,"noun, adjective",[is] outside; external
ภายนอก,phaaiM naawkF,adverb,externally; outside
ภายใน ,phaaiM naiM,noun,"the inside, the interior"
ภายใน,phaaiM naiM,"adverb, preposition",within; by (a certain time frame)
ภายใน,phaaiM naiM,adjective,internal; inside
ภายในประเทศ,phaaiM naiM bpraL thaehtF,adverb,within the country; domestically
ภายในเร็ววันนี้ ,phaaiM naiM reoM wanM neeH,"preposition, phrase, formal",one day soon; some day soon
ภายในหมู่บ้านมีหัววัวควาย หัวหมู และหัวไก่ทิ้งอยู่ระเกะระกะ,phaaiM naiM muuL baanF meeM huaaR wuaaM khwaaiM huaaR muuR laeH huaaR gaiL thingH yuuL raH gehL raH gaL,example sentence,"""Within the village there were ox and buffalo heads, pig skulls, and chicken heads scattered all about."""
ภายในห้องแสดงนิทรรศการเต็มไปด้วยชุดเครื่องเพชร จากร้านเพชรชื่อดังระดับโลก,phaaiM naiM haawngF saL daaengM niH thatH saL gaanM dtemM bpaiM duayF chootH khreuuangF phetH jaakL raanH phetH cheuuF dangM raH dapL lo:hkF,example sentence,"""The interior of the exhibition hall was filled with diamond jewelry collections from world-renowned diamond jewelry stores."""
ภายภาคหน้า,phaaiM phaakF naaF,noun,the future
ภายหน้า ,phaaiM naaF,"adverb, formal",in the future
ภายหลัง ,phaaiM langR,adverb,afterward; later; afterwards
ภายหลังการวางระเบิดคร่าชีวิตชาวบ้านเป็นว่าเล่นแต่กลุ่มโจรยังอาละวาดหนัก,phaaiM langR gaanM waangM raH beertL khraaF cheeM witH chaaoM baanF bpenM waaF lenF dtaaeL gloomL jo:hnM yangM aaM laH waatF nakL,example sentence,"""After the bombings had killed many people without a thought, the gangsters continued on their rampage."""
ภายหลังจากการลดของอัตราการตายอย่างต่อเนื่องอันเป็นผลจากความเจริญก้าวหน้าทางเทคโนโลยีและการสาธารณสุข,phaaiM langR jaakL gaanM lohtH khaawngR atL raaM gaanM dtaaiM yaangL dtaawL neuuangF anM bpenM phohnR jaakL khwaamM jaL reernM gaaoF naaF thaangM thaehkF no:hM lo:hM yeeM laeH gaanM saaR thaaM raH naH sookL,example sentence,"""...as a result of continually declining death rates due to advances in technology and public health."""
ภายหลังสงครามสงบลงนักรบก็คิดว่าม้าศึกของตนคงไม่มีประโยชน์อันใดอีก,phaaiM langR sohngR khraamM saL ngohpL lohngM nakH rohpH gaawF khitH waaF maaH seukL khaawngR dtohnM khohngM maiF meeM bpraL yo:htL anM daiM eekL,example sentence,"""After the war ended, the cavalryman thought that his war horse was of no use to him anymore."""
ภายนตร์,phaaM yohnM,noun,cinema; motion picture
ภาร,phaanM,noun,burden; responsibility; duty; obligation
ภารจำยอม,phaanM jamM yaawmM,noun,servitude which requires the owner of a piece of land to give easement to the owner of another piece of land
ภารติดพัน,phaanM dtitL phanM,noun,responsibility
ภารธุระ,phaanM thooH raH,noun,concern; business; attention
ภารกิจ,phaaM raH gitL,noun,duty; obligation; assignment
ภารกิจของกระทรวงวัฒนธรรมเพื่อให้บรรลุเป้าหมายในครั้งนี้จึงอาจดูว่ายาก เพราะสังคมแบ่งแยกมาเป็นเวลานานและอาจนานกว่าที่คาดไว้,phaaM raH gitL khaawngR graL suaangM watH thaH naH thamM pheuuaF haiF banM looH bpaoF maaiR naiM khrangH neeH jeungM aatL duuM waaF yaakF phrawH sangR khohmM baengL yaaekF maaM bpenM waehM laaM naanM laeH aatL naanM gwaaL theeF khaatF waiH,example sentence,"""The task imposed on the Ministry of Culture to achieve its objective this time is considered burdensome, since Thai society has been divided for a long time and it may take longer than expected."""
ภารกิจของ สพน. ที่สำคัญนั้น คือเพื่อสร้างทางเลือกการเพิ่มเสถียรภาพด้านไฟฟ้าของประเทศในอนาคต,phaaM raH gitL khaawngR saawR phaawM naawM theeF samR khanM nanH kheuuM pheuuaF saangF thaangM leuuakF gaanM pheermF saL thiianR raH phaapF daanF faiM faaH khaawngR bpraL thaehtF naiM aL naaM khohtH,example sentence,"""The important function of the NPPDO is to develop alternatives for enhancing the country’s future stability in electric power (supply)."""
